candidate_id,distribution,finite,no_arbitrage_valid,call_strike_monotonicity,put_strike_monotonicity,strike_convexity,normalized_price_min,normalized_price_max,atm_price_min,atm_price_max,skew_proxy,smile_curvature,term_structure,slow_variance_contribution,fast_variance_contribution,runtime_seconds,pricing_error,evidence_kind,noise_level,noise_model,retained_from_clean_pricing_failure
0,interior_train,True,True,True,True,True,2.437460352666676e-08,0.43134126262250516,0.03019776239324294,0.29131268701657687,9.309079548479396,1.7671460092047582,0.2611149246233339,0.4192413700271936,0.5807586299728064,0.07875280000007479,,clean_pricing,,,
21,interior_train,True,True,True,True,True,9.743249052007741e-10,0.4900331321087215,0.024969544822916773,0.34485300720693357,9.316568587679583,1.6845324397542072,0.31988346238401677,0.6966793544751934,0.30332064552480664,0.07512119999955758,,clean_pricing,,,
40,interior_train,True,True,True,True,True,4.49302171148247e-07,0.46077966966943945,0.03571037591100328,0.3177274507962201,8.973320486958677,1.4074852194843217,0.2820170748852168,0.6217412982565144,0.3782587017434856,0.07390400000076625,,clean_pricing,,,
63,interior_train,True,True,True,True,True,1.403660306209531e-08,0.4665620030871409,0.030903555856225538,0.3219596551856324,9.050219383092653,1.5955559808969468,0.29105609932940685,0.5481386986486233,0.4518613013513766,0.07502789999853121,,clean_pricing,,,
83,interior_train,True,True,True,True,True,1.1967984079319649e-08,0.4569727839285267,0.029702440794464522,0.31422452229802,9.116644820687569,1.6063504214064466,0.28452208150355546,0.6000745916214681,0.3999254083785318,0.07524770000054559,,clean_pricing,,,
102,interior_train,True,True,True,True,True,2.3664835424597186e-08,0.46806628350441626,0.030789091303726864,0.3270887323877314,9.23856175334781,1.6276900578307476,0.29629964108400453,0.18494503492449824,0.8150549650755017,0.07592069999918749,,clean_pricing,,,
121,interior_train,True,True,True,True,True,6.917062478350999e-08,0.4866244431500556,0.03256357107930121,0.34022778928061426,8.954381027296861,1.4345605765787468,0.30766421820131307,0.8829468466958804,0.1170531533041196,0.07849280000118597,,clean_pricing,,,
142,interior_train,True,True,True,True,True,5.149695157058431e-07,0.4666378037381979,0.03420191231466262,0.32518124668403003,9.195717016773848,1.4580847171964635,0.2909793343693674,0.7847056452567818,0.21529435474321823,0.08016589999897406,,clean_pricing,,,
161,interior_train,True,True,True,True,True,1.2810523770667714e-08,0.4490994715764329,0.029754651300591774,0.3080244396270242,9.173104849081383,1.5977786648739283,0.2782697883264324,0.7529490671065957,0.2470509328934044,0.07994860000144399,,clean_pricing,,,
181,interior_train,True,True,True,True,True,3.0810902842404176e-08,0.40819923118928203,0.03159887696688891,0.2718072772265026,9.251160087760361,1.7757197436046894,0.2402084002596137,0.2917225312885488,0.7082774687114511,0.07847200000105659,,clean_pricing,,,
199,interior_train,True,True,True,True,True,4.189066553834664e-06,0.4261531131124039,0.03895117104154515,0.289684672927841,9.183183994542524,1.366787551038577,0.25073350188629584,0.6574873881331411,0.34251261186685894,0.08558680000169261,,clean_pricing,,,
218,interior_train,True,True,True,True,True,2.0452318381103395e-08,0.44384206684066513,0.03028533811473345,0.30439650184804656,9.2490244963532,1.618236646477385,0.2741111637333131,0.7772760073868825,0.2227239926131175,0.0889831000004051,,clean_pricing,,,
240,interior_train,True,True,True,True,True,1.3904434457856495e-06,0.4610421818528835,0.03695963011913968,0.3205299080193422,9.050539351447178,1.3422128190965807,0.28357027790020256,0.8176235329017422,0.18237646709825783,0.07771339999999327,,clean_pricing,,,
258,interior_train,True,True,True,True,True,1.113203898626125e-06,0.4897777060757382,0.03824183118935501,0.3421945468397981,8.752579709285655,1.3625184133494486,0.30395271565044313,0.4738807152915756,0.5261192847084245,0.07871140000133892,,clean_pricing,,,
277,interior_train,True,True,True,True,True,7.423750503221527e-13,0.37092432627016003,0.022069551081967446,0.22194997188642135,9.453695850902921,2.2527453811433524,0.1998804208044539,0.6851313080697766,0.31486869193022343,0.0782108999992488,,clean_pricing,,,
300,interior_train,True,True,True,True,True,2.3085182462523335e-07,0.4269807434197206,0.03372636270090681,0.28987755922377706,9.26169217021426,1.5863586086642556,0.2561511965228703,0.5246932640815493,0.47530673591845063,0.07626259999960894,,clean_pricing,,,
318,interior_train,True,True,True,True,True,9.894427506651482e-08,0.43571676034047313,0.031696844487930635,0.295942866826339,9.259768317164081,1.603267962050829,0.2642460223384084,0.6640250683680239,0.33597493163197595,0.0744646000002831,,clean_pricing,,,
337,interior_train,True,True,True,True,True,1.105612270180245e-08,0.41340004156694166,0.029985547329004804,0.2744860738618157,9.200972623816284,1.668193456387769,0.24450052653281093,0.7480966026087,0.25190339739129997,0.07852650000131689,,clean_pricing,,,
353,interior_train,True,True,True,True,True,1.0437250480777038e-07,0.4245347427277872,0.03254001308466009,0.2864025960309901,9.2083352375207,1.6298959199188516,0.25386258294633,0.3668940726219162,0.6331059273780838,0.07935639999959676,,clean_pricing,,,
370,interior_train,True,True,True,True,True,2.6997749245083468e-08,0.45316448829148515,0.028063549579865708,0.3129404132132333,9.339268630438042,1.575871627487743,0.28487686363336756,0.8123411265708042,0.1876588734291959,0.07447679999859247,,clean_pricing,,,
391,interior_train,True,True,True,True,True,3.946758511119697e-09,0.4147610423529953,0.028997067123180287,0.27716652816375437,9.395693817897047,1.9789772582633773,0.24816946104057408,0.23015800963385855,0.7698419903661414,0.07428280000021914,,clean_pricing,,,
412,interior_train,True,True,True,True,True,4.663029073981306e-09,0.45260799565510196,0.027977926492870894,0.3105928693339803,9.347969373068807,1.8243687141254838,0.2826149428411094,0.25514472683969125,0.7448552731603088,0.07502580000073067,,clean_pricing,,,
434,interior_train,True,True,True,True,True,1.5076295767357806e-12,0.39621894573659694,0.020876302879223232,0.2568133843100562,9.590759410163848,2.2567861094788597,0.23593708143083295,0.6088133795122195,0.3911866204877805,0.07553109999935259,,clean_pricing,,,
454,interior_train,True,True,True,True,True,9.58906172314755e-07,0.4363674664174579,0.03630455353230765,0.2967391587182366,9.0729031247497,1.3998658236221928,0.2604346051859289,0.7451672178321707,0.2548327821678293,0.07486900000003516,,clean_pricing,,,
473,interior_train,True,True,True,True,True,7.486877944984372e-07,0.5022592442730316,0.03304207898409011,0.35914698486987795,9.360686356791724,1.454211380470234,0.32610490588578783,0.5121611034187926,0.4878388965812073,0.07475660000091011,,clean_pricing,,,
