case,factors,geometry,noise,quotes,calibration_quotes,holdout_quotes,invalid_observed_quotes,true_quadrature_max_error_spot,model,parameter_gate,neural_price_gate,exact_price_gate,joint_recovery_gate,status,seconds,optimizer_success,total_nfev,max_positive_parameter_relative_error,max_rho_absolute_error,fitted_quadrature_max_error_spot,neural_all_price_rmse_spot,neural_holdout_price_rmse_spot,neural_all_iv_rmse,neural_holdout_iv_rmse,neural_invalid_iv_quotes,exact_all_price_rmse_spot,exact_holdout_price_rmse_spot,exact_all_iv_rmse,exact_holdout_iv_rmse,exact_invalid_iv_quotes,interpretation,sigma
f2_907931_000,2,rich,0.0,126,84,42,0,1.8318679906315083e-14,double_float64_adam909111,False,True,False,False,fitted,0.9292190420092084,True,275,0.4559299428746394,0.2782766404456204,1.8207657603852567e-14,5.34318015237277e-06,5.3592312684233265e-06,2.1439035239722235e-05,2.5381234954494936e-05,0,3.223816943556352e-05,3.2592822766049067e-05,0.0001953605654024814,0.00019481084209858166,0,,
f2_907931_000,2,rich,0.0,126,84,42,0,1.8318679906315083e-14,black_scholes_on_double_heston,,False,,,fitted,,,,,,,0.008515242651232558,0.008612536436631167,0.021728571725664437,0.021763899045394493,0,,,,,,misspecified one-volatility price benchmark; no DH parameter recovery target,0.4032223181928894
f2_907931_001,2,rich,0.0,126,84,42,0,1.4521717162097046e-14,double_float64_adam909111,False,True,False,False,fitted,0.7465136250248179,True,228,1.4019376443713352,0.12805486563888135,1.4788170688007084e-14,5.229077052004135e-06,5.507540779582447e-06,2.8136811086164272e-05,2.887542540132001e-05,0,2.4704657466132463e-05,2.5817829613817077e-05,7.406541601284599e-05,7.538183307753113e-05,0,,
f2_907931_001,2,rich,0.0,126,84,42,0,1.4521717162097046e-14,black_scholes_on_double_heston,,False,,,fitted,,,,,,,0.00461458908983762,0.004603775979009116,0.01374995946925235,0.01388896384548565,0,,,,,,misspecified one-volatility price benchmark; no DH parameter recovery target,0.2898523470338107
f2_907931_002,2,rich,0.0,126,84,42,0,1.4388490399142028e-14,double_float64_adam909111,False,True,False,False,fitted,0.5201564169838093,True,160,0.18698588566687913,0.01520274005153488,1.3988810110276972e-14,2.4486626574471156e-06,2.4731958714442915e-06,2.1388996455179023e-05,2.326534325592098e-05,0,2.369851364325738e-05,2.3743334511454723e-05,6.872992971037077e-05,7.05092828109665e-05,0,,
f2_907931_002,2,rich,0.0,126,84,42,0,1.4388490399142028e-14,black_scholes_on_double_heston,,False,,,fitted,,,,,,,0.006470134734364843,0.0064810981562884755,0.01703483978779625,0.01712129749165152,0,,,,,,misspecified one-volatility price benchmark; no DH parameter recovery target,0.2680041051608765
f2_907931_003,2,rich,0.0,126,84,42,0,1.8851586958135156e-14,double_float64_adam909111,False,False,False,False,fitted,0.5274848749977536,True,161,0.5024618570403039,0.09339220900069678,1.765254609153999e-14,1.086653848245046e-05,1.1420949550722225e-05,5.067972372055186e-05,4.992737741777148e-05,0,2.5026667137765733e-05,2.5942411236585217e-05,6.215787071875191e-05,6.32220901315826e-05,0,,
f2_907931_003,2,rich,0.0,126,84,42,0,1.8851586958135156e-14,black_scholes_on_double_heston,,False,,,fitted,,,,,,,0.009291263714905075,0.009374396937810043,0.02804965041543939,0.028103456561296734,0,,,,,,misspecified one-volatility price benchmark; no DH parameter recovery target,0.346648635820472
f2_907931_004,2,rich,0.0,126,84,42,0,1.099120794378905e-14,double_float64_adam909111,False,True,False,False,fitted,0.6488236670265906,True,203,0.2711083113382432,0.2565956757631509,1.0391687510491465e-14,9.003961952758403e-06,8.856021351784596e-06,5.7127683128798704e-05,5.8540476509902275e-05,0,2.1452233677206952e-05,2.136246690234484e-05,0.00010168873310290806,0.00011240240171262296,0,,
f2_907931_004,2,rich,0.0,126,84,42,0,1.099120794378905e-14,black_scholes_on_double_heston,,False,,,fitted,,,,,,,0.004509628238175764,0.004618349235765201,0.013967329741008136,0.013350159350608131,0,,,,,,misspecified one-volatility price benchmark; no DH parameter recovery target,0.2274940565457262
f2_907931_005,2,rich,0.0,126,84,42,0,1.5987211554602254e-14,double_float64_adam909111,False,True,False,False,fitted,0.5093738340074196,True,154,0.31266440182010347,0.026856390203890357,1.8851586958135156e-14,2.1417825646571746e-06,2.1274749350330095e-06,1.322646124677541e-05,1.3393221179046639e-05,0,3.879770577131901e-05,3.754460540096492e-05,0.00010774774983302636,0.00010114038248511507,0,,
f2_907931_005,2,rich,0.0,126,84,42,0,1.5987211554602254e-14,black_scholes_on_double_heston,,False,,,fitted,,,,,,,0.010022194065732305,0.010190170966842485,0.02637276538844766,0.02629654483814548,0,,,,,,misspecified one-volatility price benchmark; no DH parameter recovery target,0.3845557567528689
