step,component,weight,raw_loss,scaled_loss,raw_grad_l2,scaled_grad_l2,scaled_grad_max,scaled_grad_mean
0,teacher,1.0,1.8200117434373683e-10,0.455002935859342,5.7123102757163245e-09,14.28077568929081,11.381933639155546,0.0017525012495873604
0,iv,1.0,5.25083065221908e-06,1.31270766305477,3.189785620609784e-06,0.797446405152446,0.5589912977236062,0.00011041595762078235
0,pde,1.0,0.0004342474925333313,0.4342474925333313,0.009396637976432884,9.396637976432883,3.1718130638267805,0.0016217340373382225
0,convexity,1.0,7.877416317919288e-07,7.877416317919289e-08,4.795832874280889e-07,4.79583287428089e-08,3.444861781756813e-08,6.796397608928829e-12
100,teacher,1.0,1.9575183467617952e-10,0.48937958669044873,7.359941264353961e-09,18.3998531608849,16.76143188338171,0.00223443072883377
100,iv,1.0,2.8242839291614785e-05,7.060709822903696,9.773702258337886e-06,2.4434255645844716,2.07097614229204,0.00034024303418323675
100,pde,1.0,0.0020078971051404743,2.0078971051404744,0.001908727515630349,1.908727515630349,0.6033280388391702,0.0004912795093764706
100,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200,teacher,1.0,1.6612498667788094e-10,0.4153124666947023,7.119146055823271e-09,17.797865139558173,16.686314056406317,0.001888557941081378
200,iv,1.0,1.5174562599672188e-06,0.3793640649918047,1.6039283872573324e-06,0.4009820968143331,0.31844826339906573,6.753026607831778e-05
200,pde,1.0,0.0006316033128343678,0.6316033128343678,0.002019242411555491,2.0192424115554912,0.4967736376402276,0.0006049287909174535
200,convexity,1.0,4.621864682086504e-07,4.621864682086504e-08,5.200823139798088e-07,5.2008231397980875e-08,4.5400333248293256e-08,7.417663063044007e-12
300,teacher,1.0,1.689883930342234e-10,0.42247098258555843,1.53559613120769e-08,38.38990328019224,36.81501811180057,0.005262086187449783
300,iv,1.0,2.095411622731822e-06,0.5238529056829555,3.7409980389135336e-06,0.9352495097283834,0.8616512409200063,0.00014417561218482418
300,pde,1.0,0.0005684041148261913,0.5684041148261914,0.0011426942792481588,1.1426942792481587,0.3498579122569218,0.0005329958709802655
300,convexity,1.0,1.811859814563251e-07,1.811859814563251e-08,2.782515821184465e-07,2.7825158211844654e-08,2.3698838675970604e-08,7.259296065353609e-12
400,teacher,1.0,1.8314480825019945e-10,0.4578620206254985,3.694283427947821e-09,9.235708569869551,8.797530931837578,0.002145595964861691
400,iv,1.0,2.8871701466353323e-06,0.721792536658833,1.7776598864589226e-06,0.44441497161473065,0.35026969182450063,0.00011070680650970342
400,pde,1.0,0.00025374101024893347,0.2537410102489335,0.0026807943789715484,2.6807943789715485,0.630273006807918,0.0016082172027230058
400,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
500,teacher,1.0,1.842124522690292e-10,0.4605311306725729,3.6740896288738547e-09,9.185224072184635,8.691390014726704,0.0022477082375208686
500,iv,1.0,3.0909524168377972e-06,0.7727381042094493,4.59141971518473e-07,0.11478549287961826,0.044653932926653005,4.628742455826699e-05
500,pde,1.0,0.004418469121592972,4.418469121592972,0.003002566033548459,3.002566033548459,1.850205953359764,0.0011671412339771354
500,convexity,1.0,1.3944163232382044e-08,1.3944163232382044e-09,5.093732510407195e-08,5.093732510407195e-09,4.5146721143569255e-09,1.3490117038772998e-12
600,teacher,1.0,1.7224606729237824e-10,0.43061516823094553,1.2213503851394667e-08,30.53375962848666,29.747909459646856,0.004512085929980538
600,iv,1.0,7.334244863363095e-07,0.18335612158407738,1.2604967739093342e-06,0.31512419347733356,0.26592979810812456,8.009929419004951e-05
600,pde,1.0,0.0020395981386737167,2.0395981386737168,0.005429000340381022,5.429000340381021,1.6296277253051747,0.003152096991159206
600,convexity,1.0,3.629265270907917e-06,3.629265270907917e-07,1.475114152232277e-06,1.475114152232277e-07,1.3192435275196553e-07,3.55352912399264e-11
700,teacher,1.0,1.744621827024117e-10,0.4361554567560292,1.9706155888398345e-09,4.926538972099586,4.694582720213367,0.0013409116529530085
700,iv,1.0,6.181453326750558e-06,1.5453633316876394,4.550391315391922e-06,1.1375978288479804,1.0605768224525347,0.0002484319449860189
700,pde,1.0,0.001053469346607137,1.053469346607137,0.0026806341706767517,2.680634170676752,0.7946187679953176,0.0017589617711183392
700,convexity,1.0,3.849976918126616e-06,3.8499769181266163e-07,8.46213573021583e-07,8.46213573021583e-08,7.77565034795621e-08,1.927575181598512e-11
800,teacher,1.0,1.6868014869549996e-10,0.4217003717387498,8.984020995137358e-10,2.246005248784339,1.984246563867138,0.0008646366692449127
800,iv,1.0,1.7741806528257806e-05,4.435451632064452,8.317711905864471e-06,2.0794279764661177,1.9544072988629035,0.0004663373612075845
800,pde,1.0,0.0009834168810276284,0.9834168810276285,0.0035406745311800324,3.5406745311800325,0.8447176232540236,0.0025430623031204194
800,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
900,teacher,1.0,1.4037583209910788e-10,0.3509395802477696,1.6520904108139233e-08,41.30226027034807,40.70652757980346,0.008268015179637917
900,iv,1.0,3.8865468254451614e-06,0.9716367063612904,5.592449519612267e-06,1.3981123799030668,1.2199404823417996,0.0004050147425488915
900,pde,1.0,0.00044104544927454285,0.44104544927454287,0.002243653874000207,2.243653874000207,0.710415680034039,0.002380922757063381
900,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,teacher,1.0,1.5978654430715345e-10,0.39946636076788355,1.7550994075538711e-09,4.387748518884677,3.1401531580048707,0.0036840447902655093
1000,iv,1.0,2.8447294298361392e-06,0.7111823574590348,3.256842435600797e-06,0.8142106089001993,0.7716969133806685,0.0002455720895478266
1000,pde,1.0,0.0009995281580291704,0.9995281580291704,0.005827317360716874,5.827317360716874,1.5156335398288854,0.0075868625144292
1000,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,teacher,1.0,2.0229741393897752e-10,0.5057435348474437,2.890888167051892e-09,7.227220417629729,6.824098699027243,0.003526312512201403
1100,iv,1.0,1.854957291901192e-05,4.63739322975298,8.126046433533562e-06,2.0315116083833904,1.8938063842799675,0.0006186582353113173
1100,pde,1.0,0.0008111277012551974,0.8111277012551974,0.000636355641213426,0.636355641213426,0.21040429838000088,0.0005975087620953611
1100,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,teacher,1.0,2.1320610211196067e-10,0.5330152552799016,6.190679478027925e-09,15.47669869506981,15.06122070715885,0.005784276967903482
1200,iv,1.0,9.67568282410233e-07,0.24189207060255827,5.250520783504745e-07,0.13126301958761863,0.05280301037936976,0.00012381642000524023
1200,pde,1.0,0.0009209543302178877,0.9209543302178878,0.0036925795207632898,3.6925795207632897,1.0281850722061183,0.004071546599143752
1200,convexity,1.0,1.386786200532564e-06,1.3867862005325642e-07,3.782301581717302e-07,3.7823015817173026e-08,3.392175890864954e-08,1.6402448046438185e-11
1300,teacher,1.0,1.9240984589878203e-10,0.48102461474695496,1.1514535947277533e-09,2.878633986819383,2.311819677998196,0.002369231008973675
1300,iv,1.0,9.636254409228762e-07,0.24090636023071904,3.262961512114889e-06,0.8157403780287222,0.7794705987967933,0.00025895995753655597
1300,pde,1.0,0.0005571216553749042,0.5571216553749042,0.006326385493171612,6.326385493171612,1.5025950324241328,0.00833525307022778
1300,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,teacher,1.0,1.7627309113997262e-10,0.44068272784993145,1.2536274182356286e-08,31.340685455890707,30.61300212697926,0.012171913931547438
1400,iv,1.0,1.8244923828723785e-06,0.4561230957180946,1.7921538564147794e-06,0.44803846410369486,0.3999537360914942,0.00022488144518809406
1400,pde,1.0,0.0003055784524674759,0.3055784524674759,0.0005392709382509797,0.5392709382509797,0.12763622809374503,0.0005164340491867555
1400,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,teacher,1.0,1.428796729414724e-10,0.357199182353681,8.005138462898318e-10,2.001284615724579,0.39654668748765154,0.0025416662882446917
1500,iv,1.0,7.840185143406486e-07,0.19600462858516213,5.707959059495683e-07,0.14269897648739208,0.03968915702460942,0.00016424005962414618
1500,pde,1.0,0.0004581380509262817,0.45813805092628174,0.0013152302547094008,1.3152302547094008,0.1773360308441913,0.0022287138238363214
1500,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,teacher,1.0,1.6681362497672715e-10,0.4170340624418178,5.691113422828362e-09,14.227783557070902,13.827801063275372,0.006399539862828543
1600,iv,1.0,2.5153415569274482e-05,6.288353892318621,9.990641292677908e-06,2.4976603231694767,2.2895405287046833,0.0012044887781195118
1600,pde,1.0,0.0007986285812440761,0.7986285812440761,0.0013202941647487108,1.3202941647487108,0.55729260849838,0.001850902764419435
1600,convexity,1.0,1.2349236518436922e-08,1.2349236518436924e-09,1.4339092337269319e-08,1.4339092337269319e-09,9.98874426582605e-10,1.2730636416758158e-12
1700,teacher,1.0,1.5501003891614332e-10,0.3875250972903582,7.132220167390639e-09,17.830550418476594,17.376718764448306,0.007273554420573803
1700,iv,1.0,1.575495743160886e-06,0.3938739357902215,1.4344843825331224e-06,0.3586210956332806,0.1970631783478078,0.0003267945841664961
1700,pde,1.0,0.00031293914345699187,0.31293914345699186,0.002301866604910383,2.301866604910383,0.2825726919553182,0.004073125209823568
1700,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,teacher,1.0,1.9546928517705816e-10,0.4886732129426453,7.834986966887258e-09,19.587467417218143,18.859627150594605,0.011352761703813868
1800,iv,1.0,1.6134902586737905e-06,0.4033725646684476,1.5404992139061375e-06,0.3851248034765344,0.334483575727739,0.00023930903791271796
1800,pde,1.0,0.0011206956832390347,1.1206956832390347,0.005484565462885136,5.4845654628851355,1.3317174336504434,0.007275171366737707
1800,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,teacher,1.0,1.4626639268179422e-10,0.3656659817044855,5.470644779230184e-09,13.676611948075458,13.154980925106468,0.006081697607698489
1900,iv,1.0,1.2319855303469134e-06,0.30799638258672835,4.737913664880324e-07,0.11844784162200811,0.06444052830774465,0.00014929150740497106
1900,pde,1.0,0.0005741602118257012,0.5741602118257012,0.002873008523576111,2.873008523576111,0.5914395808534189,0.004483744440589784
1900,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
