surface_id,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast
DEV_FIXTURE_0000,0.69104738279883793,0.072469650173631411,0.229693641410781,-0.41477106328421554,0.040719214428025022,3.3311277591162205,0.056197501380532165,0.38237549031555834,0.18104301352267457,0.023353509291131544
