S,tau_days,TV_BS,TV_SH,TV_DH,TV_PINN,BS_minus_DH,SH_minus_DH,PINN_minus_DH
86.2,90.0,0.265004665948634,0.21770049915483794,0.1610718928260359,0.1615166096994726,0.10393277312259808,0.05662860632880204,0.00044471687343669575
86.26,90.0,0.2693964284916634,0.22170166646181783,0.16458183532880674,0.16502759044404527,0.10481459316285666,0.057119831133011084,0.00044575511523853306
86.32,90.0,0.2738472717224881,0.22576262627630692,0.16815348689441004,0.16860018137169475,0.10569378482807804,0.05760913938189688,0.00044669447728470923
86.38,90.0,0.2783577590792792,0.22988401183579185,0.17178760425075695,0.1722351383879939,0.10657015482852222,0.0580964075850349,0.00044753413723694346
86.44,90.0,0.2829284559885708,0.23406645882562876,0.1754849472038658,0.17593322053061253,0.10744350878470502,0.05858151162176298,0.0004482733267467398
86.5,90.0,0.28755992982706474,0.23831060532551196,0.17924627854723693,0.17969518987913555,0.10831365127982781,0.05906432677827503,0.000448911331898616
86.56,90.0,0.29225274988298044,0.24261709175544904,0.18307236396996146,0.18352181146362273,0.10918038591301898,0.05954472778548758,0.00044944749366127024
86.62,90.0,0.2970074873167734,0.24698656082076842,0.18696397196375153,0.1874138531719076,0.11004351535302187,0.06002258885701689,0.00044988120815606103
86.67999999999999,90.0,0.3018247151214426,0.25141965745647477,0.19092187372873107,0.19137208565571387,0.11090284139271153,0.0604977837277437,0.000450211926982802
86.74,90.0,0.30670500808233786,0.25591702877092243,0.1949468430782065,0.19539728223556507,0.11175816500413135,0.06097018569271592,0.00045043915735856754
86.8,90.0,0.3116489427363788,0.2604793239887028,0.199039656342228,0.19949021880456305,0.11260928639415077,0.06143966764647482,0.0004505624623350468
86.86,90.0,0.31665709733089087,0.2651071943928074,0.20320109227023334,0.20365167373099582,0.11345600506065753,0.06190610212257405,0.00045058146076248917
86.92,90.0,0.3217300517819091,0.26980129326621693,0.20743193193257742,0.20788242775989751,0.11429811984933169,0.06236936133363952,0.0004504958273200965
86.98,90.0,0.3268683876319558,0.2745622758327104,0.2117329586210741,0.2121832639135058,0.1151354290108817,0.06282931721163632,0.0004503052924317019
87.03999999999999,90.0,0.33207268800746326,0.27939079919696136,0.21610495774856336,0.21655496739069363,0.11596773025889989,0.063285841448398,0.00045000964213026684
87.1,90.0,0.3373435375755423,0.2842875222841047,0.22054871674759507,0.22099832546538628,0.11679482082794723,0.06373880553650962,0.0004496087177912056
87.16,90.0,0.3426815225005161,0.28925310577852065,0.2250650249681365,0.22551412738399498,0.1176164975323796,0.06418808081038416,0.0004491024158584933
87.22,90.0,0.3480872303997858,0.29428821206210576,0.22965467357440783,0.23010316426193556,0.11843255682537795,0.06463353848769793,0.00044849068752772503
87.28,90.0,0.35356125029934204,0.2993935051517816,0.23431845544100405,0.2347662289791868,0.119242794858338,0.06507504971077754,0.0004477735381827608
87.34,90.0,0.35910417258885474,0.3045696506365057,0.23905716504796895,0.23950411607501565,0.12004700754088579,0.06551248558853676,0.0004469510270466992
87.4,90.0,0.3647165889763153,0.3098173156136073,0.24387159837529943,0.24431762164181803,0.12084499060101589,0.06594571723830789,0.0004460232665186026
87.46,90.0,0.37039909244211194,0.3151371686245615,0.24876255279664908,0.2492075432181575,0.12163653964546287,0.0663746158279124,0.0004449904215084177
87.52,90.0,0.3761522771928986,0.32052987959022594,0.25373082697225013,0.254174679681049,0.12242145022064849,0.06679905261797581,0.0004438527087988753
87.58,90.0,0.3819767386149032,0.32599611974541415,0.2587772207412129,0.2592198311374527,0.12319951787369032,0.06721889900420125,0.0004426103962398287
87.64,90.0,0.3878730732267868,0.33153656157299455,0.2639025350132346,0.26434379881508235,0.12397053821355225,0.06763402655975997,0.0004412638018477799
87.7,90.0,0.39384187863224146,0.33715187873751884,0.26910757165952937,0.2695473849525454,0.1247343069727121,0.06804430707798947,0.00043981329301601146
87.76,90.0,0.3998837534721015,0.34284274601811093,0.27439313340340193,0.27483139268881934,0.12549062006869954,0.068449612614709,0.00043825928541740833
87.82,90.0,0.4059992973759859,0.3486098392410563,0.27976002371008696,0.2801966259521442,0.12623927366589893,0.06884981553096936,0.00043660224205721576
