x,days,err_BS,err_SH,err_DH,err_PINN
0.2474589840750292,14.45920026616898,,-8.030018721420856,-0.2805503317846736,-22.19196968010052
0.2030072215041954,14.459200266064814,-24.02100213519439,-5.537719899334675,-0.4440861425554776,-17.79498081366636
0.1604476070853995,14.459200265960646,-17.189157497675946,-1.9039600967483028,0.5461294623796797,-12.120571624440144
0.1196256125651443,14.45920026585648,-11.705782142388706,0.14424751170636907,0.15943766985157537,-7.845402715585065
0.1116574429159675,14.459200265752315,-10.69786643892781,0.42830088543310274,0.02979529506361711,-7.08519745501941
0.1037522634088542,14.459200265648148,-9.69112783663013,0.6967203597391891,-0.07299704350323677,-6.328169198842815
0.0959090859478284,14.45920026554398,-8.552606862737534,1.0813507497283992,-0.007443333344653302,-5.441444774281109
0.0881269455057733,14.459200265439812,-7.677338342049908,1.1860159176201701,-0.1600608498134981,-4.820220814984361
0.080404899411863,14.459200265324077,-6.773432440779445,1.301502929928866,-0.231276635913652,-4.1728426507542435
0.072742026666294,14.459200265219907,-5.878706897694819,1.3888077534104175,-0.2528885677728049,-3.5374104205533192
0.0651374272810747,14.45920026511574,-5.0026036914523,1.4375521969536424,-0.23061641730752203,-2.9236368311361893
0.0575902216456917,14.459200265011576,-4.187038222942824,1.4050633929832634,-0.20521168874590157,-2.373603683943362
0.0500995499165341,14.459200264907407,-3.4362170770633247,1.2868950636470755,-0.18209313724028564,-1.8914745118580878
0.042664571429016,14.45920026480324,-2.73348712478374,1.1003875512079127,-0.14764038245169142,-1.4602927741760252
0.0352844641313935,14.459200264699076,-2.020772610587876,0.905788409684477,-0.047867612490248845,-1.0215341661230974
0.0279584240393205,14.459200264594909,-1.3952223149468979,0.6108022572310995,0.015719899821037275,-0.672066985322578
0.0206856647102408,14.45920026449074,-0.7744099268371635,0.30708522647883707,0.12161157930863087,-0.3296040078092227
0.0134654167367537,14.459200264386574,-0.1928523074358507,-0.023347482939711783,0.23229163176703427,-0.029073164887288838
0.0062969272581412,14.459200264282408,0.34816100795383165,-0.35382595258322547,0.344747595774339,0.22800134467782507
