S,tau_days,TV_BS,TV_SH,TV_DH,TV_PINN,BS_minus_DH,SH_minus_DH,PINN_minus_DH
73.48,30.0,2.3723226084468967e-08,1.13406387169946e-09,-3.0394975425451772e-12,3.7016294849242617e-13,2.3726265582011514e-08,1.137103369242005e-09,3.4096604910376036e-12
73.6,30.0,2.801471769994388e-08,1.3804706711084518e-09,-3.0068392220528057e-12,3.997124027588393e-13,2.8017724539165933e-08,1.3834775103305045e-09,3.406551624811645e-12
73.72,30.0,3.3047755776547925e-08,1.6783727008196062e-09,-2.9685964797465664e-12,4.3646297872553266e-13,3.305072437302767e-08,1.6813412972993528e-09,3.405059458472099e-12
73.84,30.0,3.894422906665901e-08,2.038066417853244e-09,-2.913220775724305e-12,4.826938154969009e-13,3.894714228743473e-08,2.0409796386289686e-09,3.3959145912212057e-12
73.96,30.0,4.584498678041323e-08,2.471883684407304e-09,-2.853077774034325e-12,5.414028804657238e-13,4.5847839858187266e-08,2.4747367621813383e-09,3.3944806545000486e-12
74.08,30.0,5.3912611511731216e-08,2.994499803676813e-09,-2.762803319455998e-12,6.165442962404765e-13,5.391537431505067e-08,2.9972626069962693e-09,3.3793476156964743e-12
74.2,30.0,6.33345701247359e-08,3.623351862991346e-09,-2.646127761352089e-12,7.133538133864115e-13,6.333721625249726e-08,3.625997990752698e-09,3.3594815747385005e-12
74.32,30.0,7.4326790035904e-08,4.379151992139855e-09,-2.500977203112612e-12,8.387933637285904e-13,7.432929101310711e-08,4.381652969342967e-09,3.3397705668412025e-12
74.44,30.0,8.71377137101915e-08,5.286522202219073e-09,-2.3089063994063913e-12,1.0021543505573152e-12,8.714002261659091e-08,5.288831108618479e-09,3.3110607499637065e-12
74.56,30.0,1.0205289010878646e-07,6.374565639788535e-09,-2.0330581662619584e-12,1.2158707975421491e-12,1.0205492316695272e-07,6.376598697954797e-09,3.2489289638041078e-12
74.68,30.0,1.1940016832508502e-07,7.677790663240865e-09,-1.6825740800641115e-12,1.4966085729950669e-12,1.1940185089916508e-07,7.67947323732093e-09,3.1791826530591786e-12
74.8,30.0,1.3955556577333737e-07,9.236946629798066e-09,-1.2034373497726853e-12,1.8667165417549565e-12,1.3955676921068713e-07,9.238150067147838e-09,3.0701538915276418e-12
74.92,30.0,1.6294989109504288e-07,1.1100219106108125e-08,-5.841194194999997e-13,2.3561507008415785e-12,1.6295047521446238e-07,1.1100803225527626e-08,2.940270120341578e-12
75.04,30.0,1.9007621048272824e-07,1.3324318572926989e-08,2.6157742638595784e-13,3.0050144078608953e-12,1.9007594890530186e-07,1.3324056995500603e-08,2.7434369814749373e-12
75.16,30.0,2.2149825543140186e-07,1.597616544835031e-08,1.370885627238663e-12,3.86689837495628e-12,2.2149688454577463e-07,1.5974794562723072e-08,2.4960127477176164e-12
75.28,30.0,2.5785988008604637e-07,1.9134431701317816e-08,2.82325274270089e-12,5.013255324887279e-12,2.578570568333037e-07,1.9131608448575116e-08,2.190002582186389e-12
75.4,30.0,2.998956874055628e-07,2.2891558248972006e-08,4.779465712090274e-12,6.5391088203643346e-12,2.9989090793985074e-07,2.2886778783259917e-08,1.7596431082740604e-12
75.52,30.0,3.4844295538025595e-07,2.7356086231833488e-08,7.354596931463737e-12,8.57047720012096e-12,3.4843560078332446e-07,2.7348731634902025e-08,1.2158802686572235e-12
75.64,30.0,4.044550075866485e-07,3.2655242638845995e-08,1.0770668801285339e-11,1.127399601458405e-11,4.0444423691784723e-07,3.264447197004471e-08,5.033272132987116e-13
75.76,30.0,4.690161864924652e-07,3.8937991471144105e-08,1.524697701427159e-11,1.4869351052907968e-11,4.6900093951545094e-07,3.8922744494129834e-08,-3.7762596136362385e-13
75.88,30.0,5.433586032349998e-07,4.6378589186878536e-08,2.1179451525909224e-11,1.9645295362543827e-11,5.433374237834739e-07,4.6357409735352623e-08,-1.5341561633653971e-12
76.0,30.0,6.288808541148918e-07,5.518054924102945e-08,2.8941515850533196e-11,2.598022536918604e-11,6.288519125990413e-07,5.5151607725178913e-08,-2.9612904813471552e-12
76.12,30.0,7.271689118999924e-07,6.558138302637057e-08,3.9124343764742056e-11,3.4368542802855e-11,7.271297875562276e-07,6.554225868260583e-08,-4.7558009618870565e-12
76.24,30.0,8.400194192343077e-07,7.785784047697988e-08,5.245578194035126e-11,4.5454342184650696e-11,8.399669634523673e-07,7.780538469503953e-08,-7.001439755700561e-12
76.36,30.0,9.694656321359137e-07,9.233213685844231e-08,6.987807665836964e-11,6.007435217733737e-11,9.693957540592553e-07,9.226225878178394e-08,-9.803724481032266e-12
76.48,30.0,1.117806283754107e-06,1.0937886267825445e-07,9.257423272401799e-11,7.931254017483555e-11,1.117713709521383e-06,1.0928628844553044e-07,-1.3261692549182446e-11
76.6,30.0,1.2876376623688322e-06,1.2943308138613187e-07,1.2215646272295242e-10,1.0456938370169669e-10,1.2875155059061092e-06,1.2931092492340893e-07,-1.7587079021255738e-11
76.72,30.0,1.4818892231069008e-06,1.529994340288008e-07,1.6057337681729565e-10,1.3764954433543185e-10,1.4817286497300835e-06,1.528388606519835e-07,-2.2923832481863802e-11
76.84,30.0,1.703863080081841e-06,1.8066263550942277e-07,2.1038446318400664e-10,1.8087257982047328e-10,1.703652695618657e-06,1.8045225104623878e-07,-2.951188336353336e-11
76.96,30.0,1.9572777547484572e-06,2.1309935107183257e-07,2.7486071196846924e-10,2.3721243358844156e-10,1.9570028940364887e-06,2.128244903598641e-07,-3.764827838002768e-11
77.08,30.0,2.246316587236447e-06,2.5109175051829555e-07,3.5814892829221623e-10,3.1047279082755283e-10,2.245958438308155e-06,2.5073360159000335e-07,-4.7676137464663407e-11
77.2,30.0,2.575681250368698e-06,2.955429977635792e-07,4.6554400334742324e-10,4.0550703748763346e-10,2.5752157063653507e-06,2.950774537602318e-07,-6.003696585978978e-11
77.32,30.0,2.9506508410489355e-06,3.474946206782861e-07,6.037448097018021e-10,5.284935637313677e-10,2.9500470962392337e-06,3.4689087586858433e-07,-7.525124597043432e-11
77.44,30.0,3.377147060810792e-06,4.0814640488662e-07,7.812861646527686e-10,6.87279587966423e-10,3.3763657746461393e-06,4.073651187219672e-07,-9.400657668634562e-11
77.56,30.0,3.861806036515935e-06,4.788788558829421e-07,1.0088705115762889e-09,8.918096263832713e-10,3.8607971660043585e-06,4.778699853713658e-07,-1.1706088519301755e-10
77.68,30.0,4.41205737368799e-06,5.612785732633872e-07,1.300124616854278e-09,1.1546582952905118e-09,4.410757249071135e-06,5.599784486465329e-07,-1.454663215637662e-10
77.8,30.0,5.036211078610356e-06,6.571669179722343e-07,1.6721015572151999e-09,1.4916914263359055e-09,5.03453897705314e-06,6.554948164150191e-07,-1.804101308792944e-10
77.92,30.0,5.743553031342342e-06,7.686323518640759e-07,2.146259650004311e-09,1.922884634181793e-09,5.7414067716923375e-06,7.664860922140715e-07,-2.2337501582251814e-10
78.03999999999999,30.0,6.544449740121782e-06,8.980669290625697e-07,2.7495715482216516e-09,2.4733346613753985e-09,6.541700168573561e-06,8.95317357514348e-07,-2.76236886846253e-10
78.16,30.0,7.450463158202092e-06,1.0482072037287716e-06,3.515749673610444e-09,3.1745062203905216e-09,7.446947408528482e-06,1.0446914540551612e-06,-3.4124345321992235e-10
78.28,30.0,8.47447639722513e-06,1.2221803945200454e-06,4.48689461141079e-09,4.065765871400594e-09,8.469989502613718e-06,1.2176934999086345e-06,-4.2112874001019577e-10
78.4,30.0,9.63083122650654e-06,1.4235560023667677e-06,5.715529027838806e-09,5.196264962250032e-09,9.6251156974787e-06,1.4178404733389288e-06,-5.192640655887739e-10
78.52,30.0,1.0935478305268006e-05,1.6564038024879875e-06,7.266985315723597e-09,6.6272460964471305e-09,1.0928211319952283e-05,1.649136817172264e-06,-6.397392192764663e-10
78.64,30.0,1.2406141154773186e-05,1.9253586911105196e-06,9.222398071883955e-09,8.434862308778755e-09,1.2396918756701302e-05,1.9161362930386357e-06,-7.875357631051997e-10
78.76,30.0,1.4062494939443476e-05,2.235693177632416e-06,1.1682293550308009e-08,1.0713615484218558e-08,1.4050812645893169e-05,2.2240108840821083e-06,-9.686780660894514e-10
78.88,30.0,1.592636119051001e-05,2.59339839066895e-06,1.4770992384782613e-08,1.3580540971665196e-08,1.5911590198125226e-05,2.5786273982841675e-06,-1.1904514131174163e-09
79.0,30.0,1.8021919671917528e-05,3.0052743925646255e-06,1.8641953924980662e-08,1.7180289291243678e-08,1.8003277717992548e-05,2.986632438639645e-06,-1.4616646337369839e-09
79.12,30.0,2.0375938656840715e-05,3.479030587887376e-06,2.348417817543699e-08,2.1691283843899527e-08,2.0352454478665277e-05,3.455546409711939e-06,-1.7928943315374612e-09
79.24,30.0,2.301802495339772e-05,4.023397798402793e-06,2.9530016001366584e-08,2.733316619862301e-08,2.2988494937396355e-05,3.993867782401427e-06,-2.1968498027435743e-09
79.36,30.0,2.5980895089854455e-05,4.648252338315137e-06,3.706448694629264e-08,3.437577852030245e-08,2.594383060290816e-05,4.611187851368844e-06,-2.6887084259901917e-09
79.48,30.0,2.9300669143487148e-05,5.364753932082304e-06,4.643659546221897e-08,4.314997674456083e-08,2.925423254802493e-05,5.318317336620085e-06,-3.2866187176581397e-09
79.6,30.0,3.301718877186221e-05,6.185498506239245e-06,5.807270699875667e-08,5.406061901979775e-08,3.295911606486345e-05,6.127425799240489e-06,-4.012087978958919e-09
79.72,30.0,3.717436108130433e-05,7.12468716516765e-06,7.24928387585435e-08,6.76021326114033e-08,3.710186824254579e-05,7.052194326409107e-06,-4.890706147140204e-09
79.84,30.0,4.1820530044166947e-05,8.198313091343164e-06,9.03297660137528e-08,8.437712987755469e-08,4.1730200278153195e-05,8.107983325329412e-06,-5.95263613619811e-09
79.96,30.0,4.700887725397973e-05,9.424367805514996e-06,1.1235206467396837e-07,1.0511862113736445e-07,4.689652518930577e-05,9.312015740841027e-06,-7.233443536603923e-09
80.08,30.0,5.279785388515185e-05,1.082306848995339e-05,1.3949129564760918e-07,1.3071646040457035e-07,5.265836258950424e-05,1.0683577194305781e-05,-8.774835243038827e-09
80.2,30.0,5.925164580172613e-05,1.2417108365192677e-05,1.7287442353187016e-07,1.6224876028318057e-07,5.9078771378194256e-05,1.2244233941660807e-05,-1.0625663248689588e-08
80.32,30.0,6.644067383681433e-05,1.423193200187332e-05,2.1386195858674022e-07,2.0101912611750995e-07,6.62268118782276e-05,1.4018070043286579e-05,-1.2842832469230263e-08
80.44,30.0,7.444213134074167e-05,1.6296037662752983e-05,2.6409309558550457e-07,2.4860068813981147e-07,7.417803824515617e-05,1.603194456716748e-05,-1.5492407445693105e-08
80.56,30.0,8.334056117138384e-05,1.8641308866005166e-05,3.2553894360631446e-07,3.0688805531334004e-07,8.301502222777752e-05,1.8315769922398853e-05,-1.865088829297442e-08
80.68,30.0,9.322847437355068e-05,2.1303377744956946e-05,4.0056491372287625e-07,3.7815847731888003e-07,9.28279094598278e-05,2.090281283123407e-05,-2.2406436403996218e-08
80.8,30.0,0.00010420701286559409,2.4322022359646465e-05,4.920039918143748e-07,4.651436832312943e-07,0.00010371500887377971,2.383001836783209e-05,-2.686030858308051e-08
80.92,30.0,0.00011638665852013205,2.774160099450418e-05,6.032423667123955e-07,5.711140684276065e-07,0.00011578341615341965,2.7138358627791787e-05,-3.2128298284789024e-08
81.03999999999999,30.0,0.0001298879910916522,3.161152600576559e-05,7.383194294341299e-07,6.99977126741128e-07,0.0001291496716622181,3.087320657633146e-05,-3.8342302693001856e-08
81.16,30.0,0.0001448424975044032,3.598678018080146e-05,9.020441918794568e-07,8.563922743403023e-07,0.00014394045331252373,3.5084735988922e-05,-4.5651917539154584e-08
81.28,30.0,0.00016139343507239333,4.0928478849542414e-05,1.100130534057442e-06,1.0459044867739014e-06,0.0001602933045383359,3.9828348315484974e-05,-5.422604728354066e-08
81.4,30.0,0.0001796967512745646,4.650448084269074e-05,1.33935405620679e-06,1.2750994724545008e-06,0.00017835739721835782,4.5165126786483946e-05,-6.42545837522892e-08
81.52,30.0,0.00019992206275583016,5.2790051747910496e-05,1.6277334029002331e-06,1.551783435814798e-06,0.00019829432935292992,5.116231834501026e-05,-7.594996708543521e-08
81.64,30.0,0.00022225369626268545,5.9868583128643256e-05,1.974739442198703e-06,1.8851908425519258e-06,0.00022027895682048674,5.7893843686444556e-05,-8.954859964677716e-08
81.76,30.0,0.0002468917942584789,6.783237111733386e-05,2.391536388781668e-06,2.2862239886273816e-06,0.00024450025786969726,6.544083472855219e-05,-1.0531240015428637e-07
81.88,30.0,0.00027405348798489567,7.678345859133822e-05,2.8912583110995605e-06,2.7677285945662567e-06,0.0002711622296737961,7.389220028023866e-05,-1.2352971653330377e-07
82.0,30.0,0.0003039741407563939,8.683454451563523e-05,3.4893264613256324e-06,3.344810097434768e-06,0.00030048481429506823,8.33452180543096e-05,-1.445163638908646e-07
82.12,30.0,0.00033690866427943096,9.810996488263572e-05,4.203811759238012e-06,4.035195794332891e-06,0.00033270485252019297,9.390615312339772e-05,-1.6861596490512105e-07
82.24,30.0,0.00037313291078683113,0.00011074674935024963,5.055848501056465e-06,4.859648502945695e-06,0.00036807706228577465,0.00010569090084919316,-1.9619999811077e-07
82.36,30.0,0.00041294514376493335,0.00012489575777588482,6.0701051085399005e-06,5.842437945300314e-06,0.00040687503865639347,0.00011882565266734492,-2.276671632395866e-07
82.48,30.0,0.00045666759002408467,0.00014072290148381506,7.27531870089689e-06,7.0118766287942984e-06,0.0004493922713231878,0.00013344758278291817,-2.634420721025918e-07
82.6,30.0,0.0005046480758290983,0.00015841045334337133,8.704900630940299e-06,8.40092759134804e-06,0.0004959431751981581,0.00014970555271243103,-3.0397303959225994e-07
82.72,30.0,0.0005572617497529217,0.00017815845167282518,1.039762080139011e-05,1.0047891992192888e-05,0.0005468641289515316,0.00016776083087143508,-3.497288091972215e-07
82.84,30.0,0.0006149128948549443,0.00020018620248509893,1.2398379448375362e-05,1.1997185162300478e-05,0.0006025145154065689,0.00018778782303672357,-4.0119428607488395e-07
82.96,30.0,0.000678036832706254,0.00022473388482474276,1.4759075223102782e-05,1.4300210374520418e-05,0.0006632777574831513,0.00020997480960164,-4.5886484858236345e-07
83.08,30.0,0.0007471019216893308,0.00025206426401800774,1.753957933116712e-05,1.701634024703232e-05,0.0007295623423581636,0.00023452468468684062,-5.232390841348021e-07
83.2,30.0,0.0008226116518912134,0.0002824645176089855,2.0808826379870093e-05,2.02140163490124e-05,0.0008018028255113433,0.0002616556912291154,-5.94810030857692e-07
83.32,30.0,0.0009051068387825691,0.00031624817873456815,2.4646032700079485e-05,2.3971978226582218e-05,0.0008804608060824896,0.00029160214603448866,-6.740544734972672e-07
83.44,30.0,0.0009951679177320647,0.00035375720179454446,2.91420541736857e-05,2.838063370238695e-05,0.000966025863558379,0.0003246151476208588,-7.61420471298748e-07
83.56,30.0,0.0010934173412407617,0.0003953641547951098,3.440089551730595e-05,3.354358291433836e-05,0.0010590164457234558,0.0003609632592778039,-8.573126029675886e-07
83.68,30.0,0.0012005220806102182,0.00044147454335638687,4.0541384242054946e-05,3.957930913809278e-05,0.0011599806963681633,0.0004009331591143319,-9.62075103962168e-07
83.8,30.0,0.001317196233548513,0.0004925292706207525,4.769902273558017e-05,4.662304997344374e-05,0.001269497210812933,0.0004448302478851723,-1.0759727621364253e-06
83.92,30.0,0.0014442037390109744,0.0005490072373081822,5.60280324140457e-05,5.4828862955160026e-05,0.0013881757065969287,0.0004929792048941365,-1.1991694588856715e-06
84.03999999999999,30.0,0.0015823612003294503,0.0006114280863195856,6.57036044938622e-05,6.437190006200797e-05,0.0015166575958355881,0.0005457244818257235,-1.3317044318542293e-06
84.16,30.0,0.001732540817431107,0.0006803550955531416,7.692437223296309e-05,7.545090593183735e-05,0.001655616445198144,0.0006034307233201785,-1.4734663011257412e-06
84.28,30.0,0.001895673428671345,0.0007563982227489067,8.991511983476507e-05,8.829095483158305e-05,0.00180575830883658,0.0006664831029141417,-1.6241650031820264e-06
84.4,30.0,0.0020727516625027417,0.0008402173057172529,0.00010492974336382572,0.00010314644156742156,0.001967821919138916,0.0007352875623534272,-1.783301796404158e-06
84.52,30.0,0.002264833198898546,0.00093252542085343,0.0001222544791290114,0.00012030434153755107,0.002142578719769535,0.0008102709417244186,-1.9501375914603267e-06
84.64,30.0,0.0024730441401011175,0.001034092402959215,0.00014221141526300947,0.0001400877550169989,0.002330832724838108,0.0008918809876962055,-2.1236602460105673e-06
84.76,30.0,0.0026985824899157878,0.0011457485282172456,0.00016516230122097118,0.00016285975050606117,0.0025334201886948165,0.0009805862269962745,-2.3025507149100144e-06
84.88,30.0,0.002942721740395395,0.0012683883624062863,0.0001915126708398758,0.00018902752156173963,0.002751209069555519,0.0010768756915664104,-2.485149278136172e-06
85.0,30.0,0.0032068145643648666,0.0014029747756422195,0.000221716292954364,0.00021904687095288894,0.0029850982714105024,0.0011812584826878555,-2.6694220014750625e-06
85.12,30.0,0.0034922966118261355,0.001550543124398757,0.00025627996365516623,0.0002534270352238697,0.003236016648170969,0.0012942631607435909,-2.8529284312965434e-06
85.24,30.0,0.0038006904078508956,0.001712205600923945,0.0002957686531710099,0.0002927358618132539,0.0035049217546798857,0.001416436947752935,-3.032791357755998e-06
85.36,30.0,0.004133609349119519,0.0018891557499252773,0.0003408110191629557,0.00033760534974128556,0.003792798329956563,0.0015483447307623216,-3.2056694216701085e-06
85.48,30.0,0.004492761795815222,0.002082673151128511,0.0003921052973767276,0.0003887375635528324,0.004100656498438495,0.0016905678537517833,-3.3677338238952007e-06
85.6,30.0,0.004879955255078001,0.0022941282661556677,0.00045042557864122983,0.00044691092867193234,0.004429529676436772,0.0018437026875144378,-3.5146499692974937e-06
85.72,30.0,0.00529710065176026,0.0025249874470955292,0.0005166284799906594,0.000512986914596116,0.004780472171769601,0.0020083589671048697,-3.6415653945434407e-06
85.84,30.0,0.005746216681701771,0.0027768181036261453,0.0005916602154466378,0.0005879171104241048,0.005154556466255133,0.0021851578881795074,-3.7431050225329417e-06
85.96,30.0,0.006229434242233598,0.0030512940244566563,0.0006765640699603232,0.0006727506950825875,0.005552870172273274,0.002374729954496333,-3.813374877735705e-06
86.08,30.0,0.006749000934093539,0.003350200848090097,0.0007724882778389405,0.0007686423022960376,0.005976512656254599,0.0025777125702511564,-3.845975542902903e-06
86.2,30.0,0.007307285628401054,0.0036754416773080887,0.0008806943040647968,0.000876860277835461,0.006426591324336256,0.002794747373243292,-3.834026229335738e-06
86.32,30.0,0.007906783091803047,0.004029042830404319,0.001002565524532062,0.0009987953239008437,0.006904217567270984,0.003026477305872257,-3.7702006312183983e-06
86.44,30.0,0.008550118662351894,0.004413159721576132,0.00113961629811204,0.0011359695226499428,0.007410502364239855,0.003273543423464092,-3.6467754620972577e-06
86.56,30.0,0.009240052968137168,0.004830082861905531,0.0012935014200879948,0.001290045727896555,0.007946551548049173,0.003536581441817536,-3.455692191439881e-06
86.68,30.0,0.009979486680138316,0.005282243971226724,0.0014660259435985144,0.0014628373108763757,0.008513460736539802,0.0038162180276282093,-3.1886327221386773e-06
86.8,30.0,0.010771465290227907,0.005772222190272514,0.00165915535197273,0.0016563182427563865,0.009112309938255177,0.004113066838299784,-2.837109216343543e-06
86.92,30.0,0.011619183904706646,0.0063027503815739645,0.001875026061371377,0.0018726334932355447,0.00974415784333527,0.004427724320202588,-2.3925681358323656e-06
87.03999999999999,30.0,0.012525992043216768,0.00687672150651767,0.002115956229474951,0.0021141097212022415,0.010410035813741817,0.004760765277042719,-1.846508272709737e-06
87.16,30.0,0.01349539843236737,0.0074971950646923365,0.002384456842162862,0.002383266229985537,0.011110941590204508,0.005112738222529474,-1.1906121773251968e-06
87.28,30.0,0.014531075782875725,0.008167403581355814,0.002683243046420658,0.0026828261562908493,0.011847832736455066,0.005484160534935156,-4.16890129808882e-07
87.4,30.0,0.01563686553852423,0.00889075912690024,0.0030152456940330963,0.0030157278584803933,0.012621619844491132,0.005875513432867144,4.821644472969254e-07
87.52,30.0,0.01681678258478168,0.009670859852016194,0.0033836230564882183,0.0033851364664630413,0.013433159528293461,0.006287236795527976,1.513409974823049e-06
87.64,30.0,0.018075019904427815,0.010511496521052046,0.003791772668317457,0.003794455552133991,0.014283247236110358,0.006719723852734588,2.6828838165337925e-06
87.75999999999999,30.0,0.01941595316711491,0.011416659024773379,0.0042433432523957095,0.0042473388760792775,0.0151726099147192,0.007173315772377669,3.995623683568025e-06
87.88,30.0,0.020844145239362906,0.012390542853424544,0.004742246677043588,0.004747702163159797,0.01610189856231932,0.007648296176380956,5.455486116208615e-06
88.0,30.0,0.0223643506010945,0.013437555509705629,0.005292669891843252,0.005299734856641525,0.017071680709251247,0.008144885617862377,7.064964798272726e-06
88.12,30.0,0.023981519654480078,0.014562322840614034,0.005899086786100704,0.005907911797793934,0.018082432868379374,0.008663236054513329,8.825011693230217e-06
88.24,30.0,0.025700802910491455,0.015769695266355032,0.006566269910841945,0.006577004775329756,0.01913453299964951,0.009203425355513087,1.0734864487811288e-05
88.36,30.0,0.02752755503831256,0.0170647538837634,0.007299302003174992,0.007312093886761114,0.020228253035137568,0.009765451880588409,1.2791883586121648e-05
88.48,30.0,0.029467338762481286,0.01845281642106019,0.008103587249404928,0.008118578651732013,0.02136375151307636,0.010349229171655263,1.4991402327085498e-05
88.6,30.0,0.0315259285924242,0.0199394430202254,0.008984862221843056,0.009002188815645075,0.022541066370581148,0.010954580798382343,1.7326593802019508e-05
88.72,30.0,0.033709314368870244,0.02153044182266504,0.009949206422685772,0.009968994780506233,0.023760107946184474,0.011581235399979269,1.978835782046051e-05
88.84,30.0,0.03602370461151474,0.023231874333601032,0.011003052367620997,0.011025417598834906,0.025020652243893743,0.012228821965980035,2.2365231213909015e-05
88.96000000000001,30.0,0.03847552965220804,0.025050060540092338,0.012153195141155317,0.01217823846581278,0.026322334511052724,0.012896865398937021,2.5043324657463006e-05
89.08,30.0,0.04107144453794703,0.0269915837575729,0.01340680135589846,0.013434607644501483,0.027664643182048573,0.01358478240167444,2.7806288603023435e-05
89.2,30.0,0.04381833168789555,0.029063295179322143,0.014771417448173835,0.014802052759081261,0.029046914239721715,0.014291877731148308,3.063531090742588e-05
89.32,30.0,0.046723303288818054,0.0312723181036248,0.016254977243736632,0.016288486391543257,0.03046832604508142,0.015017340859888165,3.350914780662559e-05
89.44,30.0,0.0497937034134088,0.03362605181317092,0.01786580872855394,0.017902212918220316,0.031927894684854866,0.015760243084616977,3.640418966637665e-05
