S,tau_days,TV_BS,TV_SH,TV_DH,TV_PINN,BS_minus_DH,SH_minus_DH,PINN_minus_DH
70.0,180.0,0.023335195103368414,0.014128715009610309,0.007939884959559116,0.008009092473020615,0.015395310143809298,0.006188830050051193,6.920751346149896e-05
70.12,180.0,0.024242836768801918,0.014746998863759107,0.008343354379550081,0.008416150809755028,0.01589948238925184,0.006403644484209025,7.279643020494629e-05
70.24,180.0,0.025181031871431735,0.015389110638931567,0.008764956145821613,0.00884144015979849,0.016416075725610123,0.006624154493109954,7.648401397687687e-05
70.36,180.0,0.02615062713640716,0.016055825293145736,0.00920538329862506,0.009285652281186161,0.0169452438377821,0.006850441994520676,8.026898256110158e-05
70.48,180.0,0.027152486601700908,0.016747937248951274,0.009665349712150427,0.009749499538227752,0.017487136889550482,0.007082587536800846,8.414982607732498e-05
70.6,180.0,0.028187491790179098,0.01746626067737797,0.010145590486873803,0.010233715290212704,0.018041901303305297,0.007320670190504168,8.81248033389008e-05
70.72,180.0,0.029256541878487217,0.01821162977911056,0.010646862340361244,0.010739054279269812,0.01860967953812597,0.007564767438749316,9.219193890856736e-05
70.84,180.0,0.030360553862617726,0.018984899063005642,0.011169943996559264,0.011266293017057784,0.019190609866058462,0.007814955066446378,9.634902049852033e-05
70.96,180.0,0.03150046272001461,0.01978694362150311,0.011715636572871306,0.011816230169923028,0.019784826147143303,0.008071307048631805,0.00010059359705172181
71.08,180.0,0.03267722156808717,0.02061865940268868,0.012284763964795813,0.012389686942178768,0.020392457603291354,0.008333895437892865,0.00010492297738295443
71.2,180.0,0.03389180181897817,0.021480963478934297,0.0128781732277645,0.012987507457142108,0.021013628591213668,0.008602790251169798,0.00010933422937760805
71.32,180.0,0.03514519333046613,0.022374794311545574,0.013496734955769021,0.013610559135557915,0.02164845837469711,0.008878059355776553,0.00011382417978889406
71.44,180.0,0.036438404552845464,0.023301112011448494,0.014141343656242143,0.01425973307103226,0.02229706089660332,0.009159768355206351,0.00011838941479011718
71.56,180.0,0.03777246267166585,0.02426089859555621,0.014812918121136697,0.014935944402098443,0.02295954455052915,0.009447980474419514,0.00012302628096174523
71.68,180.0,0.039148413746173484,0.025255158238500643,0.015512401793444177,0.015640132680522723,0.023636011952729307,0.009742756445056466,0.00012773088707854555
71.8,180.0,0.04056732284334446,0.026284917519455147,0.016240763128966183,0.016373262235460206,0.024326559714378276,0.010044154390488964,0.00013249910649402313
71.92,180.0,0.04203027416735106,0.027351225663984405,0.01699899595289217,0.017136322533057136,0.025031278214458892,0.010352229711092235,0.0001373265801649648
72.04,180.0,0.04353837118434046,0.02845515478040259,0.01778811981068161,0.017930328531105863,0.02575025137365885,0.01066703496972098,0.0001422087204242528
72.16,180.0,0.04509273674239326,0.029597800090499934,0.018609180313003095,0.01875632102833376,0.026483556429390164,0.01098861977749684,0.00014714071533066322
