case,geometry,noise,model,arm,n_fit,n_hold,failed_prices,price_bound_violations,invalid_iv_pairs,price_rmse_spot,iv_rmse,z_mae,z_max_error,parameter_gate,price_gate,seconds,truth_quadrature_max_difference,predicted_quadrature_max_difference,failed_parameter_case
905102_00,rich,0.01,seed_43/repaired,refined,60,30,0,0,0,0.0002704788854168196,0.0011244091347609845,0.7743333835359786,1.870584190585882,False,False,0.36515008300193585,1.3433698597964394e-14,1.2878587085651816e-14,False
905102_00,rich,0.01,seed_43/repaired,hybrid_polish,60,30,0,0,0,0.0005649093318947329,0.0014707618315368252,4.581826906920727,12.685680131809972,False,False,36.428435082998476,1.3433698597964394e-14,1.3100631690576847e-14,False
905102_00,single_expiry,0.0,unified_v6/unified,encoder,10,5,0,0,0,0.0002474080928905912,0.0016187549003845985,0.9025759918524443,2.8759480905288637,False,False,0.0038259170032688417,7.965850201685498e-15,7.965850201685498e-15,False
905102_00,single_expiry,0.0,unified_v6/unified,refined,10,5,0,0,0,9.142701385463067e-06,5.627559151445905e-05,0.8983140175296211,2.883489949116983,False,False,0.29573795800388325,7.965850201685498e-15,8.049116928532385e-15,False
905102_00,single_expiry,0.0,seed_17/repaired,encoder,10,5,0,0,0,0.0003492535981486603,0.0023373612418337887,0.917983140501002,2.8493500061184274,False,False,0.0027011670026695356,7.965850201685498e-15,7.882583474838611e-15,False
905102_00,single_expiry,0.0,seed_17/repaired,refined,10,5,0,0,0,8.21195955112908e-06,5.054606981746201e-05,0.8949781811126538,2.862352337839995,False,False,0.29620891700324137,7.965850201685498e-15,8.076872504148014e-15,False
905102_00,single_expiry,0.0,seed_29/repaired,encoder,10,5,0,0,0,0.0007163646107373436,0.004531396301252401,0.9223023317694976,2.862967805071078,False,False,0.0033821660035755485,7.965850201685498e-15,8.049116928532385e-15,False
905102_00,single_expiry,0.0,seed_29/repaired,refined,10,5,0,0,0,4.81393337327491e-06,2.9657581384098545e-05,0.8977914950811433,2.8738613672206763,False,False,0.2935539579993929,7.965850201685498e-15,7.965850201685498e-15,False
905102_00,single_expiry,0.0,seed_43/repaired,encoder,10,5,0,0,0,0.00027840431493165606,0.00197449345962585,0.9196313396922597,2.865378053499648,False,False,0.003341290997923352,7.965850201685498e-15,7.882583474838611e-15,False
905102_00,single_expiry,0.0,seed_43/repaired,refined,10,5,0,0,0,6.980137361737055e-06,4.29624150428359e-05,0.8950576372440373,2.876633191282881,False,False,0.29669537500012666,7.965850201685498e-15,7.771561172376096e-15,False
905102_00,single_expiry,0.0,seed_43/repaired,hybrid_polish,10,5,0,0,0,7.65727130925982e-11,5.789078249131162e-10,1.5386706047609822,4.8081740965710935,False,True,15.363381166003819,7.965850201685498e-15,7.93809462606987e-15,False
905102_00,single_expiry,0.01,unified_v6/unified,encoder,10,5,0,0,0,0.00014857759989761514,0.0010497715347865509,0.900140821420921,2.877431294628582,False,False,0.0038808750032330863,7.965850201685498e-15,7.993605777301127e-15,False
905102_00,single_expiry,0.01,unified_v6/unified,refined,10,5,0,0,0,0.00015007183535345288,0.0011294418504464593,0.9172406737203944,2.9073829325100013,False,False,0.3030674170004204,7.965850201685498e-15,7.965850201685498e-15,False
905102_00,single_expiry,0.01,seed_17/repaired,encoder,10,5,0,0,0,0.000239083392521253,0.0017163580011730535,0.9153448370592111,2.8490978690798556,False,False,0.002909000002546236,7.965850201685498e-15,7.993605777301127e-15,False
905102_00,single_expiry,0.01,seed_17/repaired,refined,10,5,0,0,0,0.00014072313962753622,0.001062153109831324,0.9186933704164829,2.8792023695138655,False,False,0.3024532920026104,7.965850201685498e-15,8.132383655379272e-15,False
905102_00,single_expiry,0.01,seed_29/repaired,encoder,10,5,0,0,0,0.0005750713636480152,0.003660947149814992,0.9186963484073584,2.863171143576677,False,False,0.003657332999864593,7.965850201685498e-15,7.993605777301127e-15,False
905102_00,single_expiry,0.01,seed_29/repaired,refined,10,5,0,0,0,0.0001420251208223568,0.001070899628767221,0.9104902987245446,2.8806425446565473,False,False,0.30641512500005774,7.965850201685498e-15,7.93809462606987e-15,False
905102_00,single_expiry,0.01,seed_43/repaired,encoder,10,5,0,0,0,0.0002380915173260045,0.0017243292649857965,0.915017969611552,2.8658173959204882,False,False,0.003054583001357969,7.965850201685498e-15,8.049116928532385e-15,False
905102_00,single_expiry,0.01,seed_43/repaired,refined,10,5,0,0,0,0.00013873710963403866,0.001046951880598254,0.9166419481566676,2.898301022925427,False,False,0.29859870800282806,7.965850201685498e-15,7.965850201685498e-15,False
905102_00,single_expiry,0.01,seed_43/repaired,hybrid_polish,10,5,0,0,0,0.0002599266568831003,0.0020443222463959517,1.6962998773989875,5.974026708635812,False,False,1.6105200410020188,7.965850201685498e-15,7.743805596760467e-15,False
905102_01,rich,0.0,unified_v6/unified,encoder,60,30,0,0,0,0.000499358188244091,0.0024603636773931044,0.6006814183517954,1.863973163031454,False,False,0.0054032909974921495,1.6209256159527285e-14,1.6153745008296028e-14,False
905102_01,rich,0.0,unified_v6/unified,refined,60,30,0,0,0,1.1635236867421666e-05,5.4221838661237795e-05,0.5019085343814141,1.0607805061859694,False,False,0.34900516599736875,1.6209256159527285e-14,1.6653345369377348e-14,False
905102_01,rich,0.0,seed_17/repaired,encoder,60,30,0,0,0,0.0015121817061644943,0.005190999769171369,0.5903089248690987,1.871834159560058,False,False,0.004588125004374888,1.6209256159527285e-14,1.5709655798445965e-14,False
905102_01,rich,0.0,seed_17/repaired,refined,60,30,0,0,0,1.202382245285358e-05,5.599748975704714e-05,0.4978866523288888,1.0613103419961698,False,False,0.348427917000663,1.6209256159527285e-14,1.6209256159527285e-14,False
905102_01,rich,0.0,seed_29/repaired,encoder,60,30,0,0,0,0.0004022881615648441,0.0015976796447645168,0.582744541125472,1.8442956199859193,False,False,0.005565375002333894,1.6209256159527285e-14,1.582067810090848e-14,False
905102_01,rich,0.0,seed_29/repaired,refined,60,30,0,0,0,1.0847057952966539e-05,5.1089750022879386e-05,0.5051463067574875,1.0651627159464414,False,False,0.3484950000056415,1.6209256159527285e-14,1.6209256159527285e-14,False
905102_01,rich,0.0,seed_43/repaired,encoder,60,30,0,0,0,0.0019423176485337023,0.0053162265707442325,0.5837927559040116,1.8561998871844132,False,False,0.0045084579978720285,1.6209256159527285e-14,1.5654144647214707e-14,False
905102_01,rich,0.0,seed_43/repaired,refined,60,30,0,0,0,1.1012755217142784e-05,5.1811186091685724e-05,0.4972593162722066,1.0536050694415051,False,False,0.3497154170036083,1.6209256159527285e-14,1.6153745008296028e-14,False
905102_01,rich,0.0,seed_43/repaired,hybrid_polish,60,30,0,0,0,8.100991473578716e-17,8.115520210365964e-16,4.342126977357043e-12,1.275297839136217e-11,True,True,4.061971167007869,1.6209256159527285e-14,1.587618925213974e-14,False
905102_01,rich,0.01,unified_v6/unified,encoder,60,30,0,0,0,0.0007384076750236823,0.004502474543656081,0.6050810003427756,1.8627626841689626,False,False,0.00432729199383175,1.6209256159527285e-14,1.6042722705833512e-14,False
905102_01,rich,0.01,unified_v6/unified,refined,60,30,0,0,0,0.0005482674022441213,0.001739573486147924,0.6456175104720664,1.8106191344405442,False,False,0.3471232499941834,1.6209256159527285e-14,1.6264767310758543e-14,False
905102_01,rich,0.01,seed_17/repaired,encoder,60,30,0,0,0,0.0015841921595302955,0.005177829508712238,0.5936043469855535,1.8654770295013483,False,False,0.0052320419999887235,1.6209256159527285e-14,1.6042722705833512e-14,False
905102_01,rich,0.01,seed_17/repaired,refined,60,30,0,0,0,0.0005669705289212143,0.0017825639842198927,0.6445538359062565,1.8075747422971618,False,False,0.3455574580002576,1.6209256159527285e-14,1.5931700403370996e-14,False
905102_01,rich,0.01,seed_29/repaired,encoder,60,30,0,0,0,0.0005967024167532105,0.0019025158568825179,0.5879961936768623,1.8385597757007741,False,False,0.0056219580001197755,1.6209256159527285e-14,1.587618925213974e-14,False
905102_01,rich,0.01,seed_29/repaired,refined,60,30,0,0,0,0.0005465467868475119,0.001733590260407244,0.6344248973162454,1.6614795301977632,False,False,0.35049233300378546,1.6209256159527285e-14,1.5765166949677223e-14,False
905102_01,rich,0.01,seed_43/repaired,encoder,60,30,0,0,0,0.0021859863183122767,0.00611263869553639,0.5873648635282199,1.8481797651149603,False,False,0.0045843749976484105,1.6209256159527285e-14,1.587618925213974e-14,False
905102_01,rich,0.01,seed_43/repaired,refined,60,30,0,0,0,0.0005520496096364805,0.001743094825524967,0.6271275782019247,1.6826681584124386,False,False,0.3469947920020786,1.6209256159527285e-14,1.5987211554602254e-14,False
905102_01,rich,0.01,seed_43/repaired,hybrid_polish,60,30,0,0,0,0.0006770464747991254,0.002886845215299561,9.830042269192104,34.57296104741995,False,False,17.145931749997544,1.6209256159527285e-14,2.936539900133539e-14,False
905102_01,single_expiry,0.0,unified_v6/unified,encoder,10,5,0,0,0,0.00020132057858209115,0.0013861259126711567,0.6105867585923215,1.8689681234241877,False,False,0.002664500003447756,8.021361352916756e-15,7.993605777301127e-15,False
905102_01,single_expiry,0.0,unified_v6/unified,refined,10,5,0,0,0,5.870063889389735e-05,0.00036018079399989533,0.6203759705673156,1.982279436827892,False,False,0.29787533300259383,8.021361352916756e-15,8.076872504148014e-15,False
905102_01,single_expiry,0.0,seed_17/repaired,encoder,10,5,0,0,0,0.0002911982375224003,0.0017780730332200218,0.595405948528177,1.860560263844265,False,False,0.00275054200028535,8.021361352916756e-15,7.93809462606987e-15,False
905102_01,single_expiry,0.0,seed_17/repaired,refined,10,5,0,0,0,2.2925166730988074e-05,0.00014320489677636982,0.6199759037912862,1.959707016580929,False,False,0.29699620899918955,8.021361352916756e-15,8.104628079763643e-15,False
905102_01,single_expiry,0.0,seed_29/repaired,encoder,10,5,0,0,0,0.000623749113878569,0.003809706154095106,0.5929483410529605,1.8324082382630948,False,False,0.002863249996153172,8.021361352916756e-15,8.049116928532385e-15,False
905102_01,single_expiry,0.0,seed_29/repaired,refined,10,5,0,0,0,2.464354980960879e-05,0.00015376859243529059,0.6204306596535545,1.9695258554518218,False,False,0.29710879099729937,8.021361352916756e-15,8.021361352916756e-15,False
905102_01,single_expiry,0.0,seed_43/repaired,encoder,10,5,0,0,0,8.625385073449731e-05,0.000583959783407195,0.5899229238393071,1.846151683896257,False,False,0.002812957995047327,8.021361352916756e-15,7.993605777301127e-15,False
905102_01,single_expiry,0.0,seed_43/repaired,refined,10,5,0,0,0,4.3096844789738186e-05,0.0002754385343936994,0.607170649775781,1.7696518842237412,False,False,0.2990449169956264,8.021361352916756e-15,8.104628079763643e-15,False
905102_01,single_expiry,0.0,seed_43/repaired,hybrid_polish,10,5,0,0,0,2.724961256488062e-09,1.965232270348077e-08,0.2988256820912646,0.9890935521440444,False,True,15.880608707993815,8.021361352916756e-15,7.688294445529209e-15,False
905102_01,single_expiry,0.01,unified_v6/unified,encoder,10,5,0,0,0,0.00045162873965674214,0.0028413679812918325,0.6166068304870711,1.8673038064552814,False,False,0.0033638750028330833,8.021361352916756e-15,8.104628079763643e-15,False
905102_01,single_expiry,0.01,unified_v6/unified,refined,10,5,0,0,0,0.0003484137035386575,0.0025381073410164112,0.5814769558817023,2.0285330342191545,False,False,0.29472745900420705,8.021361352916756e-15,8.049116928532385e-15,False
905102_01,single_expiry,0.01,seed_17/repaired,encoder,10,5,0,0,0,0.00033902715473235263,0.00207765840460367,0.5992059536139948,1.8609535961060986,False,False,0.003310042004159186,8.021361352916756e-15,8.076872504148014e-15,False
905102_01,single_expiry,0.01,seed_17/repaired,refined,10,5,0,0,0,0.0003408017026712878,0.002464699729854655,0.5630780237780895,1.9784398385361075,False,False,0.30154070800199406,8.021361352916756e-15,8.104628079763643e-15,False
905102_01,single_expiry,0.01,seed_29/repaired,encoder,10,5,0,0,0,0.0002422426298444674,0.0015232847578287886,0.5974705889646531,1.8314018983641998,False,False,0.0031509170003118925,8.021361352916756e-15,8.021361352916756e-15,False
905102_01,single_expiry,0.01,seed_29/repaired,refined,10,5,0,0,0,0.00034722051741909425,0.0025146275583317846,0.5681770504703697,1.9576265158664343,False,False,0.302941458998248,8.021361352916756e-15,8.18789480661053e-15,False
905102_01,single_expiry,0.01,seed_43/repaired,encoder,10,5,0,0,0,0.00024364525491597067,0.001493203039064981,0.5929904112509339,1.8463969751608023,False,False,0.0034716250011115335,8.021361352916756e-15,7.854827899222983e-15,False
905102_01,single_expiry,0.01,seed_43/repaired,refined,10,5,0,0,0,0.00034194972398598317,0.0024738750185701558,0.5649128629760987,1.9664321889780996,False,False,0.3039166250018752,8.021361352916756e-15,7.965850201685498e-15,False
905102_01,single_expiry,0.01,seed_43/repaired,hybrid_polish,10,5,0,0,0,0.0006895990312232818,0.0052716252362157165,4.404413800252357,12.545724750899215,False,False,12.18625512500148,8.021361352916756e-15,8.1601392309949e-15,False
905102_02,rich,0.0,unified_v6/unified,encoder,60,30,0,0,0,0.0014886982957017152,0.007357783556821143,0.9567625940531732,2.367722532710364,False,False,0.005017082999984268,1.2212453270876722e-14,1.1823875212257917e-14,False
905102_02,rich,0.0,unified_v6/unified,refined,60,30,0,0,0,0.00013710754731980382,0.0004236977757193512,0.6346582765932354,2.4691883983968124,False,False,0.35275158299918985,1.2212453270876722e-14,1.176836406102666e-14,False
905102_02,rich,0.0,seed_17/repaired,encoder,60,30,0,0,0,0.0013702168540870357,0.006254588755324381,0.9509145721932676,2.430056426469167,False,False,0.0049850409995997325,1.2212453270876722e-14,1.1657341758564144e-14,False
905102_02,rich,0.0,seed_17/repaired,refined,60,30,0,0,0,0.00011401056553483564,0.00035436735139166307,0.6324546088445053,2.520735426178657,False,False,0.344945832999656,1.2212453270876722e-14,1.1879386363489175e-14,False
905102_02,rich,0.0,seed_29/repaired,encoder,60,30,0,0,0,0.002203286357085114,0.010687026359243344,0.9534927663538785,2.4015683199565236,False,False,0.004575540995574556,1.2212453270876722e-14,1.1712852909795402e-14,False
905102_02,rich,0.0,seed_29/repaired,refined,60,30,0,0,0,0.00014273944736699508,0.0004361563560363404,0.6240295112679453,2.4738822787783246,False,False,0.3483951660018647,1.2212453270876722e-14,1.1934897514720433e-14,False
905102_02,rich,0.0,seed_43/repaired,encoder,60,30,0,0,0,0.0013825201960859246,0.006219548457789535,0.9485047256732629,2.429783574992225,False,False,0.004899417006527074,1.2212453270876722e-14,1.1657341758564144e-14,False
905102_02,rich,0.0,seed_43/repaired,refined,60,30,0,0,0,0.00011109429150200101,0.0003505871290530993,0.6316627624570175,2.525036856625781,False,False,0.34719916700123576,1.2212453270876722e-14,1.1879386363489175e-14,False
905102_02,rich,0.0,seed_43/repaired,hybrid_polish,60,30,0,0,0,2.669496468702994e-14,8.621818002015895e-14,1.0772120837760979e-10,1.0160819088077524e-09,True,True,4.6577192500044475,1.2212453270876722e-14,1.1823875212257917e-14,False
905102_02,rich,0.01,unified_v6/unified,encoder,60,30,0,0,0,0.0013677497826904644,0.006620167961552347,0.9594171478074495,2.3677258802719496,False,False,0.0053039999984321184,1.2212453270876722e-14,1.1657341758564144e-14,False
905102_02,rich,0.01,unified_v6/unified,refined,60,30,0,0,0,0.00040604447669612636,0.001301939517330332,0.9829976904112024,2.4366720904592505,False,False,0.347088624999742,1.2212453270876722e-14,1.1823875212257917e-14,False
905102_02,rich,0.01,seed_17/repaired,encoder,60,30,0,0,0,0.001337488130783294,0.006205147951925702,0.9538078228209566,2.4208486984631903,False,False,0.00566545899346238,1.2212453270876722e-14,1.1879386363489175e-14,False
905102_02,rich,0.01,seed_17/repaired,refined,60,30,0,0,0,0.0003962193620998296,0.001250692396948601,0.9711773541097759,2.428053908091302,False,False,0.3463361249960144,1.2212453270876722e-14,1.1712852909795402e-14,False
905102_02,rich,0.01,seed_29/repaired,encoder,60,30,0,0,0,0.0019423776463281517,0.008882985709157326,0.951834924937638,2.4056765234449506,False,False,0.004812457998923492,1.2212453270876722e-14,1.2045919817182948e-14,False
905102_02,rich,0.01,seed_29/repaired,refined,60,30,0,0,0,0.00041009746208867597,0.001307224793420337,0.9951554875241172,2.4392494893631844,False,False,0.34890612500021234,1.2212453270876722e-14,1.1879386363489175e-14,False
905102_02,rich,0.01,seed_43/repaired,encoder,60,30,0,0,0,0.0013637496014223807,0.006238469908761338,0.9510966116109847,2.417151203665471,False,False,0.00481420799769694,1.2212453270876722e-14,1.1879386363489175e-14,False
905102_02,rich,0.01,seed_43/repaired,refined,60,30,0,0,0,0.00040766075107688846,0.0012964999323707728,0.9733250283950825,2.4304312863834276,False,False,0.3447989999986021,1.2212453270876722e-14,1.176836406102666e-14,False
905102_02,rich,0.01,seed_43/repaired,hybrid_polish,60,30,0,0,0,0.0003150910977045009,0.0008843567096588373,4.2755592855931965,13.588763244354201,False,False,35.88250295899343,1.2212453270876722e-14,1.27675647831893e-14,False
905102_02,single_expiry,0.0,unified_v6/unified,encoder,10,5,0,0,0,0.0009632699604290327,0.007723652031088472,0.9707498406667918,2.309451160925497,False,False,0.0030970000007073395,7.882583474838611e-15,7.632783294297951e-15,False
905102_02,single_expiry,0.0,unified_v6/unified,refined,10,5,0,0,0,7.261686976149775e-06,6.710487014597455e-05,0.8201821923448792,2.1463176368355956,False,False,0.2923950420008623,7.882583474838611e-15,7.646661082105766e-15,False
905102_02,single_expiry,0.0,seed_17/repaired,encoder,10,5,0,0,0,0.0006396174574665835,0.006055983312110905,0.9686702107434998,2.421744661944421,False,False,0.002798041998175904,7.882583474838611e-15,7.53563877964325e-15,False
905102_02,single_expiry,0.0,seed_17/repaired,refined,10,5,0,0,0,5.064058524795184e-06,4.357095094587421e-05,0.8202272314784883,2.188327402657108,False,False,0.29775270800018916,7.882583474838611e-15,7.577272143066693e-15,False
905102_02,single_expiry,0.0,seed_29/repaired,encoder,10,5,0,0,0,0.0011356782979306862,0.00903276602844002,0.9731731776831584,2.424489552796751,False,False,0.002877791994251311,7.882583474838611e-15,7.632783294297951e-15,False
905102_02,single_expiry,0.0,seed_29/repaired,refined,10,5,0,0,0,1.017163544577356e-05,9.583496083435796e-05,0.8039087457737442,2.0110968732614394,False,False,0.2983998749987222,7.882583474838611e-15,7.53563877964325e-15,False
905102_02,single_expiry,0.0,seed_43/repaired,encoder,10,5,0,0,0,0.0007361480396806774,0.00664626045817779,0.9642401248100698,2.3989079796649277,False,False,0.0029291659957380034,7.882583474838611e-15,7.632783294297951e-15,False
905102_02,single_expiry,0.0,seed_43/repaired,refined,10,5,0,0,0,1.0558521709262847e-05,0.00010060358158574264,0.8176888011058873,2.136580374088923,False,False,0.3018287910017534,7.882583474838611e-15,7.466249840604178e-15,False
905102_02,single_expiry,0.0,seed_43/repaired,hybrid_polish,10,5,0,0,0,1.1866554902756479e-08,1.2181062309611679e-07,0.8616672482651795,1.8485046423250202,False,True,13.201334999008395,7.882583474838611e-15,7.480127628411992e-15,False
905102_02,single_expiry,0.01,unified_v6/unified,encoder,10,5,0,0,0,0.0005988977774686106,0.005304856620105417,0.9674731157084977,2.290341058466266,False,False,0.004219041002215818,7.882583474838611e-15,7.743805596760467e-15,False
905102_02,single_expiry,0.01,unified_v6/unified,refined,10,5,0,0,0,0.0002484916953125163,0.0015725263059685167,1.0112397252805505,2.1551073077554617,False,False,0.3069536250040983,7.882583474838611e-15,7.799316747991725e-15,False
905102_02,single_expiry,0.01,seed_17/repaired,encoder,10,5,0,0,0,0.0008708084541244263,0.007081085892837728,0.9650328417037887,2.3901727908886583,False,False,0.0037147080001886934,7.882583474838611e-15,7.646661082105766e-15,False
905102_02,single_expiry,0.01,seed_17/repaired,refined,10,5,0,0,0,0.00025492052446002956,0.0016175064413953253,1.0167892950380177,2.2057211811341184,False,False,0.3030997079986264,7.882583474838611e-15,7.632783294297951e-15,False
905102_02,single_expiry,0.01,seed_29/repaired,encoder,10,5,0,0,0,0.000640446655683758,0.005972139416202258,0.9669292100685073,2.376860009190758,False,False,0.0037928329984424636,7.882583474838611e-15,7.66053886991358e-15,False
905102_02,single_expiry,0.01,seed_29/repaired,refined,10,5,0,0,0,0.00025123157971062595,0.001602182421522329,1.0192860619748065,2.2037912201622403,False,False,0.30883679099497385,7.882583474838611e-15,7.507883204027621e-15,False
905102_02,single_expiry,0.01,seed_43/repaired,encoder,10,5,0,0,0,0.0007852254015483862,0.006638045777915294,0.9608286260858814,2.371583676120113,False,False,0.0026732920014183037,7.882583474838611e-15,7.605027718682322e-15,False
905102_02,single_expiry,0.01,seed_43/repaired,refined,10,5,0,0,0,0.0002525378413205797,0.0016134588663531439,1.0128280157204606,2.191797277667314,False,False,0.3177063749972149,7.882583474838611e-15,7.799316747991725e-15,False
905102_02,single_expiry,0.01,seed_43/repaired,hybrid_polish,10,5,0,0,0,0.00025041481864553235,0.0015527874858067448,3.272471016809135,9.991247745979916,False,False,10.450736790997325,7.882583474838611e-15,7.618905506490137e-15,False
905102_03,rich,0.0,unified_v6/unified,encoder,60,30,0,0,0,0.0011994579305058658,0.005755697379656256,0.7479802755503232,1.6150629550670215,False,False,0.004202750002150424,2.1094237467877974e-14,2.0039525594484076e-14,False
905102_03,rich,0.0,unified_v6/unified,refined,60,30,0,0,0,0.00023111094110519483,0.0009530376393502744,0.34963617939601555,0.8666686837575099,False,False,0.32622337500652066,2.1094237467877974e-14,2.2426505097428162e-14,False
905102_03,rich,0.0,seed_17/repaired,encoder,60,30,0,0,0,0.0022804376558218536,0.008924089994962695,0.7530369840185114,1.5819691645942684,False,False,0.00452775000303518,2.1094237467877974e-14,1.992850329202156e-14,False
905102_03,rich,0.0,seed_17/repaired,refined,60,30,0,0,0,0.0004481303962318708,0.0015883568276306146,0.47951906094442176,1.2562112973816952,False,False,0.3258236250039772,2.1094237467877974e-14,2.0872192862952943e-14,False
905102_03,rich,0.0,seed_29/repaired,encoder,60,30,0,0,0,0.001090165622897016,0.005238809791892071,0.7620727963834982,1.5929446392582411,False,False,0.004020665997813921,2.1094237467877974e-14,1.9872992140790302e-14,False
905102_03,rich,0.0,seed_29/repaired,refined,60,30,0,0,0,0.00027509420513308666,0.0014811032848996515,0.6335155940470489,2.2669114645781723,False,False,0.32783295799890766,2.1094237467877974e-14,1.8818280267396403e-14,False
905102_03,rich,0.0,seed_43/repaired,encoder,60,30,0,0,0,0.0032352922076342126,0.010764798163561665,0.7529844615258369,1.5781010231510684,False,False,0.003789041002164595,2.1094237467877974e-14,1.9761969838327786e-14,False
905102_03,rich,0.0,seed_43/repaired,refined,60,30,0,0,0,0.0001650704509380151,0.0005117419970713286,0.4700023202568415,1.2826731982010526,False,False,0.33009041599871125,2.1094237467877974e-14,1.9984014443252818e-14,False
905102_03,rich,0.0,seed_43/repaired,hybrid_polish,60,30,0,0,0,2.158431035607282e-16,1.085665291867152e-15,3.673537871651187e-11,1.8854202664657394e-10,True,True,9.661888457994792,2.1094237467877974e-14,1.9984014443252818e-14,False
905102_03,rich,0.01,unified_v6/unified,encoder,60,30,0,0,0,0.0018703948221976143,0.007464570156776258,0.7436575088949855,1.60943503754184,False,False,0.005203459004405886,2.1094237467877974e-14,1.9872992140790302e-14,False
905102_03,rich,0.01,unified_v6/unified,refined,60,30,0,0,0,0.0002880260090992007,0.001683655566779337,0.5986794837738845,1.5235124508935174,False,False,0.3581836250014021,2.1094237467877974e-14,1.9872992140790302e-14,False
905102_03,rich,0.01,seed_17/repaired,encoder,60,30,0,0,0,0.002370103996698742,0.008225449585915659,0.7507593894859739,1.5815210402545206,False,False,0.005989582998154219,2.1094237467877974e-14,1.9872992140790302e-14,False
905102_03,rich,0.01,seed_17/repaired,refined,60,30,0,0,0,0.00028155813899097965,0.001666114461434059,0.5969216487458826,1.4879632650139654,False,False,0.3533322910006973,2.1094237467877974e-14,1.992850329202156e-14,False
905102_03,rich,0.01,seed_29/repaired,encoder,60,30,0,0,0,0.0017526539291220907,0.00653254113709444,0.7575733181506987,1.5884526950271014,False,False,0.005267999993520789,2.1094237467877974e-14,1.9817480989559044e-14,False
