case,geometry,noise,model,arm,parameter,true,estimated,absolute_error
905102_00,rich,0.0,unified_v6/unified,encoder,kappa_slow,1.3795333441733464,0.47590479810567476,0.9036285460676716
905102_00,rich,0.0,unified_v6/unified,encoder,theta_slow,0.06506714304916011,0.04338574521893405,0.021681397830226067
905102_00,rich,0.0,unified_v6/unified,encoder,sigma_slow,0.3834851943640361,0.09187245156693949,0.2916127427970966
905102_00,rich,0.0,unified_v6/unified,encoder,rho_slow,-0.06413558474371629,-0.33835763042817474,0.27422204568445846
905102_00,rich,0.0,unified_v6/unified,encoder,v0_slow,0.06274983877314398,0.06262629149550154,0.00012354727764243845
905102_00,rich,0.0,unified_v6/unified,encoder,kappa_fast,1.4764558976339817,7.498697426725308,6.0222415290913265
905102_00,rich,0.0,unified_v6/unified,encoder,theta_fast,0.01612203842184756,0.038994844493023546,0.022872806071175988
905102_00,rich,0.0,unified_v6/unified,encoder,sigma_fast,0.07125474646327418,0.40277003695218133,0.33151529048890716
905102_00,rich,0.0,unified_v6/unified,encoder,rho_fast,0.05123978500374847,0.017757199173755702,0.033482585829992764
905102_00,rich,0.0,unified_v6/unified,encoder,v0_fast,0.0706853275824386,0.07588432685231948,0.005198999269880877
905102_00,rich,0.0,unified_v6/unified,refined,kappa_slow,1.3795333441733464,1.168700676736595,0.21083266743675133
905102_00,rich,0.0,unified_v6/unified,refined,theta_slow,0.06506714304916011,0.06218317104702589,0.002883972002134222
905102_00,rich,0.0,unified_v6/unified,refined,sigma_slow,0.3834851943640361,0.27018233442453177,0.11330285993950434
905102_00,rich,0.0,unified_v6/unified,refined,rho_slow,-0.06413558474371629,-0.05782543944005855,0.006310145303657741
905102_00,rich,0.0,unified_v6/unified,refined,v0_slow,0.06274983877314398,0.10557925121767638,0.042829412444532394
905102_00,rich,0.0,unified_v6/unified,refined,kappa_fast,1.4764558976339817,4.332445879422702,2.8559899817887198
905102_00,rich,0.0,unified_v6/unified,refined,theta_fast,0.01612203842184756,0.016289111380840327,0.0001670729589927679
905102_00,rich,0.0,unified_v6/unified,refined,sigma_fast,0.07125474646327418,0.2863619493212425,0.2151072028579683
905102_00,rich,0.0,unified_v6/unified,refined,rho_fast,0.05123978500374847,0.0369890268509943,0.014250758152754173
905102_00,rich,0.0,unified_v6/unified,refined,v0_fast,0.0706853275824386,0.02747581237155359,0.043209515210885015
905102_00,rich,0.0,seed_17/repaired,encoder,kappa_slow,1.3795333441733464,0.46484589283402983,0.9146874513393166
905102_00,rich,0.0,seed_17/repaired,encoder,theta_slow,0.06506714304916011,0.04191610349677665,0.023151039552383464
905102_00,rich,0.0,seed_17/repaired,encoder,sigma_slow,0.3834851943640361,0.08771699316121416,0.29576820120282193
905102_00,rich,0.0,seed_17/repaired,encoder,rho_slow,-0.06413558474371629,-0.3586813672997312,0.29454578255601493
905102_00,rich,0.0,seed_17/repaired,encoder,v0_slow,0.06274983877314398,0.062461586671684284,0.00028825210145969754
905102_00,rich,0.0,seed_17/repaired,encoder,kappa_fast,1.4764558976339817,7.243354210556387,5.766898312922405
905102_00,rich,0.0,seed_17/repaired,encoder,theta_fast,0.01612203842184756,0.037003997599021836,0.020881959177174277
905102_00,rich,0.0,seed_17/repaired,encoder,sigma_fast,0.07125474646327418,0.3887513185325481,0.3174965720692739
905102_00,rich,0.0,seed_17/repaired,encoder,rho_fast,0.05123978500374847,-0.010929118840541556,0.062168903844290024
905102_00,rich,0.0,seed_17/repaired,encoder,v0_fast,0.0706853275824386,0.07809642632277626,0.007411098740337657
905102_00,rich,0.0,seed_17/repaired,refined,kappa_slow,1.3795333441733464,1.1986694452949624,0.18086389887838394
905102_00,rich,0.0,seed_17/repaired,refined,theta_slow,0.06506714304916011,0.06195250782635669,0.003114635222803426
905102_00,rich,0.0,seed_17/repaired,refined,sigma_slow,0.3834851943640361,0.2768573657650838,0.10662782859895231
905102_00,rich,0.0,seed_17/repaired,refined,rho_slow,-0.06413558474371629,-0.05852915132109774,0.005606433422618552
905102_00,rich,0.0,seed_17/repaired,refined,v0_slow,0.06274983877314398,0.10455891684099197,0.04180907806784799
905102_00,rich,0.0,seed_17/repaired,refined,kappa_fast,1.4764558976339817,4.508695139408174,3.0322392417741924
905102_00,rich,0.0,seed_17/repaired,refined,theta_fast,0.01612203842184756,0.01667923040917618,0.0005571919873286202
905102_00,rich,0.0,seed_17/repaired,refined,sigma_fast,0.07125474646327418,0.29641486965714214,0.22516012319386797
905102_00,rich,0.0,seed_17/repaired,refined,rho_fast,0.05123978500374847,0.015092910834266875,0.03614687416948159
905102_00,rich,0.0,seed_17/repaired,refined,v0_fast,0.0706853275824386,0.028641098083761665,0.042044229498676935
905102_00,rich,0.0,seed_29/repaired,encoder,kappa_slow,1.3795333441733464,0.4735263101184752,0.9060070340548712
