step,total_loss,seconds,teacher,iv,pde,convexity,weight_teacher,weight_iv,weight_pde,weight_convexity,terminal_loss,boundary_penalty_active
1,2.2019581702216064,0.892279416000008,1.8200117434373683e-10,5.25083065221908e-06,0.0004342474925333313,7.877416317919288e-07,1.0,1.0,1.0,1.0,0.0,False
101,9.531827316388991,8.082025582999961,1.899397275813146e-10,2.8239805453633232e-05,0.001997026634027397,0.0,1.0,1.0,1.0,1.0,0.0,False
201,1.3705054945747372,15.338084790999972,1.6457568832519402e-10,1.522251448663314e-06,0.0005785033649268456,4.666907817333261e-07,1.0,1.0,1.0,1.0,0.0,False
301,1.486262388794813,22.545249749999982,1.5616797466347342e-10,2.0865415024294663e-06,0.0005742070575881162,1.8940646686839813e-07,1.0,1.0,1.0,1.0,0.0,False
401,1.4020145672414013,29.746429499999977,1.8012852725568567e-10,2.8549346637779172e-06,0.00023795958315770785,0.0,1.0,1.0,1.0,1.0,0.0,False
501,5.640626547156183,37.020039333,1.729422607887737e-10,3.0646801001117998e-06,0.004442100868343939,1.8123598636373367e-08,1.0,1.0,1.0,1.0,0.0,False
601,2.654994536571823,44.340212957999995,1.5897273166199903e-10,7.32797109678026e-07,0.0020743630559190993,3.7407821945207425e-06,1.0,1.0,1.0,1.0,0.0,False
701,2.8064994526008693,51.665447916000005,1.6957211579794006e-10,6.191838990729025e-06,0.000834609022689319,3.927344441591563e-06,1.0,1.0,1.0,1.0,0.0,False
801,5.733898438402015,59.00999708299997,1.6092957338580274e-10,1.755150679443031e-05,0.0009436978063299303,0.0,1.0,1.0,1.0,1.0,0.0,False
901,1.5379484394996268,66.365244416,1.1554923587348078e-10,3.8034274625751178e-06,0.00029821848417214535,0.0,1.0,1.0,1.0,1.0,0.0,False
1001,1.985053083550962,73.67804770800001,1.4325903231684997e-10,2.767952143450316e-06,0.0009349174668962583,0.0,1.0,1.0,1.0,1.0,0.0,False
1101,5.601374950244182,81.12554841600002,1.7845753951885574e-10,1.876501004637721e-05,0.0004639785898527403,0.0,1.0,1.0,1.0,1.0,0.0,False
1201,1.366768801075424,88.09011687499998,1.8325102167171114e-10,9.585969851802338e-07,0.0006689918613664883,1.3923459953180004e-06,1.0,1.0,1.0,1.0,0.0,False
1301,1.0628286452929987,94.84288279099997,1.4679210172820582e-10,9.593226940689108e-07,0.00045601771745525636,0.0,1.0,1.0,1.0,1.0,0.0,False
1401,0.9487020934829125,101.60751591600001,1.3550909661748433e-10,1.7669970889976161e-06,0.0001681800796897976,0.0,1.0,1.0,1.0,1.0,0.0,False
1501,0.9477857057215497,108.78749291599996,1.2299535893595069e-10,7.47767028940017e-07,0.0004533555511466688,0.0,1.0,1.0,1.0,1.0,0.0,False
1601,7.451212748690787,115.72843345799998,1.3514322398009934e-10,2.5532596529082365e-05,0.0007302055551153349,1.354612419998038e-08,1.0,1.0,1.0,1.0,0.0,False
1701,0.973009597970578,122.48150012499997,1.2752921287196028e-10,1.5114183391388941e-06,0.0002763319810059539,0.0,1.0,1.0,1.0,1.0,0.0,False
1801,1.7084941042844248,129.16157141600002,1.569129930169853e-10,1.5346647581418873e-06,0.0009325454322064899,0.0,1.0,1.0,1.0,1.0,0.0,False
1901,1.321390032944911,135.828938166,1.3947105137763437e-10,1.2183290275754441e-06,0.0006681301476069642,0.0,1.0,1.0,1.0,1.0,0.0,False
2000,1.636729286732285,142.93496241599996,1.2233783834507521e-10,1.0131676423306262e-06,0.0010775927799889344,2.9800582220622093e-09,1.0,1.0,1.0,1.0,0.0,False
