case,factors,geometry,noise,quotes,calibration_quotes,holdout_quotes,invalid_observed_quotes,true_quadrature_max_error_spot,quote,holdout,strike,tau,true_price_spot,observed_price_spot,true_iv,observed_iv
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,5,True,0.9,0.0821917808219178,0.10786848419297065,0.10786848419297065,0.3605632963364893,0.3605632963364893
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,6,False,0.92,0.0821917808219178,0.09171409037664081,0.09171409037664081,0.35984977252207956,0.35984977252207956
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,7,False,0.9400000000000001,0.0821917808219178,0.07680250341423768,0.07680250341423768,0.35916925863861165,0.35916925863861165
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,8,True,0.96,0.0821917808219178,0.06329098535104329,0.06329098535104329,0.3585204416082521,0.3585204416082521
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,9,False,0.98,0.0821917808219178,0.05128921595344313,0.05128921595344313,0.3579020660989716,0.3579020660989716
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,10,False,1.0,0.0821917808219178,0.04084916077879208,0.04084916077879208,0.357312930738661,0.357312930738661
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,11,True,1.02,0.0821917808219178,0.031961928489444895,0.031961928489444895,0.35675188474930186,0.35675188474930186
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,12,False,1.04,0.0821917808219178,0.02456166102083323,0.02456166102083323,0.3562178249446892,0.3562178249446892
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,13,False,1.06,0.0821917808219178,0.018535211770403286,0.018535211770403286,0.35570969304267963,0.35570969304267963
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,14,True,1.08,0.0821917808219178,0.01373551912089891,0.01373551912089891,0.35522647324947376,0.35522647324947376
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,15,False,1.1,0.0821917808219178,0.00999630248773496,0.00999630248773496,0.3547671900791085,0.3547671900791085
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,16,False,1.12,0.0821917808219178,0.007145946750813029,0.007145946750813029,0.3543309063762826,0.3543309063762826
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,17,True,1.1400000000000001,0.0821917808219178,0.005019028597976145,0.005019028597976145,0.35391672151495057,0.35391672151495057
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,18,False,1.16,0.0821917808219178,0.0034646626702281393,0.0034646626702281393,0.3535237697488543,0.3535237697488543
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,19,False,1.18,0.0821917808219178,0.0023515204689176267,0.0023515204689176267,0.3531512186935025,0.3531512186935025
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,20,True,1.2,0.0821917808219178,0.0015698812507804942,0.0015698812507804942,0.3527982679219232,0.3527982679219232
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,21,False,0.8,0.1643835616438356,0.20275055851562698,0.20275055851562698,0.3403571258310828,0.3403571258310828
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,22,False,0.8200000000000001,0.1643835616438356,0.18416506542735883,0.18416506542735883,0.3396106291072682,0.3396106291072682
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,23,True,0.8400000000000001,0.1643835616438356,0.16611327116465313,0.16611327116465313,0.33890114829893087,0.33890114829893087
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,24,False,0.86,0.1643835616438356,0.1487157123518235,0.1487157123518235,0.33822707927954443,0.33822707927954443
f2_909131_001,2,rich,0.0,126,84,42,0,1.41886502547095e-14,25,False,0.88,0.1643835616438356,0.13209437562197074,0.13209437562197074,0.33758690114378903,0.33758690114378903
