arm,seed,price_RMSE,price_MAE,price_P95,price_max,forward_normalized_price_RMSE,IV_RMSE_volatility_points,IV_valid_quotes,quotes,PDE_RMSE,PDE_mean_signed,PDE_mean_absolute,PDE_median,PDE_P95,PDE_max,convexity_violation_percent,monotonicity_violation_percent
BASELINE,17,1.1117469592111377e-05,7.13751971044566e-06,2.379021386952982e-05,9.056525777528801e-05,1.1117469592111377e-05,0.11057381104520954,3784,4096,0.017583045209110023,6.151302229313754e-05,0.010200070000966491,0.005207837466441552,0.036469478371754564,0.14306542549567608,2.1484375,0.1953125
BASELINE,43,1.3315105888427514e-05,8.350212448240677e-06,2.9620961673106983e-05,9.61886216928054e-05,1.3315105888427514e-05,0.1386966206670597,3783,4096,0.024519324754855968,-0.0006359954529718525,0.014578173946091554,0.007304236626006757,0.051918076524002384,0.15282251262688043,1.171875,0.1953125
ARCH_A_MODIFIED_MLP,17,1.0392541820872162e-05,6.7477374732023025e-06,2.2128831500797634e-05,7.827870516896596e-05,1.0392541820872162e-05,0.10957212530583263,3784,4096,0.017388280468669054,-2.2007077366455928e-05,0.009978505128457108,0.0055276688445610005,0.03370648989145435,0.1353872357570926,2.1484375,0.1953125
ARCH_A_MODIFIED_MLP,43,1.234964747934657e-05,7.950165449359135e-06,2.6634143689759082e-05,7.736707114852637e-05,1.234964747934657e-05,0.1360405428479954,3783,4096,0.02512651073879619,-0.0005990885361318013,0.014319993592063427,0.007157388416093275,0.05150562869271785,0.18378646340761826,1.171875,0.1953125
