arm,price_RMSE,price_MAE,price_P95,price_max,forward_normalized_price_RMSE,IV_RMSE_volatility_points,IV_valid_quotes,quotes,PDE_RMSE,PDE_mean_signed,PDE_mean_absolute,PDE_median,PDE_P95,PDE_max,convexity_violation_percent,monotonicity_violation_percent,passes_four_gates
BASELINE,1.0588034085855985e-05,6.65425462888346e-06,2.270136667451017e-05,9.33769397340467e-05,1.0588034085855985e-05,0.11983257941098413,3785,4096,0.021051184981982995,-0.0002872412153393575,0.012389121973529022,0.006256037046224155,0.044193777447878474,0.14794396906127827,1.66015625,0.1953125,True
ARCH_A_MODIFIED_MLP,9.610126089004381e-06,6.253724016844971e-06,2.0392301613689906e-05,7.78228881587184e-05,9.610126089004381e-06,0.11794911623002328,3785,4096,0.02125739560373262,-0.0003105478067491286,0.012149249360260267,0.006342528630327138,0.0426060592920861,0.15958684958235542,1.66015625,0.1953125,True
