metric,baseline,selected,improvement_percent
price_RMSE,1.0588034085855984e-05,9.61012608900438e-06,9.235973259265773
IV_RMSE_volatility_points,0.1198325794109841,0.1179491162300232,1.5717455054533036
price_P95,2.270136667451017e-05,2.0392301613689903e-05,10.1714803955524
price_max,9.33769397340467e-05,7.78228881587184e-05,16.65727279093625
PDE_RMSE,0.0210511849819829,0.0212573956037326,-0.979567762699296
PDE_P95,0.0441937774478784,0.0426060592920861,3.592628300816403
PDE_max,0.1479439690612782,0.1595868495823554,-7.869790566626422
