instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
BTC-18NOV22-11000-P,2022-11-18,11000.0,P,1668065835466,0.021961077308472857,0.0045,0.00555544,1.7247,16767.74,0.6597999285641128,0.9942735578955597,16650.645261103065,0.6606350581317517,0.41455369729775365,True,0.34386494186824823,0.34492038186824825,1.7202949820830393,8.015793217592593,0.012705695530019713,False,False,2022-11-10
BTC-18NOV22-12000-P,2022-11-18,12000.0,P,1668066952151,0.021925667459411467,0.007,0.00773841,1.5419,16652.88,0.725372467898297,0.9934152576300838,16536.58736691516,0.7256636290029506,0.32066869245622387,True,0.28133637099704933,0.2820747809970494,1.5403632818473134,8.002868622685185,0.018608933466425046,True,False,2022-11-10
BTC-18NOV22-13000-P,2022-11-18,13000.0,P,1668061993489,0.022082905599949267,0.0135,0.01357979,1.4788,16653.96,0.7864420355648132,0.9925653645449379,16537.65982491379,0.7860846176322754,0.24069083632671737,True,0.22741538236772463,0.22749517236772465,1.480823196888814,8.060260543981483,0.02872506280230308,False,False,2022-11-10
BTC-18NOV22-14000-P,2022-11-18,14000.0,P,1668066096461,0.021952801211314054,0.0175,0.01784659,1.284,16707.69,0.8426835125382024,0.9943679782128733,16591.01461034576,0.8438302496141457,0.16980393066432667,True,0.17366975038585442,0.17401634038585434,1.2773015311245923,8.012772442129629,0.03614311226566206,True,False,2022-11-10
BTC-18NOV22-14500-P,2022-11-18,14500.0,P,1668065981074,0.021956460109081685,0.021,0.02135778,1.216,16774.95,0.8694503810739352,0.994173003245108,16657.804911260602,0.8704628297212236,0.13873022060374163,True,0.15053717027877633,0.15089495027877642,1.209860570144587,8.014107939814815,0.04071792582953537,False,False,2022-11-10
BTC-18NOV22-15000-P,2022-11-18,15000.0,P,1668064461679,0.022004639808472858,0.0295,0.02981707,1.1619,16640.76,0.9080236654769479,0.9927066575465598,16524.5520049305,0.9077401914148344,0.09679707412769047,True,0.12175980858516566,0.12207687858516558,1.1637758074912075,8.031693530092593,0.04800215467087824,True,False,2022-11-10
BTC-18NOV22-16000-P,2022-11-18,16000.0,P,1668067061817,0.021922189973363773,0.044,0.04380048,1.0057,16645.5,0.9684848735164118,0.9924994975532362,16529.258903924503,0.9679804819441213,0.0325433551897081,True,0.0760195180558787,0.07581999805587869,1.0096520302487044,8.001599340277778,0.05659542249806963,False,False,2022-11-10
BTC-18NOV22-16500-P,2022-11-18,16500.0,P,1668067193176,0.02191802460679858,0.053,0.05308039,0.9460999999999999,16708.73,0.9945531014666598,0.9929160409231176,16592.047347677777,0.9944523212989348,0.005563124221561182,True,0.05854767870106514,0.058628068701065295,0.9469793290864769,8.000078981481483,0.05870753091186797,True,False,2022-11-10
BTC-18NOV22-17000-C,2022-11-18,17000.0,C,1668067158073,0.021919137715626587,0.0435,0.04275708,0.9194,16714.5,1.0246014021895278,0.9926601461025208,16597.777053837137,1.0242335431340113,-0.023944570080236798,True,0.0435,0.04275708,0.9168745898390191,8.000485266203704,0.05871707698565038,False,False,2022-11-10
BTC-18NOV22-17500-C,2022-11-18,17500.0,C,1668066215605,0.02194902317985794,0.0305,0.03017146,0.8863,16678.25,1.055594506062088,0.9940093007288645,16561.78019971637,1.0566496952000184,-0.055103237767191365,True,0.0305,0.03017146,0.8922854357862967,8.011393460648147,0.05557821547663908,True,False,2022-11-10
BTC-18NOV22-18000-C,2022-11-18,18000.0,C,1668061343939,0.022103502695332317,0.0205,0.02083603,0.8728,16638.48,1.0901544609467633,0.9923635860402917,16522.28792693339,1.089437496768093,-0.08566150502636403,True,0.0205,0.02083603,0.8694283571843938,8.067778483796296,0.0495984364608037,False,False,2022-11-10
BTC-18NOV22-18500-C,2022-11-18,18500.0,C,1668067095786,0.02192111282343988,0.013,0.01311402,0.8375,16657.98,1.1189756141997276,0.9924960111685591,16541.6517519087,1.1183889177128477,-0.11188918339327768,True,0.013,0.01311402,0.835137394856908,8.001206180555556,0.04139991860852648,True,False,2022-11-10
BTC-18NOV22-19000-C,2022-11-18,19000.0,C,1668067179090,0.021918471270928462,0.0095,0.00945878,0.845,16712.18,1.1449882006378214,0.9929319494304375,16595.47325517341,1.1448905197130799,-0.1353090164635953,True,0.0095,0.00945878,0.8446490918520495,8.000242013888888,0.0351243003805434,False,False,2022-11-10
BTC-18NOV22-19500-C,2022-11-18,19500.0,C,1668064042070,0.022017945522577374,0.0065,0.00658192,0.8590000000000001,16665.16,1.1778846776470842,0.9933958729301655,16548.781611566275,1.178334481516818,-0.1641019850930928,True,0.0065,0.00658192,0.8604208150549053,8.036550115740742,0.028074039564398065,True,False,2022-11-10
BTC-18NOV22-20000-C,2022-11-18,20000.0,C,1668065380307,0.021975510305682393,0.005,0.00483904,0.8856999999999999,16694.88,1.2056654048454447,0.9936190157406118,16578.29406686198,1.2063967450051207,-0.18763802016207975,True,0.005,0.00483904,0.8878185446807991,8.021061261574074,0.02345894115401833,False,False,2022-11-10
BTC-18NOV22-20500-C,2022-11-18,20500.0,C,1668066949335,0.021925756754185694,0.0035,0.00364154,0.9048,16657.68,1.238248517102287,0.9938744579956819,16541.35384690908,1.2393181470953558,-0.214561347002024,True,0.0035,0.00364154,0.9076058306363359,8.00290121527778,0.018344689260566132,True,False,2022-11-10
BTC-18NOV22-21500-C,2022-11-18,21500.0,C,1668066447876,0.021941657914764077,0.002,0.00214117,0.9457,16695.68,1.2958878919251047,0.993726601218455,16579.0884801943,1.2968143589850742,-0.25991076400686397,True,0.002,0.00214117,0.9477946512907192,8.008705138888889,0.01209727528473063,False,False,2022-11-10
BTC-18NOV22-22000-C,2022-11-18,22000.0,C,1668066373938,0.021944002473363776,0.002,0.00169397,1.0167,16666.38,1.3279178105294063,0.9940545219920326,16549.993091898064,1.329305690814454,-0.28465676894330294,True,0.002,0.00169397,1.0197172754600252,8.009560902777778,0.011508580010983453,True,False,2022-11-10
BTC-18NOV22-22500-C,2022-11-18,22500.0,C,1668066234276,0.021948431126331814,0.0015,0.0011713,1.0305,16673.44,1.3574325721694582,0.994120526163606,16557.00378955579,1.3589415262556785,-0.30670610720555297,True,0.0015,0.0011713,1.0335694342652264,8.011177361111113,0.009241497547208951,False,False,2022-11-10
BTC-18NOV22-25000-C,2022-11-18,25000.0,C,1668062716998,0.022059963280060883,0.0005,0.00096277,1.1368,16679.21,1.5095459098884698,0.9929290253132785,16562.733495715154,1.5094126827837688,-0.41172062336663373,True,0.0005,0.00096277,1.1365910572816196,8.051886597222222,0.0037060823375142556,True,False,2022-11-10
BTC-18NOV22-27000-C,2022-11-18,27000.0,C,1668063682188,0.022029357305936074,0.0005,0.00078674,1.3196,16667.71,1.6316161737793935,0.9928184216240897,16551.313804063047,1.6312904413287113,-0.4893713834006927,True,0.0005,0.00078674,1.3191380073324641,8.040715416666668,0.003311340841394219,False,False,2022-11-10
BTC-25NOV22-8000-P,2022-11-25,8000.0,P,1668065142803,0.04116112369989853,0.003,0.00317991,1.8988999999999998,16694.99,0.48295432345105566,0.9921966707847223,16564.713496784232,0.4829543234510557,0.727833198225755,True,0.5200456765489442,0.5202255865489444,1.8988999999999887,15.023810150462962,0.009268404926132696,False,True,2022-11-10
BTC-25NOV22-10000-P,2022-11-25,10000.0,P,1668067021850,0.04110153951040081,0.005,0.00562946,1.5091999999999999,16643.17,0.6056136572819628,0.9921293335785375,16513.297865304165,0.6055725562251769,0.5015808945548559,True,0.399427443774823,0.40005690377482306,1.5093737347717198,15.002061921296296,0.016233585630446606,True,True,2022-11-10
BTC-25NOV22-12000-P,2022-11-25,12000.0,P,1668067082158,0.041099627156265854,0.013,0.0127669,1.3232,16653.91,0.7266053353250617,0.991668344691547,16523.954057548395,0.7262184316300623,0.3199044393957872,True,0.2867815683699376,0.28654846836993764,1.324872719842349,15.001363912037037,0.03360510130350399,False,True,2022-11-10
BTC-25NOV22-13000-P,2022-11-25,13000.0,P,1668066994695,0.04110240058980213,0.0185,0.01896256,1.2014,16651.93,0.7870417065119564,0.9919300081454219,16521.98950814024,0.7868301812923325,0.23974283365498478,True,0.23166981870766745,0.23213237870766756,1.2023367283172248,15.002376215277776,0.04390427968807082,True,True,2022-11-10
BTC-25NOV22-14000-P,2022-11-25,14000.0,P,1668065514010,0.04114935280314561,0.0285,0.02904941,1.1411,16736.89,0.8435284840380604,0.9916388237763668,16606.28653729011,0.8430542233847654,0.17072400112148695,True,0.18544577661523454,0.18599518661523462,1.1433543317028243,15.019513773148148,0.05629136846817839,False,True,2022-11-10
BTC-25NOV22-14500-P,2022-11-25,14500.0,P,1668066290362,0.04112473484271943,0.0335,0.03385248,1.0671,16669.54,0.8763023010249585,0.992636943707739,16539.46209151276,0.8766911474975168,0.13160051796621897,True,0.15680885250248333,0.1571613325024832,1.0651847995909036,15.010528217592592,0.0625540316340348,True,True,2022-11-10
BTC-25NOV22-15000-P,2022-11-25,15000.0,P,1668065970451,0.041134879153982756,0.039,0.03944128,1.0351000000000001,16786.9,0.8995112277259634,0.9933771526219485,16655.906292796055,0.9005814355768643,0.10471468472167911,True,0.1384185644231356,0.1388598444231356,1.0296080952896267,15.014230891203706,0.06734518382209383,False,True,2022-11-10
BTC-25NOV22-15500-P,2022-11-25,15500.0,P,1668066290335,0.041124735698883814,0.0485,0.04903079,0.9718000000000001,16669.54,0.9367225449746696,0.9926522006167969,16539.46209151276,0.9371526059456213,0.06490914346754677,True,0.11134739405437866,0.11187818405437866,0.9694213520784587,15.010528530092593,0.0738068289995872,True,True,2022-11-10
BTC-25NOV22-16000-P,2022-11-25,16000.0,P,1668065812942,0.041139873731608316,0.057,0.05762979,0.9455,16762.5,0.9609974349671708,0.9932508910088942,16631.696694028906,0.9620185056491742,0.03872159185989912,True,0.0949814943508257,0.09561128435082578,0.9394753531064927,15.016053912037036,0.07739189572030557,False,True,2022-11-10
BTC-25NOV22-16500-P,2022-11-25,16500.0,P,1668066969519,0.041103198915525115,0.071,0.07123272,0.8864,16653.5,0.9988835968263913,0.9918900675667971,16523.547256913374,0.9985749272509556,0.0014260891309412437,True,0.0724250727490443,0.07265779274904438,0.8884438188371471,15.002667604166668,0.08049396270813289,True,True,2022-11-10
