instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
BTC-5JUL26-55000-P,2026-07-05,55000.0,P,1782978176517,0.008251632515220701,0.0007,0.00052206,0.5443,60077.16,0.9154974070134883,0.9999911964277861,60076.961000146715,0.9154923798470046,0.08829323838991868,True,0.08520762015299532,0.08502968015299539,0.5443279441646687,3.011845868055556,0.007038643671039089,False,False,2026-07-02
BTC-5JUL26-57000-P,2026-07-05,57000.0,P,1782978039303,0.00825598354261796,0.0016,0.00173175,0.43,60057.4,0.9490945954635005,0.999997302505704,60057.20106559983,0.9490951790733557,0.052246191330347795,True,0.052504820926644324,0.05263657092664431,0.4299962088426421,3.0134339930555556,0.014440032305897979,True,False,2026-07-02
BTC-5JUL26-59000-P,2026-07-05,59000.0,P,1782978670809,0.008235958618721461,0.006,0.00612077,0.368,60104.16,0.9816343112592611,0.999994818579111,60103.9609107118,0.9816324765625379,0.01853830080008406,True,0.02436752343746207,0.024488293437462172,0.3680176136716698,3.006124895833333,0.030745281854610656,False,False,2026-07-02
BTC-5JUL26-60000-P,2026-07-05,60000.0,P,1782977305472,0.008279253170979198,0.0115,0.01145185,0.3373,60090.07,0.9985022006366242,0.9999988811444387,60089.87095738357,0.998504390907291,0.001496728632389777,True,0.012995609092709026,0.012947459092709002,0.33727057572681013,3.021927407407407,0.03622538289461627,True,False,2026-07-02
BTC-5JUL26-60500-C,2026-07-05,60500.0,C,1782975080835,0.008349795947488584,0.01,0.00982393,0.32909999999999995,60241.87,1.0042876344573939,0.9999972707910875,60241.670454560575,1.0042882201554202,-0.004279051940241353,True,0.01,0.00982393,0.32910708625957985,3.0476755208333333,0.03616027013414975,False,False,2026-07-02
BTC-5JUL26-61000-C,2026-07-05,61000.0,C,1782978994245,0.0082257025304414,0.0055,0.00586255,0.319,60071.83,1.0154558893581473,0.9999951875965783,60071.63101780183,1.0154543661703317,-0.015336163727096406,True,0.0055,0.00586255,0.31898591056028214,3.0023814236111113,0.03167826539081081,True,False,2026-07-02
BTC-5JUL26-62000-C,2026-07-05,62000.0,C,1782976715943,0.008297947012937595,0.002,0.00214372,0.30870000000000003,60129.65,1.031113489034745,0.9999920451287957,60129.450826278604,1.0311087021088159,-0.030634633142279488,True,0.002,0.00214372,0.30866832011701983,3.0287506597222222,0.020381640196040426,False,False,2026-07-02
BTC-5JUL26-62500-C,2026-07-05,62500.0,C,1782974902786,0.008355441844241501,0.0012,0.00137079,0.2985,60281.44,1.0368041554555694,0.9999992401790481,60281.24032348873,1.0368068019935337,-0.03614560715910365,True,0.0012,0.00137079,0.29851549438578445,3.049736273148148,0.015440829531834717,True,False,2026-07-02
BTC-5JUL26-63000-C,2026-07-05,63000.0,C,1782975986699,0.008321071188483003,0.0007,0.00067335,0.32020000000000004,60129.4,1.047746721301018,0.9999939412462732,60129.20082710671,1.0477438438130564,-0.04663913217997117,True,0.0007,0.00067335,0.3201851978282445,3.037190983796296,0.010408358440923311,False,False,2026-07-02
BTC-10JUL26-52000-P,2026-07-10,52000.0,P,1782974962713,0.022052171708523593,0.001,0.00104733,0.5452,60258.88,0.8624496285318722,1.000572468460585,60295.454173798666,0.8624199073136188,0.1480129954741391,True,0.13858009268638105,0.13862742268638117,0.5453061495884021,8.049042673611112,0.010343443574773186,False,True,2026-07-02
