instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
BTC-9JUL26-59000-P,2026-07-09,59000.0,P,1783322374269,0.00829609750761035,0.0016,0.00173843,0.49979999999999997,62896.16,0.9380579454091592,0.9999958877503725,62896.18970457403,0.9380536448571114,0.06394814093201368,True,0.06354635514288864,0.06368478514288867,0.499827372783423,3.0280755902777776,0.013119043305331167,False,False,2026-07-06
BTC-9JUL26-60500-P,2026-07-09,60500.0,P,1783322245014,0.008300196156773212,0.0037,0.00368994,0.4521,62913.73,0.9616404331357101,0.9999936104973034,62913.759712871986,0.9616338345715152,0.03912153011770539,True,0.04206616542848485,0.0420561054284847,0.4521512838780341,3.029571597222222,0.022699383156248656,True,False,2026-07-06
BTC-9JUL26-61000-P,2026-07-09,61000.0,P,1783318601902,0.008415718480466768,0.0045,0.00433129,0.43810000000000004,63070.53,0.9671705137826785,1.000000706481715,63070.55978692543,0.9671707402959399,0.033380232107785415,True,0.03732925970406009,0.03716054970406024,0.4380981440158273,3.0717372453703704,0.025487308523334033,False,False,2026-07-06
BTC-9JUL26-63500-C,2026-07-09,63500.0,C,1783323010194,0.008275932458143075,0.009,0.0088945,0.36329999999999996,62896.43,1.0095933457884056,1.0000028787193695,62896.45970470155,1.0095957753128249,-0.009550028280233302,True,0.009,0.0088945,0.36332640081214107,3.0207153472222226,0.03497074379994586,True,False,2026-07-06
BTC-9JUL26-64500-C,2026-07-09,64500.0,C,1783321313556,0.008329732496194826,0.0039,0.00386699,0.3461,62906.81,1.0253285713812876,0.9999976801998915,62906.83970960381,1.025325708583529,-0.025010326585670165,True,0.0039,0.00386699,0.3460777240171841,3.0403523611111116,0.02694345482395408,False,False,2026-07-06
BTC-9JUL26-65000-C,2026-07-09,65000.0,C,1783324380097,0.00823249311897514,0.0024,0.00245933,0.3309,63021.26,1.0313965448447107,1.0000013874517686,63021.28976365621,1.0313974887496653,-0.03091466783407008,True,0.0024,0.00245933,0.33090646140705776,3.0048599884259257,0.02163319242330537,True,False,2026-07-06
BTC-9JUL26-65500-C,2026-07-09,65500.0,C,1783321845933,0.008312850932267885,0.0014,0.00143545,0.34159999999999996,62870.45,1.041824403447089,1.0000004722796119,62870.47969243172,1.041824403447089,-0.0409734103655028,True,0.0014,0.00143545,0.3415999999999957,3.034190590277778,0.015624847127105625,False,False,2026-07-06
BTC-9JUL26-66000-C,2026-07-09,66000.0,C,1783319210801,0.008396410419837647,0.0009,0.00092329,0.3398,62956.86,1.048345488216592,0.999991816229344,62956.889733241405,1.0483364136896334,-0.04720453981667046,True,0.0009,0.00092329,0.3397519457929521,3.0646898032407415,0.011855516054841123,True,False,2026-07-06
BTC-10JUL26-55000-P,2026-07-10,55000.0,P,1783319341286,0.011131998795027903,0.0007,0.00059895,0.6706,62971.08,0.8731992561901787,1.0002491490144558,62989.25076255571,0.8731648548627449,0.13563090378475706,True,0.12753514513725506,0.12743409513725523,0.6707646212953611,4.063179560185184,0.006265018918587067,False,True,2026-07-06
BTC-10JUL26-56000-P,2026-07-10,56000.0,P,1783321202987,0.011072964643581937,0.0008,0.00090616,0.6073,62921.65,0.8897080741897724,1.0003233179588782,62939.806499170154,0.8897389921390741,0.11682712652667092,True,0.11106100786092576,0.11116716786092584,0.6071495112952076,4.041632094907407,0.007436496361612192,True,True,2026-07-06
BTC-10JUL26-57000-P,2026-07-10,57000.0,P,1783319234276,0.011135392059868087,0.0012,0.00117592,0.5729,62947.57,0.9053182360357753,1.0002178889540527,62965.73397857443,0.905254277181865,0.09953940548495262,True,0.09594572281813507,0.09592164281813509,0.5732286461156875,4.064418101851852,0.01033812166239663,False,True,2026-07-06
