instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
BTC-4JUN21-20000-P,2021-06-04,20000.0,P,1622446730514,0.010999159246575341,0.0005,0.00012615,2.3253,35856.73,0.5576367421987694,1.0002485566099921,35858.34802274553,0.5577501782099297,0.5838441261537601,True,0.4427498217900703,0.4423759717900704,2.3245589271042975,4.014693125,0.0017627346627600558,False,False,2021-05-31
BTC-4JUN21-25000-P,2021-06-04,25000.0,P,1622446954476,0.010992057458143073,0.002,0.00228706,1.8703999999999998,35994.71,0.694491472078216,1.0000792408814805,35996.33424904609,0.6945151644340702,0.3645412819878615,True,0.30748483556592976,0.30777189556592977,1.8702495961888022,4.012100972222222,0.006161273470930049,True,False,2021-05-31
BTC-4JUN21-26000-P,2021-06-04,26000.0,P,1622444514191,0.011069438387874176,0.0035,0.00385851,1.7553999999999998,35078.36,0.7411906408866167,1.0000095335658319,35079.942899064015,0.7411642622911373,0.29953300174639824,True,0.26233573770886276,0.2626942477088626,1.755572268334069,4.040345011574074,0.009660941308789217,False,False,2021-05-31
BTC-4JUN21-28000-P,2021-06-04,28000.0,P,1622447249685,0.010982696442161339,0.005,0.00527776,1.6331,35853.79,0.7808394534717553,1.0001409559911094,35855.40789007903,0.7809142789795854,0.24728989319500413,True,0.22408572102041446,0.2243634810204146,1.632597699844699,4.008684201388888,0.012952370248112657,True,False,2021-05-31
BTC-4JUN21-30000-P,2021-06-04,30000.0,P,1622446587733,0.011003686802384576,0.008,0.00804388,1.4106999999999998,35680.71,0.8404396531580506,1.0004173895802775,35682.32007990289,0.8407525052412915,0.1734579485965972,True,0.16724749475870848,0.16729137475870848,1.4084909735103488,4.01634568287037,0.019210352338475994,False,False,2021-05-31
BTC-4JUN21-31000-P,2021-06-04,31000.0,P,1622447663158,0.010969585299340437,0.011,0.01041949,1.3769999999999998,35833.01,0.8647777482993976,1.0004004925045578,35834.62695238859,0.8650850486371162,0.14492745475972715,True,0.14591495136288368,0.14533444136288387,1.3746974680541604,4.00389863425926,0.023355800776705658,True,False,2021-05-31
BTC-4JUN21-32000-P,2021-06-04,32000.0,P,1622447722398,0.01096770681126332,0.014,0.01344176,1.2821,35823.23,0.8924735854218908,1.0008981021295296,35824.84651106942,0.893234810932474,0.11290578649694082,True,0.12076518906752598,0.12020694906752605,1.2760749873236694,4.003212986111111,0.02757312453456282,False,False,2021-05-31
BTC-4JUN21-33000-P,2021-06-04,33000.0,P,1622444570451,0.011067654394977169,0.0225,0.02209844,1.1621,35188.99,0.9378439210452658,0.9999460526310014,35190.57789120514,0.9377510111377679,0.06427081176130504,True,0.08474898886223203,0.08434742886223201,1.1629447352626778,4.039693854166667,0.03533816819520879,True,False,2021-05-31
BTC-4JUN21-34000-P,2021-06-04,34000.0,P,1622446695060,0.011000283485540335,0.0245,0.02382823,1.1262999999999999,35880.17,0.9480661704770112,0.9995068501413586,35881.78908046755,0.9475558736425461,0.05386937422060653,True,0.07694412635745385,0.07627235635745377,1.1311237782941979,4.015103472222222,0.03667563121023284,False,False,2021-05-31
BTC-4JUN21-35000-P,2021-06-04,35000.0,P,1622446258068,0.011014140410958903,0.0335,0.03420058,1.0317,35698.32,0.9800361606976324,1.000410326122598,35699.930874548154,0.9803940551871724,0.0198006910071385,True,0.05310594481282771,0.05380652481282766,1.0277601124852873,4.020161249999999,0.04070392775141303,True,False,2021-05-31
