instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
BTC-6SEP25-104000-P,2025-09-06,104000.0,P,1756879300113,0.008444314022070016,0.0014,0.00141043,0.473,110685.93,0.9391570335975873,1.000466855546721,110727.22494560253,0.9392450686910337,0.06267884480424896,True,0.06215493130896632,0.062165361308966216,0.4724553404686069,3.082174618055556,0.01252805735611544,False,False,2025-09-03
BTC-6SEP25-105000-P,2025-09-06,105000.0,P,1756885607654,0.008244303209030949,0.0015,0.00163864,0.4443,110954.56,0.9458155272726754,1.0005474836723813,110995.95516666258,0.9459804174155758,0.055533410550883205,True,0.05551958258442424,0.0556582225844241,0.443245497978533,3.009170671296296,0.013595421357593522,True,False,2025-09-03
BTC-6SEP25-107000-P,2025-09-06,107000.0,P,1756882199513,0.008352374651192289,0.0038,0.00392247,0.4214,110746.13,0.9659277276546054,1.0002546657966462,110787.44740514844,0.9658133886657954,0.03478464286616395,True,0.03798661133420467,0.03810908133420465,0.4223051622690681,3.0486167476851853,0.023866776056027644,False,False,2025-09-03
BTC-6SEP25-109000-P,2025-09-06,109000.0,P,1756882199504,0.008352374936580415,0.0075,0.00772607,0.38939999999999997,110746.13,0.9839844702051781,1.0002526137487477,110787.44740514844,0.983865975369829,0.016265595098926333,True,0.023634024630171058,0.023860094630170914,0.390603199804257,3.0486168518518513,0.03259348987654487,True,False,2025-09-03
BTC-6SEP25-110000-P,2025-09-06,110000.0,P,1756882199492,0.00835237531709792,0.0105,0.01076158,0.3774,110746.13,0.993012979359686,1.0002514768260116,110787.44740514844,0.9928922687218458,0.007133111535653819,True,0.01760773127815418,0.017869311278154276,0.3788444816593539,3.0486169907407406,0.03556184206554892,False,False,2025-09-03
BTC-6SEP25-111000-C,2025-09-06,111000.0,C,1756880157458,0.008417127790461694,0.0125,0.01250403,0.37450000000000006,110674.43,1.0025209498322174,1.0004196833959458,110715.72065515771,1.0025676511263266,-0.0025643603420270364,True,0.0125,0.01250403,0.3750926270622875,3.0722516435185185,0.03654086230922208,True,False,2025-09-03
BTC-6SEP25-112000-C,2025-09-06,112000.0,C,1756885054298,0.008261850012683916,0.009,0.00905746,0.3605,110914.44,1.00930810849437,1.0004748357091524,110955.82019860641,1.0094107708773146,-0.009366765441014507,True,0.009,0.00905746,0.36162083638470993,3.015575254629629,0.03497760693115378,False,False,2025-09-03
BTC-6SEP25-114000-C,2025-09-06,114000.0,C,1756880649913,0.00840151214485033,0.0037,0.00381688,0.3603,110807.36,1.0283803220178023,1.0004202769203938,110848.70024896896,1.0284288380824775,-0.028032237714683605,True,0.0037,0.00381688,0.36066309895758,3.0665519328703703,0.025880845627662626,True,False,2025-09-03
BTC-12SEP25-100000-P,2025-09-12,100000.0,P,1756884822239,0.02470756471968544,0.0024,0.00220952,0.4657,110849.32,0.9008278424317292,1.0014405344482433,111005.12507385123,0.9008593065722905,0.10440618609485391,True,0.10154069342770944,0.10135021342770956,0.4655796121990929,9.018261122685185,0.021497933123739463,False,True,2025-09-03
BTC-12SEP25-104000-P,2025-09-12,104000.0,P,1756886045606,0.024668772006595636,0.005,0.00515363,0.41509999999999997,111016.52,0.9353177557251064,1.0015820919958442,111172.56008303621,0.9354826399816741,0.06669269038119667,True,0.06951736001832576,0.06967099001832577,0.41436127820239527,9.004101782407407,0.03582902327353206,True,True,2025-09-03
