instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
BTC-12JAN24-32000-P,2024-01-12,32000.0,P,1704785075416,0.008286548198883815,0.0006,0.00048259,1.8805,46929.54,0.680594164957789,1.0018794291228745,47017.33417311436,0.6806000502320774,0.38478044310975495,True,0.31999994976792256,0.3198825397679227,1.8804622695155093,3.0245900925925926,0.002386565737760313,False,False,2024-01-09
BTC-12JAN24-34000-P,2024-01-12,34000.0,P,1704786632963,0.00823715870750888,0.0006,0.00069377,1.6163999999999998,46877.49,0.7236303075826288,1.0023002050538592,46965.18679976037,0.7239404826592424,0.3230460962473061,True,0.27665951734075755,0.27675328734075766,1.6145038294635643,3.006562928240741,0.002704324395043139,True,False,2024-01-09
BTC-12JAN24-35000-P,2024-01-12,35000.0,P,1704785493475,0.008273291634956874,0.0008,0.00102986,1.5475999999999999,46902.46,0.7448331466162875,1.0018747404795765,46990.20351277956,0.744836101645768,0.2945910825965568,True,0.25596389835423194,0.2561937583542321,1.5475817734313013,3.0197514467592588,0.0034965828142919327,False,False,2024-01-09
BTC-12JAN24-37000-P,2024-01-12,37000.0,P,1704785126682,0.008284922564687975,0.0017,0.00156834,1.4658000000000002,46936.2,0.7868356761863138,1.0018662693213594,47024.006632413824,0.7868321448920467,0.23974033807549291,True,0.21486785510795336,0.21473619510795328,1.4658230782725574,3.023996736111111,0.006396182895324372,True,False,2024-01-09
BTC-12JAN24-38000-P,2024-01-12,38000.0,P,1704782597006,0.008365138064434298,0.002,0.00212096,1.3443,46772.13,0.8109350311958918,1.0018677266192695,46859.62969588764,0.8109325713116945,0.20957037097222447,True,0.1910674286883055,0.19118838868830557,1.3443160912605536,3.0532753935185184,0.007672745543578648,False,False,2024-01-09
BTC-12JAN24-39000-P,2024-01-12,39000.0,P,1704786867235,0.008229729991121258,0.0025,0.00257064,1.2878,46887.36,0.8299946037659993,1.0021519083343797,46975.0752642177,0.8302275149244401,0.18605550138717702,True,0.1722724850755598,0.17234312507555993,1.2862297514629732,3.003851446759259,0.009233443159986629,True,False,2024-01-09
BTC-12JAN24-40000-P,2024-01-12,40000.0,P,1704785460193,0.008274347000253679,0.0032,0.00329761,1.2079,46907.19,0.8511586130166986,1.0018670097067208,46994.942361501264,0.8511554220517229,0.16116053247606263,True,0.1520445779482772,0.15214218794827705,1.2079221106082094,3.0201366550925925,0.01140176076701018,False,False,2024-01-09
BTC-12JAN24-41500-P,2024-01-12,41500.0,P,1704785152478,0.008284104578893963,0.0047,0.00453532,1.0959,46938.74,0.8824564061632829,1.0018977679486822,47026.551384158665,0.8824801899885788,0.12501893803164632,True,0.12221981001142113,0.12205513001142121,1.0957248499349108,3.0236981712962963,0.015527711100860356,True,False,2024-01-09
BTC-12JAN24-42000-P,2024-01-12,42000.0,P,1704786861484,0.008229912354134956,0.0055,0.00513407,1.0639,46893.48,0.8937035409070146,1.0021745010175203,46981.206713303705,0.893974483377985,0.11207804629874671,True,0.11152551662201504,0.11115958662201497,1.0618356443590105,3.0039180092592592,0.017370338218824673,False,False,2024-01-09
BTC-12JAN24-42500-P,2024-01-12,42500.0,P,1704781137603,0.008411415429984779,0.006,0.00653711,0.987,46831.03,0.9058648866501933,1.0018248373146628,46918.63988398658,0.9058233594385444,0.09891095945491826,True,0.10017664056145559,0.1007137505614556,0.9873198278613331,3.0701666319444443,0.01915696269196638,True,False,2024-01-09
