seed,price_RMSE,price_MAE,price_P95,price_max,forward_normalized_price_RMSE,IV_RMSE_volatility_points,IV_valid_quotes,quotes,PDE_RMSE,PDE_mean_signed,PDE_mean_absolute,PDE_median,PDE_P95,PDE_max,convexity_violation_percent,monotonicity_violation_percent,inference_1024_ms,throughput_quotes_s,inference_single_ms,parameters
17,1.138877029141665e-05,7.198678369352397e-06,2.434170807493266e-05,0.0001378414659702898,1.138877029141665e-05,0.11867122261097662,3790,4096,0.030569828344273103,-0.0015167318718877065,0.012487620277774822,0.005263164432009688,0.04400957665905714,0.5855120292732661,1.3671875,0.048828125,11.463646005722694,89325.8566680108,0.47197849198710173,275684
43,1.3496581220554583e-05,8.541506937625102e-06,2.9101868082470617e-05,0.00010882071373186086,1.3496581220554583e-05,0.1204129879977623,3788,4096,0.03758321461578302,-0.00269710874393434,0.015981927463241126,0.006301338951668469,0.06039173188888758,1.0363175898843757,0.7080078125,0.0244140625,11.754353996366262,87116.65484267013,0.42343799577793106,275684
