step,total_loss,seconds,teacher,iv,pde,convexity,weight_teacher,weight_iv,weight_pde,weight_convexity,terminal_loss,boundary_penalty_active
1,0.9876557379973143,0.7181430000000546,1.0938485464953383e-10,8.027336365529413e-07,0.00021123076117447064,0.0,0.958841870813607,2.582782151751838,0.9805733923109966,1.0,0.0,False
101,2.744025298367241,7.974058375000027,1.15735030507849e-10,1.5770838622038508e-06,0.0002182133842370458,6.447441152521799e-06,0.9086259882930946,5.733637200986306,1.010562839002908,1.0,0.0,False
201,3.123484319816491,15.426761959000032,1.0305845916256221e-10,9.840132740880289e-07,0.0005402573392737597,1.5431769842653261e-06,0.864954107213054,9.537693992734614,1.0260438093160416,1.0,0.0,False
301,3.208092666788257,22.923704334000035,1.250845364259739e-10,1.0075706394950933e-06,0.00041692854792962464,1.5168421654365197e-06,0.8524973482219351,10.04445931175672,0.9866950946338342,1.0,0.0,False
401,4.863512012254464,30.335891542000013,1.1469878824857157e-10,1.4772078664580633e-06,0.0004839891834193115,0.0,0.8569860166087093,11.269061532633529,0.9423501554378747,1.0,0.0,False
501,12.100353033259402,37.84728729200003,1.368746760059571e-10,4.0588456618754165e-06,0.001200155663046748,0.0,0.8218471810509931,10.482209225698494,0.9854642547166201,1.0,0.0,False
601,3.9217344956530025,45.33174291700004,1.5058089393499973e-10,8.861267759572922e-07,0.0006785662694346996,0.0,0.7791277291342451,12.962469759709336,1.115340197020506,1.0,0.0,False
701,5.838889186999083,52.83825429199999,1.3776869198944422e-10,1.4477969607738939e-06,0.00039335088217803396,0.0,0.7450435428191938,14.171755121472025,1.1511961029387243,1.0,0.0,False
801,13.395194264043672,60.379279,1.358616836624063e-10,3.4103844748583758e-06,0.0008461653923362999,0.0,0.7177492144783824,14.275252285416983,1.1586186800935323,1.0,0.0,False
901,4.730774762772701,67.88061462500002,1.6987235074231072e-10,1.1661794566634192e-06,0.0001257832889139432,0.0,0.6889066862402052,14.703250251722329,1.2048672845335862,1.0,0.0,False
1001,13.10210891509821,75.41397208400008,1.5697414982695364e-10,9.229326027129944e-07,0.00729149771353833,0.0,0.7209127227705616,19.705290442147444,1.1345451698628182,1.0,0.0,False
1101,6.132352309133234,82.50555941699997,1.6852935590854908e-10,6.923114294037334e-07,0.002008953670802621,1.679465922361501e-06,0.6994235290420646,20.70423677870859,1.122088449356275,1.0,0.0,False
1201,92.37194223202106,89.43964645900007,1.7950514519303104e-10,1.9339437556889493e-05,0.00024859717552117597,0.0,0.6727126200226847,18.97806681874125,1.2621593232370911,1.0,0.0,False
1301,16.329287573246116,96.52491045900001,1.8061056995859694e-10,3.4417859550947984e-06,0.0002708749418242377,1.6717586267256568e-06,0.6517732114027724,18.236376538913458,1.2683654490345182,1.0,0.0,False
1401,12.883639322120628,103.502930375,1.765226220700796e-10,2.858287595565232e-06,0.0001439292113729239,3.4498086079738846e-06,0.6244024889532562,17.33252527614393,1.5476397349532496,1.0,0.0,False
1501,4.879769124500272,110.447051709,1.678543052365056e-10,4.562112657995376e-07,0.0017106536910608645,0.0,0.6211542606260096,18.43219246108119,1.4712896783051466,1.0,0.0,False
1601,6.957741128339404,117.37332204200004,1.3695314902018045e-10,1.2299290631596271e-06,0.0002719526799853274,0.0,0.6055868051750396,20.675708185630874,1.445049111843366,1.0,0.0,False
1701,9.854848294342542,124.34948725000004,1.4287582522457012e-10,1.6445759237210577e-06,0.000863731115329307,2.7720980660727945e-06,0.5848744818988516,20.239400792958534,1.5336128562791829,1.0,0.0,False
1801,4.1376053279304825,131.32266400000003,1.6159284958777417e-10,5.176555842162184e-07,0.0007613324435318004,0.0,0.5651105060863567,20.51536927371366,1.6475547960185621,1.0,0.0,False
1901,65.65273537115543,138.33545620899997,1.6317937553962105e-10,1.343765160422509e-05,0.0012549159690611695,1.309804695024747e-06,0.5635615291750892,18.880873954184334,1.5890941691819203,1.0,0.0,False
2000,7.996240571819553,145.19947483400006,1.6315027343236068e-10,1.6027481910836226e-06,0.00012652232179176886,0.0,0.5635615291750892,18.880873954184334,1.5890941691819203,1.0,0.0,False
