generator_factors,case,quote,x,tau,holdout,true_price,observed_price,observed_iv
1,0,0,0.2231435513142097,0.0821917808219178,False,0.2503168561566138,0.2503168561566138,0.3289047194166369
1,0,1,0.19845093872383818,0.0821917808219178,False,0.22010814882104945,0.22010814882104945,0.32375492723054955
1,0,2,0.17435338714477766,0.0821917808219178,True,0.19155285044185055,0.19155285044185055,0.3186452231749345
1,0,3,0.15082288973458366,0.0821917808219178,False,0.16466083261853526,0.16466083261853526,0.3135760986368747
1,0,4,0.12783337150988489,0.0821917808219178,False,0.13948957938815632,0.13948957938815632,0.30854919894289323
1,0,5,0.10536051565782628,0.0821917808219178,True,0.11614348383708462,0.11614348383708462,0.3035675403533145
1,0,6,0.08338160893905101,0.0821917808219178,False,0.09476589237354527,0.09476589237354527,0.2986357738041143
1,0,7,0.06187540371808741,0.0821917808219178,False,0.07552187405317368,0.07552187405317368,0.29376049648603864
1,0,8,0.040821994520255166,0.0821917808219178,True,0.058571579440942934,0.058571579440942934,0.2889506059752671
1,0,9,0.020202707317519466,0.0821917808219178,False,0.04403692508522161,0.04403692508522161,0.2842176800886122
1,0,10,-0.0,0.0821917808219178,False,0.031967483274998765,0.031967483274998765,0.27957634682392096
1,0,11,-0.01980262729617973,0.0821917808219178,True,0.02231366732537582,0.02231366732537582,0.27504458121470876
1,0,12,-0.03922071315328133,0.0821917808219178,False,0.014915272128931123,0.014915272128931123,0.27064383097946815
1,0,13,-0.058268908123975824,0.0821917808219178,False,0.009510408462486686,0.009510408462486686,0.2663988380893189
1,0,14,-0.0769610411361284,0.0821917808219178,True,0.005764317091537519,0.005764317091537519,0.2623370065750336
1,0,15,-0.09531017980432493,0.0821917808219178,False,0.003311328384513687,0.003311328384513687,0.2584871958682178
1,0,16,-0.11332868530700327,0.0821917808219178,False,0.0017989937860004163,0.0017989937860004163,0.2548779204733402
1,0,17,-0.1310282624064042,0.0821917808219178,True,0.000923247153315522,0.000923247153315522,0.2515351111456605
1,0,18,-0.14842000511827322,0.0821917808219178,False,0.0004475344910239848,0.0004475344910239848,0.2484797880966086
1,0,19,-0.16551443847757333,0.0821917808219178,False,0.00020511493733339943,0.00020511493733339943,0.24572611490096546
1,0,20,-0.1823215567939546,0.0821917808219178,True,8.906815310917148e-05,8.906815310917148e-05,0.24328025580592688
1,0,21,0.2231435513142097,0.1643835616438356,False,0.2522999855483543,0.2522999855483543,0.31444043576234465
1,0,22,0.19845093872383818,0.1643835616438356,False,0.22288183821693475,0.22288183821693475,0.3097046215314416
