model,dates,omitted_nonfinite,price_RMSE,price_MAE,price_P95,price_max,forward_normalized_price_RMSE,IV_RMSE_volatility_points,IV_valid_quotes,quotes,RMSE_index_points,MAE_index_points,equal_date_forward_RMSE
single_fixed_exact,17,0,0.0050549356437671,0.0038984055675681,0.0099479053117676,0.0126938752381997,0.0050549356437671,4.647409274980058,959,967,119.72064188435064,92.3070145219184,0.0052514302704089
double_fixed_exact,17,0,0.0045409321000296,0.0035054146348759,0.0089263188469125,0.0115000488050696,0.0045409321000296,4.328565517109584,961,967,107.6101555809151,83.03203957970952,0.0047266453819715
double_fixed_PINN,17,0,0.0045454106035492,0.0035079866211498,0.0089419272610877,0.0115207104224077,0.0045454106035492,4.327030050999671,961,967,107.71543279383174,83.09281258515324,0.0047312698424992
BS_fixed,17,0,0.00095387328631,0.0006801141495613,0.0020575668144904,0.0037068635787285,0.00095387328631,2.999566664042972,958,967,22.36984269418566,16.02877501268194,0.0009538033635369
