x,v_slow,v_fast,tau,scaled_PDE_residual_s17,scaled_PDE_residual_s43
-0.2732112879618318,0.06971854855036469,0.04457031602402346,1.7080956596544832,0.000925190106126046,-0.0025167163981827303
0.15087012120478493,0.0008253169775055679,0.17441646634106223,1.1253440536164383,-0.0009983842444779166,-0.0036838794771962818
-0.0917078152979548,0.0006521954327329342,0.0019892010670795293,0.3119339153676307,0.007499355817943607,0.012400425130368318
0.17881010037325706,0.0012144388592907666,0.002458381062310158,0.09592070929554694,0.0014810610907175206,0.01345205203011093
-0.07941900390313028,0.0003331983479379979,0.016752258208037094,0.020286850715437576,0.033769601457600176,0.013148070775854628
0.0798140086477036,0.002836195257415532,0.010323217169159566,0.647785685101554,-0.0015657760685663558,-0.008255616392567314
0.1573749170368155,0.0048484290101366324,0.01253066198036426,0.5266684457248649,-0.0013540341340170742,-0.0040289257612660685
0.3159457626849813,0.0013505371171994279,0.0028565315032309337,0.10419665194648452,0.009840024453382471,-0.024203042326380052
-0.12717028339548453,0.00024735095224841393,0.008107478390455008,0.5315444506270925,0.0014471889041220267,-0.0006072122815178442
-0.3153804434926907,0.005723813180113715,0.002084350290275051,0.7373097863838612,-0.01964200107704259,0.04354440650986575
0.09010999898852301,0.0004422419210811624,0.1725004179911439,0.05972754662527194,-0.007073393625756066,0.004581613139618567
0.015204291027179018,0.0003169389647377342,0.0024760567434372873,0.3885781337188099,0.0011751973428745558,-0.0060973250937125635
0.09183263017428922,0.0005643946980497107,0.0029584515780001954,0.019519139387828687,0.03722701321903747,-0.006985995214520832
-0.29886942552872026,0.0811808670833515,0.022492259826023615,0.8362902525585195,0.00038326454984020507,0.0025311290506884686
0.17658429864655512,0.0030686090644253725,0.004623672860172622,1.7037044461780055,-0.001027168693258224,0.010591820633311612
0.2546248490315999,0.04023576704163378,0.004574131713852312,0.20125304811184372,0.0011290723707049627,0.005563588708455505
-0.06493174322365741,0.02565162987933115,0.00153439542650372,0.06969133153577303,-0.0119014446461362,-0.016956326822743204
0.13483548911810211,0.0005455591981230538,0.006724270019451814,0.2827389323272161,0.002214301459961298,0.0071637930011008944
0.3290039423833485,0.0007964074333127171,0.03963464483986513,0.028342993274981628,0.12951812102008906,0.09293335483873956
-0.11548296461544058,0.017364677509267488,0.08919434869834285,0.033786205676526626,0.00126097939781658,0.005049166114902277
-0.35646066669823157,0.0009264569279171761,0.003010919213071801,0.36743092572995456,0.0038502195694506067,0.04962866733451867
-0.16632326509173062,0.007103195376695662,0.1738300453202268,1.6171208347717438,0.0048413870761688784,-0.0022029215718447426
-0.017808259550410488,0.0009131991949090092,0.055807790238423256,0.7654231232709959,0.006571946192991117,0.002441877851224618
0.16631592144315865,0.0006803691927050169,0.18568491487932312,0.9060463704882548,0.0003016653360522374,0.0012590509858367233
-0.02115551782981623,0.011191848354647585,0.0025596175895515054,0.06069526051925498,-0.01314614934417741,-0.008915888989967426
0.035280090598897196,0.00025540107672982664,0.20136501301514034,1.5124235529125272,-0.010569479230386222,-0.001250032655227474
0.2645230087478171,0.0002259950794183943,0.1771083134875933,0.05336831152222511,-0.01929251524916171,-0.02578627550037695
0.3005458674634256,0.04558515553702781,0.004494828491809426,0.747954299465985,0.01288333156822857,0.006522173115603732
-0.29410842868981585,0.0016279331429705937,0.005625458875602424,0.06131242543864634,0.006373886487860713,-0.13759546819038945
-0.3122512401486575,0.0034919369123956323,0.04904679820205288,0.20824530821989734,-0.037656226859218045,-0.038266918500908464
-0.19303830289043777,0.007936951817447396,0.15385855902126028,0.03851824721172465,0.008473956604347608,0.011526537403919823
0.27786121243095796,0.11172200227712795,0.0032339055192420105,0.08172750066823142,0.00728765935268829,0.017151070729085883
-0.1140172725215392,0.00015464392914768844,0.03128938850958333,0.17814165593480769,0.021247892672576086,0.010299804260035515
0.028445902192702543,0.036266767336419946,0.016726177508935798,0.05276447345934084,-0.0016040067735438412,-0.0005913975679157662
0.027239650842755536,0.005499432532044135,0.16481676321515193,0.4571835022408918,0.002599379221223493,-0.0037839471994379763
-0.02308005610604752,0.0026469445426714156,0.0015193419230756472,0.9555569420992811,0.006845870636484821,0.03835772360483885
-0.0552329616671976,0.006660928185662856,0.0037563977261197605,0.02155843431404114,-0.015576563067463967,-0.028388421977605122
-0.021509520667515547,0.00026390647245234174,0.14640157224588557,0.22500475746636378,-0.002500007720395468,-0.006283154382660394
-0.11828600344730122,0.0004139642790132352,0.17875067855128987,0.5526536113522853,-0.0023713299378960878,-0.0020234983456777367
0.27120842824867064,0.0021856694035569018,0.1185812973971706,1.807866736150621,0.007455617612117925,0.0027145966052012287
