step,component,weight,raw_loss,scaled_loss,raw_grad_l2,scaled_grad_l2,scaled_grad_max,scaled_grad_mean
0,teacher,1.0160781206889957,1.8200117434373683e-10,0.455002935859342,1.6838911537599514e-08,42.09727884399878,11.381933639155546,0.007401003656638143
0,iv,2.418667536843888,5.25083065221908e-06,1.31270766305477,1.2870685375911368e-05,3.217671343977842,0.8825671942213869,0.0005787450532528384
0,pde,0.948247086583561,0.0004342474925333313,0.4342474925333313,0.10128224024198315,101.28224024198315,25.186042992700106,0.017526450449355545
0,convexity,1.0,7.877416317919288e-07,7.877416317919289e-08,2.2508958731831214e-06,2.2508958731831217e-07,6.56598556861654e-08,4.108804137962062e-11
100,teacher,0.9639089329453491,1.89698126358816e-10,0.4742453158970399,1.9336100350279733e-08,48.340250875699326,15.727424164476448,0.009029743546636191
100,iv,2.559232437788604,2.82322434453423e-05,7.058060861335575,2.499662853641091e-05,6.249157134102727,2.126906745386816,0.0011234875080907308
100,pde,0.9931251586482598,0.001996469359935258,1.996469359935258,0.017106857075163302,17.1068570751633,5.22339219968101,0.003358743960578778
100,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200,teacher,0.9154440250124943,1.6553101892215558e-10,0.41382754730538884,2.5550782497356986e-08,63.876956243392456,25.196230296243318,0.012102951301010006
200,iv,4.117693258275196,1.5253809166810995e-06,0.38134522917027486,6.7491026407551525e-06,1.6872756601887882,0.39791415914360484,0.00033327320563526894
200,pde,1.0103173873748266,0.0005798616597085895,0.5798616597085895,0.026276750192503976,26.276750192503975,6.536578054393753,0.005919648978863377
200,convexity,1.0,4.7241127308437776e-07,4.724112730843778e-08,1.8101495891696612e-06,1.8101495891696612e-07,4.904179319388139e-08,3.617778999525906e-11
300,teacher,0.8692843275256835,1.5807191127730354e-10,0.3951797781932588,1.9577338513904308e-08,48.943346284760764,16.80529253475332,0.010220969008509818
300,iv,4.823607011691964,2.0546122115441625e-06,0.5136530528860406,7.949585619763652e-06,1.9873964049409127,0.8571877079042651,0.00041224067112655073
300,pde,1.050699617443684,0.0005854156257798475,0.5854156257798475,0.015707637316899916,15.707637316899916,4.914103280565078,0.003841001688138775
300,convexity,1.0,2.0638030803843444e-07,2.0638030803843444e-08,1.923032151271996e-06,1.923032151271996e-07,4.733779723765656e-08,4.473984157437719e-11
400,teacher,0.8342069857774816,1.8739366296989754e-10,0.46848415742474375,2.0564856255665615e-08,51.41214063916403,16.537008148726756,0.012560697274765314
400,iv,5.6206578256800785,2.753416589972998e-06,0.6883541474932494,8.334380459856377e-06,2.083595114964094,0.5017123910551271,0.000519944744040528
400,pde,1.046310323730279,0.00022803534212976904,0.22803534212976903,0.026477531736189403,26.477531736189402,6.8489873118152165,0.006811119864905901
400,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
500,teacher,0.833477711949613,1.895823005496823e-10,0.47395575137420565,1.4400234606803e-08,36.00058651700749,9.342114961611157,0.010658656724281311
500,iv,6.885382168609002,2.894611960034108e-06,0.723652990008527,6.5184056983291395e-06,1.629601424582285,0.4421566460892393,0.00048530092945632514
500,pde,0.9992848383523321,0.004558594944933391,4.558594944933391,0.051678005786089734,51.678005786089734,12.602057513586173,0.01600352024277958
500,convexity,1.0,4.2978299294830836e-08,4.297829929483084e-09,8.71361296404478e-07,8.71361296404478e-08,2.4490530269186134e-08,2.5612012385746164e-11
600,teacher,0.8118712193705276,2.0834279296380462e-10,0.5208569824095115,2.338344297578944e-08,58.45860743947359,28.565404240897767,0.016880070379158892
600,iv,8.158013623563354,7.279670679500631e-07,0.18199176698751576,7.361543922053196e-06,1.840385980513299,0.6389953866038874,0.0006390929826471915
600,pde,0.9745811978142699,0.002114106355881883,2.114106355881883,0.04798028166251284,47.980281662512844,11.345371927811398,0.01800535772322334
600,convexity,1.0,4.4283242292184355e-06,4.428324229218436e-07,1.1219292203270532e-05,1.1219292203270533e-06,2.759509236062013e-07,2.7500116315621286e-10
700,teacher,0.7794733847941527,2.0073366856932638e-10,0.5018341714233159,2.7331081371346213e-08,68.32770342836552,29.441160827743317,0.022739367431189754
700,iv,8.311646345871987,5.168968195953011e-06,1.2922420489882527,1.375507632750007e-05,3.4387690818750176,0.8832978145995272,0.0018946664112976222
700,pde,0.9951566245335881,0.0007522964496933208,0.7522964496933209,0.02824332620761043,28.24332620761043,7.030147141860779,0.01121335337184241
700,convexity,1.0,4.196744190072122e-06,4.196744190072122e-07,4.435822788660509e-06,4.4358227886605086e-07,9.891432951082006e-08,1.685905011754441e-10
800,teacher,0.8998219820048663,1.955111981377289e-10,0.48877799534432215,1.1634980908620838e-08,29.087452271552092,7.882379482997569,0.014295065709699156
800,iv,8.292728380073827,1.4768452390415503e-05,3.6921130976038756,2.840478779003753e-05,7.101196947509383,1.9370283415364706,0.0027383647173255758
800,pde,0.937789031351796,0.0012192496811956734,1.2192496811956735,0.13684905773182005,136.84905773182004,35.38354349358886,0.06168691909020361
800,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
900,teacher,0.8732605291189346,1.4408010560810972e-10,0.3602002640202742,2.1114505790630835e-08,52.78626447657708,25.580392039937795,0.02135069513530037
900,iv,8.13765584465673,3.5628795741914765e-06,0.8907198935478691,1.9862015621254758e-05,4.96550390531369,1.348925748923853,0.0021451786373673913
900,pde,0.922447345039125,0.00021279336352085518,0.21279336352085518,0.042680558682381214,42.68055868238122,11.174307713875333,0.018491533336571234
900,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,teacher,0.8286765963727821,1.7928462671195923e-10,0.448211566779898,1.7722191357060174e-08,44.30547839265043,12.440440049174802,0.022476687301925733
1000,iv,8.593695334898882,1.833876619171727e-06,0.45846915479293177,5.9653567911438314e-06,1.4913391977859578,0.3599817880630745,0.000672822933697487
1000,pde,1.0021316754596228,0.0008760089887298567,0.8760089887298568,0.01101448485334279,11.01448485334279,2.9212730660096087,0.007525053734675214
1000,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,teacher,0.8009697678690387,1.9573842160158336e-10,0.4893460540039583,1.712735338077194e-08,42.81838345192984,10.032540635260013,0.02073984634262582
1100,iv,8.068166840100478,1.8726376740835577e-05,4.681594185208894,2.829966774918375e-05,7.074916937295938,1.8155635736929079,0.0031568614152628675
1100,pde,1.0145849604297061,0.000573422325545977,0.5734223255459769,0.020963628180859492,20.96362818085949,5.349005008695665,0.010838950295523507
1100,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,teacher,0.7736637044232774,2.335398277750205e-10,0.5838495694375512,1.0771889966834807e-08,26.929724917087015,6.5521088808831065,0.02126042292743861
1200,iv,8.613274161900442,8.856397213012045e-07,0.22140993032530112,4.206286058355665e-06,1.0515715145889162,0.2692968425664486,0.0007482409269737577
1200,pde,1.0100476696266165,0.0004292717294919156,0.4292717294919156,0.014668046800286489,14.668046800286488,3.5716946409996018,0.011276661259710068
1200,convexity,1.0,1.0764077239762785e-06,1.0764077239762785e-07,4.314448802157024e-06,4.314448802157024e-07,1.5290160708625454e-07,5.036622164128265e-10
1300,teacher,0.8407171897669794,1.4903042009226203e-10,0.372576050230655,7.845525171900252e-09,19.613812929750626,4.747004644621078,0.010961615964970006
1300,iv,9.571155228301473,6.848528395287773e-07,0.17121320988219432,6.228255995583926e-06,1.5570639988959813,0.553524224211967,0.00075363517973248
1300,pde,0.9534359404494466,0.0006009757095531165,0.6009757095531165,0.06380784411321593,63.80784411321592,16.631840780902095,0.04098372819650638
1300,convexity,1.0,2.071847104443287e-07,2.0718471044432872e-08,3.6878801425936863e-06,3.6878801425936864e-07,8.294648362607538e-08,3.925502687975964e-10
1400,teacher,0.7968942788723989,1.6186147521168901e-10,0.40465368802922247,1.2222365255739575e-08,30.55591313934893,8.961918127344772,0.014814323324920015
1400,iv,9.138107361507275,1.6825605502871798e-06,0.42064013757179497,9.3868726265003e-06,2.3467181566250748,0.7160661816757338,0.0014357784196240564
1400,pde,1.166126507432248,0.00023641938282268076,0.23641938282268077,0.003992541215611247,3.9925412156112476,1.6192276952231714,0.003593899338018671
1400,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,teacher,0.7622289484407897,1.3653092364018717e-10,0.3413273091004679,1.200605556134491e-08,30.01513890336227,9.955711659494817,0.016470225895570567
