expiry,cp,strike,tau,days,mid,forward,discount,k,x,c,market_iv,vega_w,symbol,spot
2026-10-02,P,325.0,0.02043536115078006,7.458906820034723,0.08499999999999999,375.0162344532118,1.0072120892328427,0.8666291486656907,0.14314413457883854,0.13359588522408217,0.4387396297978406,0.003923673973563815,UNH,375.01
2026-10-02,P,345.0,0.02043536114913115,7.45890681943287,0.42500000000000004,375.0162344532118,1.0072120892328427,0.919960173198964,0.08342489987721634,0.08116499624990081,0.3622942370213596,0.01494202258703925,UNH,375.01
2026-10-02,P,347.5,0.020435361148877475,7.458906819340278,0.685,375.0162344532118,1.0072120892328427,0.9266265512656232,0.07620465190372917,0.07518695714019408,0.3754884627599266,0.020032365239461367,UNH,375.01
2026-10-02,P,350.0,0.020435361148623796,7.4589068192476855,0.7,375.0162344532118,1.0072120892328427,0.9332929293322824,0.06903616242511663,0.06856029093643612,0.35004348108681554,0.021264695091633385,UNH,375.01
2026-10-02,P,352.5,0.020435361148370117,7.458906819155093,0.77,375.0162344532118,1.0072120892328427,0.9399593073989415,0.06191869465625267,0.06207923489664868,0.3304967881771007,0.023418463467982473,UNH,375.01
2026-10-02,P,355.0,0.02043536114811644,7.4589068190625,1.22,375.0162344532118,1.0072120892328427,0.9466256854656007,0.05485152743316022,0.05660421271702287,0.3455499969497067,0.02994394541345111,UNH,375.01
2026-10-02,P,357.5,0.020435361147862763,7.458906818969909,1.5699999999999998,375.0162344532118,1.0072120892328427,0.9532920635322598,0.04783395477451368,0.05086444478472296,0.3424066504044308,0.03453085535502111,UNH,375.01
2026-10-02,P,360.0,0.02043536114764079,7.458906818888889,2.06,375.0162344532118,1.0072120892328427,0.959958441598919,0.04086528545842035,0.0454953209061667,0.3433142870248328,0.03949489327990994,UNH,375.01
2026-10-02,P,362.5,0.020435361147387116,7.458906818796297,2.71,375.0162344532118,1.0072120892328427,0.9666248196655781,0.033944842613846574,0.040549790231889093,0.3474652790573378,0.04437951233874012,UNH,375.01
2026-10-02,P,365.0,0.020435361147101726,7.45890681869213,3.2,375.0162344532118,1.0072120892328427,0.9732911977322373,0.02707196332608455,0.035180666353332835,0.3359403123560989,0.047983437642442964,UNH,375.01
2026-10-02,P,367.5,0.020435361146879757,7.458906818611111,4.95,375.0162344532118,1.0072120892328427,0.9799575757988964,0.020245998255684693,0.033147338958469885,0.383837620135197,0.052720309750679935,UNH,375.01
2026-10-02,P,370.0,0.02043536114662608,7.4589068185185186,4.75,375.0162344532118,1.0072120892328427,0.9866239538655556,0.01346631127030594,0.025951469386462533,0.3265948748215328,0.05432418228873479,UNH,375.01
2026-10-02,P,372.5,0.0204353611463724,7.458906818425926,6.475,375.0162344532118,1.0072120892328427,0.9932903319322147,0.006732279088961871,0.023851955553431003,0.35756408237944937,0.0563288072830972,UNH,375.01
2026-10-02,P,375.0,0.02043536114611872,7.458906818333333,7.199999999999999,375.0162344532118,1.0072120892328427,0.9999567099988739,4.329093816527015e-05,0.01910498419365869,0.3346599807704338,0.05701214744027349,UNH,375.01
2026-10-02,C,377.5,0.02043536114599188,7.458906818287036,6.025,375.0162344532118,1.0072120892328427,1.0066230880655331,-0.006601251780503411,0.01595093159861241,0.33348771400160726,0.056656237452798915,UNH,375.01
2026-10-02,C,380.0,0.020435361145738205,7.458906818194445,5.275,375.0162344532118,1.0072120892328427,1.0132894661321923,-0.013201935811855461,0.013965338453556925,0.34682213831270875,0.05539079975653281,UNH,375.01
2026-10-02,C,382.5,0.020435361145516234,7.458906818113425,4.1,375.0162344532118,1.0072120892328427,1.0199558441988514,-0.019759336358014527,0.01085457585963666,0.33348123327677975,0.052840016838699586,UNH,375.01
2026-10-02,C,385.0,0.020435361145262558,7.458906818020834,3.275,375.0162344532118,1.0072120892328427,1.0266222222655106,-0.026274017379208214,0.008670423400075625,0.3306129588318307,0.04949662730794602,UNH,375.01
2026-10-02,C,387.5,0.020435361145008876,7.45890681792824,2.67,375.0162344532118,1.0072120892328427,1.0332886003321697,-0.032746531884825666,0.007068711596397533,0.3332919580597691,0.04576264435826902,UNH,375.01
2026-10-02,C,390.0,0.0204353611447552,7.458906817835648,1.875,375.0162344532118,1.0072120892328427,1.0399549783988289,-0.03917742221511609,0.004963982862638717,0.3173540626044647,0.04004573075589253,UNH,375.01
2026-10-02,C,392.5,0.020435361144501524,7.458906817743056,1.755,375.0162344532118,1.0072120892328427,1.046621356465488,-0.04556722031388709,0.004646287959429839,0.339668245811554,0.03755200394407371,UNH,375.01
2026-10-02,C,395.0,0.020435361144216135,7.458906817638889,1.0499999999999998,375.0162344532118,1.0072120892328427,1.0532877345321472,-0.05191644799254583,0.002779830403077681,0.312567405545555,0.029792929164559653,UNH,375.01
2026-10-02,C,397.5,0.020435361143962456,7.458906817546296,1.055,375.0162344532118,1.0072120892328427,1.0599541125988063,-0.05822561718581054,0.0027930676907113846,0.33910959192829265,0.028532924456727213,UNH,375.01
2026-10-02,C,400.0,0.020435361143740487,7.4589068174652775,0.69,375.0162344532118,1.0072120892328427,1.0666204906654655,-0.06449523019940592,0.0018267456934510477,0.3259525769185744,0.02259250304288087,UNH,375.01
2026-10-02,C,465.0,0.020435361138984018,7.458906815729167,0.015,375.0162344532118,1.0072120892328427,1.2399463203986036,-0.21506808867878027,3.971186290110974e-05,0.5132687299424464,0.0008646543267982435,UNH,375.01
2026-10-16,P,300.0,0.05879152549904871,21.45890680715278,0.575,375.51930717733654,1.0021384438897114,0.7988936767459655,0.22452741247606445,0.2026342687088426,0.510814704865233,0.01668724121374575,UNH,375.01
2026-10-16,P,305.0,0.05879152549879503,21.458906807060185,0.7350000000000001,375.51930717733654,1.0021384438897114,0.8122085713583982,0.20799811052485392,0.18974454152731313,0.5016277348396118,0.020163530931463097,UNH,375.01
2026-10-16,P,310.0,0.05879152549854135,21.458906806967594,0.9,375.51930717733654,1.0021384438897114,0.8255234659708309,0.19173758965307364,0.1768681008279992,0.48858543097700663,0.023678412052897658,UNH,375.01
2026-10-16,P,315.0,0.058791525498287665,21.458906806875,1.24,375.51930717733654,1.0021384438897114,0.8388383605832637,0.17573724830663254,0.1644566870062356,0.48849346906155366,0.02941852993021197,UNH,375.01
