generator_factors,case,model,model_factors,status,own_model,parameter_gate,neural_holdout_price_rmse,neural_fit_price_rmse,exact_holdout_price_rmse,exact_fit_price_rmse,seconds,optimizer_success,scaled_parameter_rmse,tolerance_scaled_rmse,worst_tolerance_error
1,0,single_sobolev_s17,1,fitted,True,True,7.358825420035262e-05,7.130211496819426e-05,5.9416827313203514e-05,5.652518655989508e-05,0.13060566698550247,True,0.026631741180496535,0.4992897581595117,0.9030713355272504
1,0,double_sobolev_s17,2,fitted,False,,0.00018647409160035475,0.0001738461844532823,0.00019878169382661458,0.00018456301939533956,0.541264334009611,True,,,
1,0,deep11_s17,2,fitted,False,,0.00018586792306731737,0.0001732850123544586,0.00022282375768323202,0.00020470381671806105,0.9689939999952912,True,,,
1,0,deep17_full_s29,2,fitted,False,,0.00018744617209848213,0.0001744860386723025,0.00020754463733316028,0.00019487166424689322,4.080731832989841,True,,,
1,0,deep11_balanced_s43,2,fitted,False,,0.00018685157090428682,0.00017414122606251734,0.0001894067928483135,0.00017575145512639046,1.0014697500009788,True,,,
1,1,single_sobolev_s17,1,fitted,True,False,0.0001878408064652534,0.00018716324839088488,0.00016461202969383085,0.0001661194960463474,0.09010754199698567,True,0.03338379178576728,0.6313835979628856,1.281937178952967
1,1,double_sobolev_s17,2,fitted,False,,0.00018912992552488534,0.00019112501684979952,0.0002686282477854663,0.00026436944718538435,0.778334625007119,True,,,
1,1,deep11_s17,2,fitted,False,,0.00019120875390258614,0.0001926859613958094,0.00027273670832338425,0.0002706743895737533,0.993835333007155,True,,,
1,1,deep17_full_s29,2,fitted,False,,0.00019205682033043403,0.00019300391503115636,0.00039514659414076504,0.00039023456528166126,1.6734201660001418,True,,,
1,1,deep11_balanced_s43,2,fitted,False,,0.00019153542351883093,0.0001927753035273865,0.0003310371912155591,0.00032606235287815184,0.9414458329993067,True,,,
1,2,single_sobolev_s17,1,fitted,True,False,0.00015436827311795484,0.00015318682177242632,0.0001491431916273843,0.00015479631194201084,0.1396623750042636,True,0.33019293448228726,6.013475976775368,12.190129627420458
