symbol,trade_date,kappa,theta,sigma,rho,v0,objective,optimizer_evaluations,starting_value_loss_spread,calibration_rows,holdout_rows,calibration_iv_rmse,holdout_iv_rmse,feller_gap
SJVN,2025-01-16,9.99644326140275,0.4340510494611402,2.9301244641319073,-0.0017378173719982259,0.14418449789975007,4.7825256018588054e-05,55,1.7491508862523854e-10,6,3,0.022494962049093545,0.01763385428073677,0.09230400167691677
TATAPOWER,2024-07-25,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.0635284275080983,1.5633668431413933e-05,25,2.738707972563129e-12,13,7,0.014153345280588887,0.008146269009561643,0.03729921841849215
TATAPOWER,2024-08-02,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.11748239618103734,1.5633668431413933e-05,25,2.738707972563129e-12,19,10,0.025597988109536507,0.01940790272320014,0.03729921841849215
TATAPOWER,2024-08-12,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.09908810610823734,1.5633668431413933e-05,25,2.738707972563129e-12,22,11,0.026595758708164528,0.021361655256257488,0.03729921841849215
TATAPOWER,2024-08-21,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.04337434277431904,1.5633668431413933e-05,25,2.738707972563129e-12,9,5,0.0155890874822573,0.013657680063291022,0.03729921841849215
TATAPOWER,2024-08-29,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.05529020761887889,1.5633668431413933e-05,25,2.738707972563129e-12,15,8,0.02696852744346939,0.026862255320689386,0.03729921841849215
TATAPOWER,2024-09-06,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.05232974932596317,1.5633668431413933e-05,25,2.738707972563129e-12,14,7,0.021805938493345507,0.01219856826416878,0.03729921841849215
TATAPOWER,2024-09-16,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.005333673379814146,1.5633668431413933e-05,25,2.738707972563129e-12,8,4,0.0067246629893066975,0.004730403733376304,0.03729921841849215
TATAPOWER,2024-09-24,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.06684430295928202,1.5633668431413933e-05,25,2.738707972563129e-12,14,7,0.009702990141587235,0.00867329615994944,0.03729921841849215
TATAPOWER,2024-10-04,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.061389739343497,1.5633668431413933e-05,25,2.738707972563129e-12,15,7,0.014641145841345625,0.008478369509086158,0.03729921841849215
TATAPOWER,2024-10-14,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.06487198302806871,1.5633668431413933e-05,25,2.738707972563129e-12,13,7,0.022121591504466197,0.019262242757463695,0.03729921841849215
TATAPOWER,2024-10-22,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.14344527250313888,1.5633668431413933e-05,25,2.738707972563129e-12,8,4,0.005107261002931718,0.004408907449650719,0.03729921841849215
TATAPOWER,2024-10-30,9.996663266139075,0.17541367293262827,1.862740889858218,0.030042067219887503,0.13886692714952284,1.5633668431413933e-05,25,2.738707972563129e-12,15,8,0.012307955586212317,0.011110773975051523,0.03729921841849215
TORNTPOWER,2025-03-20,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.13478411858959108,2.960980518440313e-05,32,1.096120234034552e-11,7,3,0.03300378823594592,0.02963172246523993,0.08582198432358812
TORNTPOWER,2025-04-30,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.0792511721941109,2.960980518440313e-05,32,1.096120234034552e-11,7,3,0.003431697209196622,0.008980080169430834,0.08582198432358812
TORNTPOWER,2025-05-07,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.09247178847214109,2.960980518440313e-05,32,1.096120234034552e-11,7,3,0.01648374975293092,0.008678658230423571,0.08582198432358812
TORNTPOWER,2025-07-24,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.06979432297571321,2.960980518440313e-05,32,1.096120234034552e-11,7,3,0.020211504355699014,0.02312425321421729,0.08582198432358812
TORNTPOWER,2025-08-08,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.014488555932085374,2.960980518440313e-05,32,1.096120234034552e-11,7,3,0.019341100893116796,0.021986031115897565,0.08582198432358812
TORNTPOWER,2025-09-16,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.016094320921766846,2.960980518440313e-05,32,1.096120234034552e-11,8,4,0.004380884932047078,0.004988488857123685,0.08582198432358812
TORNTPOWER,2025-10-07,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.007685072916032021,2.960980518440313e-05,32,1.096120234034552e-11,9,4,0.009446539454509016,0.01037839075458316,0.08582198432358812
TORNTPOWER,2025-10-13,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.031412378306893966,2.960980518440313e-05,32,1.096120234034552e-11,9,5,0.00990632763395724,0.011439857218660306,0.08582198432358812
TORNTPOWER,2025-10-16,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.005333673379814146,2.960980518440313e-05,32,1.096120234034552e-11,10,5,0.009538535263117457,0.008990042211161392,0.08582198432358812
TORNTPOWER,2025-03-07,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.09805287654351874,2.960980518440313e-05,32,1.096120234034552e-11,7,4,0.012510728604719442,0.014171975687328952,0.08582198432358812
TORNTPOWER,2025-03-19,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.11321294676098631,2.960980518440313e-05,32,1.096120234034552e-11,7,3,0.012124679546406046,0.017748226325634796,0.08582198432358812
TORNTPOWER,2025-04-09,9.996659402709133,0.403564420725771,2.8253796448921156,-0.06783840932604263,0.15412074479306917,2.960980518440313e-05,32,1.096120234034552e-11,7,4,0.02012206157301691,0.02048302865294029,0.08582198432358812
