step,total_loss,seconds,teacher,iv,pde,convexity,weight_teacher,weight_iv,weight_pde,weight_convexity,terminal_loss,boundary_penalty_active
1,0.6853763069365405,0.7230152080010157,1.0938485464953383e-10,8.027336365529413e-07,0.00021123076117447064,0.0,1.0,1.0,1.0,1.0,0.0,False
101,0.8765615609979663,4.976656458005891,1.1108284373593013e-10,1.576375226171432e-06,0.00020476000049489212,6.4462039088999145e-06,1.0,1.0,1.0,1.0,0.0,False
201,1.0223577741489214,9.387218917006976,1.0068413319199685e-10,9.83070721685644e-07,0.0005248796068968413,1.5385067691503573e-06,1.0,1.0,1.0,1.0,0.0,False
301,0.9779759740680121,13.70467279200966,1.257998948199377e-10,1.0015136482536637e-06,0.00041309767468774075,1.502670111427513e-06,1.0,1.0,1.0,1.0,0.0,False
401,1.0494971776518403,18.033232083005714,1.0435643476667877e-10,1.677512231488499e-06,0.0003692280328630187,0.0,1.0,1.0,1.0,1.0,0.0,False
501,2.453243709656954,22.415052791999187,1.0353451641296496e-10,4.179368071363792e-06,0.001149565400783594,0.0,1.0,1.0,1.0,1.0,0.0,False
601,1.0126840885788053,26.749860708005144,1.1895271894070706e-10,9.026929308913032e-07,0.000489629058504212,0.0,1.0,1.0,1.0,1.0,0.0,False
701,0.9850092567342335,31.050774083007127,9.687268896243358e-11,1.8329398523932528e-06,0.0002845925712298364,0.0,1.0,1.0,1.0,1.0,0.0,False
801,1.6230681402874811,35.24964862500201,9.431999851852837e-11,3.567262196596796e-06,0.0004954525948419611,0.0,1.0,1.0,1.0,1.0,0.0,False
901,0.8633798180895192,39.44209425000008,1.2687398255263904e-10,1.6344161793711915e-06,0.00013759081686512384,0.0,1.0,1.0,1.0,1.0,0.0,False
1001,16.234326674311795,43.75388841700624,1.3590772665297686e-10,1.1088915848720283e-06,0.015617334461461347,0.0,1.0,1.0,1.0,1.0,0.0,False
1101,4.450892796799352,48.019203125004424,1.0723257865350225e-10,8.178653710457273e-07,0.003978344912332558,9.507160700683004e-07,1.0,1.0,1.0,1.0,0.0,False
1201,6.784307943428254,52.2180176670081,1.1268900136212273e-10,2.412521617038434e-05,0.0004712813974268615,0.0,1.0,1.0,1.0,1.0,0.0,False
1301,1.6786346072592135,56.42547391699918,1.2542527353490682e-10,4.846878015858793e-06,0.0001533517454142179,1.7404303053654094e-06,1.0,1.0,1.0,1.0,0.0,False
1401,1.2966359391826883,60.71797520799737,1.178749576634955e-10,3.156272555364934e-06,0.0002128803442874744,6.189524175298259e-07,1.0,1.0,1.0,1.0,0.0,False
1501,2.0869070255156874,64.91162283300946,1.2019264931258307e-10,6.175000356685547e-07,0.001632050393317091,0.0,1.0,1.0,1.0,1.0,0.0,False
1601,0.9012667758576773,69.14917687499837,1.0381303484123685e-10,1.3597396111906683e-06,0.00030179928595691825,0.0,1.0,1.0,1.0,1.0,0.0,False
1701,1.6127761360597992,73.37856495800952,1.0746721121071884e-10,1.920726463902756e-06,0.0008639262814355737,2.106217394208236e-06,1.0,1.0,1.0,1.0,0.0,False
1801,1.2784482619206212,77.66778425000666,1.2166642087671214e-10,6.478956044856134e-07,0.0008123083086074374,0.0,1.0,1.0,1.0,1.0,0.0,False
1901,4.818156851446185,81.89817504200619,1.099649113148902e-10,1.3535405284092844e-05,0.0011593931730466743,7.908907336660019e-07,1.0,1.0,1.0,1.0,0.0,False
2000,1.0732659903308994,86.21675150000374,1.100506054158181e-10,2.4404081892117814e-06,0.00018803742948840884,0.0,1.0,1.0,1.0,1.0,0.0,False
