phase,step,total_loss,pde_loss,market_loss,boundary_loss,terminal_loss,calibrated_sigma
price_warmup,1800,0.0183021643463799,,0.0001256026017551,0.0004540911101175,0.0001200993069692,0.3499999998857273
price_warmup,1850,0.0011852084761828,,5.935389644433028e-06,1.2072705103164677e-05,4.709424607078664e-05,0.3499999998857273
price_warmup,1900,0.000988160792232,,5.242395899294342e-06,4.470988452687527e-06,4.192113177757318e-05,0.3499999998857273
price_warmup,1950,0.0009205229302456,,5.058202816035189e-06,2.960471469560953e-06,3.8509793394656485e-05,0.3499999998857273
price_warmup,2000,0.0008724769464969,,4.840953824692579e-06,2.5898176489145303e-06,3.6248338753857426e-05,0.3499999998857273
price_warmup,2050,0.0008310220984679,,4.617281872680776e-06,2.390017349762704e-06,3.453937377022735e-05,0.3499999998857273
price_warmup,2100,0.0007936227503471,,4.397837881953415e-06,2.252883679656215e-06,3.3131012535526835e-05,0.3499999998857273
price_warmup,2150,0.0007593180357273,,4.187651626971492e-06,2.150109998181388e-06,3.190517730484027e-05,0.3499999998857273
price_warmup,2200,0.0037032625020226,,2.9723293814079623e-05,2.244011245561e-05,5.06531996058603e-05,0.3499999998857273
price_warmup,2250,0.0012579889356434,,5.9608180379951975e-06,2.1500751343915216e-05,4.4689961840478634e-05,0.3499999998857273
price_warmup,2300,0.0008253123311221,,4.241629320886523e-06,3.135755894782905e-06,3.6979184008570994e-05,0.3499999998857273
price_warmup,2350,0.0007720362014161,,4.077239433989305e-06,2.458312862651703e-06,3.397291293907226e-05,0.3499999998857273
price_warmup,2400,0.0007329209594764,,3.892146255964403e-06,2.220528125805653e-06,3.215010526219971e-05,0.3499999998857273
price_warmup,2450,0.000699149106082,,3.7056162061878895e-06,2.0729914293482517e-06,3.078575711697497e-05,0.3499999998857273
price_warmup,2500,0.0006687271411927,,3.526085450520869e-06,1.980081245529816e-06,2.963177836853268e-05,0.3499999998857273
adam,1,0.0008234111186926,0.000155264265054,3.522605327343537e-06,1.97853474404115e-06,2.9610097346385147e-05,0.1820053945276806
adam,50,0.0007779460834316,0.0001346184362515,3.334294488656089e-06,1.7045965789263654e-06,2.9285223252529732e-05,0.1835153963986933
adam,100,0.0008944896913719,9.533911411902988e-05,4.1204920085823474e-06,9.67541623935012e-06,2.9034721400115815e-05,0.1837222897128227
adam,150,0.0008264157500019,9.043875380910162e-05,3.6927847229401057e-06,1.9921406637676954e-06,3.467771172611299e-05,0.1861348230264984
adam,200,0.0007136173057707,8.284836456034833e-05,3.039983320042499e-06,2.4096858499586433e-06,3.02673750706519e-05,0.1856646534669544
adam,250,0.0006816191463763,8.388150426638567e-05,2.9178379350304728e-06,1.9111550909950223e-06,2.868422976969953e-05,0.1832328830094955
adam,300,0.0006595142426889,8.77537909834599e-05,2.7668055918519504e-06,1.84388188618584e-06,2.7664107365848195e-05,0.1858027717917275
adam,350,0.0021083111124425,8.480914533034084e-05,1.2962280984107684e-05,3.6764441258233e-05,3.5962945611907345e-05,0.1860868072959411
adam,400,0.0008532918464224,8.859644421698194e-05,3.421182014042164e-06,9.023837494409007e-06,3.323388258571225e-05,0.1867171295603303
adam,450,0.0006450945989652,6.930981536224555e-05,2.70162602480783e-06,2.3190176913073367e-06,2.824320042091749e-05,0.186366489978192
adam,500,0.0006202514270799,7.508791567618298e-05,2.5697118075669178e-06,1.9245169443776924e-06,2.689471612032755e-05,0.1860945765690512
adam,550,0.0005972302157613,7.499310741365469e-05,2.447883793708411e-06,1.8067152159173672e-06,2.593815768176645e-05,0.186924792976569
adam,600,0.0005850163363816,8.40439256770831e-05,2.3189339543316194e-06,1.8434699992974984e-06,2.5064431527843104e-05,0.1867515204749261
adam,650,0.0050451941435714,7.758498525998474e-05,3.0094018304731893e-05,0.0001466885889654,4.913214381834098e-05,0.188477582903971
adam,700,0.0006026858897605,8.901293580908456e-05,2.299835976458844e-06,2.077863017896796e-06,2.629107261265783e-05,0.1883148357461055
adam,750,0.0005596519061031,7.584524668627345e-05,2.2144010174234806e-06,1.8710669112282268e-06,2.4365588856225193e-05,0.1876185188913076
adam,800,0.0005485307385926,8.423260517776619e-05,2.1022326783888963e-06,1.8492427301614904e-06,2.3558243827433227e-05,0.1868151297648881
adam,850,0.0214244587641298,8.328988211884296e-05,0.0001383232576713,0.0006182816908381,0.0001326026206496,0.1879114471762099
adam,900,0.0006549057459678,8.743044636023948e-05,2.5322884781416923e-06,5.979516925370998e-06,2.544512825397463e-05,0.1890118380541721
adam,950,0.0005146398928821,6.508475186475901e-05,2.0050605618207902e-06,1.8687762947044629e-06,2.3036132188830805e-05,0.1874021235199983
adam,1000,0.0004916645178442,6.098000407051883e-05,1.91137408007059e-06,1.83456797441079e-06,2.2120142602260365e-05,0.18883218113958
adam,1050,0.0004762983777925,6.199925045031167e-05,1.828269965726792e-06,1.8716410651947312e-06,2.1275572011759545e-05,0.1883466692257713
adam,1100,0.0006981775556598,6.150073907909502e-05,2.8522106011519643e-06,7.712921583429553e-06,2.7432654063129223e-05,0.1867851404698825
adam,1150,0.0005191612789423,7.50295660783162e-05,1.9490209049031776e-06,2.496000492303986e-06,2.2426961745063852e-05,0.187661850292006
adam,1200,0.0004894991477332,7.445797772140627e-05,1.8093916642713612e-06,1.9192585697043116e-06,2.1490941788768007e-05,0.1878617862468998
adam,1250,0.0004542106337032,5.563863441454161e-05,1.737624411864226e-06,1.8959850108554997e-06,2.058497079937512e-05,0.1863705715678528
adam,1300,0.0004564666288182,7.34694061172115e-05,1.6608200656698354e-06,1.872316110275346e-06,1.981920550313266e-05,0.1890729727358422
adam,1350,0.0004668645436253,9.126320586432196e-05,1.632498754494356e-06,1.939730792421114e-06,1.929541543873365e-05,0.189044119748201
adam,1400,0.0005737551612177,6.933706026849383e-05,2.137164251041252e-06,6.335226368100244e-06,2.2734941216412395e-05,0.1895020508318887
adam,1450,0.0004432091190724,6.202360942680665e-05,1.6413190577500174e-06,2.1132084463849556e-06,1.9592151940679576e-05,0.1888598872410835
adam,1500,0.0004274263499095,6.417001917254852e-05,1.5398781677494691e-06,1.898300048794585e-06,1.9028551347414828e-05,0.189870843822818
adam,1550,0.0004306505393109,8.143820337594589e-05,1.476622891168194e-06,1.921386694805768e-06,1.8233617987013745e-05,0.1890046276665642
adam,1600,0.0039529749595394,6.347652432771002e-05,2.497799023036664e-05,0.0001023273826448,3.684255857263828e-05,0.1902768081437172
adam,1650,0.0005297526283393,6.430467719459101e-05,2.1514075340489033e-06,5.905879561877102e-06,1.912484021211365e-05,0.1892537228199255
adam,1700,0.0003973752731652,5.9809094241575674e-05,1.3997223826329672e-06,2.023752837796106e-06,1.7735641228239718e-05,0.1893822856220478
adam,1750,0.0003785992051581,5.4194997340768114e-05,1.3454819964934433e-06,1.873642814952708e-06,1.711195800185013e-05,0.1897888144085888
adam,1800,0.0107382383192672,6.851305213536527e-05,6.964930812773293e-05,0.0002935719661241,7.690747931167823e-05,0.188443642741678
adam,1850,0.0004193668300306,7.098767901306862e-05,1.3632932653957829e-06,2.3632133407718357e-06,1.884176910703224e-05,0.1893039169528381
adam,1900,0.0004052567156396,7.766858842171722e-05,1.3434227943972544e-06,1.9398769386472812e-06,1.738470783917717e-05,0.1879839219572708
adam,1950,0.0003765845854759,6.415305749379164e-05,1.2735636941829134e-06,1.918704936920726e-06,1.658881091946478e-05,0.1890456244715538
adam,2000,0.0003788848823104,7.73335930312891e-05,1.2217113344667523e-06,1.8688734670246027e-06,1.6069142116226178e-05,0.1884700693489485
adam,2050,0.0003586696512092,6.655242767724697e-05,1.188321870109164e-06,1.87932132194076e-06,1.5449182330172167e-05,0.190501144476393
adam,2100,0.0012481215301668,4.358955099157312e-05,7.498160908055372e-06,1.9655942350792906e-05,2.581564648618108e-05,0.1905761225786835
adam,2150,0.0003468091335845,4.170355877633922e-05,1.2098647888733003e-06,2.141671494756598e-06,1.627023809732924e-05,0.1884401479403074
adam,2200,0.0003406044746685,5.432241620908861e-05,1.1361612022110087e-06,1.8467511516207328e-06,1.5419842672213085e-05,0.1887239900494027
adam,2250,0.000336140140771,5.972712809680144e-05,1.09614096392319e-06,1.781353087171001e-06,1.489853854102058e-05,0.1900237371762628
adam,2300,0.0003293778109809,4.888022090036264e-05,1.123501518185032e-06,2.226894565866199e-06,1.4587849260342089e-05,0.1874664962730637
adam,2350,0.0006559887652327,5.9214398186469344e-05,3.1652435440336393e-06,1.0205559997612089e-05,1.781944126667795e-05,0.1898050647271358
adam,2400,0.0003334226010012,5.436018383164645e-05,1.0659631462904615e-06,1.959715736665766e-06,1.5286894517393296e-05,0.1880838442771422
adam,2450,0.0003179129735175,5.289472390707831e-05,1.0220437830538252e-06,1.8067258849709637e-06,1.447466124553477e-05,0.1894467097144771
adam,2500,0.0002989138642753,4.3223476157211895e-05,9.797281292215855e-07,1.7673329108923451e-06,1.400442460870454e-05,0.190334989758072
adam,2550,0.0002984442512236,5.038066140158544e-05,9.50468445101536e-07,1.727509252537761e-06,1.3574165278653284e-05,0.188985545085388
adam,2600,0.000331331448722,4.117855542327946e-05,1.04922808981437e-06,2.4551992199551745e-06,1.606780921177616e-05,0.1906464049615527
adam,2650,0.0003104851034348,5.380082883015195e-05,9.7566182183317e-07,1.866884608273951e-06,1.404492463385939e-05,0.190793486446147
adam,2700,0.0002836674293617,4.397978418982597e-05,8.85662313626099e-07,1.6866833282802478e-06,1.3425458052651072e-05,0.1910041343463505
adam,2750,0.0002705011194391,3.934445173244325e-05,8.488045170560663e-07,1.687857512187046e-06,1.2939764087921013e-05,0.1901883107395622
adam,2800,0.0046850539072079,5.2216136681098205e-05,3.015008722786539e-05,0.0001217063918713,4.0076512902686015e-05,0.1902136543341737
adam,2850,0.000309243907933,5.139947062828786e-05,9.641903460255645e-07,2.4341201619975993e-06,1.3708420108220426e-05,0.1902096022441163
adam,2900,0.0002824941359441,5.771140567666853e-05,7.978396023413964e-07,1.7284939983931468e-06,1.2771383004939926e-05,0.1894808630555942
adam,2950,0.0002555371455416,3.9185836872906e-05,7.742212571575129e-07,1.572251495854325e-06,1.2320666799447643e-05,0.190898195978505
adam,3000,0.0004121396164207,5.237166077623629e-05,1.8497633066062985e-06,5.349650101599264e-06,1.2129512396791826e-05,0.1905158902617524
adam,3050,0.0004530026524507,5.5048594877527465e-05,1.841440053003108e-06,8.271755062710783e-06,1.3109250164578044e-05,0.1900732129026648
adam,3100,0.000256561460119,4.456514548833349e-05,7.426868993531709e-07,1.5715797804246814e-06,1.2201182689117502e-05,0.1891358034813796
adam,3150,0.0002561493722269,5.385956872815752e-05,6.924894964806056e-07,1.5293901508798309e-06,1.1774695234195986e-05,0.1916054822896414
adam,3200,0.00023735467158,4.299029768699762e-05,6.536189949387383e-07,1.5244416899596618e-06,1.137580574995972e-05,0.1906462601877171
adam,3250,0.0054096978034276,3.7690158888976886e-05,3.321670642235509e-05,0.0001274335922246,7.760010800568036e-05,0.1904657587675174
adam,3300,0.0002700807001101,5.5130699714151694e-05,7.077660401553397e-07,1.9202511580045106e-06,1.2497088480038996e-05,0.1917985896908047
adam,3350,0.0002444804201314,4.765118234061283e-05,6.655272635897986e-07,1.474115413293939e-06,1.1553535729889385e-05,0.1918204147961961
adam,3400,0.0002271893851463,3.773331915574637e-05,6.28847465926068e-07,1.4562579531418484e-06,1.120087398666222e-05,0.18926077521807
adam,3450,0.0002155973548826,3.331869476445693e-05,5.961739388865049e-07,1.3781196107276769e-06,1.0888007012224577e-05,0.1906865203853346
adam,3500,0.0002049355540894,2.8208679628366495e-05,5.953968961143183e-07,1.310032850243303e-06,1.0408685634720503e-05,0.192883081539695
adam,3550,0.0004159892365617,3.4354530331573785e-05,1.7836123849465091e-06,8.47513009015447e-06,1.1852216683401285e-05,0.1931005212754372
adam,3600,0.0002254510712583,4.977211014838493e-05,5.913201606927669e-07,1.3035492215437674e-06,1.0351145282524876e-05,0.1914194894449807
adam,3650,0.0002135275844362,4.646366138042592e-05,5.332270849866351e-07,1.2468202658534024e-06,1.0127301189864464e-05,0.1905638165687377
adam,3700,0.0003357691502355,2.7511485100692283e-05,1.523694165584403e-06,3.930902132664872e-06,1.1657922724973693e-05,0.1921857962831052
adam,3750,0.0001951136181169,2.6616033494398167e-05,5.236329865684008e-07,1.2958888352615786e-06,1.0317539761311974e-05,0.1913867124189501
adam,3800,0.0001975578637038,3.568906554231766e-05,5.045895320632582e-07,1.26535807671782e-06,9.875626418804557e-06,0.190273429203495
adam,3850,0.0002131720655694,2.8903023530527303e-05,7.398198280269608e-07,1.5110811153093132e-06,9.517624808315548e-06,0.1912247678840025
adam,3900,0.0003138701416936,2.763437548002917e-05,1.3680934586620683e-06,3.895794306781902e-06,1.1046847727961918e-05,0.1912784888506723
adam,3950,0.0001951796560267,3.855887399905196e-05,4.931967987350317e-07,1.1604244996738191e-06,9.569685715743098e-06,0.1915795860164933
adam,4000,0.0019866752627704,3.4367657151125364e-05,1.2897753358973991e-05,4.284618382222723e-05,2.340704314996546e-05,0.1934276101252013
adam,4050,0.0002018497289559,3.400378527255054e-05,5.802742895808341e-07,1.3887429453290886e-06,9.593108527200342e-06,0.19164857643341
adam,4100,0.0001800741996026,3.1891388573724416e-05,4.547665423393059e-07,1.2327790502031165e-06,9.03783662929878e-06,0.1932186461334051
adam,4150,0.0003713025286502,2.876022754408562e-05,1.8870364121666508e-06,5.6406113174108196e-06,9.74325467154012e-06,0.1943515151143258
adam,4200,0.0002751494792148,3.056870623837952e-05,1.019263695983128e-06,2.749256739457722e-06,1.151618359835642e-05,0.1909609476600411
adam,4250,0.0001787802584404,2.8251868448014576e-05,4.6515739187850946e-07,1.1957472000977124e-06,9.20551788036547e-06,0.1896730576060332
adam,4300,0.0001708507971769,2.734040315215575e-05,4.370560354162792e-07,1.0658602428624064e-06,8.914618805449254e-06,0.1912048646691219
adam,4350,0.0001728431118726,3.5052406743768125e-05,4.219625845962651e-07,1.0090142360437003e-06,8.550430430882906e-06,0.19198836907174
adam,4400,0.0032412893022431,3.0084235122588657e-05,2.127143138615439e-05,8.855119363413971e-05,1.9854999216374393e-05,0.1923958784842149
adam,4450,0.0001864801730058,3.737844900420552e-05,5.012406982027493e-07,9.10976630307651e-07,8.986788787831252e-06,0.1912179415699306
adam,4500,0.0001691573797428,3.3471845812508606e-05,4.0637812011854435e-07,1.1068191145478408e-06,8.397953077301245e-06,0.1924768213141189
adam,4550,0.0001783142293796,3.6683835995330925e-05,4.290441468124373e-07,1.6935977143264911e-06,8.179000155976976e-06,0.1907415540848702
adam,4600,0.0001706328041657,2.2487770883609005e-05,4.629357835604007e-07,1.3385750635406377e-06,8.846570429065138e-06,0.1925932290259429
adam,4650,0.0001603286789946,2.9432473500702272e-05,4.086214171593224e-07,9.443513552201976e-07,8.059055022585528e-06,0.1922246902157454
adam,4700,0.0001408652324591,1.5338747578257356e-05,3.7295346090014426e-07,9.819900670552256e-07,7.8411238120304e-06,0.192659235954354
adam,4750,0.0040167742923342,2.7406623704231516e-05,2.633851816616723e-05,9.091507318447398e-05,4.463651201685125e-05,0.1923227325580425
adam,4800,0.0001737049143528,3.363269945449591e-05,4.344936368730418e-07,1.4407519406002634e-06,8.221533180503559e-06,0.1927767577072498
adam,4850,0.0001450961168588,1.9928174669779813e-05,3.6244451609085506e-07,9.832686662692364e-07,7.90908039172481e-06,0.1917391497105979
adam,4900,0.000163284269222,4.248012374375249e-05,3.538578029534895e-07,8.772680098950416e-07,7.664568508401134e-06,0.1916102697511808
adam,4950,0.0001459438817377,2.8604081769434403e-05,3.523842173760175e-07,8.511633714249811e-07,7.358974451643647e-06,0.1930358789029252
adam,5000,0.0016470119355252,2.833102043323572e-05,1.0293823336419395e-05,3.446514761798042e-05,2.446471052702662e-05,0.1934077208910989
lbfgs,1,0.000942320495687,2.6939551742671293e-05,5.098728803901017e-06,2.4376214793932744e-05,1.617459156149839e-05,0.1934077208910989
lbfgs,25,0.0001421662410071,2.9604074111064707e-05,3.303039884675649e-07,9.829809232750514e-07,6.970195881661861e-06,0.1933943912234631
lbfgs,50,0.0001200098474491,2.776832129703676e-05,2.8844922901692856e-07,6.17772680053615e-07,5.721887644988222e-06,0.1932262988318079
lbfgs,75,0.0001015475156336,2.80687043607235e-05,2.0200367268978466e-07,4.68042861179653e-07,4.859801539214228e-06,0.1931703191521606
lbfgs,100,8.611064622516381e-05,2.4948367424156413e-05,2.1890675713742933e-07,5.3168041754456e-07,3.3954798911818867e-06,0.1934566532365514
lbfgs,125,7.200761880985602e-05,1.7745728035030937e-05,1.0446682386943153e-07,4.5074958213436786e-07,3.930771256653826e-06,0.1939270126103066
lbfgs,150,6.125021551048928e-05,1.6870244564247078e-05,1.1053735972157863e-07,4.097741422875778e-07,2.922849355120857e-06,0.1957831087271813
lbfgs,175,5.0379324130227866e-05,1.562577448764351e-05,8.26994886080607e-08,3.29987185349738e-07,2.3183728928280904e-06,0.1978127562579057
lbfgs,200,4.541566862428362e-05,1.4302211519178672e-05,9.433234780722621e-08,3.153887830491745e-07,1.852633449389058e-06,0.1989923402029091
lbfgs,225,3.8453268510768015e-05,1.120337087891185e-05,5.965189278368816e-08,3.8326662104349137e-07,1.7452042143052432e-06,0.1988121396876967
lbfgs,250,3.441233202164921e-05,9.657393350985995e-06,5.2673753199318906e-08,3.87254738227925e-07,1.5615015968452077e-06,0.1992288122900746
lbfgs,275,3.2358632546534124e-05,9.983097087628084e-06,6.748429515341509e-08,3.257373243745548e-07,1.236973269981898e-06,0.1997794007551639
lbfgs,300,2.711081816168152e-05,8.128248794461704e-06,6.112471102152358e-08,3.6985149710157203e-07,9.17158329405174e-07,0.1987017782500996
lbfgs,325,2.6045208340219943e-05,7.655468029119459e-06,6.263438743568375e-08,4.392406667144814e-07,7.7338949003873e-07,0.1985123120352711
lbfgs,350,2.4965495466876978e-05,7.135139349240519e-06,6.110102925022904e-08,4.2630475985861353e-07,7.457205594027418e-07,0.1983304863297843
lbfgs,375,2.44410923205426e-05,7.137165876930147e-06,5.123335661252302e-08,4.266592880526196e-07,7.913997901833959e-07,0.1984448387419549
lbfgs,400,2.2582648403704357e-05,6.338652036118661e-06,4.2281741171793616e-08,4.227175935825945e-07,7.788646314580391e-07,0.1991944389747643
lbfgs,425,2.0854529252662214e-05,5.281644414159877e-06,4.19485366038703e-08,3.839737379623159e-07,7.538293798492151e-07,0.1982286486919033
lbfgs,450,2.0293485098208676e-05,5.023141322714756e-06,3.737720026537103e-08,3.987174863251104e-07,7.545448885705711e-07,0.1989340081822416
lbfgs,475,1.8667732200414648e-05,4.828706185185567e-06,3.3156022369461355e-08,3.5621799227959786e-07,6.961243855486964e-07,0.1994870495043971
lbfgs,500,1.8358905091474183e-05,4.7698669937008985e-06,3.3507038814442695e-08,3.244007541365835e-07,6.99432667496318e-07,0.1993913060004115
lbfgs,525,1.7106846932457354e-05,4.767482800089903e-06,3.3600084771338506e-08,2.775258665846451e-07,6.204096989387147e-07,0.2009929220935562
lbfgs,550,1.6446461573431706e-05,4.663956260802486e-06,3.2246204104200744e-08,2.861957866395223e-07,5.695927035813924e-07,0.201910571218825
lbfgs,575,1.555767262212675e-05,4.036375874878432e-06,3.038144711963163e-08,2.869454221480146e-07,5.613697813805009e-07,0.2012019661671002
lbfgs,600,1.5133925196568626e-05,3.892095636742416e-06,2.9172177885703063e-08,2.739660137010101e-07,5.584951634245803e-07,0.2002806483761354
lbfgs,625,1.4086070231259365e-05,3.4996889861073498e-06,2.7608609942781896e-08,2.776535050853634e-07,5.048985200020191e-07,0.1991714417205679
lbfgs,650,1.3515997521886903e-05,3.612661442392274e-06,2.8681413373367858e-08,2.458461501007052e-07,4.576733241150793e-07,0.1981784743731631
lbfgs,675,1.3291601898071493e-05,3.5890264571105404e-06,2.874585189690007e-08,2.3760586403398505e-07,4.451931610931097e-07,0.198512477300296
lbfgs,700,1.3100876634715704e-05,3.5546716347873225e-06,2.9622131507744273e-08,2.2756598858576738e-07,4.308331963296281e-07,0.1997715870384197
lbfgs,725,1.1813983765221288e-05,3.090805150510143e-06,2.3488505603209885e-08,2.289590363185884e-07,4.0847376912042724e-07,0.1988975997017474
lbfgs,750,1.1301594228106536e-05,2.8914783287714936e-06,2.1211522975608672e-08,2.331391309586469e-07,3.957572292187706e-07,0.1994248575811138
lbfgs,775,1.1072665225609036e-05,2.791028054648748e-06,2.1785282364883622e-08,2.38543807243141e-07,3.717670862040517e-07,0.1992436712401459
lbfgs,800,1.0814029219163644e-05,2.8429125930101498e-06,2.0893712024369177e-08,2.350792037727658e-07,3.530953385988921e-07,0.1987451850236359
lbfgs,825,1.0605201341189858e-05,2.7715365741598203e-06,2.281109475186309e-08,2.150369116680733e-07,3.402186175162997e-07,0.1990897611859563
lbfgs,850,1.0478846622290562e-05,2.712210773206045e-06,2.4168235008495503e-08,2.0227059210326515e-07,3.327106427202315e-07,0.1996624014236294
lbfgs,875,1.038221313983434e-05,2.7472180644067923e-06,2.2847750068919597e-08,2.0483902812430753e-07,3.301829787292513e-07,0.2001211078393486
lbfgs,900,1.0335744107754656e-05,2.810177961397123e-06,2.2741721415072786e-08,2.0018897708332026e-07,3.24950423401705e-07,0.200449258380266
lbfgs,925,1.0259926986727126e-05,2.896535680506586e-06,2.2570925695472505e-08,1.9848137694935654e-07,3.1214849671797265e-07,0.2002662498366048
lbfgs,950,1.0013082824592302e-05,2.8090143442721467e-06,2.1930818326507843e-08,1.9785816384590894e-07,3.032405009210281e-07,0.2003361054248569
lbfgs,975,9.715232608583344e-06,2.462441928109863e-06,2.08094166977116e-08,2.0116564236192586e-07,3.160192587083062e-07,0.200273762443579
lbfgs,1000,9.622828024638524e-06,2.3370922959095263e-06,2.058566250693702e-08,2.0053219886861512e-07,3.2218474893491437e-07,0.2000218623076873
lbfgs,1025,9.374770176943909e-06,2.250853611138561e-06,2.0585419433586213e-08,2.0795789532767745e-07,2.985795669169952e-07,0.1990689919653241
lbfgs,1050,9.132123738253832e-06,2.3368633630432586e-06,2.0564086000479496e-08,2.0016742824716626e-07,2.737177492690961e-07,0.1991329209387055
lbfgs,1075,8.881076462478671e-06,2.2455438485450705e-06,2.0581258960452625e-08,1.9513302016637739e-07,2.6260765162245656e-07,0.1997753068867114
lbfgs,1100,8.846738141301747e-06,2.293450531996594e-06,2.1134147114200797e-08,1.923937100944718e-07,2.5159357969403556e-07,0.199910073852292
lbfgs,1125,8.813215483667412e-06,2.3993226514023226e-06,2.172175871852521e-08,1.8835555944188185e-07,2.3581613659937498e-07,0.1995660033960659
lbfgs,1150,8.6536936548803e-06,2.3880954427398336e-06,2.091529594751712e-08,1.893066647583073e-07,2.281001969805682e-07,0.1991242782918799
lbfgs,1175,8.278749117741749e-06,2.2067502132563684e-06,2.0986011244588328e-08,1.9582336335635786e-07,2.0151641464629697e-07,0.1994421556077122
lbfgs,1200,8.24150325265421e-06,2.2383757125289607e-06,2.1161937050173392e-08,1.946767666232142e-07,1.940166168875768e-07,0.199567408880686
lbfgs,1225,8.205989323219215e-06,2.185022383751034e-06,2.1186146572702152e-08,1.934131921445383e-07,1.968220360752583e-07,0.1998664146558661
lbfgs,1250,8.14482934193649e-06,2.087274224170642e-06,2.0466467348509383e-08,1.991375136109425e-07,2.019533246805485e-07,0.2002454857840002
lbfgs,1275,8.006156042350713e-06,1.9566018979617395e-06,1.9536985754311023e-08,2.0181122757544465e-07,2.0777432932034245e-07,0.2000095321977648
