bucket,model,price_RMSE,price_MAE,price_P95,price_max,forward_normalized_price_RMSE,IV_RMSE_volatility_points,IV_valid_quotes,quotes,relative_price_RMSE_where_price_gt_1e-3,teacher_price_RMS
K/F_1.1-9,seed_17,0.00011644878955756486,5.694160319624183e-05,0.00025724541997688803,0.0008772970908599298,0.00011644878955756486,0.16408336394983686,1266,1506,0.009903446649326691,0.03256890064119698
K/F_1.1-9,seed_43,0.00019614681951509293,0.00010384798396437864,0.0004654984733200272,0.0011201828778364953,0.00019614681951509293,0.3568251569848198,1265,1506,0.023197894942068704,0.03256890064119698
ATM_|K/F-1|<=.02,two_seed_mean,0.00010549210722063536,8.464774847723163e-05,0.00020563661554064903,0.0003798718869956058,0.00010549210722063536,0.09839244064087556,228,228,0.004710078617069547,0.08547355334525651
ATM_|K/F-1|<=.02,seed_17,8.982186460101825e-05,6.828067175480684e-05,0.00016698726275407794,0.00039531585888200743,8.982186460101825e-05,0.07731177186001392,228,228,0.0033975332679466305,0.08547355334525651
ATM_|K/F-1|<=.02,seed_43,0.0001699927137287259,0.00013733989807239907,0.00033219529185066535,0.000533904428932197,0.0001699927137287259,0.1600748349020531,228,228,0.00808056585865791,0.08547355334525651
wing_K/F<.9_or_>1.1,two_seed_mean,0.00013704687747598696,7.335579749725159e-05,0.0003221126632622201,0.0009615718464080769,0.00013704687747598696,0.21162264623453284,2647,2955,0.008585866837912617,0.16110675536920355
wing_K/F<.9_or_>1.1,seed_17,0.00010956097801708235,5.5066682417305564e-05,0.00024562033260213826,0.0008772970908599298,0.00010956097801708235,0.1620413136007753,2647,2955,0.005807117121897399,0.16110675536920355
wing_K/F<.9_or_>1.1,seed_43,0.00017329772222789258,9.617730096092081e-05,0.000400825926510482,0.0011201828778364953,0.00017329772222789258,0.29367396889560315,2646,2955,0.013588895603739558,0.16110675536920355
fast_heavy_v_fast>v_slow,two_seed_mean,0.00012892527490175382,7.623515464365174e-05,0.0002687761541918533,0.0009615718464080769,0.00012892527490175382,0.21443984385565332,2414,2640,0.010279798447069442,0.14303682876949622
fast_heavy_v_fast>v_slow,seed_17,0.00010585277500889835,6.0255501923364435e-05,0.000219614347660096,0.0008772970908599298,0.00010585277500889835,0.1603363264407874,2414,2640,0.009162528787533236,0.14303682876949622
fast_heavy_v_fast>v_slow,seed_43,0.00016760955701952622,0.0001025292787264033,0.00035650596129625263,0.001091103274659111,0.00016760955701952622,0.29885424021574175,2413,2640,0.01464092527716104,0.14303682876949622
slow_heavy_v_slow>=v_fast,two_seed_mean,0.00013887377005909033,8.132154496744711e-05,0.000321861411956368,0.0007637203352062194,0.00013887377005909033,0.1730896807573667,1372,1456,0.008672229619986207,0.14774750392910174
slow_heavy_v_slow>=v_fast,seed_17,0.00010922201659851564,6.26364326260849e-05,0.00022926633701487314,0.0006537915464406296,0.00010922201659851564,0.15387119688241196,1372,1456,0.006862709572458287,0.14774750392910174
slow_heavy_v_slow>=v_fast,seed_43,0.000180636846257496,0.00010897227560145908,0.00042990455779051695,0.0011201828778364953,0.000180636846257496,0.22180021977481712,1372,1456,0.011258059809336292,0.14774750392910174
scale_0.70-1.53,two_seed_mean,0.00012511717398635164,7.059926684527734e-05,0.0002599232806578588,0.0007637203352062194,0.00012511717398635164,0.21133768015906082,1241,1365,0.009724553836869794,0.141878603813847
scale_0.70-1.53,seed_17,0.00010290578237976719,5.433011925939202e-05,0.00021612151819612726,0.0006537915464406296,0.00010290578237976719,0.1679256357240257,1241,1365,0.0073062815779514605,0.141878603813847
scale_0.70-1.53,seed_43,0.00016032220036142874,9.586651229695904e-05,0.0003451827870841084,0.0011201828778364953,0.00016032220036142874,0.3073113135519076,1241,1365,0.014362821592993548,0.141878603813847
scale_1.53-2.37,two_seed_mean,0.00012127695596673453,7.383016795758518e-05,0.00025116316837493075,0.0008051873094784834,0.00012127695596673453,0.1768078684553862,1277,1366,0.009949531718420777,0.1429797315893042
scale_1.53-2.37,seed_17,9.77924522949772e-05,5.670489531611857e-05,0.00019599930035037877,0.0007167482818553617,9.77924522949772e-05,0.14360162705066445,1277,1366,0.008955599385589616,0.1429797315893042
scale_1.53-2.37,seed_43,0.00015948645097604955,9.973079805837638e-05,0.00033562402383447223,0.001091103274659111,0.00015948645097604955,0.2339498905798478,1276,1366,0.013830044444533098,0.1429797315893042
scale_2.37-3.21,two_seed_mean,0.00014948573458181346,8.970327403514922e-05,0.0003380667481553425,0.0009615718464080769,0.00014948573458181346,0.2115806405181156,1268,1365,0.009488695530158112,0.14922125570239672
scale_2.37-3.21,seed_17,0.00011931310438450695,7.227375178781952e-05,0.0002444972487385065,0.0008772970908599298,0.00011931310438450695,0.16184532956347036,1268,1365,0.008808976978339897,0.14922125570239672
scale_2.37-3.21,seed_43,0.0001948867751158453,0.00011886510599292155,0.0004565582407495743,0.0010636559965584436,0.0001948867751158453,0.2751129136697163,1268,1365,0.012233760794657501,0.14922125570239672
