bucket,model,price_RMSE,price_MAE,price_P95,price_max,forward_normalized_price_RMSE,IV_RMSE_volatility_points,IV_valid_quotes,quotes,relative_price_RMSE_where_price_gt_1e-3,teacher_price_RMS
all,two_seed_mean,0.00013254721975302912,7.804320745406338e-05,0.00029350526497703283,0.0009615718464080769,0.00013254721975302912,0.20044300233182996,3786,4096,0.009724417328635809,0.1447288917697731
all,seed_17,0.00010706258203833256,6.110184838409709e-05,0.00022438820568740706,0.0008772970908599298,0.00010706258203833256,0.15802400414572157,3786,4096,0.008397163669631908,0.1447288917697731
all,seed_43,0.00017235318690459101,0.00010481956277183329,0.00038372044507178557,0.0011201828778364953,0.00017235318690459101,0.2734438810258199,3785,4096,0.013505845815858428,0.1447288917697731
maturity_7-30d,two_seed_mean,5.5692846794644063e-05,2.338001168148518e-05,0.00013637682536258382,0.00047716847508876004,5.5692846794644063e-05,0.33313815102305705,995,1283,0.01253929112213938,0.13031736877999936
maturity_7-30d,seed_17,5.220768123006283e-05,2.1351511273699544e-05,0.0001197206753211962,0.0005610504622793472,5.220768123006283e-05,0.27093046151676003,995,1283,0.013443010213973771,0.13031736877999936
maturity_7-30d,seed_43,7.428645014270005e-05,3.173465587853847e-05,0.00018254852199866382,0.0005739432464652791,7.428645014270005e-05,0.44928228120766944,994,1283,0.015046632269827043,0.13031736877999936
maturity_30-90d,two_seed_mean,7.5461423272611e-05,4.564470483067163e-05,0.0001581053322734045,0.00045545535019395067,7.5461423272611e-05,0.17656519709948126,946,968,0.013602149792676743,0.1295832135850997
maturity_30-90d,seed_17,6.768109288698942e-05,3.9198301281800716e-05,0.00014944823599998442,0.0005030272353457495,6.768109288698942e-05,0.1253957097018698,946,968,0.009436701428112954,0.1295832135850997
maturity_30-90d,seed_43,0.00010582071061145854,6.51345556586976e-05,0.00022417972045203836,0.0006604398951273877,0.00010582071061145854,0.2493223405215766,946,968,0.019772183949649233,0.1295832135850997
maturity_90-365d,two_seed_mean,0.0001554326163609544,0.00011776572435193014,0.0003273097048731375,0.0006341281959037492,0.0001554326163609544,0.09039954547198345,1234,1234,0.0064374156698389735,0.14642163043356385
maturity_90-365d,seed_17,0.0001115221152448927,8.183813422567684e-05,0.00022861572574850718,0.0005624483084623599,0.0001115221152448927,0.06393693193196219,1234,1234,0.0043607313057634585,0.14642163043356385
maturity_90-365d,seed_43,0.00021533751617634376,0.00016498435594141758,0.00044534748041801935,0.0007058080833451386,0.00021533751617634376,0.12925302924921578,1234,1234,0.010619628373399932,0.14642163043356385
maturity_365-731d,two_seed_mean,0.00023119065687761024,0.00016393035125716234,0.0005186613174119302,0.0009615718464080769,0.00023119065687761024,0.05875627023292,611,611,0.003402743955519965,0.18669934686954898
maturity_365-731d,seed_17,0.00019682981553031215,0.0001373927475316479,0.00042623963011387267,0.0008772970908599298,0.00019682981553031215,0.050958651231281675,611,611,0.0028845032871207097,0.18669934686954898
maturity_365-731d,seed_43,0.00027597008993213764,0.00019964716941397,0.0005855514158657621,0.0011201828778364953,0.00027597008993213764,0.06944209522717468,611,611,0.004070840993074042,0.18669934686954898
K/F_0-0.9,two_seed_mean,0.0001194807517534992,6.8399636198062e-05,0.00025772723263175476,0.000669283496809725,0.0001194807517534992,0.17960231596297355,1381,1449,0.0005367560346689579,0.22766056475280516
K/F_0-0.9,seed_17,0.0001019100489339708,5.311800699075068e-05,0.00022056355104281818,0.0006537915464406296,0.0001019100489339708,0.16014643621833555,1381,1449,0.00043607818017689495,0.22766056475280516
K/F_0-0.9,seed_43,0.00014580315489377314,8.820487266333112e-05,0.0003216696022072862,0.0007058080833451386,0.00014580315489377314,0.2204885279408837,1381,1449,0.0006895441044439652,0.22766056475280516
K/F_0.9-0.98,two_seed_mean,9.421432849255456e-05,7.076917972499189e-05,0.00019312602503312733,0.00045545535019395067,9.421432849255456e-05,0.18748041921284384,484,484,0.0017105208537773879,0.11026934305116558
K/F_0.9-0.98,seed_17,9.108152797710726e-05,7.23921478386885e-05,0.0001739079532168243,0.0003738176430365947,9.108152797710726e-05,0.14841965251141764,484,484,0.001340825098100255,0.11026934305116558
K/F_0.9-0.98,seed_43,0.00012561027873060417,9.521415388024226e-05,0.00026031998969785645,0.0005370930573513066,0.00012561027873060417,0.24030727757693698,484,484,0.002361248619194588,0.11026934305116558
K/F_0.98-1.02,two_seed_mean,0.00010549210722063536,8.464774847723163e-05,0.00020563661554064903,0.0003798718869956058,0.00010549210722063536,0.09839244064087556,228,228,0.004710078617069547,0.08547355334525651
K/F_0.98-1.02,seed_17,8.982186460101825e-05,6.828067175480684e-05,0.00016698726275407794,0.00039531585888200743,8.982186460101825e-05,0.07731177186001392,228,228,0.0033975332679466305,0.08547355334525651
K/F_0.98-1.02,seed_43,0.0001699927137287259,0.00013733989807239907,0.00033219529185066535,0.000533904428932197,0.0001699927137287259,0.1600748349020531,228,228,0.00808056585865791,0.08547355334525651
K/F_1.02-1.1,two_seed_mean,0.00014980827562389908,0.00011502710137007052,0.00031281468493647984,0.00047716847508876004,0.00014980827562389908,0.18331222477849551,427,429,0.019511651762085615,0.06006367170060057
K/F_1.02-1.1,seed_17,0.00011450337872344416,8.611965436853749e-05,0.00020808983006465748,0.0005610504622793472,0.00011450337872344416,0.17458278481111084,427,429,0.020321118227236208,0.06006367170060057
K/F_1.02-1.1,seed_43,0.00020880505586979065,0.00015790176581669896,0.00043046401817429527,0.0006604398951273877,0.00020880505586979065,0.22184854451005623,427,429,0.02167577537093814,0.06006367170060057
K/F_1.1-9,two_seed_mean,0.0001520443683764817,7.812437500224876e-05,0.00035423340547428676,0.0009615718464080769,0.0001520443683764817,0.24176275435523223,1266,1506,0.014650680517783444,0.03256890064119698
