instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
ETH-16JUN26-1575-P,2026-06-16,1575.0,P,1781337375671,0.008226291508117706,0.0019,0.001862,0.5127,1675.95,0.9397664152012397,0.9999990326634641,1675.9507108984135,0.9397651075046846,0.062125320578018804,True,0.06213489249531545,0.06209689249531547,0.5127086147102423,3.002596400462963,0.014366065372341976,False,False,2026-06-13
ETH-16JUN26-1675-C,2026-06-16,1675.0,C,1781335735905,0.008278288146879757,0.0145,0.014959,0.4115,1673.5,1.0008931820755864,1.0000031401868792,1673.5007098591811,1.0008959005108191,-0.0008954994314900459,True,0.0145,0.014959,0.41153617429910444,3.021575173611111,0.036297313045844576,True,False,2026-06-13
ETH-16JUN26-1725-C,2026-06-16,1725.0,C,1781336970877,0.008239127441653983,0.0047,0.005169,0.4129,1675.03,1.0298276232793888,1.0000045427327091,1675.030710508171,1.0298318646806597,-0.029395550742626748,True,0.0047,0.005169,0.4129331263368502,3.0072815162037037,0.02701453130987165,False,False,2026-06-13
ETH-19JUN26-1500-P,2026-06-19,1500.0,P,1781335299830,0.016511294076610856,0.0033,0.003319,0.6284000000000001,1669.43,0.8985176047439934,0.9999918368081283,1669.470865591692,0.8984882760852323,0.1070416211628161,True,0.10481172391476778,0.10483072391476778,0.6285445171463977,6.026622337962962,0.020173444882309235,False,True,2026-06-13
ETH-19JUN26-1550-P,2026-06-19,1550.0,P,1781336803027,0.01646362801243024,0.0055,0.005723,0.5733,1672.75,0.9265993267586726,1.0000199850216063,1672.7909468612058,0.9265951629570877,0.07623852621924972,True,0.0789048370429124,0.07912783704291226,0.5733229681062869,6.009224224537037,0.028780407699158857,True,True,2026-06-13
ETH-19JUN26-1650-P,2026-06-19,1650.0,P,1781333532676,0.016567330162354135,0.021,0.021176,0.5089,1667.56,0.9893293214866878,1.0001418362732566,1667.6008198163936,0.9894454238644884,0.01061067072642675,True,0.03155457613551149,0.03173057613551167,0.5078671138534472,6.047075509259259,0.05038242550617565,False,True,2026-06-13
ETH-19JUN26-1675-P,2026-06-19,1675.0,P,1781337428378,0.016443798262303397,0.025,0.025466,0.4963,1676.17,0.9992450137064958,1.0000570094442693,1676.2110305785966,0.9992775190256452,0.00072274208950867,True,0.0257224809743547,0.026188480974354778,0.49597687950129604,6.0019863657407395,0.05111007989296777,True,True,2026-06-13
ETH-19JUN26-1750-C,2026-06-19,1750.0,C,1781334808550,0.01652687246321664,0.008,0.008374,0.48009999999999997,1668.64,1.0486974775417235,1.0000579696887348,1668.6808462534646,1.048732598524825,-0.047582386075041165,True,0.008,0.008374,0.48029036086037674,6.0323084490740735,0.03900971809785448,False,True,2026-06-13
ETH-19JUN26-1800-C,2026-06-19,1800.0,C,1781330712543,0.016656755993150685,0.003,0.003385,0.4747,1664.02,1.0818447370320574,0.999882636378012,1664.0607331615506,1.081691289343856,-0.07852582487494755,True,0.003,0.003385,0.4740833255595482,6.0797159375000005,0.0234901698335889,True,True,2026-06-13
ETH-26JUN26-1500-P,2026-06-26,1500.0,P,1781337469671,0.03562057106164383,0.0085,0.008922,0.5839,1676.31,0.8945952171906082,1.0002541255441928,1677.0780160455915,0.8944127736745804,0.11158789484677026,True,0.11408722632541957,0.11450922632541971,0.584625324556289,13.001508437499998,0.042636040219696095,False,False,2026-06-13
