instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
ETH-15AUG25-3600-P,2025-08-15,3600.0,P,1754896314249,0.011050410673515981,0.001,0.001113,0.9056000000000001,4302.57,0.8357531916531008,1.001143915433233,4307.295877155671,0.8357912023395209,0.179376455059231,True,0.16520879766047902,0.16532179766047905,0.9054059684930682,4.033399895833333,0.006484286662319614,False,False,2025-08-11
ETH-15AUG25-3750-P,2025-08-15,3750.0,P,1754894308560,0.011114010654490107,0.0021,0.002005,0.8367,4298.51,0.8714399446262817,1.0010963162262334,4303.231417713699,0.8714381440337156,0.13761039297965916,True,0.13066185596628443,0.13056685596628448,0.8367100393749096,4.056613888888889,0.011615884438657822,True,False,2025-08-11
ETH-15AUG25-3800-P,2025-08-15,3800.0,P,1754898425236,0.010983471714865552,0.0024,0.002392,0.7709999999999999,4273.97,0.8881703581769033,1.0010501897052375,4278.6644633526075,0.8881275997563166,0.11863985289360202,True,0.11427240024368335,0.11426440024368334,0.7712447250714491,4.008967175925926,0.01340692692393634,False,False,2025-08-11
ETH-15AUG25-3850-P,2025-08-15,3850.0,P,1754897600137,0.011009635432521562,0.003,0.003061,0.7526,4282.11,0.8982395447258262,1.0009462095659545,4286.813404204248,0.8981030049556512,0.10747051240764469,True,0.10489699504434868,0.10495799504434877,0.7534108528974491,4.01851693287037,0.015732411489309667,True,False,2025-08-11
ETH-15AUG25-3900-P,2025-08-15,3900.0,P,1754899101722,0.01096202048452562,0.0039,0.004061,0.7211,4270.89,0.9121743676496508,1.0010790130010163,4275.581080327662,0.912156716649406,0.09194346523897151,True,0.09174328335059401,0.09190428335059408,0.7212106058505872,4.001137476851851,0.01899485143975895,False,False,2025-08-11
ETH-15AUG25-4000-P,2025-08-15,4000.0,P,1754896460351,0.011045777809487569,0.0065,0.006399,0.7211,4298.59,0.9294689713743816,1.0011498141391117,4303.311505584476,0.9295167209738676,0.07309048276902906,True,0.07698327902613233,0.07688227902613243,0.7207668220783104,4.031708900462963,0.02536107699839855,True,False,2025-08-11
ETH-15AUG25-4050-P,2025-08-15,4050.0,P,1754899067190,0.010963115487062405,0.009,0.009206,0.6817,4270.24,0.9474021633034344,1.001079036193784,4274.930366377592,0.9473838525776529,0.054050932570970406,True,0.061616147422347,0.06182214742234715,0.6818412533651624,4.001537152777778,0.030506659603182336,False,False,2025-08-11
ETH-15AUG25-4200-P,2025-08-15,4200.0,P,1754897987998,0.010997336440892947,0.0205,0.020276,0.6881999999999999,4272.28,0.9821811643666065,1.0009168052619508,4276.972607082425,0.9820030161158939,0.018160899231273942,True,0.03849698388410605,0.03827298388410605,0.6900423889147388,4.014027800925926,0.04014662014052299,True,False,2025-08-11
ETH-15AUG25-4250-P,2025-08-15,4250.0,P,1754898878179,0.010969108986555048,0.025,0.025042,0.6873,4277.86,0.9924797907338461,1.0010152420030323,4282.558736069177,0.9923973638014685,0.007631683555092591,True,0.03260263619853143,0.03264463619853153,0.688241199222323,4.003724780092592,0.041363983575263615,False,False,2025-08-11
ETH-15AUG25-4300-C,2025-08-15,4300.0,C,1754897656625,0.011007844209791983,0.027,0.027271,0.6842,4281.15,1.0034271481886006,1.000972541320526,4285.852349754915,1.0033010120486054,-0.00329557566875128,True,0.027,0.027271,0.682792437385153,4.017863136574074,0.04185416461681234,True,False,2025-08-11
ETH-15AUG25-4350-C,2025-08-15,4350.0,C,1754896927304,0.011030970826991374,0.0235,0.023316,0.6969,4291.33,1.012615153459798,1.0010434355547004,4296.04353131139,1.012559572149433,-0.012481354958544907,True,0.0235,0.023316,0.6963407683191668,4.026304351851851,0.041525267617322024,False,False,2025-08-11
ETH-15AUG25-4500-C,2025-08-15,4500.0,C,1754894590449,0.011105072012937594,0.013,0.01318,0.7156,4296.31,1.0463073310677644,1.0010542993676546,4301.0290012673095,1.0462612548471688,-0.045223100084757814,True,0.013,0.01318,0.7152639094062379,4.053351284722222,0.03589350320321395,True,False,2025-08-11
