instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
ETH-29OCT21-2800-P,2021-10-29,2800.0,P,1634711741137,0.024817949739979705,0.003,0.00274,1.1968,3835.43,0.7270953564156172,1.0040436629082383,3849.7785441909814,0.727314563125971,0.3183962084747835,True,0.2756854368740289,0.275425436874029,1.1958530711526638,9.058551655092593,0.012793074282965333,False,False,2021-10-20
ETH-29OCT21-3000-P,2021-10-29,3000.0,P,1634715532381,0.02469773018138001,0.004,0.004258,1.0534000000000001,3849.64,0.7765060720946917,1.0035898961292427,3864.041704544046,0.7763891358812334,0.25310142072537795,True,0.22761086411876663,0.22786886411876672,1.053906441824583,9.014671516203704,0.01712782764998637,True,False,2021-10-20
ETH-29OCT21-3200-P,2021-10-29,3200.0,P,1634716169413,0.02467753002917301,0.007,0.007575,0.961,3848.51,0.8285639118928946,1.0035322766365617,3862.9074771549567,0.828391572649524,0.1882693225574513,True,0.17860842735047588,0.1791834273504761,0.9617961561386578,9.00729846064815,0.026168089314167284,False,False,2021-10-20
ETH-29OCT21-3300-P,2021-10-29,3300.0,P,1634716695050,0.024660862189244036,0.01,0.01034,0.9484,3858.11,0.8527363959488135,1.0030545087103726,3872.5433912569565,0.8521531372509374,0.15998902974642223,True,0.15784686274906257,0.15818686274906257,0.9512632354499906,9.001214699074072,0.0325004589504937,True,False,2021-10-20
ETH-29OCT21-3400-P,2021-10-29,3400.0,P,1634711436774,0.024827601027397263,0.016,0.015859,0.9466,3832.46,0.8837640938561928,1.003841008916192,3846.7974332656754,0.8838521026862665,0.1234655349950231,True,0.13214789731373355,0.1320068973137336,0.9461254251635439,9.062074375000002,0.041823461034392606,False,False,2021-10-20
ETH-29OCT21-3800-P,2021-10-29,3800.0,P,1634715532382,0.024697730149670218,0.0492,0.048411,0.9181999999999999,3849.64,0.9835601595530681,1.0036043837071549,3864.041704544046,0.9834262387828957,0.016712642661147477,True,0.06577376121710421,0.06498476121710428,0.9192495952986971,9.01467150462963,0.06159852956073096,True,False,2021-10-20
ETH-29OCT21-3900-C,2021-10-29,3900.0,C,1634713686357,0.024756267218417047,0.0505,0.051991,0.8855,3840.97,1.0110345057689123,1.0042867062292136,3855.339269620677,1.0115841245752977,-0.011517542309053438,True,0.0505,0.051991,0.8893550167074339,9.036037534722222,0.06276529441954092,False,False,2021-10-20
ETH-29OCT21-4200-C,2021-10-29,4200.0,C,1634712465436,0.024794982369355657,0.025,0.025832,0.9098999999999999,3836.18,1.0905427376023058,1.0039396890183496,3850.5313499802,1.0907585520688194,-0.08687337353067494,True,0.025,0.025832,0.9108871504300745,9.050168564814815,0.05447289689928444,True,False,2021-10-20
ETH-29OCT21-4300-C,2021-10-29,4300.0,C,1634714442161,0.024732300830796552,0.0205,0.020462,0.9247,3848.81,1.1133678436962458,1.0034674958177938,3863.2085994706435,1.1130644098766005,-0.10711694112804948,True,0.0205,0.020462,0.9234401258641947,9.027289803240741,0.050294421504213954,False,False,2021-10-20
ETH-29OCT21-4500-C,2021-10-29,4500.0,C,1634713936452,0.024748336757990867,0.012,0.012741,0.9323999999999999,3843.07,1.1662699133481111,1.004003314649053,3857.4471258304898,1.166574642038981,-0.15407179846390345,True,0.012,0.012741,0.9334226236203147,9.033142916666666,0.03898645097988192,True,False,2021-10-20
