instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
ETH-1APR26-1800-P,2026-04-01,1800.0,P,1774766779521,0.00835935055175038,0.0035,0.003255,0.892,2002.23,0.8992190755333023,0.9997537219983265,2001.7474186439129,0.899214348041679,0.10623384351796811,True,0.10428565195832107,0.10404065195832102,0.8920330742011935,3.0511629513888887,0.014796015097473442,False,False,2026-03-29
ETH-1APR26-2000-P,2026-04-01,2000.0,P,1774764012765,0.008447083808980212,0.025,0.024384,0.7081000000000001,2004.26,0.998109938378518,0.9997641430943391,2003.7769293693775,0.9981150948920416,0.0018866837770243955,True,0.026884905107958268,0.026268905107958318,0.7080293520720231,3.083185590277777,0.03659665265906883,True,False,2026-03-29
ETH-1APR26-2150-C,2026-04-01,2150.0,C,1774764132351,0.008443291761796042,0.0039,0.004214,0.6644,2004.32,1.072947150319347,0.9997538130284966,2003.836914908061,1.0729416071759736,-0.07040404201486411,True,0.0039,0.004214,0.6643664182838208,3.081801493055555,0.019517983915213345,False,False,2026-03-29
ETH-1APR26-2300-C,2026-04-01,2300.0,C,1774770088977,0.008254408390410958,0.0007,0.000781,0.7764,2002.18,1.148865230398012,0.9998978421771602,2001.6974306950096,1.1490248050133214,-0.1389135869828724,True,0.0007,0.000781,0.7770434727032268,3.0128590624999996,0.005602689924844924,True,False,2026-03-29
ETH-3APR26-1600-P,2026-04-03,1600.0,P,1774770174162,0.013731159246575341,0.0015,0.001407,1.0504,2001.69,0.7995199975570594,0.9997555698169778,2001.148261876695,0.7995409587990775,0.22371751750244573,True,0.20195904120092256,0.20186604120092244,1.0502963802558305,5.011873124999999,0.007995752397047133,False,True,2026-03-29
ETH-3APR26-1800-P,2026-04-03,1800.0,P,1774768825875,0.013773913146879757,0.0065,0.0068,0.8308,2002.01,0.8994015196020941,0.9996607616447218,2001.4681752717763,0.8993398057681236,0.10609433398317618,True,0.1071601942318764,0.10746019423187636,0.8311756965832805,5.027478298611111,0.024548475868172378,True,True,2026-03-29
ETH-3APR26-2000-P,2026-04-03,2000.0,P,1774770665355,0.013715583618721461,0.0325,0.032869,0.7267,2005.95,0.9971738620106704,0.9998595654744739,2005.4071089487163,0.9973037350248793,0.002699906444579228,True,0.03519626497512063,0.03556526497512069,0.7252951083470284,5.006188020833333,0.04659291295986749,False,True,2026-03-29
ETH-3APR26-2050-C,2026-04-03,2050.0,C,1774768800623,0.01377471388254693,0.0235,0.023576,0.7228,2002.14,1.0241806146815584,0.9997303284113894,2001.5981400885282,1.0241816071578338,-0.02389386163260478,True,0.0235,0.023576,0.7228081346524228,5.02777056712963,0.04550117501256417,True,True,2026-03-29
ETH-3APR26-2100-C,2026-04-03,2100.0,C,1774770875551,0.013708918347285642,0.015,0.015827,0.6993,2006.03,1.0471590606541779,0.9996989047598865,2005.4870872974866,1.047127160928209,-0.04605037716711805,True,0.015,0.015827,0.6990863396645817,5.0037551967592595,0.04076769442265786,False,True,2026-03-29
ETH-3APR26-2150-C,2026-04-03,2150.0,C,1774770651881,0.013716010876458651,0.0095,0.009975,0.7051999999999999,2005.47,1.072201478895122,0.9998754109291148,2004.9272388560942,1.072358117707392,-0.06986007188686585,True,0.0095,0.009975,0.7060695496935159,5.006343969907408,0.03383278268593779,True,True,2026-03-29
ETH-3APR26-2250-C,2026-04-03,2250.0,C,1774770189835,0.01373066225900558,0.0036,0.003542,0.7328,2001.65,1.1243825031210815,0.9997244149137142,2001.1082727023097,1.1243769418641127,-0.11722905278208097,True,0.0036,0.003542,0.7327773183373915,5.0116917245370365,0.019501105980847845,False,True,2026-03-29
ETH-3APR26-2350-C,2026-04-03,2350.0,C,1774770452102,0.013722345826991375,0.0016,0.001444,0.7818,2002.43,1.1739234940702858,0.9997023770180817,2001.8880616028207,1.1738918099738613,-0.1603245621115491,True,0.0016,0.001444,0.7816950030080803,5.008656226851852,0.010922566547494135,True,True,2026-03-29
