instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
ETH-10JAN25-3000-P,2025-01-10,3000.0,P,1735711719076,0.02486938495687468,0.0085,0.008718,0.6826000000000001,3331.28,0.8979984986525575,1.0028466006036514,3341.0566686290563,0.8979195199436701,0.10767483613975344,True,0.11058048005632981,0.11079848005632986,0.6829763701166768,9.077325509259259,0.03611671529008114,False,False,2025-01-01
ETH-10JAN25-3100-P,2025-01-10,3100.0,P,1735713395562,0.024816223934550987,0.014,0.014287,0.6624,3330.43,0.9281405320044194,1.0028769394878185,3340.20417404189,0.9280869786617788,0.07462982358181072,True,0.08591302133822121,0.08620002133822113,0.6626902218841975,9.05792173611111,0.04682807958353424,True,False,2025-01-01
ETH-10JAN25-3150-P,2025-01-10,3150.0,P,1735718004317,0.024670081272196852,0.017,0.017251,0.6547,3337.99,0.9408280861111695,1.003033062712104,3347.786361193626,0.9409202559977253,0.06089688687962047,True,0.07607974400227457,0.07633074400227458,0.654167650923932,9.004579664351851,0.050923853992734004,False,False,2025-01-01
ETH-10JAN25-3200-P,2025-01-10,3200.0,P,1735716937134,0.024703921423135464,0.022,0.022204,0.6491,3333.65,0.9571623824466151,1.0028693419914203,3343.433624125037,0.9570999037964831,0.04384750029591905,True,0.06490009620351689,0.06510409620351676,0.6494943013864394,9.016931319444444,0.055865591312551595,True,False,2025-01-01
ETH-10JAN25-3450-C,2025-01-10,3450.0,C,1735716440274,0.024719676750380518,0.027,0.027269,0.6448999999999999,3332.58,1.03212455664135,1.003012626929814,3342.360483880016,1.0322046399959317,-0.03169694197130271,True,0.027,0.027269,0.6453734513028535,9.02268201388889,0.060612998201968235,False,False,2025-01-01
ETH-10JAN25-3500-C,2025-01-10,3500.0,C,1735718368012,0.02465854857940132,0.0225,0.022775,0.6451,3337.96,1.045446067173695,1.0029638572384976,3347.756273149373,1.0454763472692727,-0.04447261626313323,True,0.0225,0.022775,0.6452627372250731,9.000370231481481,0.05809817575953163,True,False,2025-01-01
ETH-10JAN25-3600-C,2025-01-10,3600.0,C,1735716872332,0.024705976281075594,0.0145,0.015133,0.6494,3333.69,1.0767771118730485,1.0028857787338583,3343.473741517374,1.0767244723047253,-0.07392353657234202,True,0.0145,0.015133,0.6491693581722892,9.017681342592592,0.04998333350909464,False,False,2025-01-01
ETH-10JAN25-3650-C,2025-01-10,3650.0,C,1735718396347,0.02465765008244546,0.013,0.012635,0.6751999999999999,3338.76,1.08998772078775,1.0029656450288629,3348.558620996118,1.0900212339463868,-0.08619717673606482,True,0.013,0.012635,0.6753380109534982,9.000042280092593,0.046938344076894914,True,False,2025-01-01
ETH-10JAN25-3700-C,2025-01-10,3700.0,C,1735718297883,0.024660772355403347,0.0105,0.010348,0.6797,3337.81,1.1052873510961294,1.0029168145875513,3347.6058329281086,1.105267520926637,-0.10008740605424363,True,0.0105,0.010348,0.6796247414682005,9.001181909722222,0.042369899216313386,False,False,2025-01-01
ETH-10JAN25-3750-C,2025-01-10,3750.0,C,1735715839890,0.0247387148021309,0.008,0.008461,0.674,3334.0,1.1213428467845432,1.0030607928844424,3343.7846513079876,1.1214837051581994,-0.11465254536583906,True,0.008,0.008461,0.6744890024493753,9.029630902777777,0.0370047541098213,True,False,2025-01-01
ETH-10JAN25-3850-C,2025-01-10,3850.0,C,1735718395840,0.024657666159309997,0.006,0.005757,0.7092,3338.76,1.149707392417098,1.002970602627612,3348.558620996118,1.1497484248475587,-0.1395431574413575,True,0.006,0.005757,0.7093278730257243,9.00004814814815,0.03059804721472971,False,False,2025-01-01
