instrument,expiry,strike,cp,ts,tau,price_btc,mark_btc,trade_iv,index,k_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
ETH-6APR26-1800-P,2026-04-06,1800.0,P,1775202912938,0.008228280758498224,0.0008,0.000703,0.8088,2065.97,0.8712591805995317,1.0000025948160585,2065.9740651031916,0.8712597270237723,0.1378151525235018,True,0.1295402729762276,0.1294432729762276,0.8087969049031185,3.0033224768518516,0.005782483455080456,False,False,2026-04-03
ETH-6APR26-1850-P,2026-04-06,1850.0,P,1775203092450,0.008222588470319635,0.001,0.001113,0.6987000000000001,2065.29,0.8957621474012926,0.9999953484506017,2065.294063765191,0.8957562181858533,0.11008698094469269,True,0.10524378181414662,0.10535678181414665,0.6987345075921007,3.0012447916666667,0.007564151594044744,True,False,2026-04-03
ETH-6APR26-2000-P,2026-04-06,2000.0,P,1775202478408,0.00824205961440893,0.0075,0.007158,0.5519,2067.49,0.9673587732443376,0.9999977049577996,2067.4940680940176,0.9673546497010078,0.03319009823146313,True,0.040145350298992244,0.03980335029899218,0.5519377741125698,3.0083517592592592,0.0285966174522282,False,False,2026-04-03
ETH-6APR26-2050-P,2026-04-06,2050.0,P,1775198232400,0.008376699644850329,0.0155,0.015765,0.5138,2063.99,0.9932193918840572,1.000002491394122,2063.9940612072473,0.9932199120771393,0.006803177142789932,True,0.022280087922860736,0.022545087922860696,0.5137934718842854,3.0574953703703702,0.03600014628062617,True,False,2026-04-03
ETH-6APR26-2075-C,2026-04-06,2075.0,C,1775201712828,0.00826633599695586,0.0165,0.016958,0.4894,2069.61,1.0026067877934135,0.9999975739407646,2069.6140722654336,1.002602382640678,-0.0025990023063193414,True,0.0165,0.016958,0.4893431443864521,3.0172126388888887,0.03624786953214628,False,False,2026-04-03
ETH-6APR26-2100-C,2026-04-06,2100.0,C,1775201802667,0.008263487220953832,0.011,0.011506,0.47479999999999994,2069.72,1.0146328183130138,0.9999972206178152,2069.7240724818744,1.014628001829162,-0.014522044655045004,True,0.011,0.011506,0.4747497383365559,3.0161728356481485,0.034510909848468344,True,False,2026-04-03
ETH-6APR26-2125-C,2026-04-06,2125.0,C,1775202972968,0.008226377219685438,0.007,0.007169,0.4863,2065.32,1.0288898358975922,1.0000062325677785,2065.3240638242205,1.0288942240208452,-0.02848465664185968,True,0.007,0.007169,0.48633714169318565,3.002627685185185,0.029788127730825894,False,False,2026-04-03
ETH-6APR26-2150-C,2026-04-06,2150.0,C,1775203121669,0.008221661941907661,0.0045,0.0046,0.48829999999999996,2065.61,1.0408524867115596,1.0000021836902269,2065.614064394839,1.0408527115784738,-0.040040292185915656,True,0.0045,0.0046,0.4883016246296535,3.000906608796296,0.024512658180269313,True,False,2026-04-03
ETH-6APR26-2225-C,2026-04-06,2225.0,C,1775201715428,0.008266253551496702,0.0013,0.001374,0.5144,2070.5,1.074613247009798,1.0000059650091602,2070.5040740166405,1.0746175426178455,-0.07196482396795094,True,0.0013,0.001374,0.5144220756878233,3.0171825462962962,0.01150729989232261,False,False,2026-04-03
ETH-6APR26-2300-C,2026-04-06,2300.0,C,1775198264360,0.008375686199898529,0.0005,0.000602,0.5893,2066.26,1.1131189229186969,1.0000029975437736,2066.2640656738104,1.1131200693121324,-0.1071669454615302,True,0.0005,0.000602,0.5893047171143108,3.0571254629629627,0.005347472398602819,True,False,2026-04-03
ETH-10APR26-1600-P,2026-04-10,1600.0,P,1775202040787,0.019214840594875698,0.001,0.001049,0.9351999999999999,2069.84,0.7729062162026884,1.0001298902786855,2069.8826638731257,0.7729906761990605,0.25748829230567377,True,0.2280093238009394,0.2280583238009396,0.9348579401470712,7.01341681712963,0.006738873316809838,False,True,2026-04-03
ETH-10APR26-1850-P,2026-04-10,1850.0,P,1775202675697,0.019194707730847284,0.006,0.006361,0.7073,2066.2,0.8952577381580423,1.0001181011991398,2066.2425888448633,0.8953450141758262,0.11054614429048458,True,0.11065498582417377,0.11101598582417382,0.706857350752956,7.006068321759258,0.02762380375757435,True,True,2026-04-03
