bucket,model,price_RMSE,price_MAE,price_P95,price_max,forward_normalized_price_RMSE,IV_RMSE_volatility_points,IV_valid_quotes,quotes
all,two_seed_mean,1.0707622215419704e-05,6.732872759873656e-06,2.252689225261395e-05,0.00012455730249838481,1.0707622215419704e-05,0.11654602781138458,3789,4096
all,seed_17,1.141427633330495e-05,7.227678257579884e-06,2.414930939138285e-05,0.00013645526331579338,1.141427633330495e-05,0.11921295377607163,3790,4096
all,seed_43,1.350407792304287e-05,8.539101453070914e-06,2.911876109406089e-05,0.00011265934168097624,1.350407792304287e-05,0.12103906377424405,3788,4096
maturity 7-14d,two_seed_mean,5.172379099066594e-06,1.8869071549170629e-06,1.1772956929653744e-05,3.885259960348993e-05,5.172379099066594e-06,0.30833461736411183,430,611
maturity 7-14d,seed_17,5.373063309315284e-06,1.88044604282381e-06,1.2573404510433928e-05,4.768257897007182e-05,5.373063309315284e-06,0.3129038638920545,432,611
maturity 7-14d,seed_43,7.021607459910503e-06,2.603619731484736e-06,1.5597930796361e-05,5.053421506621969e-05,7.021607459910503e-06,0.3117069315625714,429,611
maturity 14-30d,two_seed_mean,7.928949160970587e-06,3.888582083333432e-06,1.8355077575004844e-05,7.177284778603354e-05,7.928949160970587e-06,0.11498533105407768,568,672
maturity 14-30d,seed_17,8.997298118553537e-06,4.492345789510526e-06,2.107122901983602e-05,6.013310856459175e-05,8.997298118553537e-06,0.11738775378563727,568,672
maturity 14-30d,seed_43,9.150260327366554e-06,4.583732600091359e-06,1.973247318044099e-05,8.341258700748921e-05,9.150260327366554e-06,0.1267852512017707,568,672
maturity 30-90d,two_seed_mean,9.819678827224064e-06,6.17887182766257e-06,2.199258515957064e-05,4.911133267536394e-05,9.819678827224064e-06,0.05479724197023811,946,968
maturity 30-90d,seed_17,1.0880347976743246e-05,6.853302838303008e-06,2.377749093562136e-05,6.053930841565247e-05,1.0880347976743246e-05,0.06027057651336084,945,968
maturity 30-90d,seed_43,1.198528906631149e-05,7.487492689817077e-06,2.6790747119292074e-05,6.044760993321324e-05,1.198528906631149e-05,0.06764113573952718,946,968
maturity 90-365d,two_seed_mean,1.1043918038460942e-05,8.45681659453786e-06,2.220205762430721e-05,6.138727073601302e-05,1.1043918038460942e-05,0.013345842819084533,1234,1234
maturity 90-365d,seed_17,1.1538025820460015e-05,8.939589608756389e-06,2.3023282558226955e-05,6.289233395379012e-05,1.1538025820460015e-05,0.015326565957728211,1234,1234
maturity 90-365d,seed_43,1.4857751030779939e-05,1.131237823811062e-05,3.090349633445285e-05,5.988220751823592e-05,1.4857751030779939e-05,0.01645335556618836,1234,1234
maturity 365-731d,two_seed_mean,1.6541196335334793e-05,1.210304383952704e-05,3.353552608759136e-05,0.00012455730249838481,1.6541196335334793e-05,0.00502586768782412,611,611
maturity 365-731d,seed_17,1.7294038681722617e-05,1.2719002480602435e-05,3.287016560323333e-05,0.00013645526331579338,1.7294038681722617e-05,0.005155290760294751,611,611
maturity 365-731d,seed_43,2.0191345673903984e-05,1.4889872207869825e-05,4.086679185084929e-05,0.00011265934168097624,2.0191345673903984e-05,0.005881023464476046,611,611
K/F 0-0.9,two_seed_mean,1.0004597518975848e-05,5.865721141119174e-06,1.932567811094854e-05,0.00012455730249838481,1.0004597518975848e-05,0.16789480319712724,1381,1449
K/F 0-0.9,seed_17,1.0786092238929041e-05,6.285846158372107e-06,2.084186166382839e-05,0.00013645526331579338,1.0786092238929041e-05,0.17726145815043806,1382,1449
