instrument,expiry,strike,cp,ts,tau,price_usdc,mark_usdc,trade_iv,index,f_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
HYPE_USDC-17JUL26-52-P,2026-07-17,52.0,P,1783621844208,0.020717776255707764,0.11,0.07822372,0.9899,67.543,67.54243968051392,0.9999917042552732,67.54271354627171,0.7698831934606267,0.26151647244591236,True,0.23174540560246304,0.23127494360394962,0.9899122971261731,7.561988333333334,0.009325870728623797,False,False,2026-07-09
HYPE_USDC-17JUL26-60-P,2026-07-17,60.0,P,1783628574776,0.020504351344495183,0.54,0.57713787,0.7601,67.141,67.13819243318895,0.9999581840185422,67.14071525117673,0.8936455290286534,0.11244608240346887,True,0.11439728073260458,0.11495041559065688,0.7602644747346258,7.484088240740742,0.0316303171118949,True,False,2026-07-09
HYPE_USDC-17JUL26-63-P,2026-07-17,63.0,P,1783627285361,0.020545238425925923,1.15,1.21096363,0.7231000000000001,66.986,66.98555556215015,0.9999933652128825,66.9857159085406,0.9404990175221457,0.06134467487514816,True,0.07666882168659184,0.07757892064087102,0.7231133836723767,7.499012025462962,0.04648328057005905,False,False,2026-07-09
HYPE_USDC-17JUL26-67-P,2026-07-17,67.0,P,1783580398942,0.02203199701927955,2.59,2.53725087,0.7827,68.15,68.14690119908694,0.9999545297004686,68.14971097194999,0.9831296280563362,0.01701429768535529,True,0.05487493517748332,0.05410091678110729,0.7829979229345367,8.041678912037035,0.05799029465263293,True,False,2026-07-09
HYPE_USDC-17JUL26-67-C,2026-07-17,67.0,C,1783624310276,0.020639577752409946,2.68,2.7515098,0.7086,66.923,66.92302869169711,1.0000004287270012,66.92271617572719,1.0011548219900381,-0.001154155696041768,True,0.040046192879601525,0.04111473588093799,0.7086420581027691,7.53344587962963,0.057269121328106055,False,False,2026-07-09
HYPE_USDC-17JUL26-68-C,2026-07-17,68.0,C,1783590048921,0.021725998192541857,2.9,2.93233681,0.7445,67.857,67.85429955722752,0.9999602039174664,67.85671221457974,1.0021116228703675,-0.002109396528373044,True,0.042737113328295086,0.043213658815759066,0.7441889206425566,7.929989340277778,0.058765778237397176,True,False,2026-07-09
HYPE_USDC-17JUL26-70-C,2026-07-17,70.0,C,1783580344994,0.022033707699137494,2.27,2.23011681,0.7667,68.09,68.08969314925585,0.9999954934536033,68.08971122641341,1.0280554688686292,-0.02766912362070412,True,0.03333837020473983,0.032752625467662305,0.7666980561038241,8.042303310185185,0.05820008610153496,False,False,2026-07-09
HYPE_USDC-17JUL26-71-C,2026-07-17,71.0,C,1783580509609,0.022028487791730084,1.98,1.9164603,0.7689,68.248,68.24789132490741,0.9999984076442886,68.24771055632637,1.040327938054451,-0.03953598850114215,True,0.02901196221616638,0.028080946369890347,0.7689180123811317,8.040398043981481,0.05678312446078521,True,False,2026-07-09
HYPE_USDC-17JUL26-72-C,2026-07-17,72.0,C,1783580435754,0.02203082971841705,1.6,1.54507046,0.7628,68.14,68.13953691393189,0.9999932039027281,68.13971101436054,1.0566525588114968,-0.055105947849455224,True,0.023481167973588818,0.02267503687643134,0.7627842124674385,8.041252847222223,0.05398260320578271,False,False,2026-07-09
HYPE_USDC-17JUL26-73-C,2026-07-17,73.0,C,1783580525900,0.02202797120750888,1.37,1.31137627,0.7643000000000001,68.268,68.2684941966663,1.000007239067591,68.26771047150523,1.0693195874859465,-0.06702254665810076,True,0.020068052532270505,0.019209319617469304,0.7643663334194396,8.040209490740741,0.05134063609089558,True,False,2026-07-09
