window,date,expiry,tau,strike,option,price,x,forward,discount,market_call_normalized,market_iv,vega_over_DF,split,source_sha256,date_eligible
final,2026-08-24,2026-09-01,0.021917808219178082,23850.0,PE,28.25,0.016207410382330808,24239.696190241255,0.9954580760252949,0.017529353669762774,0.10461796076131295,0.03388426397143848,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,23900.0,PE,35.3,0.014113168779216078,24239.696190241255,0.9954580760252949,0.015696956137506293,0.10331652855665811,0.03831432691796136,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,23950.0,PE,43.8,0.012023303859756883,24239.696190241255,0.9954580760252949,0.013933028567321828,0.1019716861332734,0.04275136713012526,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24000.0,PE,54.2,0.009937797368735369,24239.696190241255,0.9954580760252949,0.01225597857158066,0.10078924176301773,0.04707823881371083,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24050.0,PE,67.0,0.007856631164910987,24239.696190241255,0.9954580760252949,0.010686149172629219,0.09994262295830672,0.051093510944036066,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24100.0,PE,82.35,0.005779787220071828,24239.696190241255,0.9954580760252949,0.009229125486963113,0.09930462380355316,0.0545105147415165,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24150.0,PE,100.95,0.0037072476180993377,24239.696190241255,0.9954580760252949,0.007913324615867256,0.09920788857766612,0.05710278030956237,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24200.0,PE,121.35,0.001638994554040323,24239.696190241255,0.9954580760252949,0.006677680474193738,0.09847348088134239,0.058640358975422115,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24250.0,CE,133.75,-0.00042498966681106103,24239.696190241255,0.9954580760252949,0.005540629033367371,0.097386578688064,0.05904742349532567,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24300.0,CE,110.15,-0.002484722629821729,24239.696190241255,0.9954580760252949,0.004553603933576813,0.0967784518705757,0.05825140361153215,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24350.0,CE,90.1,-0.004540221811917674,24239.696190241255,0.9954580760252949,0.0037170880702313085,0.09669208048771728,0.05629107368007452,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24400.0,CE,72.05,-0.006591504582475101,24239.696190241255,0.9954580760252949,0.0029663417511758506,0.09605423156681477,0.053219954778386286,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24450.0,CE,57.4,-0.008638588204199889,24239.696190241255,0.9954580760252949,0.002358359752459366,0.09603398203945226,0.049318176490273556,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24500.0,CE,45.3,-0.01068148983400017,24239.696190241255,0.9954580760252949,0.0018574158333411837,0.09618389353594164,0.04481594578111678,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24550.0,CE,35.5,-0.012720226523848471,24239.696190241255,0.9954580760252949,0.0014526262311438068,0.0965402549894817,0.03999991646979587,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24600.0,CE,27.2,-0.014754815221635992,24239.696190241255,0.9954580760252949,0.0011107359350836922,0.09653335330567199,0.034917625239511356,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24650.0,CE,20.9,-0.016785272772018068,24239.696190241255,0.9954580760252949,0.0008517387150458321,0.09701421881166993,0.03008578708075497,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24700.0,CE,15.9,-0.01881161591725038,24239.696190241255,0.9954580760252949,0.0006466617850211887,0.09750463599348362,0.02550406555069591,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24750.0,CE,12.2,-0.020833861298018255,24239.696190241255,0.9954580760252949,0.000495178355373318,0.09843160245214402,0.021477311130674217,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24800.0,CE,9.35,-0.022852025454255454,24239.696190241255,0.9954580760252949,0.0003787363206069142,0.09946894737807467,0.017920229626474778,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24900.0,CE,6.15,-0.02687617575398079,24239.696190241255,0.9954580760252949,0.0002481148706868825,0.10397684426808608,0.013037414496871985,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,24950.0,CE,5.65,-0.02888219448084662,24239.696190241255,0.9954580760252949,0.00022748613052175288,0.10853099067567026,0.011910589484274465,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,25000.0,CE,5.1,-0.030884197151519632,24239.696190241255,0.9954580760252949,0.0002049307800229412,0.11259360829788313,0.0107789811569175,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,25050.0,CE,4.5,-0.03288219981419273,24239.696190241255,0.9954580760252949,0.00018046035577927195,0.11607957571567205,0.009625705383887047,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,25100.0,CE,4.05,-0.0348762184210571,24239.696190241255,0.9954580760252949,0.0001620907856989516,0.11982926903667344,0.008701961031892925,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,25150.0,CE,3.55,-0.03686626882906714,24239.696190241255,0.9954580760252949,0.00014179711321900778,0.1229605260366814,0.007739146631217074,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,25200.0,CE,3.25,-0.038852366800696564,24239.696190241255,0.9954580760252949,0.00012955669060740722,0.12681667891216886,0.007076514832530734,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,25300.0,CE,2.85,-0.0428127680167934,24239.696190241255,0.9954580760252949,0.00011316219543233791,0.13510304594070927,0.006105160801103135,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,25400.0,CE,2.5,-0.04675754630780979,24239.696190241255,0.9954580760252949,9.887427629638587e-05,0.14305045792436533,0.005283952121912862,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,25500.0,CE,2.2,-0.05068682444769933,24239.696190241255,0.9954580760252949,8.666814995203205e-05,0.15074886219323516,0.004594447416857581,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,25550.0,CE,2.1,-0.0526456889330323,24239.696190241255,0.9954580760252949,8.256679291818744e-05,0.15483808081300582,0.004339012190130149,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,25600.0,CE,1.85,-0.05460072376883567,24239.696190241255,0.9954580760252949,7.259534754948707e-05,0.15725917714491436,0.0038798242397779232,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,25800.0,CE,1.45,-0.062382864210890655,24239.696190241255,0.9954580760252949,5.645797823249444e-05,0.17155432696964343,0.0029838718014584425,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-01,0.021917808219178082,26000.0,CE,1.0,-0.07010491030480091,24239.696190241255,0.9954580760252949,3.8637024891203095e-05,0.18239866926327508,0.0021034463194001584,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,23000.0,PE,8.05,0.053494355125065035,24263.873843734735,0.9949127260434106,0.05530282633444513,0.14116977993008473,0.013721978201605152,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,23500.0,PE,19.3,0.03198814990410158,24263.873843734735,0.9949127260434106,0.033330745964553835,0.11186672917249045,0.029429773562015593,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,23600.0,PE,24.3,0.027741859022650497,24263.873843734735,0.9949127260434106,0.0291651735847563,0.10666632692025439,0.03502233938434232,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,23700.0,PE,33.3,0.023513522913129196,24263.873843734735,0.9949127260434106,0.02520439308776639,0.10382172571845945,0.04282041734487304,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,23800.0,PE,45.75,0.019302990376785713,24263.873843734735,0.9949127260434106,0.021422595655412352,0.10126084163102587,0.051473724490105184,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,23900.0,PE,63.7,0.015110112116749789,24263.873843734735,0.9949127260434106,0.017903747284272856,0.09964737892802632,0.06067512438355465,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,23950.0,PE,75.0,0.013020247197290632,24263.873843734735,0.9949127260434106,0.016252916084894785,0.09903895264018862,0.06510833974264807,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24000.0,PE,88.1,0.01093474070626914,24263.873843734735,0.9949127260434106,0.014684346845345728,0.09857758530707458,0.06924647788807815,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24050.0,PE,104.0,0.008853574502444657,24263.873843734735,0.9949127260434106,0.013239319149521003,0.0987397761690662,0.07301004118645696,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24100.0,PE,119.5,0.006776730557605551,24263.873843734735,0.9949127260434106,0.01178360504103745,0.09764791593945807,0.07600942743693102,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24150.0,PE,138.35,0.004704190955633104,24263.873843734735,0.9949127260434106,0.010473344386844264,0.09736332623526817,0.07842088340322467,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24200.0,PE,159.2,0.0026359378915741683,24263.873843734735,0.9949127260434106,0.009251565246647612,0.097079511710443,0.08004243281029348,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24250.0,PE,179.75,0.0005719536707226491,24263.873843734735,0.9949127260434106,0.008022389979771493,0.0955914996820298,0.08081193665462442,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24300.0,CE,168.7,-0.0014877792922879242,24263.873843734735,0.9949127260434106,0.0069778852451554685,0.09526211590618532,0.08069065928600322,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24350.0,CE,146.6,-0.0035432784743840277,24263.873843734735,0.9949127260434106,0.006051318596401991,0.09526527688369127,0.07966155294158557,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24400.0,CE,124.55,-0.005594561244941395,24263.873843734735,0.9949127260434106,0.00513060901032096,0.09419240884679132,0.07768977653101017,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24450.0,CE,106.0,-0.007641644866666217,24263.873843734735,0.9949127260434106,0.004357546355195803,0.09386308407397179,0.07489055469160262,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24500.0,CE,90.2,-0.009684546496466497,24263.873843734735,0.9949127260434106,0.003700457896143732,0.09396400580530448,0.07141065259619425,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24550.0,CE,75.5,-0.011723283186314814,24263.873843734735,0.9949127260434106,0.003091081594371353,0.09360951200629383,0.06721436860611593,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24600.0,CE,62.35,-0.013757871884102376,24263.873843734735,0.9949127260434106,0.002547512740748545,0.09307318168797477,0.06241993774805829,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24650.0,CE,52.05,-0.015788329434484313,24263.873843734735,0.9949127260434106,0.002122358887219247,0.0933281759720233,0.057544058625194995,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24700.0,CE,42.65,-0.01781467257971666,24263.873843734735,0.9949127260434106,0.001735549865403911,0.09316565616652121,0.05229516181682598,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24750.0,CE,35.05,-0.019836917960484472,24263.873843734735,0.9949127260434106,0.0014234028564429331,0.09336202424901802,0.04715806002717182,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,24800.0,CE,30.05,-0.021855082116721703,24263.873843734735,0.9949127260434106,0.0012178892848278106,0.09495949688020129,0.042918753348745765,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,25000.0,CE,14.0,-0.02988725381398596,24263.873843734735,0.9949127260434106,0.0005628634405220842,0.09780528850223859,0.02635561611254735,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,25300.0,CE,6.5,-0.041815824679259796,24263.873843734735,0.9949127260434106,0.0002582306862925994,0.11006164050965958,0.014260743105352403,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-08,0.0410958904109589,25500.0,CE,4.5,-0.04968988111016566,24263.873843734735,0.9949127260434106,0.0001773729329376316,0.11977241365336538,0.01021218146971811,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,19500.0,PE,6.35,0.22148018845530557,24334.48923170824,0.987864652621211,0.24825216604077227,0.2997914981258008,0.007041997241732136,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,21000.0,PE,8.6,0.14737221630158365,24334.48923170824,0.987864652621211,0.15919975608319428,0.21821897936673518,0.011521958394778471,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,21600.0,PE,9.25,0.11920133933488732,24334.48923170824,0.987864652621211,0.1270302251213939,0.1836350679380734,0.013937195460714591,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,21700.0,PE,10.75,0.11458239347859277,24334.48923170824,0.987864652621211,0.12190651102565848,0.18166705146337345,0.015740197327116824,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,21800.0,PE,10.65,0.10998468422996334,24334.48923170824,0.987864652621211,0.11675550737681091,0.17518041840507087,0.016070561554137885,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,21900.0,PE,11.95,0.10540801720255148,24334.48923170824,0.987864652621211,0.11171625710340337,0.17211729500031042,0.017747121707155568,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,22000.0,PE,12.2,0.10085220066669079,24334.48923170824,0.987864652621211,0.10667450462137792,0.16637575976814759,0.018488064996050834,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,22100.0,PE,13.0,0.09631704550129959,24334.48923170824,0.987864652621211,0.10170357145741235,0.16176461023026603,0.019785177119472815,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,22500.0,PE,16.8,0.0783793448146321,24334.48923170824,0.987864652621211,0.08228869377851855,0.14270630857150812,0.02610014951946876,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,22600.0,PE,19.15,0.07394474774676638,24334.48923170824,0.987864652621211,0.077605065416416,0.1395496770003306,0.029079880409083148,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,22800.0,PE,22.7,0.0651341180646116,24334.48923170824,0.987864652621211,0.06831000386460889,0.13046474710129322,0.034271172172628296,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,22900.0,PE,26.45,0.06075774346481262,24334.48923170824,0.987864652621211,0.0638106617772831,0.12766472721073327,0.03854538899474332,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23000.0,PE,30.95,0.05640043809585693,24334.48923170824,0.987864652621211,0.05938345367842727,0.12494365113648141,0.043347234468684444,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23100.0,PE,35.8,0.05206203649725881,24334.48923170824,0.987864652621211,0.0550099140283967,0.12182593746948621,0.04835650781258602,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23200.0,PE,41.85,0.04774237535274225,24334.48923170824,0.987864652621211,0.05072643684551036,0.11897393997934574,0.05406860904036656,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23300.0,PE,49.6,0.043441293453351716,24334.48923170824,0.987864652621211,0.04655358536888531,0.11653704713164428,0.0606008823942654,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23350.0,PE,53.9,0.04129766991010029,24334.48923170824,0.987864652621211,0.04449898767085426,0.11525400492501196,0.0640034636288183,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23400.0,PE,58.8,0.03915863166135087,24334.48923170824,0.987864652621211,0.04247912631571533,0.11410720988905391,0.06761752815719357,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23500.0,PE,69.65,0.034894232874893356,24334.48923170824,0.987864652621211,0.03851041879908931,0.11165243179028331,0.07502962035957722,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23600.0,PE,83.7,0.03064794199344229,24334.48923170824,0.987864652621211,0.03471260330184092,0.10981095754135484,0.08311864002412062,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23650.0,PE,92.25,0.028531539087064614,24334.48923170824,0.987864652621211,0.032891013519709335,0.10917293902744124,0.08735427844570728,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23700.0,PE,100.3,0.026419605883921178,24334.48923170824,0.987864652621211,0.03105575355895568,0.10797204492385828,0.09126358527169412,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23750.0,PE,110.35,0.02431212354435647,24334.48923170824,0.987864652621211,0.02931346601261528,0.10735005862518036,0.09542231820677094,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23800.0,PE,120.35,0.022209073347577633,24334.48923170824,0.987864652621211,0.027576372354236087,0.10635850713208844,0.09931936134387383,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23850.0,PE,131.85,0.020110436690656427,24334.48923170824,0.987864652621211,0.025910227794411204,0.1056446380805798,0.10320682858591716,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23900.0,PE,143.75,0.018016195087541573,24334.48923170824,0.987864652621211,0.024267996549449427,0.1047317012850233,0.10685478448431805,test,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
final,2026-08-24,2026-09-29,0.09863013698630137,23950.0,PE,157.3,0.015926330168082477,24334.48923170824,0.987864652621211,0.02270236206534993,0.10409164704703858,0.11037189999844588,anchor,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,True
