step,component,weight,raw_loss,scaled_loss,raw_grad_l2,scaled_grad_l2,scaled_grad_max,scaled_grad_mean
0,teacher,1.0,1.0938485464953383e-10,0.2734621366238345,2.5739811696458206e-09,6.43495292411455,5.202486401744636,0.0007585702700538689
0,iv,1.0,8.027336365529413e-07,0.20068340913823532,7.14058594160476e-07,0.178514648540119,0.12694052027555322,2.479285403755644e-05
0,pde,1.0,0.00021123076117447064,0.21123076117447065,0.001945309640372321,1.9453096403723211,0.45942659316141476,0.00034425908924742046
0,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,teacher,1.0,1.1147747862636183e-10,0.27869369656590454,5.100606878263427e-09,12.751517195658566,11.863094763481314,0.0014034588686480138
100,iv,1.0,1.5767391566838514e-06,0.39418478917096283,1.5781187199856787e-06,0.3945296799964197,0.35184826163203614,4.893280474736127e-05
100,pde,1.0,0.00020506261323427374,0.20506261323427374,0.0005654043125894276,0.5654043125894276,0.18238495725182657,0.00015633275325571807
100,convexity,1.0,6.445563305942646e-06,6.445563305942647e-07,2.159686306315818e-06,2.1596863063158178e-07,1.834476813948597e-07,2.9813218773977107e-11
200,teacher,1.0,9.964203549430695e-11,0.24910508873576734,4.028124115509863e-09,10.070310288774655,9.602976408281684,0.0012017317780914905
200,iv,1.0,9.834579447693377e-07,0.24586448619233442,2.90755660854907e-07,0.07268891521372675,0.025686317392900976,2.0386166242893638e-05
200,pde,1.0,0.0005127144550632386,0.5127144550632385,0.0008541413911445696,0.8541413911445697,0.3837765404903499,0.0002755502043592353
200,convexity,1.0,1.5365085162001433e-06,1.5365085162001435e-07,5.488624699480279e-07,5.48862469948028e-08,4.608943026546501e-08,9.314866969169004e-12
300,teacher,1.0,1.251652625031521e-10,0.3129131562578802,1.5801061755407915e-09,3.9502654388519782,3.3683864490876694,0.0006654688762272999
300,iv,1.0,9.98662853081069e-07,0.24966571327026724,5.8877252021049e-07,0.14719313005262252,0.1222326221333135,2.3740956520507992e-05
300,pde,1.0,0.0004068829115958579,0.4068829115958579,0.0017728668618837826,1.7728668618837826,0.4408453456311711,0.000517965740444855
300,convexity,1.0,1.5026223379367522e-06,1.5026223379367524e-07,4.466782130732735e-07,4.466782130732735e-08,4.158209475577271e-08,5.283334387990754e-12
400,teacher,1.0,9.559723131767039e-11,0.23899307829417593,1.022658146647535e-09,2.556645366618837,2.4195773913697916,0.00042613635554024143
400,iv,1.0,1.6788240766102536e-06,0.4197060191525634,2.318224308020319e-06,0.5795560770050797,0.5451646312927344,7.461539044928532e-05
400,pde,1.0,0.0003781795788504972,0.3781795788504972,0.007606736798647567,7.6067367986475665,2.0410465656242405,0.0022571813483292765
400,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
500,teacher,1.0,1.0436169825649953e-10,0.26090424564124876,2.087836069015095e-09,5.219590172537736,5.017432692008354,0.0006251693630453698
500,iv,1.0,4.162938208950817e-06,1.040734552237704,5.4387648837031704e-06,1.3596912209257925,1.2489315356180555,0.000187180662442779
500,pde,1.0,0.0011615437875378612,1.1615437875378611,0.0012590168383315628,1.2590168383315627,0.3401273284668913,0.0003588967881864351
500,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
600,teacher,1.0,1.2339256982649452e-10,0.30848142456623623,5.289987846701929e-09,13.22496961675482,13.051040883490224,0.0012243729639540735
600,iv,1.0,9.04616755664081e-07,0.22615418891602027,3.6053244054503184e-07,0.09013311013625797,0.0621313568794743,1.991653547890162e-05
600,pde,1.0,0.0005118226329167487,0.5118226329167488,0.0014837250806303648,1.4837250806303648,0.4029688875733803,0.00044080007673608735
600,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
700,teacher,1.0,9.991665213825742e-11,0.2497916303456435,1.512577059503847e-09,3.781442648759617,3.637305788591199,0.0005457467634466583
700,iv,1.0,1.8287904273930166e-06,0.45719760684825417,2.518184114009103e-06,0.6295460285022758,0.5912211374893802,8.19287347852273e-05
700,pde,1.0,0.0002746995900197525,0.2746995900197525,0.0006006316241071939,0.6006316241071938,0.3946621784003483,0.00018924958107857114
700,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
800,teacher,1.0,9.794917924469807e-11,0.24487294811174515,9.477495699069147e-09,23.693739247672866,23.59656612810064,0.0022262594571036847
800,iv,1.0,3.545675199069155e-06,0.8864187997672888,3.216830568585573e-06,0.8042076421463933,0.7409380277040704,0.00012454011626426297
800,pde,1.0,0.0005175659994059597,0.5175659994059597,0.000766787094192018,0.766787094192018,0.22621937823753935,0.0004049703011144873
800,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
900,teacher,1.0,1.2244363489279747e-10,0.30610908723199365,2.553015414163163e-09,6.382538535407907,6.169932323512434,0.0011922989060992376
900,iv,1.0,1.6414996449027856e-06,0.4103749112256964,3.6713525812720894e-07,0.09178381453180223,0.055101560494099366,3.372554690980983e-05
900,pde,1.0,0.00018051130978979758,0.18051130978979757,0.0010771232255995544,1.0771232255995544,0.273454008758138,0.0009320286774903394
900,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,teacher,1.0,1.3348375187132165e-10,0.33370937967830405,4.864024104625129e-09,12.16006026156282,12.08776965037678,0.001796518283060935
1000,iv,1.0,1.0972942831620173e-06,0.2743235707905043,1.7135419795179722e-06,0.42838549487949307,0.39861784375274667,8.178744224104728e-05
1000,pde,1.0,0.01597799753924104,15.977997539241041,0.0133214767985934,13.3214767985934,3.4241537044239294,0.005408539215103261
1000,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,teacher,1.0,1.0755279957040962e-10,0.268881998926024,8.673890543231682e-09,21.6847263580792,21.56055207754273,0.004213446472510966
1100,iv,1.0,8.167352172424333e-07,0.20418380431060834,6.80457885704317e-07,0.17011447142607924,0.15591399460583605,4.7660825138048845e-05
1100,pde,1.0,0.0040816671462385054,4.081667146238505,0.0058940454922699744,5.894045492269974,1.5279226249632991,0.002595974972016352
1100,convexity,1.0,9.45812221596128e-07,9.45812221596128e-08,4.395333373020119e-07,4.395333373020119e-08,3.7174182197848306e-08,1.2756231410268144e-11
1200,teacher,1.0,1.1305372520990787e-10,0.2826343130247696,4.861091963946682e-09,12.152729909866702,12.060656127847205,0.0022521742711187082
1200,iv,1.0,2.4156454355254108e-05,6.039113588813527,9.308158488952676e-06,2.327039622238169,2.175906510252737,0.0005603882127367795
1200,pde,1.0,0.0005110968417725856,0.5110968417725856,0.0017879299924227407,1.7879299924227408,0.46395177689872635,0.0015016923955926873
1200,convexity,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,teacher,1.0,1.2524507624055057e-10,0.31311269060137636,4.5754301088344e-09,11.438575272085998,11.324760738284093,0.0030715570180277385
1300,iv,1.0,4.856806128079866e-06,1.2142015320199664,2.7876146051750357e-06,0.696903651293759,0.6458791745299928,0.0001990981136512657
1300,pde,1.0,0.0001518651904757903,0.1518651904757903,0.0006590482698114904,0.6590482698114903,0.23041822545136703,0.0002719681584726895
1300,convexity,1.0,1.7383483884088894e-06,1.7383483884088896e-07,4.7312965142940844e-07,4.731296514294085e-08,4.4927882245129905e-08,1.2994983713823616e-11
1400,teacher,1.0,1.1838799418565434e-10,0.2959699854641358,6.730320698657325e-10,1.682580174664331,0.6930474684751102,0.0017512260337285363
1400,iv,1.0,3.1493221453447333e-06,0.7873305363361833,3.548963999326456e-06,0.887240999831614,0.8103593601380205,0.0002736184855690831
1400,pde,1.0,0.00021687674088889075,0.21687674088889075,0.00034785039217023224,0.3478503921702322,0.17518494869653284,0.00029408366312962825
1400,convexity,1.0,6.142904128409242e-07,6.142904128409242e-08,7.240563858421654e-07,7.240563858421655e-08,4.80883592893045e-08,3.2305831187638077e-11
