model,start_id,optimizer_success,optimizer_status,optimizer_message,nfev,valid,boundary_reasons,calibration_price_rmse,calibration_price_mae,calibration_relative_price_error_mean,calibration_iv_rmse,holdout_price_rmse,holdout_price_mae,holdout_relative_price_error_mean,holdout_iv_rmse,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast,runtime_seconds,distance_from_best,cluster_id,v0_total,alpha_v,theta_total,alpha_theta,delta_kappa,slow_half_life_days,fast_half_life_days
DOUBLE_HESTON,0,False,0,The maximum number of function evaluations is exceeded.,160,True,kappa_fast:near_upper_hard_bound;slow_feller:near_boundary;fast_feller:near_boundary,0.2343207416121831,0.1641499510103362,0.0393569817106072,0.0077897124776684,0.9268247197137796,0.6421019519899781,0.2008700735981891,0.072591562005221,2.625533262486748,0.139993794100438,0.8566378479188727,0.6762760209383789,0.0134334621687306,11.763863089764897,0.0241024135565524,0.7521362932264983,-0.666180486338069,0.0272416814109967,20.829139400000717,0.0,2,0.0406751435797273,0.3302621942169593,0.1640962076569904,0.853120228061982,9.138329827278149,96.36088962162103,21.5064319410943
DOUBLE_HESTON,1,False,0,The maximum number of function evaluations is exceeded.,160,True,kappa_slow:near_upper_hard_bound;theta_slow:near_lower_hard_bound;rho_slow:near_lower_hard_bound;v0_slow:near_lower_hard_bound;slow_feller:near_boundary;fast_feller:near_boundary,0.2415738706811402,0.166016000937921,0.0301328551912227,0.007957401086021,0.9288618716578584,0.6466140448982001,0.2125276064417008,0.074472654261349,2.998016396237802,0.0050061756687206,0.1732005792253052,-0.9457096585148168,0.0050007739735866,5.450884876460101,0.096133717206093,1.023718305285818,0.0848688575986277,0.0348571698292992,22.15669280000111,0.46096208596424426,6,0.0398579438028858,0.125464926096477,0.10113989287481359,0.0494975377808341,2.4528684802222993,84.38870488562607,46.41424771177368
DOUBLE_HESTON,2,True,3,`xtol` termination condition is satisfied.,104,True,kappa_slow:near_upper_hard_bound;kappa_fast:near_upper_hard_bound;theta_fast:near_lower_hard_bound;rho_fast:near_lower_hard_bound;v0_fast:near_lower_hard_bound;slow_feller:near_boundary;fast_feller:near_boundary,0.2400693070809074,0.1647651143928311,0.0303783459971253,0.0079284022599511,0.924241545761627,0.6447290200828056,0.2115387557019039,0.0751643871304092,2.999999937870253,0.140235235694767,0.9172847034517064,0.0652740222366036,0.0380239135431602,11.999997733394666,0.0020000000618217,0.2190889680319338,-0.9477548179768184,0.0020000002706915,10.72902239999894,0.17392473681364287,1,0.040023913813851696,0.9500298676437953,0.1422352357565887,0.985938786186256,8.999997795524413,84.33290871465411,21.08323072431194
DOUBLE_HESTON,3,False,0,The maximum number of function evaluations is exceeded.,160,True,kappa_slow:near_upper_hard_bound;theta_slow:near_lower_hard_bound;rho_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;slow_feller:near_boundary;fast_feller:near_boundary,0.2412937481822065,0.1664767591196449,0.0315366895987016,0.0079099876377793,0.9237056101571582,0.6439370684756085,0.2127417470971242,0.0741497500606185,2.9962603433956585,0.0050656184394358,0.1741575029296337,0.949274616962995,0.0050010380284483,6.103738054108878,0.0907687097335498,1.052623501231736,0.0194351938366477,0.034831696069241,20.303103199999896,0.3636174404477394,3,0.039832734097689296,0.1255509605788876,0.0958343281729856,0.05285807847780927,3.1074777107132197,84.43816354678208,41.449799886819825
DOUBLE_HESTON,4,False,0,The maximum number of function evaluations is exceeded.,160,True,theta_slow:near_lower_hard_bound;v0_slow:near_lower_hard_bound;fast_feller:near_boundary,0.2442141824296138,0.1638687264389189,0.0346061714255489,0.0078699661868892,0.9050892855925377,0.6368947445180061,0.2137096954747915,0.0739093349481583,2.903047891603837,0.0050271633679054,0.1690066019027419,-0.0002139683854232,0.0050006330615909,6.303187066484094,0.0889344885975876,1.058821786580646,-1.243206295029887e-06,0.0349057535429521,19.94604269999945,0.374335150263999,4,0.039906386604543,0.12530909177884877,0.093961651965493,0.05350228803716226,3.400139174880257,87.1493445341016,40.138221860754996
DOUBLE_HESTON,5,False,0,The maximum number of function evaluations is exceeded.,160,True,kappa_slow:near_upper_hard_bound;theta_slow:near_lower_hard_bound;rho_slow:near_lower_hard_bound;v0_slow:near_lower_hard_bound;slow_feller:near_boundary;fast_feller:near_boundary,0.24157292513515,0.1660146875615811,0.0301327862107364,0.0079573977031918,0.9288639288881128,0.6466179124071887,0.2125291236176685,0.0744743732073124,2.998962021495095,0.0050032528800559,0.1732027522995697,-0.9459420480050892,0.0050004095826364,5.447046073550235,0.0961700456176215,1.023557625892253,0.084876280689549,0.0348578235219801,21.88047800000095,0.4610423702349503,6,0.0398582331046165,0.1254548732632415,0.10117329849767741,0.0494523056414016,2.4480840520551395,84.36209564876405,46.446958128900576
DOUBLE_HESTON,6,False,0,The maximum number of function evaluations is exceeded.,160,True,kappa_slow:near_lower_hard_bound;theta_slow:near_lower_hard_bound;sigma_slow:near_lower_hard_bound;v0_slow:near_lower_hard_bound;fast_feller:near_boundary,0.2443827240362017,0.1640073845441772,0.0346397620173484,0.0078725571859161,0.9058161375276312,0.6378357141496992,0.213931411941313,0.0738703208213251,0.0513215523222692,0.0051933294776787,0.0069012700699022,-0.001186044544873,0.0050007363472565,6.475674234928548,0.0877908302713404,1.06628497865699,-1.487148083428892e-06,0.0348908742350148,20.45028660000025,0.4889218315424745,7,0.0398916105822713,0.12535809595712177,0.0929841597490191,0.0558517654157055,6.424352682606279,4929.677873258718,39.06909330610755
DOUBLE_HESTON,7,False,0,The maximum number of function evaluations is exceeded.,160,True,kappa_slow:near_upper_hard_bound;kappa_ordering_gap:near_boundary;slow_feller:near_boundary;fast_feller:near_boundary,0.2384083865469016,0.1644769157856151,0.0320221646427895,0.0078140612726006,0.9264399793432192,0.6461531652240342,0.2104387690010007,0.075277180850599,2.979374009044754,0.0868252711280044,0.7186598585553783,0.7321419131182781,0.0166592902438283,2.9997348748947226,0.0572712794632165,0.5855805164641353,-0.604022822123447,0.0232464951161041,21.18618510000124,0.2580514215881146,5,0.0399057853599324,0.41746554023605664,0.1440965505912209,0.6025492683326886,0.020360865849968768,84.91673758861057,84.34036055045004
DOUBLE_HESTON,8,False,0,The maximum number of function evaluations is exceeded.,160,True,kappa_slow:near_lower_hard_bound;theta_slow:near_lower_hard_bound;sigma_slow:near_lower_hard_bound;v0_slow:near_lower_hard_bound;fast_feller:near_boundary,0.2420345485098001,0.1668298487250382,0.0309724464851636,0.0079395933423121,0.9285270783056668,0.6469224744798304,0.2137021096827409,0.0743817961176781,0.0524513443523768,0.0054132234023311,0.0229079705027304,0.0434932194418451,0.0050011084431824,5.965969532722209,0.0915465138099416,1.0451083797827194,0.0511257535860467,0.0348393231071576,22.351482000000036,0.4910854918863381,7,0.03984043155034,0.12552847066586859,0.09695973721227269,0.05582960059472934,5.9135181883698325,4823.493544887864,42.40697501332016
DOUBLE_HESTON,9,False,0,The maximum number of function evaluations is exceeded.,160,True,kappa_slow:near_upper_hard_bound;theta_slow:near_lower_hard_bound;rho_slow:near_upper_hard_bound;v0_slow:near_lower_hard_bound;slow_feller:near_boundary;fast_feller:near_boundary,0.2412927975746929,0.1664771338673853,0.0315334665940315,0.0079100568521961,0.9236909667979972,0.6439173814323,0.2127276141627159,0.0741455551816913,2.997735292497222,0.0050294980291551,0.1736057746411658,0.9494726369428984,0.0050006388986483,6.107261090172619,0.0907689638911708,1.0529361526430017,0.0195532865313454,0.0348312490511931,18.901540599999866,0.3637449601272898,3,0.039831887949841396,0.12554360729638003,0.0957984619203259,0.05250082233405851,3.109525797675397,84.39661818626519,41.42588914554317
