case_id,case_index,distribution,noise_level,start_index,start_strategy,optimizer_success,optimizer_status,nfev,price_rmse_normalized,price_rmse_clean_normalized,parameter_rmse_full_range,constraint_valid,finite_solution,bound_hit,bound_reasons,material_displacement,near_equivalent,weakest_direction_absolute_cosine,runtime_seconds,true_kappa_slow,recovered_kappa_slow,scaled_displacement_kappa_slow,true_theta_slow,recovered_theta_slow,scaled_displacement_theta_slow,true_sigma_slow,recovered_sigma_slow,scaled_displacement_sigma_slow,true_rho_slow,recovered_rho_slow,scaled_displacement_rho_slow,true_v0_slow,recovered_v0_slow,scaled_displacement_v0_slow,true_kappa_fast,recovered_kappa_fast,scaled_displacement_kappa_fast,true_theta_fast,recovered_theta_fast,scaled_displacement_theta_fast,true_sigma_fast,recovered_sigma_fast,scaled_displacement_sigma_fast,true_rho_fast,recovered_rho_fast,scaled_displacement_rho_fast,true_v0_fast,recovered_v0_fast,scaled_displacement_v0_fast
case_1,0,interior_train,0.0,10,deterministic_broad_10,False,0,120,6.710476367536887e-07,6.710476367536887e-07,0.1589031634579975,True,True,True,theta_fast:near_lower_hard_bound,True,False,0.974540091599312,2.477727874997072,0.7201001270341181,1.7319724340979334,0.34300756171654756,0.0627343918595344,0.10270622457635767,0.1631503376196868,0.2119791852951291,0.23762054279387138,0.02577020854144952,-0.1802978834235966,-0.160263283767846,0.010544526134605582,0.0730662426958352,0.1199792972147948,0.15902730345410038,3.703463446201858,4.42687556306938,0.06079093419054811,0.0433194740041468,0.005374730494759266,-0.19164011873428047,0.2627966047238745,0.18583732293316907,-0.05147778046201032,-0.1036039245690306,0.005783050378332395,0.05757209207755947,0.0678851614425259,0.02097513764780716,-0.18915332175289817
case_1,0,interior_train,0.0,11,deterministic_broad_11,False,0,120,2.2236848579458834e-06,2.2236848579458834e-06,0.2349650403071084,True,True,False,,True,False,0.13242643463004652,2.6705998749821447,0.7201001270341181,0.21385191257355396,-0.17160956422392004,0.0627343918595344,0.2301965659954306,0.6835190781056988,0.2119791852951291,0.14409340043282498,-0.06822691945960213,-0.1802978834235966,-0.18794388930207487,-0.004024213620251723,0.0730662426958352,0.04213854526544009,-0.10483965230642409,3.703463446201858,1.9956496854162993,-0.14351376141055114,0.0433194740041468,0.03166774829684965,-0.05884709953180377,0.2627966047238745,0.26106158511960204,-0.0011605482302825883,-0.1036039245690306,-0.13513899528773737,-0.016597405641424617,0.0678851614425259,0.09870016478723631,0.12425404574480002
case_1,0,interior_train,0.005,0,neutral_transform_midpoint,True,1,46,0.0007748117719120174,0.00028608945648596486,0.30897689198575823,True,True,True,theta_slow:near_lower_hard_bound;rho_slow:near_lower_hard_bound;fast_feller:near_boundary,True,False,0.0013048415576371528,0.9922620840079617,0.7201001270341181,1.6874779626785157,0.3279246900489483,0.0627343918595344,0.005000002582116241,-0.2356505684792578,0.2119791852951291,0.07292036766147376,-0.13975760566196518,-0.1802978834235966,-0.9499995265438607,-0.40510612795803375,0.0730662426958352,0.06004777445465514,-0.04413040081755953,3.703463446201858,8.32028803122874,0.3879684525232674,0.0433194740041468,0.08762514963103325,0.22376603851962856,0.2627966047238745,1.2075316344515614,0.631929785771028,-0.1036039245690306,-1.8297087216916129e-09,0.05452838038911678,0.0678851614425259,0.08171856266660399,0.05577984364547615
case_1,0,interior_train,0.005,1,deterministic_broad_1,True,1,84,0.0007748117716629299,0.00028608946454096185,0.3089769626025105,True,True,True,theta_slow:near_lower_hard_bound;rho_slow:near_lower_hard_bound;fast_feller:near_boundary,True,False,0.00130479106304358,1.731989915977465,0.7201001270341181,1.687477989876706,0.32792469926867385,0.0627343918595344,0.005000000764869157,-0.23565057589659283,0.2119791852951291,0.07292041664337597,-0.13975755643392276,-0.1802978834235966,-0.949999798997765,-0.4051062713548255,0.0730662426958352,0.060047760655622444,-0.044130447593941545,3.703463446201858,8.320289910626533,0.38796861045585507,0.0433194740041468,0.08762515825180009,0.223766082058855,0.2627966047238745,1.2075318367163894,0.6319299210652273,-0.1036039245690306,-7.05042369405754e-10,0.05452838098104644,0.0678851614425259,0.08171857866705026,0.05577990816340467
case_1,0,interior_train,0.005,2,deterministic_broad_2,True,1,42,0.0007813732330671351,0.0002710715123215221,0.3050590562274845,True,True,True,kappa_slow:near_upper_hard_bound;rho_slow:near_lower_hard_bound;kappa_ordering_gap:near_boundary;fast_feller:near_boundary,True,False,0.25494034241818464,0.8571746250090655,0.7201001270341181,2.999999908110645,0.772847383415772,0.0627343918595344,0.053001591361211034,-0.03972571631968722,0.2119791852951291,0.153708803038503,-0.05856319824786542,-0.1802978834235966,-0.9499995234564389,-0.4051061263330749,0.0730662426958352,0.014958162088668521,-0.19697654443107349,3.703463446201858,3.0000102537105504,-0.05911371365473172,0.0433194740041468,0.061354174225666844,0.09108434455313154,0.2627966047238745,0.6067340554190536,0.2300584954482803,-0.1036039245690306,-1.5050005780328293e-08,0.054528373431065695,0.0678851614425259,0.12746075084476163,0.24022415081546666
case_1,0,interior_train,0.005,3,deterministic_broad_3,False,0,120,0.0007798335398539643,0.00027448750109895434,0.3232572645620103,True,True,True,kappa_slow:near_upper_hard_bound;rho_fast:near_lower_hard_bound;slow_feller:near_boundary,True,False,0.5915666172432384,2.54640875000041,0.7201001270341181,2.999862112392557,0.7728006730028606,0.0627343918595344,0.06088152846819516,-0.007562707719752008,0.2119791852951291,0.6043410522471238,0.3943335346251203,-0.1802978834235966,0.02016375985016886,0.10550612803882392,0.0730662426958352,0.12459663323131233,0.17467928995076995,3.703463446201858,4.7623102000123145,0.0889787188076014,0.0433194740041468,0.04642905302333418,0.015704944541350414,0.2627966047238745,0.2164342268559556,-0.031011623991919004,-0.1036039245690306,-0.948949934850173,-0.4449189527795487,0.0678851614425259,0.016188772233159003,-0.2084531822958343
case_1,0,interior_train,0.005,4,deterministic_broad_4,False,0,120,0.000779833842940051,0.0002745095342509768,0.3232200290924224,True,True,True,kappa_slow:near_upper_hard_bound;rho_fast:near_lower_hard_bound;slow_feller:near_boundary,True,False,0.5914604553946013,2.4211699579900596,0.7201001270341181,2.999834364572497,0.7727912669621622,0.0627343918595344,0.06087884563410223,-0.0075736580629884595,0.2119791852951291,0.6043176318550382,0.39430999654262217,-0.1802978834235966,0.02048672728727163,0.10567611090045696,0.0730662426958352,0.1245285711988597,0.17444857119669321,3.703463446201858,4.765381097518549,0.08923677742157071,0.0433194740041468,0.046436969643374904,0.01574492747084902,0.2627966047238745,0.2169566907285931,-0.03066214982961966,-0.1036039245690306,-0.9487908843453035,-0.44483524198751206,0.0678851614425259,0.016256834652384075,-0.2081787370570235
case_1,0,interior_train,0.005,5,deterministic_broad_5,True,2,99,0.000782671787076867,0.000278680658603411,0.30956684009964974,True,True,True,kappa_slow:near_upper_hard_bound;sigma_fast:near_lower_hard_bound;slow_feller:near_boundary,True,False,0.6433638560569217,1.9991088329988997,0.7201001270341181,2.998668960586555,0.7723962147635378,0.0627343918595344,0.07142248945813641,0.035461622851436767,0.2119791852951291,0.6540938162043801,0.44433631247160904,-0.1802978834235966,-0.0686256012143528,0.05877488537328621,0.0730662426958352,0.11675521937152653,0.14809822601929265,3.703463446201858,6.900503165527931,0.2686587999433675,0.0433194740041468,0.03791598727092464,-0.027290337036475532,0.2627966047238745,0.00603180325466349,-0.17174903108308426,-0.1036039245690306,0.015877700436457535,0.06288506579236218,0.0678851614425259,0.02403336070918327,-0.17682177715057512
case_1,0,interior_train,0.005,6,deterministic_broad_6,True,1,85,0.0007748117720236581,0.000286089712883621,0.30898113444405356,True,True,True,theta_slow:near_lower_hard_bound;rho_slow:near_lower_hard_bound;fast_feller:near_boundary,True,False,0.0013074608126218373,1.7485262090049218,0.7201001270341181,1.687487705753248,0.3279279927861457,0.0627343918595344,0.005000002985328745,-0.23565056683349248,0.2119791852951291,0.07292077497848089,-0.13975719629813893,-0.1802978834235966,-0.9499993819169861,-0.405106051838626,0.0730662426958352,0.06004763478065439,-0.044130874288748505,3.703463446201858,8.32047154917604,0.387983874199511,0.0433194740041468,0.08762525973279807,0.22376659458914783,0.2627966047238745,1.2075457063098822,0.6319391983852893,-0.1036039245690306,-2.513667553803805e-09,0.05452838002913845,0.0678851614425259,0.08171872709906172,0.055780506679579914
case_1,0,interior_train,0.005,7,deterministic_broad_7,True,1,63,0.0007748117718075315,0.0002860898690028342,0.30898496320755264,True,True,True,theta_slow:near_lower_hard_bound;rho_slow:near_lower_hard_bound;fast_feller:near_boundary,True,False,0.001309569530655147,1.2240213339973707,0.7201001270341181,1.6874948849448717,0.3279304264104249,0.0627343918595344,0.005000002016702449,-0.2356505707870692,0.2119791852951291,0.07292101557417217,-0.13975695449342404,-0.1802978834235966,-0.9499995471114179,-0.4051061387830639,0.0730662426958352,0.060047516992196216,-0.04413127357165757,3.703463446201858,8.320640256164818,0.3879980512573916,0.0433194740041468,0.08762533416536827,0.22376697051121958,0.2627966047238745,1.2075584708832032,0.6319477365614238,-0.1036039245690306,-1.2458429064292696e-09,0.05452838069641458,0.0678851614425259,0.0817188685843487,0.055781077184769316
