tau_days,S,BS,DH,PINN,SH
90.0,103.75,6.158512634160136,6.280055698025219,6.2791436529872895,6.190425647871648
90.0,103.9,6.258462461145459,6.383646419297788,6.382740530879254,6.292001282136021
90.0,104.05,6.35920819274398,6.48796822578901,6.487068864348639,6.394350381401361
90.0,104.19999999999999,6.4607435332824625,6.593013276019049,6.592120794723628,6.497465811644068
90.0,104.35,6.563062078716553,6.698773700168968,6.697888435912808,6.6013403616619755
90.0,104.5,6.666157320774677,6.805241604263812,6.804363878584032,6.7059667476224
90.0,104.65,6.770022651109799,6.912409074256846,6.911539194230826,6.811337617567928
90.0,104.8,6.874651365455418,7.020268180013839,7.019406439126346,6.917445555875946
90.0,104.94999999999999,6.980036667781628,7.128810979197148,7.127957658165969,7.024283087669497
90.0,105.1,7.086171674448273,7.238029521049217,7.2371848885995185,7.131842683176157
90.0,105.25,7.193049418350822,7.347915850074881,7.347080163654163,7.2401167620322155
90.0,105.4,7.300662853056216,7.45846200962285,7.457635516049504,7.349097697529679
90.0,105.55,7.409004856924893,7.569660045366002,7.568842981406278,7.458777820803476
90.0,105.69999999999999,7.518068237215776,7.6815020086809005,7.680694601550265,7.569149424956506
90.0,105.85,7.627845734170914,7.793979959926563,7.793182427712968,7.68020476912034
90.0,106.0,7.738330025076688,7.907085971622987,7.906298523630955,7.791936082449431
90.0,106.15,7.849513728298573,8.020812131530025,8.020034968545396,7.904335568047209
90.0,106.3,7.96138940728634,8.135150545626836,8.134383860103723,8.01739540682174
90.0,106.44999999999999,8.073949574547056,8.250093340993127,8.249337317165075,8.131107761269895
90.0,106.6,8.187186695582835,8.365632668592303,8.364887482511248,8.24546477918788
90.0,106.75,8.301093192790702,8.481760705958028,8.481026525464753,8.360458597307106
90.0,106.9,8.415661449322387,8.598469659784671,8.597746644416004,8.476081344854308
90.0,107.05,8.530883812900875,8.715751768422848,8.715040069260803,8.59232514703407
90.0,107.19999999999999,8.646752599592,8.833599304281199,8.832899063750006,8.709182128433595
90.0,107.35,8.763260097528274,8.952004576135401,8.951315927752928,8.82664441634812
90.0,107.5,8.880398570583061,9.070959931345651,9.070282999435596,8.944704144026433
90.0,107.65,8.998160261993005,9.19045775798397,9.189792657355888,9.063353453836084
90.0,107.8,9.116537397926583,9.310490486872629,9.309837322476389,9.182584500347229
90.0,107.94999999999999,9.235522190996978,9.431050593535003,9.430409460096673,9.302389453335026
90.0,108.1,9.355106843717465,9.552130600060298,9.551501581706333,9.422760500700141
90.0,108.25,9.4752835518978,9.67372307688355,9.673106246759582,9.543689851306878
90.0,108.4,9.596044507979672,9.79582064448243,9.795216064373431,9.665169737739284
90.0,108.55,9.717381904310175,9.918415974992598,9.917823694950028,9.787192418974614
90.0,108.69999999999999,9.83928793635157,10.04150179374248,10.04092185172473,9.909750182974651
90.0,108.85,9.96175480582612,10.165070880709854,10.164503302240906,10.032835349194599
90.0,109.0,10.08477472379514,10.289116071901155,10.288560869752665,10.156440271010107
90.0,109.15,10.208339913670631,10.413630260655738,10.413087434556994,10.280557338062643
90.0,109.3,10.332442614158957,10.538606398876123,10.538075935255888,10.405178978523224
90.0,109.44999999999999,10.457075082135447,10.664037498186188,10.663519369950308,10.530297661275645
90.0,109.6,10.582229595449139,10.789916631018894,10.789410797366555,10.655905898018917
90.0,109.75,10.707898455657064,10.916236931635185,10.915743337916556,10.781996245290168
90.0,109.9,10.83407399068738,11.042991597075902,11.042510174693238,10.90856130640829
90.0,110.05,10.960748557430469,11.170173888047724,11.169704554402097,11.035593733339246
90.0,110.19999999999999,11.087914544258494,11.297777129745814,11.297319788230103,11.163086228483523
90.0,110.35,11.215564373471892,11.425794712613978,11.425349252653477,11.291031546386902
90.0,110.5,11.343690503673269,11.554220093044224,11.553786390185,11.41942249537528
90.0,110.65,11.47228543206837,11.683046794017567,11.682624710062749,11.548251939114332
90.0,110.8,11.601341696693698,11.812268405687586,11.811857788881087,11.677512798095275
90.0,110.94999999999999,11.730851878571261,11.941878585908228,11.941479271165278,11.807198051047516
90.0,111.1,11.860808603789826,12.071871060707602,12.071482869891092,11.937300736279374
90.0,111.25,11.991204545513494,12.20223962470958,12.201862366950598,12.067813952947935
90.0,111.4,12.122032425917011,12.332978141504183,12.332611613565607,12.198730862259131
90.0,111.55,12.253285018048732,12.464080543969052,12.463724530649818,12.330044688599335
90.0,111.69999999999999,12.384955147621268,12.595540834543113,12.595195109121375,12.461748720599678
90.0,111.85,12.517035694729827,12.727353085453874,12.727017410166773,12.593836312133867
90.0,112.0,12.649519595499495,12.859511438900473,12.859185565457848,12.7263008832516
90.0,112.15,12.782399843661066,12.992010107193208,12.991693777322858,12.859135921047956
90.0,112.3,12.915669492056608,13.12484337285152,13.12453631887328,12.992334980470826
90.0,112.44999999999999,13.04932165407518,13.258005588662012,13.257707534087627,13.125891685066984
90.0,112.6,13.183349505019018,13.391491177697128,13.391201837853451,13.259799727668737
90.0,112.75,13.317746283401517,13.525294633297047,13.525013715969227,13.394052871021996
90.0,112.9,13.452505292177161,13.659410519015216,13.659137725107152,13.528644948357568
90.0,113.05,13.587619899904675,13.793833468529364,13.79356849273855,13.663569863906671
90.0,113.19999999999999,13.723083541843913,13.928558185519346,13.928300717022879,13.798821593362128
90.0,113.35,13.858889720987515,14.06357944351283,14.063329166662037,13.934394184286818
90.0,113.5,13.99503200902807,14.198892085700379,14.198648680720941,14.070281756470422
90.0,113.65,14.131504047262153,14.334491024721157,14.334254168416082,14.20647850223593
90.0,113.8,14.268299547431777,14.470371242420372,14.470140608873008,14.342978686697716
90.0,113.94999999999999,14.40541229250444,14.606527789579792,14.606303050854368,14.479776647971788
90.0,114.1,14.542836137392891,14.742955785622394,14.742736612459511,14.616866797340126
90.0,114.25,14.680565009615739,14.879650418292577,14.879436480797073,14.75424361937044
90.0,114.4,14.818592909899692,15.016606943312437,15.01639791163178,14.891901671992384
90.0,114.55,14.956913912724959,15.153820684016265,15.153616229006651,15.029835586531993
90.0,114.69999999999999,15.095522166814703,15.291287030963147,15.29108682484185,15.168040067705322
90.0,114.85,15.234411895569794,15.429001441529605,15.428805158511368,15.306509893572818
90.0,115.0,15.37357739745004,15.566959439482883,15.566766756398595,15.445239915455616
90.0,115.15,15.51301304630309,15.705156614536014,15.704967211432132,15.58422505781537
90.0,115.3,15.652713291642273,15.843588621885617,15.843402182602778,15.72346031809842
90.0,115.44999999999999,15.792672658874517,15.982251181733384,15.982067394462884,15.862940766545938
90.0,115.6,15.932885749479684,16.121140078792124,16.120958636609068,16.00266154597137
90.0,115.75,16.07334724114248,16.2602511617772,16.260071763149288,16.14261787150598
90.0,115.9,16.21405188783812,16.399580342884615,16.39940269215551,16.2828050303142
90.0,116.05,16.354994519873284,16.539123597255955,16.53894740510267,16.423218381279913
90.0,116.19999999999999,16.49617004388354,16.67887696243169,16.67870194629511,16.563853354664587
90.0,116.35,16.6375734427879,16.81883653779292,16.818662422281175,16.704705451738505
90.0,116.5,16.77919977570299,16.958998483993142,16.95882500125716,16.845770244386923
90.0,116.65,16.921044177816654,17.09935902238002,17.09918591246124,16.987043374690963
90.0,116.8,17.063101860223775,17.23991443440838,17.239741445558362,17.128520554485828
90.0,116.94999999999999,17.20536810972404,17.3806610610451,17.380487950016914,17.270197564896332
90.0,117.1,17.34783828858407,17.521595302165984,17.521421834477618,17.412070255851315
90.0,117.25,17.490507834264623,17.662713615946437,17.66253956611622,17.554134545578012
90.0,117.4,17.633372259114235,17.80401251824528,17.80383766999962,17.69638642007723
90.0,117.55,17.77642715003043,17.945488581983263,17.94531272843709,17.838821932580377
90.0,117.69999999999999,17.919668168089952,18.08713843651638,18.08696138032674,17.981437202989703
90.0,117.85,18.063091048148944,18.22895876700492,18.228780320497954,18.124228417301868
90.0,118.0,18.206691598414288,18.370946313778145,18.370766299050576,18.267191827016752
90.0,118.15,18.35046569998784,18.51309787169614,18.5129161206912,18.410323748531887
90.0,118.3,18.49440930638378,18.65541028950833,18.65522664406748,18.5536205625234
90.0,118.44999999999999,18.638518443021134,18.797880469209904,18.797694781100578,18.697078713314667
90.0,118.6,18.782789206692023,18.940505365396174,18.940317496316684,18.84069470823313
90.0,118.75,18.927217765007075,19.08328198461544,19.083091806177602,18.984465116956574
90.0,118.9,19.071800355818844,19.226207384720983,19.22601477841167,19.128386570848967
90.0,119.05,19.216533286624852,19.369278674222368,19.36908353134439,19.27245576228767
90.0,119.19999999999999,19.361412933950643,19.51249301163658,19.512295233230347,19.41666944398191
90.0,119.35,19.50643574271427,19.655847604839217,19.65564710158578,19.5610244282834
90.0,119.5,19.651598225573387,19.79933971041647,19.799136402522983,19.705517586490366
90.0,119.65,19.79689696225571,19.942966633017868,19.94276045008642,19.85014584814508
90.0,119.8,19.942328598873974,20.086725724710327,20.086516605591115,19.99490620032583
90.0,119.94999999999999,20.08788984722623,20.2306143843337,20.230402276963684,20.13979568693403
90.0,120.1,20.233577484082787,20.37463005685834,20.374414918086025,20.284811407977042
90.0,120.25,20.379388350460147,20.518770232744668,20.518552028142267,20.429950518847143
90.0,120.4,20.52531935088356,20.663032447305454,20.66281115096926,20.575210229597705
90.0,120.55,20.67136745263851,20.807414280070518,20.80718987441049,20.720587804216628
90.0,120.69999999999999,20.81752968501234,20.951913354154673,20.95168582967409,20.86608055989795
90.0,120.85,20.963803138526934,21.096527335628846,21.096296690695006,21.01168586631204
90.0,121.0,21.1101849641626,21.24125393289437,21.2410201735014,21.157401144874743
90.0,121.15,21.256672372575224,21.38609089606144,21.38585403558572,21.30322386801636
90.0,121.3,21.40326263330618,21.53103601633101,21.530796075280392,21.44915155845046
90.0,121.44999999999999,21.54995307398664,21.676087125380924,21.67584413113857,21.59518178844338
90.0,121.6,21.696741079536753,21.821242094756492,21.820996081319883,21.741312179084744
90.0,121.75,21.84362409136016,21.966498835265085,21.96624984298128,21.887540399559096
90.0,121.9,21.99059960653506,22.111855296375605,22.1116033716734,22.033864166419644
90.0,122.05,22.137665177002095,22.257309465622626,22.257054660742337,22.180281242863945
90.0,122.19999999999999,22.284818408750038,22.40285936801553,22.40260174073703,22.326789438012472
90.0,122.35,22.43205696099937,22.548503065452323,22.548242678822202,22.47338660618961
90.0,122.5,22.579378545385328,22.694238656139063,22.693975578197293,22.62007064620831
90.0,122.65,22.726780925139803,22.840064274014097,22.839798577521154,22.76683950065817
90.0,122.8,22.874261914273777,22.985978088177962,22.985709850342644,22.913691155197263
90.0,122.94999999999999,23.021819376760263,23.13197830232867,23.13170760453735,23.06062363784843
90.0,123.1,23.16945122571822,23.278063154202528,23.277790081750375,23.207635018299708
90.0,123.25,23.317155422598304,23.424230915020466,23.42395555684509,23.354723407209555
90.0,123.4,23.464929976370755,23.57047988894043,23.57020233735836,23.50188695551722
90.0,123.55,23.61277294271586,23.716808412515096,23.716528762961694,23.649123853757956
90.0,123.69999999999999,23.760682423217663,23.86321485415593,23.86293320492889,23.796432331383986
90.0,123.85,23.90865656456108,24.009697613602793,24.00941406560982,23.943810656090886
90.0,124.0,24.05669355773285,24.156255121399575,24.155969777910553,24.091257133149742
90.0,124.15,24.20479163722712,24.302885838375882,24.30259880477986,24.23877010474551
90.0,124.3,24.35294908025551,24.44958825513479,24.449299638701874,24.386347949321316
90.0,124.44999999999999,24.501164205962407,24.596360891546595,24.596070801195445,24.53398908092924
90.0,124.6,24.64943537464564,24.743202296248718,24.7429108423194,24.68169194858765
90.0,124.75,24.79776098698287,24.89011104615171,24.889818340184473,24.829455035644756
90.0,124.9,24.94613948326415,25.03708574595135,25.03679190047147,24.97727685914947
90.0,125.05,25.094569342630777,25.18412502764695,25.183830155955683,25.125155969228636
90.0,125.19999999999999,25.24304908232082,25.331227550065858,25.33093176603782,25.273090948471644
90.0,125.35,25.39157725692154,25.47839199839406,25.478095416280958,25.421080411321768
90.0,125.5,25.54015245762894,25.62561708371301,25.625319817953994,25.56912300347488
90.0,125.65,25.68877331151466,25.77290154254248,25.772603707581283,25.71721740128526
90.0,125.8,25.837438480800618,25.920244136389684,25.919945846498408,25.865362311178856
90.0,125.94999999999999,25.98614666214133,26.067643651304714,26.067345020414383,26.01355646907386
90.0,126.1,26.134896585914188,26.21509889744173,26.214800038979764,26.16179863980878
90.0,126.25,26.283687015517934,26.36260870862656,26.362309735361055,26.31008761657772
90.0,126.4,26.43251674667948,26.510171941930206,26.50987296582112,26.458422220373627
90.0,126.55,26.581384606769195,26.657787477248615,26.657488609305755,26.606801299438693
90.0,126.69999999999999,26.730289454124723,26.805454216888318,26.805155567036174,26.755223728722623
90.0,126.85,26.87923017738356,26.95317108515825,26.95287276210764,26.90368840934827
90.0,127.0,27.028205694824578,27.10093702796732,27.10063913909373,27.052194268085138
90.0,127.15,27.177214953718174,27.248751012428123,27.248453663656857,27.200740256830205
90.0,127.3,27.326256929685822,27.396612026466634,27.39631532216432,27.34932535209673
90.0,127.44999999999999,27.475330626068473,27.544519078437535,27.544223121310395,27.497948554510423
90.0,127.6,27.624435073304166,27.692471196745483,27.69217608774402,27.646608888313352
90.0,127.75,27.77356932831495,27.840467429472355,27.84017326770217,27.79530540087525
90.0,127.9,27.92273247390292,27.98850684400996,27.98821372664902,27.944037162212844
90.0,128.05,28.07192361815566,28.136588526698617,28.13629654892051,28.092803264516288
90.0,128.2,28.22114189386107,28.284711582471363,28.284420837374622,28.241602821683337
90.0,128.35,28.370386457931563,28.432875134503977,28.432585713047114,28.390434968861204
90.0,128.5,28.519656490837352,28.581078323870038,28.58079031481245,28.539298861995473
90.0,128.65,28.668951196049427,28.729320309202045,28.729033799050498,28.68819367738674
90.0,128.8,28.818269799491834,28.87760026635784,28.877315339318212,28.83711861125461
90.0,128.95,28.967611549003216,29.02591738809219,29.025634126026706,28.986072879309038
90.0,129.1,29.11697571380784,29.174270883734202,29.173989366123745,29.13505571632888
90.0,129.25,29.266361583995693,29.322659978869492,29.32238028278087,29.28406637574774
90.0,129.4,29.41576847001223,29.471083915028167,29.4708061150861,29.43310412924706
90.0,129.55,29.565195702156952,29.6195419493774,29.619266117741443,29.582168266356238
90.0,129.7,29.714642630091603,29.76803335441974,29.76775956076543,29.731258094059896
90.0,129.85,29.864108622357325,29.91655741769613,29.916285729200634,29.88037293641228
90.0,130.0,30.01359306590068,30.065113441493864,30.06484392282582,30.02951213415816
180.0,70.0,0.023335195103368414,0.007939884959559116,0.008009092473020615,0.014128715009610309
180.0,70.15,0.024474488378759433,0.008447028194117401,0.00852073731647089,0.014905262998112618
180.0,70.3,0.02566185088905418,0.008982772424662179,0.009061136838822747,0.01571934341428794
180.0,70.45,0.026898949058728933,0.009548486468703276,0.009631657186864026,0.01657248407814543
180.0,70.6,0.028187491790179098,0.010145590486873803,0.010233715290212704,0.01746626067737797
180.0,70.75,0.02952923098276236,0.010775557177420278,0.010868780045944059,0.01840229762858363
180.0,70.9,0.03092596203930781,0.011439912964589044,0.011538373499047162,0.019382268928135153
180.0,71.05,0.03237952435942776,0.01214023917887074,0.012244072017052339,0.020407898991389926
180.0,71.2,0.03389180181897817,0.0128781732277645,0.012987507457142108,0.021480963478934297
180.0,71.35,0.03546472323499199,0.01365540975476047,0.013770368323998963,0.02260329010899116
180.0,71.5,0.0371002628154423,0.014473701784972605,0.014594400916604756,0.02377675945430802
180.0,71.65,0.03880044059317277,0.015334861855572887,0.015461410462190139,0.0250033057226267
180.0,71.8,0.04056732284334446,0.016240763128966183,0.016373262235460206,0.026284917519455147
180.0,71.95,0.04240302248376453,0.017193340486821466,0.01733188266123207,0.02762363859163631
180.0,72.1,0.04430969945744326,0.018194591603137147,0.018339260398555785,0.029021568550825393
180.0,72.25,0.046289561096763646,0.019246577994247383,0.019397447404389437,0.030480863575346066
180.0,72.4,0.048344862468632295,0.02035142604386091,0.020508559974864376,0.03200373708937307
180.0,72.55,0.05047790669999087,0.021511328001175684,0.021674779762164604,0.03359246041798272
180.0,72.7,0.05269104528310017,0.022728542950040558,0.022898354765024494,0.035249363417015775
180.0,72.85,0.054986678359983075,0.02400539774719972,0.02418160029084141,0.03697683507646384
180.0,73.0,0.05736725498545392,0.025344287927794293,0.025526899887393616,0.03877732409608144
180.0,73.15,0.059835273368156236,0.02674767857580579,0.02693670624215137,0.04065333943213816
180.0,73.3,0.06239328108905884,0.028218105157949078,0.028413542047165015,0.0426074508139213
180.0,73.45,0.06504387529684484,0.02975817431870707,0.029960000827523647,0.04464228922907374
180.0,73.6,0.06778970287968861,0.03137056463479788,0.031578747731397704,0.046760547376310926
180.0,73.75,0.07063346061287606,0.033058027327151795,0.033272520279667865,0.04896498008460326
180.0,73.9,0.07357789528179184,0.034823386928407404,0.03504412907318795,0.051258404697550934
180.0,74.05,0.07662580377976769,0.03666954190443872,0.036896458455739925,0.053643701421929015
180.0,74.2,0.07978003318034287,0.03859946522771396,0.03883246713077097,0.056123813639315026
180.0,74.35,0.08304348078346958,0.04061620490102353,0.04085518873001926,0.058701748179715164
180.0,74.5,0.08641909413524448,0.04272288442985871,0.04296773233220877,0.061380575556253175
180.0,74.65,0.08990987102075418,0.04492270324161991,0.04517328292999185,0.0641634301598543
180.0,74.8,0.09351885942962587,0.04721893705028813,0.04747510184339338,0.06705351041308942
180.0,74.95,0.09724915749393827,0.0496149381649049,0.04987652707804848,0.07005407888209288
180.0,75.1,0.1011039133981193,0.05211413574032795,0.05238097362658314,0.07316846234595105
180.0,75.25,0.10508632526050313,0.05472003596908569,0.054991933711546516,0.07640005182239233
180.0,75.4,0.10919964098625355,0.05743622221266403,0.05771297696836572,0.07975230254936903
180.0,75.55,0.1134471580913579,0.060266355071304054,0.060547750566864074,0.0832287339214776
180.0,75.7,0.11783222349743137,0.06321417239077771,0.06349997926994294,0.08683292938060054
180.0,75.85,0.12235823329707582,0.06628348920541038,0.066573465428131,0.09056853626032484
180.0,76.0,0.1270286324896347,0.06947819761590779,0.06977208890874181,0.09443926558320644
180.0,76.15,0.13184691468707727,0.07280226660136258,0.07309980695849914,0.09844889181056957
180.0,76.3,0.13681662178989631,0.0762597417644463,0.07656065399856604,0.10260125254425753
180.0,76.45,0.14194134363287825,0.07985474500897122,0.08015874135098004,0.1069002481798878
180.0,76.6,0.14722471760060593,0.08359147414927448,0.08389825689562262,0.11134984151120447
180.0,76.75,0.15267042821262658,0.0874742024506377,0.08778346465693355,0.11595405728527763
180.0,76.9,0.15828220667819357,0.09150727810056845,0.09181870431965114,0.1207169817081397
180.0,77.05,0.164063830420599,0.09569512361008174,0.09600839067300457,0.12564276190067258
180.0,77.2,0.17001912257101798,0.10004223514517008,0.10035701298286397,0.1307356053047352
180.0,77.35,0.17615195143191892,0.10455318178793056,0.10486913429143939,0.13599977903911034
180.0,77.5,0.18246622991009537,0.10923260472737407,0.10954939064427328,0.14143960920555532
180.0,77.65,0.18896591491932918,0.11408521637989753,0.11440249024431605,0.14705948014471074
180.0,77.8,0.19565500675285302,0.11911579943951024,0.11943321253304416,0.15286383364206352
180.0,77.95,0.20253754842567906,0.12432920585812093,0.12464640719864784,0.1588571680841099
180.0,78.1,0.20961762498697015,0.12973035575591374,0.13004699311143508,0.16504403756477395
180.0,78.25,0.21689936280260952,0.1353242362626148,0.13563995718672978,0.1714290509425103
180.0,78.4,0.22438692880819397,0.14111590028978807,0.14143035317561084,0.17801687084827184
180.0,78.55,0.23208452973264995,0.14711046523503252,0.14742330038400553,0.18481221264470105
180.0,78.7,0.23999641129277385,0.1533131116186669,0.15362398232070443,0.19181984333716567
180.0,78.85,0.2481268573588765,0.1597290816536469,0.1600376452750161,0.1990445804368011
180.0,79.0,0.2564801890920182,0.16636367774988173,0.16666959682486884,0.20649129077646022
180.0,79.15,0.2650607640529268,0.17322226095354737,0.17352520427628967,0.21416488927993121
180.0,79.3,0.273872975283193,0.18031024932295375,0.1806098930352773,0.22207033768511555
180.0,79.45,0.2829212503589595,0.1876331162417107,0.18792914491322504,0.23021264322207452
180.0,79.6,0.29221005041756676,0.19519638867088765,0.19548849636710464,0.23859685724644386
180.0,79.75,0.301743869157643,0.2030056453411315,0.2032935366757985,0.24722807382930623
180.0,79.9,0.31152723181297287,0.2110665148865642,0.21134990605396303,0.2561114283041816
180.0,80.05,0.32156469410075117,0.2193846739217833,0.21966329370504303,0.2652520957722611
180.0,80.2,0.33186084114462133,0.22796584506355336,0.22823943581499123,0.27465528956675755
180.0,80.35,0.3424202863731126,0.23681579489912497,0.23708411348850011,0.28432625967748415
180.0,80.5,0.3532476703939511,0.24594033190269507,0.246203150629546,0.2942702911366612
180.0,80.65,0.3643476598448411,0.25534530430197583,0.25560241176810977,0.30449270236718895
180.0,80.8,0.37572494622136415,0.2650365978968475,0.26528779983514444,0.31499884349453355
180.0,80.95,0.38738424468247634,0.2750201338318858,0.27526525388784157,0.3257940946233774
180.0,81.1,0.39933029283437915,0.28530186632503063,0.28554074678731195,0.3368838640804766
180.0,81.25,0.4115678494933171,0.2958877803543614,0.29612028283097264,0.3482735866247431
180.0,81.4,0.4241016934280296,0.30678388930512096,0.3070098953418993,0.3599687216263432
180.0,81.55,0.4369366220824661,0.3179962325793117,0.3182156442175458,0.3719747512156763
180.0,81.7,0.4500774502796423,0.32953087316999613,0.3297436134402122,0.38429717840407773
180.0,81.85,0.463529008907108,0.3413938952026746,0.34159990855181893,0.39694152517748127
180.0,82.0,0.4772961435849738,0.35359140144605605,0.35379065409547467,0.40991333056456347
180.0,82.15,0.49138371331719927,0.3661295107945853,0.36632199102644075,0.42321814868096486
180.0,82.3,0.5057965891268164,0.3790143557251717,0.3792000740951682,0.4368615467509306
180.0,82.45,0.5205396526760451,0.39225207973046006,0.392431069205057,0.45084910310820786
180.0,82.6,0.5356177948718654,0.4058488347312081,0.4060211507476534,0.4651864051775664
180.0,82.75,0.55103591445816,0.4198107784701953,0.419976498918044,0.47987904743861143
180.0,82.9,0.5667989165948591,0.43414407189015286,0.43430329701323256,0.4949326293735687
180.0,83.05,0.5829117114253858,0.44885487649813993,0.4490077287162726,0.5103527534006163
180.0,83.2,0.5993792126327682,0.46394935171910756,0.46409597536898395,0.526145022794435
180.0,83.35,0.616206335985638,0.4794336522408609,0.4795742132360885,0.5423150395956544
180.0,83.5,0.6333979978746682,0.4953139253531137,0.4954486107635749,0.5588684025108683
180.0,83.65,0.6509591138407415,0.5115963082831835,0.5117253258341461,0.5758107048048899
180.0,83.8,0.6688945970951581,0.5282869255306252,0.528410503022573,0.5931475321868968
180.0,83.95,0.6872093570332884,0.5453918862034965,0.5455102708537842,0.6108844606922513
180.0,84.1,0.7059082977421445,0.5629172813585623,0.5630307390664661,0.6290270545616361
180.0,84.25,0.7249963165031258,0.5808691813480606,0.5809779958850645,0.6475808641190346
180.0,84.4,0.7444783022905286,0.5992536331752576,0.5993581053027773,0.6665514236505892
180.0,84.55,0.7643591342668268,0.6180766578613576,0.6181771043784771,0.6859442492856513
180.0,84.7,0.784643680275646,0.6373442478260735,0.6374410005501402,0.7057648368819548
180.0,84.85,0.805336795333386,0.657062364284148,0.6571557689674407,0.7260186599163094
180.0,85.0,0.8264433201201835,0.6772369346602852,0.6773273498462296,0.7467111673828106
180.0,85.15,0.8479680794713041,0.6978738500244768,0.6979616458473802,0.7678477816998276
180.0,85.3,0.8699158808697923,0.7189789625503326,0.7190645194825631,0.7894338966275938
180.0,85.45,0.8922915129412728,0.7405580829982059,0.7406417905494017,0.8114748751980114
180.0,85.6,0.9150997439517834,0.7626169782254709,0.7626992335984246,0.8339760476580896
180.0,85.75,0.938345320309554,0.7851613687259582,0.7852425754341119,0.856942709428748
180.0,85.9,0.9620329650715087,0.8081969262007209,0.8082774926523699,0.880380119080376
180.0,86.05,0.9861673764556443,0.8317292711616913,0.8318096092165356,0.9042934963266951
180.0,86.2,1.010753226359767,0.8557639705707422,0.8558444940741179,0.9286880200384824
180.0,86.35,1.0357951588877103,0.8803065355154504,0.8803876588162499,0.9535688262784336
180.0,86.5,1.0612977888839275,0.9053624189237824,0.9054445553817931,0.9789410063587599
180.0,86.65,1.0872657004770696,0.9309370133191036,0.9310205738080335,1.0048096049228274
180.0,86.8,1.1137034456335244,0.9570356486174569,0.9571210400296292,1.031179618052115
180.0,86.95,1.1406155427218947,0.9836635899685495,0.9837512137275878,1.0580559914000074
180.0,87.1,1.1680064750889276,1.0108260356420165,1.0109162862298113,1.0854436183534735
180.0,87.25,1.1958806896479026,1.0385281149604702,1.0386213784646978,1.1133473382240633
180.0,87.4,1.2242425954802172,1.0667748862807056,1.0668715389692107,1.1417719344693886
180.0,87.55,1.2530965624510302,1.0955713350244445,1.0956717419526474,1.1707221329461337
180.0,87.7,1.2824469198396047,1.1249223717598271,1.1250268854174503,1.2002026001959747
180.0,87.85,1.3122979549851188,1.1548328303348034,1.1549417893379195,1.2302179417651833
180.0,88.0,1.3426539119488639,1.185307466063701,1.1854211938980201,1.2607727005592972
180.0,88.15,1.373518990193314,1.2163509539678645,1.216469757789039,1.291871355233586
180.0,88.3,1.4048973432789558,1.247967887071421,1.2480920565679705,1.3235183186205053
180.0,88.45,1.436793077579523,1.280162774753051,1.2802925810772163,1.3557179361948484
180.0,88.6,1.4692102510162155,1.3129400411546193,1.3130757359262488,1.3884744845775987
180.0,88.75,1.5021528718118506,1.3463040236474195,1.346445838035698,1.4217921700793843
180.0,88.9,1.5356248972651332,1.3802589713566678,1.3804071152442212,1.4556751272841348
180.0,89.05,1.5696302325462086,1.4148090437450114,1.4149637049784862,1.4901274176738115
180.0,89.2,1.6041727295137178,1.4499583092554187,1.4501196529864047,1.5251530282949188
180.0,89.35,1.6392561855540269,1.485710744014068,1.4858789121337477,1.5607558704673579
180.0,89.5,1.674884342443398,1.5220702305935834,1.5222453412641554,1.596939778536371
180.0,89.65,1.711060885233396,1.5590405568369254,1.559222704122376,1.633708508667935
180.0,89.8,1.7477894411602537,1.5966254147423429,1.5968146683406792,1.6710657376884033
180.0,89.95,1.7850735785786345,1.63482839940943,1.6350248044881193,1.7090150619685156
180.0,90.1,1.8229168059202527,1.6736530080464624,1.6738565851823082,1.7475599963525745
180.0,90.25,1.8613225706779932,1.7131026390392934,1.713313384263346,1.7867039731328567
180.0,90.4,1.9002942584157427,1.753180591081394,1.7533984760293246,1.826450341069784
180.0,90.55,1.93983519180459,1.7938900623655187,1.794115034532963,1.8668023644580454
180.0,90.7,1.9799486296857176,1.8352341498363944,1.835466132938701,1.907763222239055
180.0,90.85,2.0206377661603114,1.8772158485046018,1.8774547429395438,1.9493360071596793
180.0,91.0,2.061905729707085,1.9198380508212773,1.92008373423298,1.9915237249777742
180.0,91.15,2.103755582327389,1.963103546113272,1.9633558740551171,2.0343292937141975
180.0,91.3,2.146190318718742,2.007015020078695,2.0072738267722365,2.077755542951892
180.0,91.45,2.1892128654766565,2.0515750543421207,2.0518401535288904,2.1218052131814895
180.0,91.6,2.2328260803252418,2.096786126069223,2.0970573119515294,2.1664809551940167
180.0,91.75,2.277032751376837,2.142650607640302,2.142927655906829,2.211785329520114
180.0,91.9,2.3218355964209594,2.18917076638213,2.189453435313595,2.257720805916152
180.0,92.05,2.367237262242698,2.23634876435748,2.236636796007277,2.304289762896697
180.0,92.2,2.4132403239707685,2.2841866582118144,2.2844797796561096,2.351494487313511
180.0,92.35,2.45984728445562,2.332686399076372,2.3329843237276466,2.3993371739806784
180.0,92.5,2.507060573677355,2.3818498325269544,2.382152261504816,2.4478199253456348
180.0,92.65,2.5548825481839663,2.431678698597576,2.431985322150243,2.496944751205883
180.0,92.8,2.603315490559925,2.4821746318483795,2.4824851308178797,2.5467135684711346
180.0,92.95,2.6523616089250757,2.533339161486735,2.533653208810738,2.5971282009703773
180.0,93.1,2.7020230364640563,2.5851737115407865,2.585490973783708,2.648190379303572
180.0,93.25,2.752301830986247,2.6376796010845496,2.637999739990396,2.699901740737667
