S,tau_days,C_BS,C_SH,C_DH,C_PINN,SH_minus_DH,BS_minus_DH,PINN_minus_DH,advantage
130.0,7.0,29.999999999999993,29.999999999996255,29.99999999999685,30.00000000001446,-5.933031843596837e-13,3.1441516057384433e-12,1.7610801705814083e-11,-1.70174985214544e-11
70.0,7.487686885170823,1.977033591189611e-37,-3.2640556923979602e-12,-3.297917494649028e-12,6.39587902351884e-14,3.386180225106768e-14,3.297917494649028e-12,3.3618762848842163e-12,-3.3280144826331486e-12
70.8695652173913,7.487686885170823,4.717686577549694e-35,-3.239630785856209e-12,-3.27525446377679e-12,6.630445826655278e-14,3.562367792058118e-14,3.27525446377679e-12,3.3415589220433426e-12,-3.3059352441227614e-12
71.73913043478261,7.487686885170823,8.757647458220135e-33,-3.21409565628983e-12,-3.2387136450967348e-12,7.038482527978808e-14,2.4617988806904978e-14,3.2387136450967348e-12,3.309098470376523e-12,-3.284480481569618e-12
72.6086956521739,7.487686885170823,1.2754016934105293e-30,-3.1785685195018248e-12,-3.2032830494413063e-12,7.597971283952346e-14,2.4714529939481552e-14,3.2032830494413063e-12,3.2792627622808297e-12,-3.254548232341348e-12
73.47826086956522,7.487686885170823,1.4689835361026225e-28,-3.1353180921077298e-12,-3.151633543513091e-12,8.297227951720017e-14,1.6315451405361154e-14,3.151633543513091e-12,3.2346058230302912e-12,-3.21829037162493e-12
74.34782608695652,7.487686885170823,1.3485477699616885e-26,-3.07823814747211e-12,-3.094746681142623e-12,9.145450929445904e-14,1.6508533670513092e-14,3.0947466811426364e-12,3.1862011904370823e-12,-3.169692656766569e-12
75.21739130434783,7.487686885170823,9.941044353911021e-25,-3.0194445977332676e-12,-3.040321617652849e-12,1.0190920210997552e-13,2.087701991958159e-14,3.040321617653843e-12,3.142230819762825e-12,-3.1213537998432432e-12
76.08695652173913,7.487686885170823,5.926878713321036e-23,-2.9348504303134565e-12,-2.954641362491557e-12,1.154625991842516e-13,1.9790932178100476e-14,2.9546413625508256e-12,3.0701039616758085e-12,-3.050313029497708e-12
76.95652173913044,7.487686885170823,2.8776831389023934e-21,-2.8554936193359022e-12,-2.8670302846787474e-12,1.3421106233124892e-13,1.1536665342845142e-14,2.8670302875564304e-12,3.0012413470099964e-12,-2.9897046816671512e-12
77.82608695652173,7.487686885170823,1.1454251376472127e-19,-2.763296837725727e-12,-2.780577700456849e-12,1.6168351329819484e-13,1.7280862731122054e-14,2.7805778149993628e-12,2.9422612137550437e-12,-2.9249803510239217e-12
78.69565217391305,7.487686885170823,3.7616391062255e-18,-2.689201518473571e-12,-2.6868362607254554e-12,2.03614025794469e-13,-2.365257748115781e-15,2.6868400223645617e-12,2.8904502865199245e-12,-2.8880850287718087e-12
79.56521739130434,7.487686885170823,1.0255491354526877e-16,-2.602459310853943e-12,-2.5890883639921527e-12,2.693852138971114e-13,-1.3370946861790368e-14,2.589190918905698e-12,2.858473577889264e-12,-2.8451026310274736e-12
80.43478260869566,7.487686885170823,2.3350469323303966e-15,-2.5008980393838845e-12,-2.4987258639009235e-12,3.749338373387016e-13,-2.172175482961016e-15,2.501060910833254e-12,2.873659701239625e-12,-2.871487525756664e-12
81.30434782608695,7.487686885170823,4.465809086165977e-14,-2.398298950738635e-12,-2.3907204718314116e-12,5.492101345819434e-13,-7.57847890722335e-15,2.435378562693071e-12,2.939930606413355e-12,-2.9323521275061316e-12
82.17391304347827,7.487686885170823,7.214338087808866e-13,-2.3022646591085593e-12,-2.292948439814966e-12,8.502144713787532e-13,-9.316219293593213e-15,3.014382248595853e-12,3.1431629111937192e-12,-3.133846691900126e-12
83.04347826086956,7.487686885170823,9.897782039838909e-12,-2.0773720907725354e-12,-2.17953674432119e-12,1.4075268739209162e-12,1.0216465354865481e-13,1.2077318784160099e-11,3.5870636182421064e-12,-3.4848989646934516e-12
83.91304347826087,7.487686885170823,1.1593393571496679e-10,3.5558512656092457e-13,-2.0759722443501797e-12,2.529381386593406e-12,2.4315573709111044e-12,1.1800990795931697e-10,4.6053536309435856e-12,-2.1737962600324812e-12
