S,tau_days,C_BS,C_SH,C_DH,C_PINN,payoff,BS_minus_DH,SH_minus_DH,PINN_minus_DH
77.2,90.0,0.01177844847842675,0.006480018721449732,0.0019741214242712806,0.001997219689981806,0.0,0.00980432705415547,0.004505897297178452,2.309826571052524e-05
77.3,90.0,0.012291230912549538,0.0068026192703214425,0.0021034570380849722,0.002128087782684863,0.0,0.010187773874464566,0.00469916223223647,2.4630744599890737e-05
77.4,90.0,0.01282373477015738,0.007139595212516552,0.0022404489278808,0.0022666915454866337,0.0,0.01058328584227658,0.0048991462846357525,2.6242617605833768e-05
77.5,90.0,0.013376604907823409,0.0074915011418844185,0.00238549542568301,0.002413431965015984,0.0,0.0109911094821404,0.005106005716201408,2.7936539332973787e-05
77.6,90.0,0.013950502789907945,0.00785890903611072,0.002539012196913984,0.0025687273575821,0.0,0.011411490592993961,0.005319896839196736,2.9715160668116e-05
77.7,90.0,0.014546106758428773,0.008242408632225572,0.0027014328044211427,0.0027330139260113313,0.0,0.01184467395400763,0.005540975827804429,3.158112159018858e-05
77.8,90.0,0.015164112302248355,0.008642607803464538,0.002873209280664607,0.0029067463247429044,0.0,0.012290903021583748,0.005769398522799931,3.3537044078297586e-05
77.9,90.0,0.01580523232538701,0.0090601329374714,0.0030548127083152906,0.0030903982328491534,0.0,0.01275041961707172,0.006005320229156109,3.558552453386283e-05
78.0,90.0,0.01647019741428611,0.009495629315680534,0.003246733808787158,0.0032844629346092786,0.0,0.013223463605498954,0.006248895506893376,3.772912582212075e-05
78.1,90.0,0.01715975610381613,0.00994976149326551,0.0034494835381915757,0.0034894539072489496,0.0,0.013710272565624555,0.006500277955073934,3.997036905737392e-05
78.2,90.0,0.0178746751418502,0.010423213679674598,0.003663593690233865,0.003705905415429844,0.0,0.014211081451616337,0.006759619989440734,4.231172519597896e-05
78.3,90.0,0.01861573975219643,0.01091669011935679,0.0038896175059292696,0.00393437311205087,0.0,0.01472612224626716,0.00702707261342752,4.475560612160045e-05
78.4,90.0,0.01938375389569594,0.011430915472305774,0.0041281302892053695,0.00417543464489447,0.0,0.015255623606490572,0.007302785183100405,4.730435568910032e-05
78.5,90.0,0.020179540529278887,0.011966635194273847,0.004379730028198583,0.004429690268629071,0.0,0.015799810501080303,0.0075869051660752635,4.9960240430487954e-05
78.6,90.0,0.02100394186277655,0.012524615916124531,0.004645038021637353,0.004697763461655909,0.0,0.016358903841139198,0.007879577894487177,5.272544001855544e-05
78.7,90.0,0.021857819613282065,0.01310564582229535,0.004924699509593225,0.004980301547257413,0.0,0.016933120103688838,0.008180946312702126,5.560203766418869e-05
78.8,90.0,0.022742055256848116,0.013710535027722516,0.005219384308393858,0.005277976318487595,0.0,0.017522670948454257,0.008491150719328659,5.859201009373715e-05
78.9,90.0,0.023657550277305515,0.01434011595307488,0.005529787448447647,0.005591484666218676,0.0,0.01812776282885787,0.008810328504627233,6.169721777102895e-05
79.0,90.0,0.024605226411998485,0.014995243697980179,0.0058566298151719026,0.005921549209726273,0.0,0.01874859659682658,0.009138613882808276,6.491939455437017e-05
79.1,90.0,0.025586025894208008,0.01567679641176346,0.006200658791471975,0.006268918929189411,0.0,0.019385367102736032,0.009476137620291484,6.826013771743609e-05
79.2,90.0,0.02660091169205333,0.01638567566146804,0.006562648901861677,0.006634369799439922,0.0,0.020038262790191653,0.009823026759606363,7.172089757824431e-05
79.3,90.0,0.027650867743646536,0.01712280679659694,0.006943402456948746,0.007018705424286864,0.0,0.020707465286697792,0.010179404339648193,7.530296733811864e-05
79.4,90.0,0.028736899188279545,0.017889139310594295,0.007343750197911049,0.007422757670712071,0.0,0.021393148990368496,0.010545389112683247,7.900747280102215e-05
79.5,90.0,0.029860032593429443,0.018685647198163846,0.007764551939957082,0.007847387302218591,0.0,0.02209548065347236,0.010921095258206764,8.283536226150884e-05
79.6,90.0,0.031021316177335025,0.019513329308566554,0.008206697214144694,0.008293484610584207,0.0,0.02281461896319033,0.01130663209442186,8.678739643951279e-05
79.7,90.0,0.03222182002695514,0.020373209694097425,0.00867110590675604,0.00876197004526201,0.0,0.023550714120199098,0.011702103787341385,9.086413850597011e-05
79.8,90.0,0.03346263631104246,0.021266337953672835,0.009158728895198873,0.00925379483964618,0.0,0.02430390741584359,0.012107609058473962,9.50659444473069e-05
79.9,90.0,0.03474487948814398,0.022193789570877708,0.009670548679957003,0.009769941633402186,0.0,0.02507433080818698,0.012523240890920705,9.939295344518241e-05
80.0,90.0,0.036069686509274945,0.02315666624628454,0.010207580011369899,0.010311425090044308,0.0,0.025862106497905046,0.012949086234914642,0.00010384507867440898
80.1,90.0,0.03743821701505037,0.02415609622352328,0.010770870510617755,0.01087929250893527,0.0,0.026667346504432612,0.013385225712905527,0.00010842199831751463
80.2,90.0,0.03885165352705153,0.025193234608780334,0.011361501283876791,0.011474624430850244,0.0,0.027490152243174734,0.013831733324903542,0.0001131231469734522
80.3,90.0,0.04031120163318633,0.026269263683168145,0.011980587528835799,0.012098535236249432,0.0,0.02833061410435053,0.014288676154332346,0.00011794770741363307
80.4,90.0,0.04181809016684138,0.02738539320786129,0.012629279132582223,0.012752173735390906,0.0,0.02918881103425916,0.014756114075279068,0.0001228946028086833
80.5,90.0,0.043373571379566024,0.028542860721250556,0.013308761259970742,0.013436723749387203,0.0,0.030064810119595282,0.015234099461279814,0.00012796248941646104
80.6,90.0,0.04497892110710388,0.02974293182793222,0.014020254931573588,0.014153404681315625,0.0,0.03095866617553029,0.01572267689635863,0.00013314974974203662
80.7,90.0,0.046635438928514156,0.030986900479113594,0.014765017590176746,0.0149034720764826,0.0,0.03187042133833741,0.016221882888936848,0.00013845448630585462
80.8,90.0,0.04834444831817652,0.03227608924389645,0.01554434365495418,0.015688218170918165,0.0,0.032800104663222335,0.016731745588942273,0.0001438745159639855
80.9,90.0,0.050107296790465744,0.03361184957114194,0.0163595650622427,0.01650897242719534,0.0,0.03374773172822304,0.01725228450889924,0.00014940736495263826
81.0,90.0,0.05192535603685709,0.03499556204155836,0.01721205179218674,0.01736710205664199,0.0,0.034713304244670354,0.017783510249371623,0.0001550502644552497
81.1,90.0,0.053800022055264005,0.0364286366094158,0.0181032123800081,0.018264012527024292,0.0,0.0356968096752559,0.018325424229407705,0.0001608001470161935
81.2,90.0,0.055732715271380795,0.03791251283375113,0.01903449441117752,0.01920114805477229,0.0,0.03669822086020327,0.01887801842257361,0.000166653643594767
81.3,90.0,0.0577248806518271,0.03944866009839399,0.020007384999309638,0.020179992080816833,0.0,0.03771749565251746,0.019441275099084353,0.00017260708150719506
81.4,90.0,0.05977798780887454,0.04103857782070384,0.021023411246065733,0.021202067729120908,0.0,0.03875457656280881,0.020015166574638105,0.00017865648305517498
81.5,90.0,0.061893531096561386,0.04268379564831861,0.022084140681895327,0.022268938246971463,0.0,0.03980939041466606,0.020599654966423284,0.00018479756507613562
81.6,90.0,0.06407302969797553,0.044385873643817644,0.023191181686814624,0.023382207426116478,0.0,0.040881848011160904,0.02119469195700302,0.0001910257393018533
81.7,90.0,0.06631802770352144,0.04614640245672376,0.024346183890148188,0.02454352000384099,0.0,0.04197184381337325,0.02180021856657557,0.00019733611369280105
81.8,90.0,0.06863009417995672,0.04796700348258783,0.025550838548528184,0.025754562043073335,0.0,0.04307925563142853,0.022416164934059648,0.00020372349454515076
81.9,90.0,0.07101082323001731,0.049849329008639864,0.026806878900987152,0.02701706129061999,0.0,0.04420394432903016,0.023042450107652712,0.00021018238963283614
82.0,90.0,0.07346183404243434,0.05179506234584337,0.028116080500394526,0.028332787512666716,0.0,0.04534575354203981,0.023678981845448845,0.00021670701227219022
82.1,90.0,0.0759847709321753,0.05380591794688495,0.029480261520382193,0.029703552806653776,0.0,0.04650450941179311,0.024325656426502754,0.0002232912862715833
82.2,90.0,0.07858130337069108,0.055883641509639176,0.030901283036728473,0.03113121188868233,0.0,0.04768002033396261,0.024982358472910703,0.00022992885195385893
82.3,90.0,0.08125312600601665,0.058030010066026545,0.032381049282536434,0.03261766235561634,0.0,0.04887207672348022,0.02564896078349011,0.0002366130730799068
82.4,90.0,0.08400195867257194,0.0602468320557282,0.03392150787635661,0.0341648449210509,0.0,0.050080450796215335,0.02632532417937159,0.00024333704469429313
82.5,90.0,0.08682954639045579,0.06253594738450148,0.03552465002230258,0.0357747436243513,0.0,0.051304896368153205,0.0270112973621989,0.0002500936020487163
82.6,90.0,0.08973765935409589,0.06489922746675073,0.03719251068156835,0.03744938601199145,0.0,0.05254514867252754,0.027706716785182377,0.00025687533042310223
82.7,90.0,0.0927280929100805,0.06733857525214974,0.03892716871452991,0.03919084329041464,0.0,0.05380092419555058,0.02841140653761983,0.00026367457588472726
82.8,90.0,0.09580266752405067,0.06985592523591606,0.04073074699270119,0.041001230449714834,0.0,0.05507192053134948,0.029125178243214873,0.0002704834570136441
82.9,90.0,0.09896322873648702,0.0724532434524045,0.04260541247988299,0.04288270635741629,0.0,0.056357816256604035,0.029847830972521514,0.00027729387753330087
83.0,90.0,0.10221164710723418,0.07513252745201839,0.04455337628182865,0.04483747382167036,0.0,0.05765827082540553,0.030579151170189736,0.00028409753984171005
83.1,90.0,0.10554981814867796,0.07789580626080275,0.04657689366382869,0.046867779623239146,0.0,0.058972924484849275,0.031318912596974065,0.00029088595941045847
83.2,90.0,0.10897966224739108,0.08074514032278411,0.04867826403559168,0.04897591451563316,0.0,0.060301398211799404,0.03206687628719243,0.0002976504800414753
83.3,90.0,0.11250312457418288,0.08368262142466322,0.05085983090296919,0.051164213192842964,0.0,0.06164329367121369,0.03282279052169403,0.00030438228987377663
83.4,90.0,0.11612217498239324,0.08671037260264573,0.053123981785849456,0.05343505422407309,0.0,0.06299819319654379,0.03358639081679628,0.0003110724382236335
83.5,90.0,0.11983880789434796,0.08983054803132044,0.05547314810191266,0.055790859955015364,0.0,0.0643656597924353,0.034357399929407784,0.00031771185310270483
83.6,90.0,0.12365504217587246,0.09304533289421815,0.05790980501563945,0.0582340963751364,0.0,0.065745237160233,0.0351355278785787,0.0003242913594969504
83.7,90.0,0.12757292099876302,0.09635694323600626,0.06043647125248709,0.06076727295056695,0.0,0.06713644974627593,0.035920471983519164,0.00033080169807985643
83.8,90.0,0.13159451169114,0.0997676257960876,0.06305570887742115,0.06339294242218366,0.0,0.06853880281371885,0.036711916918666446,0.0003372335447625052
83.9,90.0,0.13572190557560207,0.10327965782351739,0.06577012303795997,0.06611370056851008,0.0,0.0699517825376421,0.03750953478555742,0.0003435775305501154
