case,model,bucket,price_RMSE,price_MAE,price_P95,price_max,forward_normalized_price_RMSE,IV_RMSE_volatility_points,IV_valid_quotes,quotes
BASE_random_00,BS_SELECTED,long,0.0015717002507377666,0.0014147088405021286,0.0023459417327779675,0.0024731324758376916,0.0015717002507377666,2.0019023655731716,306,306
BASE_random_00,BS_SELECTED,very_long,0.00143084694448353,0.0013026974576205944,0.002022808587014257,0.0022120018230432636,0.00143084694448353,0.5057737105329401,152,152
BASE_random_00,BS_SELECTED,ATM,0.00033626965015611074,0.0002921371294840138,0.0005723671616786217,0.0005972548841367553,0.00033626965015611074,0.3025676074052767,49,49
BASE_random_00,BS_SELECTED,wing,0.0011473750302394574,0.0007754020923487785,0.002152240619788315,0.0024731324758376916,0.0011473750302394574,3.503687218287398,496,659
BASE_random_00,BS_SELECTED,K/F_0.70_0.90,0.0012062895703937547,0.0008130997233371219,0.002329882207881106,0.0024731324758376916,0.0012062895703937547,3.907526028481554,260,329
BASE_random_00,BS_SELECTED,K/F_0.90_0.98,0.0013048130874020547,0.0011205147098653913,0.002193170093986168,0.002390701794017458,0.0013048130874020547,1.823690471586549,132,132
BASE_random_00,BS_SELECTED,K/F_0.98_1.02,0.0004657680495590202,0.0003955201127220272,0.0008840791742155685,0.0009076187546973591,0.0004657680495590202,0.43061074365513197,66,66
BASE_random_00,BS_SELECTED,K/F_1.02_1.10,0.0009445814106379455,0.0007836524538690732,0.0017230417905096493,0.001925449514960209,0.0009445814106379455,1.638732386513147,132,132
BASE_random_00,BS_SELECTED,K/F_1.10_1.30,0.0010901804266554792,0.0007469792410121636,0.001984042467799921,0.002074010087444761,0.0010901804266554792,2.9829036688639294,253,347
BASE_random_01,DH_EXACT_TEACHER,short,0.0,0.0,0.0,0.0,0.0,0.0,274,335
BASE_random_01,DH_EXACT_TEACHER,medium,0.0,0.0,0.0,0.0,0.0,0.0,213,213
BASE_random_01,DH_EXACT_TEACHER,long,0.0,0.0,0.0,0.0,0.0,0.0,306,306
BASE_random_01,DH_EXACT_TEACHER,very_long,0.0,0.0,0.0,0.0,0.0,0.0,152,152
BASE_random_01,DH_EXACT_TEACHER,ATM,0.0,0.0,0.0,0.0,0.0,0.0,49,49
BASE_random_01,DH_EXACT_TEACHER,wing,0.0,0.0,0.0,0.0,0.0,0.0,598,659
BASE_random_01,DH_EXACT_TEACHER,K/F_0.70_0.90,0.0,0.0,0.0,0.0,0.0,0.0,323,329
BASE_random_01,DH_EXACT_TEACHER,K/F_0.90_0.98,0.0,0.0,0.0,0.0,0.0,0.0,132,132
BASE_random_01,DH_EXACT_TEACHER,K/F_0.98_1.02,0.0,0.0,0.0,0.0,0.0,0.0,66,66
BASE_random_01,DH_EXACT_TEACHER,K/F_1.02_1.10,0.0,0.0,0.0,0.0,0.0,0.0,132,132
BASE_random_01,DH_EXACT_TEACHER,K/F_1.10_1.30,0.0,0.0,0.0,0.0,0.0,0.0,292,347
BASE_random_01,DH_PINN,short,4.035470806156133e-06,2.00165857231062e-06,1.0308376224284928e-05,2.1314322677497277e-05,4.035470806156133e-06,0.299106386724426,274,335
BASE_random_01,DH_PINN,medium,8.14965884081945e-06,5.717326232701839e-06,1.7035520078123225e-05,2.612959257858663e-05,8.14965884081945e-06,0.027238756922086566,213,213
BASE_random_01,DH_PINN,long,7.555477953795285e-06,5.970532495819894e-06,1.4536235938443151e-05,2.0595065005735158e-05,7.555477953795285e-06,0.006419630116207232,306,306
BASE_random_01,DH_PINN,very_long,1.5839069796560782e-05,1.2166913890931813e-05,3.974443695319156e-05,4.2384447279275594e-05,1.5839069796560782e-05,0.0036691807438221933,152,152
BASE_random_01,DH_PINN,ATM,8.533963669894653e-06,6.912030149489874e-06,1.830865219199229e-05,2.0473504096493733e-05,8.533963669894653e-06,0.006214814693277462,49,49
BASE_random_01,DH_PINN,wing,8.369785079147299e-06,4.845100575353868e-06,1.4888892494269602e-05,4.2384447279275594e-05,8.369785079147299e-06,0.20296310776841195,598,659
BASE_random_01,DH_PINN,K/F_0.70_0.90,7.218312884518741e-06,4.617617458535615e-06,1.4785282481777342e-05,3.418430704726916e-05,7.218312884518741e-06,0.27305904311969087,323,329
BASE_random_01,DH_PINN,K/F_0.90_0.98,7.108799664323837e-06,5.187599110444425e-06,1.5989490195580933e-05,1.9905549485055296e-05,7.108799664323837e-06,0.011951070405371179,132,132
BASE_random_01,DH_PINN,K/F_0.98_1.02,8.296141707711945e-06,6.718369278095809e-06,1.8275230059970962e-05,2.0473504096493733e-05,8.296141707711945e-06,0.006582408164181192,66,66
BASE_random_01,DH_PINN,K/F_1.02_1.10,1.1143572932552807e-05,8.784318568603227e-06,2.2134737491153597e-05,3.053129656965803e-05,1.1143572932552807e-05,0.014885510804605163,132,132
BASE_random_01,DH_PINN,K/F_1.10_1.30,9.368615927402152e-06,5.065701194770148e-06,1.4865092459064985e-05,4.2384447279275594e-05,9.368615927402152e-06,0.04346936647376935,292,347
BASE_random_01,SH_BEST_FOUND,short,0.0003224486022800362,0.00018053815717359234,0.0007686337150026424,0.001105829037910122,0.0003224486022800362,3.64861229196816,264,335
BASE_random_01,SH_BEST_FOUND,medium,0.0008246306063402539,0.0006646711769816185,0.001493816236595457,0.001662475083216708,0.0008246306063402539,2.6951450635643437,213,213
BASE_random_01,SH_BEST_FOUND,long,0.0007453351301923074,0.0006405749315064011,0.0013439961980237503,0.0016620708218858526,0.0007453351301923074,0.8310409326630044,306,306
BASE_random_01,SH_BEST_FOUND,very_long,0.0010618531223177137,0.0008877590548606393,0.0019451304602398271,0.0027243631478893193,0.0010618531223177137,0.26274354507067127,152,152
BASE_random_01,SH_BEST_FOUND,ATM,0.0003566834845534822,0.00029637505587664975,0.0006029096685415846,0.0007108040011565286,0.0003566834845534822,0.21438565381193914,49,49
BASE_random_01,SH_BEST_FOUND,wing,0.0007276066177192009,0.0005044491723346847,0.0014359440417681672,0.0027243631478893193,0.0007276066177192009,2.86604660329383,588,659
BASE_random_01,SH_BEST_FOUND,K/F_0.70_0.90,0.0007442153268399199,0.0005380972615633123,0.0014560477967725527,0.0016620708218858526,0.0007442153268399199,2.9994388264527165,313,329
BASE_random_01,SH_BEST_FOUND,K/F_0.90_0.98,0.0008979049486169953,0.0007711776989607684,0.0015735681928504886,0.001662475083216708,0.0008979049486169953,1.247465474511788,132,132
BASE_random_01,SH_BEST_FOUND,K/F_0.98_1.02,0.0004293093857193889,0.00035831487085059046,0.000757541921727084,0.0009020139841542374,0.0004293093857193889,0.29788727485646593,66,66
BASE_random_01,SH_BEST_FOUND,K/F_1.02_1.10,0.0005789391395546285,0.0004939461848731658,0.0010428007786994153,0.001380803271909925,0.0005789391395546285,1.1314636855423916,132,132
BASE_random_01,SH_BEST_FOUND,K/F_1.10_1.30,0.0007121857522253143,0.0004764594107592681,0.0013378025128633112,0.0027243631478893193,0.0007121857522253143,2.6736138633634408,292,347
BASE_random_01,BS_FLAT,short,0.00182251873638961,0.0009510552334209792,0.004678058701121052,0.0059802168271184675,0.00182251873638961,6.643863629892895,268,335
BASE_random_01,BS_FLAT,medium,0.003735911175626396,0.0026654319508454508,0.007350912294776712,0.007794103274944342,0.003735911175626396,5.842887326821535,213,213
BASE_random_01,BS_FLAT,long,0.004336813970388165,0.0035440162734248185,0.007486990870099512,0.007983008662921065,0.004336813970388165,2.6528191706113144,306,306
BASE_random_01,BS_FLAT,very_long,0.0054849846889735605,0.004687794196462941,0.009554214457609475,0.009798263948465946,0.0054849846889735605,1.2584034668472028,152,152
BASE_random_01,BS_FLAT,ATM,0.005060731651435535,0.004757635170425075,0.006818198218678383,0.009704732919316339,0.005060731651435535,3.6952105477614885,49,49
BASE_random_01,BS_FLAT,wing,0.0032379408008914724,0.0019968200303597996,0.007340450725969549,0.00964134496286545,0.0032379408008914724,5.13584259048653,592,659
BASE_random_01,BS_FLAT,K/F_0.70_0.90,0.0024142389919426586,0.0011821902562557736,0.006591286982258754,0.00964134496286545,0.0024142389919426586,1.944578089856442,317,329
BASE_random_01,BS_FLAT,K/F_0.90_0.98,0.0032809799869286884,0.0025463755775268736,0.007247654400200243,0.009798263948465946,0.0032809799869286884,2.147377839993505,132,132
BASE_random_01,BS_FLAT,K/F_0.98_1.02,0.00492404954329038,0.00458637258734125,0.006856273807807456,0.009735754318545342,0.00492404954329038,3.588330250941623,66,66
BASE_random_01,BS_FLAT,K/F_1.02_1.10,0.005523722748044604,0.004981496971575203,0.007928623788913779,0.009526604362018576,0.005523722748044604,5.270634806050781,132,132
BASE_random_01,BS_FLAT,K/F_1.10_1.30,0.003962146105236646,0.00287617822680785,0.007452084531664502,0.009042526652440708,0.003962146105236646,7.2081332868979535,292,347
BASE_random_01,BS_TERM,short,0.0004636214064920612,0.0002591393859524786,0.0011031095098562012,0.0015755799405421378,0.0004636214064920612,5.026693724472984,245,335
BASE_random_01,BS_TERM,medium,0.001367730896845116,0.0011085932283533943,0.0024333911656402077,0.0027453271024749926,0.001367730896845116,4.414973535860856,213,213
BASE_random_01,BS_TERM,long,0.002297220299536869,0.002121732787773323,0.003202915408478585,0.00335490570980268,0.002297220299536869,2.0501500177414465,306,306
BASE_random_01,BS_TERM,very_long,0.0017082413615256092,0.00151368264895616,0.002682933361167755,0.0028375372109550323,0.0017082413615256092,0.49890300648493086,152,152
BASE_random_01,BS_TERM,ATM,0.00039024427915809154,0.0003303364595102283,0.0007374208201544661,0.0008115955377142048,0.00039024427915809154,0.2783405673095704,49,49
BASE_random_01,BS_TERM,wing,0.0017313116020432353,0.0012803798401809093,0.0030374656433862614,0.00335490570980268,0.0017313116020432353,4.3403232020790865,569,659
BASE_random_01,BS_TERM,K/F_0.70_0.90,0.0018194138524086027,0.0013435630809187143,0.0031926165705122404,0.00335490570980268,0.0018194138524086027,4.709268555481313,294,329
BASE_random_01,BS_TERM,K/F_0.90_0.98,0.00161534725990153,0.0014247480157695603,0.0027198370255843147,0.0029945603922195696,0.00161534725990153,1.907293285721631,132,132
BASE_random_01,BS_TERM,K/F_0.98_1.02,0.0005340075037887059,0.00044438435233665365,0.001058728413493304,0.0011331618988013048,0.0005340075037887059,0.41815523779267594,66,66
BASE_random_01,BS_TERM,K/F_1.02_1.10,0.0010732295584724764,0.0009064697418852162,0.0019584386746126056,0.002263636405957864,0.0010732295584724764,1.5669864806873952,132,132
BASE_random_01,BS_TERM,K/F_1.10_1.30,0.0016322305806404215,0.001219566809067492,0.002834777940236044,0.0029611416690324688,0.0016322305806404215,3.8509963732912587,292,347
BASE_random_01,BS_SELECTED,short,0.0004636214064920612,0.0002591393859524786,0.0011031095098562012,0.0015755799405421378,0.0004636214064920612,5.026693724472984,245,335
BASE_random_01,BS_SELECTED,medium,0.001367730896845116,0.0011085932283533943,0.0024333911656402077,0.0027453271024749926,0.001367730896845116,4.414973535860856,213,213
BASE_random_01,BS_SELECTED,long,0.002297220299536869,0.002121732787773323,0.003202915408478585,0.00335490570980268,0.002297220299536869,2.0501500177414465,306,306
BASE_random_01,BS_SELECTED,very_long,0.0017082413615256092,0.00151368264895616,0.002682933361167755,0.0028375372109550323,0.0017082413615256092,0.49890300648493086,152,152
BASE_random_01,BS_SELECTED,ATM,0.00039024427915809154,0.0003303364595102283,0.0007374208201544661,0.0008115955377142048,0.00039024427915809154,0.2783405673095704,49,49
BASE_random_01,BS_SELECTED,wing,0.0017313116020432353,0.0012803798401809093,0.0030374656433862614,0.00335490570980268,0.0017313116020432353,4.3403232020790865,569,659
BASE_random_01,BS_SELECTED,K/F_0.70_0.90,0.0018194138524086027,0.0013435630809187143,0.0031926165705122404,0.00335490570980268,0.0018194138524086027,4.709268555481313,294,329
BASE_random_01,BS_SELECTED,K/F_0.90_0.98,0.00161534725990153,0.0014247480157695603,0.0027198370255843147,0.0029945603922195696,0.00161534725990153,1.907293285721631,132,132
BASE_random_01,BS_SELECTED,K/F_0.98_1.02,0.0005340075037887059,0.00044438435233665365,0.001058728413493304,0.0011331618988013048,0.0005340075037887059,0.41815523779267594,66,66
BASE_random_01,BS_SELECTED,K/F_1.02_1.10,0.0010732295584724764,0.0009064697418852162,0.0019584386746126056,0.002263636405957864,0.0010732295584724764,1.5669864806873952,132,132
BASE_random_01,BS_SELECTED,K/F_1.10_1.30,0.0016322305806404215,0.001219566809067492,0.002834777940236044,0.0029611416690324688,0.0016322305806404215,3.8509963732912587,292,347
BASE_random_02,DH_EXACT_TEACHER,short,0.0,0.0,0.0,0.0,0.0,0.0,246,335
BASE_random_02,DH_EXACT_TEACHER,medium,0.0,0.0,0.0,0.0,0.0,0.0,212,213
BASE_random_02,DH_EXACT_TEACHER,long,0.0,0.0,0.0,0.0,0.0,0.0,306,306
BASE_random_02,DH_EXACT_TEACHER,very_long,0.0,0.0,0.0,0.0,0.0,0.0,152,152
BASE_random_02,DH_EXACT_TEACHER,ATM,0.0,0.0,0.0,0.0,0.0,0.0,49,49
BASE_random_02,DH_EXACT_TEACHER,wing,0.0,0.0,0.0,0.0,0.0,0.0,569,659
BASE_random_02,DH_EXACT_TEACHER,K/F_0.70_0.90,0.0,0.0,0.0,0.0,0.0,0.0,317,329
BASE_random_02,DH_EXACT_TEACHER,K/F_0.90_0.98,0.0,0.0,0.0,0.0,0.0,0.0,132,132
BASE_random_02,DH_EXACT_TEACHER,K/F_0.98_1.02,0.0,0.0,0.0,0.0,0.0,0.0,66,66
BASE_random_02,DH_EXACT_TEACHER,K/F_1.02_1.10,0.0,0.0,0.0,0.0,0.0,0.0,132,132
BASE_random_02,DH_EXACT_TEACHER,K/F_1.10_1.30,0.0,0.0,0.0,0.0,0.0,0.0,269,347
BASE_random_02,DH_PINN,short,3.051596206874972e-06,1.4309116527470452e-06,7.422731944286416e-06,1.401060340303073e-05,3.051596206874972e-06,0.36449674879053434,244,335
BASE_random_02,DH_PINN,medium,5.437444616247109e-06,3.610435050722709e-06,1.2225900364463272e-05,1.541847345628688e-05,5.437444616247109e-06,0.04288918364001358,212,213
BASE_random_02,DH_PINN,long,7.688271846046674e-06,6.163697529325944e-06,1.5631492716190005e-05,1.842931513801327e-05,7.688271846046674e-06,0.007965772308679233,306,306
BASE_random_02,DH_PINN,very_long,2.0720774485369478e-05,1.623895374716957e-05,3.502818770700008e-05,7.351734345212302e-05,2.0720774485369478e-05,0.005988410608625593,152,152
BASE_random_02,DH_PINN,ATM,1.0025446938524938e-05,8.698207093705503e-06,1.6794192412897253e-05,2.304667589105025e-05,1.0025446938524938e-05,0.005457710020860747,49,49
BASE_random_02,DH_PINN,wing,9.868911269042121e-06,5.083463920150684e-06,1.787949455998306e-05,7.351734345212302e-05,9.868911269042121e-06,0.24037710065430543,567,659
BASE_random_02,DH_PINN,K/F_0.70_0.90,1.1485260534715929e-05,6.0064278489132294e-06,1.823268488900797e-05,7.351734345212302e-05,1.1485260534715929e-05,0.3185064169389786,315,329
BASE_random_02,DH_PINN,K/F_0.90_0.98,5.519302921483105e-06,4.219960520106805e-06,1.089736428232374e-05,1.371532320842972e-05,5.519302921483105e-06,0.014266288391858258,132,132
BASE_random_02,DH_PINN,K/F_0.98_1.02,1.0054378444289018e-05,8.894045160438709e-06,1.605105151722755e-05,2.304667589105025e-05,1.0054378444289018e-05,0.006322368490931832,66,66
BASE_random_02,DH_PINN,K/F_1.02_1.10,1.104524845068862e-05,7.599032194442749e-06,2.6517337694348376e-05,3.494102403757415e-05,1.104524845068862e-05,0.01713333081708569,132,132
BASE_random_02,DH_PINN,K/F_1.10_1.30,8.065008674310812e-06,4.263866575837932e-06,1.7161395498160867e-05,3.602891925964802e-05,8.065008674310812e-06,0.05481675202210264,269,347
BASE_random_02,SH_BEST_FOUND,short,0.00023974305489940186,0.0001205304268228316,0.0005895400613263546,0.0009201488690001591,0.00023974305489940186,3.121410482458984,222,335
BASE_random_02,SH_BEST_FOUND,medium,0.0006255337231446887,0.0004585326340239696,0.0012007877075538515,0.0014292557051404087,0.0006255337231446887,2.6506092344869945,212,213
BASE_random_02,SH_BEST_FOUND,long,0.0006186159418650602,0.0005274316948675571,0.0011691445858434402,0.001418692751143591,0.0006186159418650602,0.8771609832284002,306,306
BASE_random_02,SH_BEST_FOUND,very_long,0.0008124128390623669,0.0006753746856652694,0.001547051952468697,0.0021142058259062957,0.0008124128390623669,0.21319081722315789,152,152
BASE_random_02,SH_BEST_FOUND,ATM,0.0003029058169553246,0.00025049354363479946,0.0005225844979385385,0.0006213816109480463,0.0003029058169553246,0.19652901765016473,49,49
BASE_random_02,SH_BEST_FOUND,wing,0.0005365235618367737,0.0003475085766054372,0.0010723648999595547,0.0021142058259062957,0.0005365235618367737,2.5042873788324425,545,659
BASE_random_02,SH_BEST_FOUND,K/F_0.70_0.90,0.0005335829987782102,0.0003614360656408926,0.001071468799081221,0.0013868169570683264,0.0005335829987782102,2.678038536174571,293,329
BASE_random_02,SH_BEST_FOUND,K/F_0.90_0.98,0.0007697996286931363,0.0006464247674962906,0.0013847667851230982,0.0014292557051404087,0.0007697996286931363,1.2348065811978826,132,132
BASE_random_02,SH_BEST_FOUND,K/F_0.98_1.02,0.000375794505497868,0.0003101380381705427,0.0006994288037139029,0.0008212962990511441,0.000375794505497868,0.2822442430306694,66,66
BASE_random_02,SH_BEST_FOUND,K/F_1.02_1.10,0.0005238480153082988,0.0004485041888242535,0.0009285997274724658,0.0011253501535571364,0.0005238480153082988,1.1993662050666054,132,132
BASE_random_02,SH_BEST_FOUND,K/F_1.10_1.30,0.0005437315676161295,0.00034058788626491714,0.0010656642728013774,0.0021142058259062957,0.0005437315676161295,2.278904898683774,269,347
BASE_random_02,BS_FLAT,short,0.001329905589047086,0.0006228369858415666,0.0035877966726007965,0.004935284948306973,0.001329905589047086,5.3854684625822795,224,335
BASE_random_02,BS_FLAT,medium,0.0027165269962284707,0.0017531137130928362,0.005724455812346085,0.006405732891027693,0.0027165269962284707,5.212831072609337,212,213
BASE_random_02,BS_FLAT,long,0.0032973888551881348,0.0026607338855250606,0.005987518669066487,0.006494905976980769,0.0032973888551881348,2.4232091941889817,306,306
BASE_random_02,BS_FLAT,very_long,0.004115456716061029,0.0035137365039915997,0.007450952713461561,0.007712336934656949,0.004115456716061029,1.0250907813467376,152,152
BASE_random_02,BS_FLAT,ATM,0.004111437028187258,0.003873389622469054,0.005481070799468479,0.007572918011673702,0.004111437028187258,3.0268309155645627,49,49
BASE_random_02,BS_FLAT,wing,0.002283799163558966,0.0013476090990801983,0.005318099726186877,0.007549075521781412,0.002283799163558966,4.256486612240136,547,659
BASE_random_02,BS_FLAT,K/F_0.70_0.90,0.0018401597514094094,0.0008932802814924471,0.004804303464495611,0.007549075521781412,0.0018401597514094094,1.9875840192665595,295,329
BASE_random_02,BS_FLAT,K/F_0.90_0.98,0.002450957769719398,0.0017829683364980105,0.005667612160186199,0.007712336934656949,0.002450957769719398,1.5296472874570652,132,132
BASE_random_02,BS_FLAT,K/F_0.98_1.02,0.003970254511344109,0.003697308357132796,0.005488738709040791,0.0076146695482064986,0.003970254511344109,2.9169919177960275,66,66
BASE_random_02,BS_FLAT,K/F_1.02_1.10,0.004384083491538152,0.003876758718806555,0.006467608928071081,0.0073425672856887725,0.004384083491538152,4.62236737772576,132,132
BASE_random_02,BS_FLAT,K/F_1.10_1.30,0.002727489506353476,0.001859771162078122,0.0055417996471289225,0.0067471877761623444,0.002727489506353476,5.898110002233355,269,347
BASE_random_02,BS_TERM,short,0.000338093083451647,0.00017073997998786459,0.000841473762010403,0.0012628827670322362,0.000338093083451647,4.324400448699619,210,335
BASE_random_02,BS_TERM,medium,0.0009931053735863175,0.0007329443559788725,0.0019139423114806094,0.00225930773977423,0.0009931053735863175,4.236438929890972,212,213
BASE_random_02,BS_TERM,long,0.0017995668756626258,0.001642627599191801,0.002624535203834294,0.0027296063372531654,0.0017995668756626258,2.020500040891627,306,306
BASE_random_02,BS_TERM,very_long,0.00153595345619779,0.0013850672915410988,0.0022271797102846043,0.002408722150877285,0.00153595345619779,0.503757896399613,152,152
BASE_random_02,BS_TERM,ATM,0.0003490120983131428,0.0003013217244836846,0.0006187541586362365,0.0006674127306435795,0.0003490120983131428,0.28911176143606293,49,49
BASE_random_02,BS_TERM,wing,0.0013283072346350446,0.0009276674602936518,0.0024709169687109683,0.0027296063372531654,0.0013283072346350446,3.8928563727167713,533,659
BASE_random_02,BS_TERM,K/F_0.70_0.90,0.0013964919531943688,0.0009733943595503172,0.0026136316707671132,0.0027296063372531654,0.0013964919531943688,4.324788780374087,281,329
BASE_random_02,BS_TERM,K/F_0.90_0.98,0.00140780595863156,0.0012212537861423806,0.002377702103165702,0.0025851938944944086,0.00140780595863156,1.8513811399500752,132,132
BASE_random_02,BS_TERM,K/F_0.98_1.02,0.00048502916418857397,0.000409143649234935,0.0009317828497978353,0.000978317919945848,0.00048502916418857397,0.4223847095021199,66,66
BASE_random_02,BS_TERM,K/F_1.02_1.10,0.0009919791495109466,0.0008284941418714883,0.0018235349327204496,0.0020222469745806715,0.0009919791495109466,1.6162929157270387,132,132
BASE_random_02,BS_TERM,K/F_1.10_1.30,0.001258145514670704,0.000889545715120985,0.0022243764331327577,0.0023119900417889194,0.001258145514670704,3.314334073562273,269,347
BASE_random_02,BS_SELECTED,short,0.000338093083451647,0.00017073997998786459,0.000841473762010403,0.0012628827670322362,0.000338093083451647,4.324400448699619,210,335
BASE_random_02,BS_SELECTED,medium,0.0009931053735863175,0.0007329443559788725,0.0019139423114806094,0.00225930773977423,0.0009931053735863175,4.236438929890972,212,213
BASE_random_02,BS_SELECTED,long,0.0017995668756626258,0.001642627599191801,0.002624535203834294,0.0027296063372531654,0.0017995668756626258,2.020500040891627,306,306
BASE_random_02,BS_SELECTED,very_long,0.00153595345619779,0.0013850672915410988,0.0022271797102846043,0.002408722150877285,0.00153595345619779,0.503757896399613,152,152
BASE_random_02,BS_SELECTED,ATM,0.0003490120983131428,0.0003013217244836846,0.0006187541586362365,0.0006674127306435795,0.0003490120983131428,0.28911176143606293,49,49
BASE_random_02,BS_SELECTED,wing,0.0013283072346350446,0.0009276674602936518,0.0024709169687109683,0.0027296063372531654,0.0013283072346350446,3.8928563727167713,533,659
BASE_random_02,BS_SELECTED,K/F_0.70_0.90,0.0013964919531943688,0.0009733943595503172,0.0026136316707671132,0.0027296063372531654,0.0013964919531943688,4.324788780374087,281,329
BASE_random_02,BS_SELECTED,K/F_0.90_0.98,0.00140780595863156,0.0012212537861423806,0.002377702103165702,0.0025851938944944086,0.00140780595863156,1.8513811399500752,132,132
BASE_random_02,BS_SELECTED,K/F_0.98_1.02,0.00048502916418857397,0.000409143649234935,0.0009317828497978353,0.000978317919945848,0.00048502916418857397,0.4223847095021199,66,66
BASE_random_02,BS_SELECTED,K/F_1.02_1.10,0.0009919791495109466,0.0008284941418714883,0.0018235349327204496,0.0020222469745806715,0.0009919791495109466,1.6162929157270387,132,132
BASE_random_02,BS_SELECTED,K/F_1.10_1.30,0.001258145514670704,0.000889545715120985,0.0022243764331327577,0.0023119900417889194,0.001258145514670704,3.314334073562273,269,347
BASE_random_03,DH_EXACT_TEACHER,short,0.0,0.0,0.0,0.0,0.0,0.0,305,335
BASE_random_03,DH_EXACT_TEACHER,medium,0.0,0.0,0.0,0.0,0.0,0.0,213,213
BASE_random_03,DH_EXACT_TEACHER,long,0.0,0.0,0.0,0.0,0.0,0.0,306,306
BASE_random_03,DH_EXACT_TEACHER,very_long,0.0,0.0,0.0,0.0,0.0,0.0,152,152
BASE_random_03,DH_EXACT_TEACHER,ATM,0.0,0.0,0.0,0.0,0.0,0.0,49,49
BASE_random_03,DH_EXACT_TEACHER,wing,0.0,0.0,0.0,0.0,0.0,0.0,629,659
BASE_random_03,DH_EXACT_TEACHER,K/F_0.70_0.90,0.0,0.0,0.0,0.0,0.0,0.0,329,329
BASE_random_03,DH_EXACT_TEACHER,K/F_0.90_0.98,0.0,0.0,0.0,0.0,0.0,0.0,132,132
BASE_random_03,DH_EXACT_TEACHER,K/F_0.98_1.02,0.0,0.0,0.0,0.0,0.0,0.0,66,66
BASE_random_03,DH_EXACT_TEACHER,K/F_1.02_1.10,0.0,0.0,0.0,0.0,0.0,0.0,132,132
BASE_random_03,DH_EXACT_TEACHER,K/F_1.10_1.30,0.0,0.0,0.0,0.0,0.0,0.0,317,347
BASE_random_03,DH_PINN,short,5.372104796465412e-06,2.7044610979560426e-06,1.3023014619715537e-05,3.376557343805209e-05,5.372104796465412e-06,0.27818953317841866,305,335
BASE_random_03,DH_PINN,medium,1.241528005829046e-05,8.333138213902139e-06,2.9173450814413967e-05,4.166037144429438e-05,1.241528005829046e-05,0.022685925828319624,213,213
BASE_random_03,DH_PINN,long,8.054123652685159e-06,6.179479375074405e-06,1.534004458337082e-05,2.8679419649291216e-05,8.054123652685159e-06,0.004826124599943658,306,306
BASE_random_03,DH_PINN,very_long,1.5991512494416754e-05,1.197482881300857e-05,3.7590891276006995e-05,4.62446032784003e-05,1.5991512494416754e-05,0.0035812640808251354,152,152
BASE_random_03,DH_PINN,ATM,1.4898484338500603e-05,1.1365446272966959e-05,3.038613428454766e-05,3.477329451471653e-05,1.4898484338500603e-05,0.010552878868033234,49,49
BASE_random_03,DH_PINN,wing,7.965904403656641e-06,4.581057108300288e-06,1.4260993775311319e-05,4.62446032784003e-05,7.965904403656641e-06,0.19397964189297628,629,659
BASE_random_03,DH_PINN,K/F_0.70_0.90,7.088137505701686e-06,5.041296976980155e-06,1.4686184758883045e-05,2.2315086555257935e-05,7.088137505701686e-06,0.2641636571112699,329,329
BASE_random_03,DH_PINN,K/F_0.90_0.98,9.700134914061722e-06,7.174493048540911e-06,2.0347764675452543e-05,2.8679419649291216e-05,9.700134914061722e-06,0.009343191001649988,132,132
BASE_random_03,DH_PINN,K/F_0.98_1.02,1.346938018203746e-05,1.018370361999662e-05,2.90637316115068e-05,3.477329451471653e-05,1.346938018203746e-05,0.009788934939003138,66,66
BASE_random_03,DH_PINN,K/F_1.02_1.10,1.577560151942471e-05,1.2365129618955339e-05,3.2839376910921685e-05,4.166037144429438e-05,1.577560151942471e-05,0.015600176980139262,132,132
BASE_random_03,DH_PINN,K/F_1.10_1.30,8.893488676323385e-06,4.271199536803307e-06,1.4690236201937712e-05,4.62446032784003e-05,8.893488676323385e-06,0.04746161651261671,317,347
BASE_random_03,SH_BEST_FOUND,short,0.00040597163582654455,0.000247455673164693,0.0009176566277110923,0.0012346511256994264,0.00040597163582654455,4.0584221948768855,296,335
BASE_random_03,SH_BEST_FOUND,medium,0.0010166693828525483,0.0008736643749353867,0.0017485347246124266,0.0018540156635814542,0.0010166693828525483,2.6723322160343304,213,213
BASE_random_03,SH_BEST_FOUND,long,0.0008417488084225073,0.0007146094917095347,0.0015025604656182245,0.0018349454474251292,0.0008417488084225073,0.7813405740133241,306,306
BASE_random_03,SH_BEST_FOUND,very_long,0.001285674971769401,0.001076669733731976,0.0022981573663063267,0.0032257467901674053,0.001285674971769401,0.3093308318741927,152,152
BASE_random_03,SH_BEST_FOUND,ATM,0.00040869270963849347,0.0003409852739683729,0.0006813496289937325,0.0008001928818966997,0.00040869270963849347,0.2342533064108567,49,49
BASE_random_03,SH_BEST_FOUND,wing,0.0009016433679973916,0.0006531597813351935,0.0017382782730238913,0.0032257467901674053,0.0009016433679973916,3.1534627821916477,620,659
BASE_random_03,SH_BEST_FOUND,K/F_0.70_0.90,0.000934185622878151,0.0007035029008868091,0.0017515650319121611,0.0019533146200943485,0.000934185622878151,3.0827227549788474,320,329
BASE_random_03,SH_BEST_FOUND,K/F_0.90_0.98,0.00099346104020919,0.0008670434831060367,0.001702319291864301,0.0018170594643027727,0.00099346104020919,1.2454401154799228,132,132
