bucket,model,eligible_quotes,scored_quotes,price_RMSE_index_points,price_MAE_index_points,max_abs_error_index_points,forward_normalized_RMSE,equal_date_forward_RMSE,IV_RMSE_volatility_points,IV_valid_quotes
ATM_|K/F-1|<=.02,single_fixed_exact,407,407,154.4922992196308,138.32174404243622,308.7538715845469,0.006519382313849835,0.0067067669592503374,4.992528689483896,407.0
ATM_|K/F-1|<=.02,double_fixed_exact,407,407,139.53207659058236,125.46358463686173,279.71636126463363,0.005884839643639756,0.0060589219585380815,4.5764272056266675,407.0
ATM_|K/F-1|<=.02,double_fixed_PINN,407,407,139.70600604701,125.58630678165768,280.218914994415,0.005892243481732395,0.006066520500240551,4.57990248421873,407.0
ATM_|K/F-1|<=.02,BS_fixed,407,407,25.89572766093584,19.896550638170314,72.49266845820924,0.0011006091535560787,0.0011399368447799147,1.0224154857994023,407.0
wing_K/F<.9_or_>1.1,single_fixed_exact,51,51,4.1436907943734775,3.412413510070132,14.035521170914043,0.00017539387149977293,0.000159795148970575,7.1697895215208405,43.0
wing_K/F<.9_or_>1.1,double_fixed_exact,51,51,4.078724755407103,3.449974936503347,11.451206383587376,0.0001730537877195854,0.0001589827868011225,7.233576836892132,45.0
wing_K/F<.9_or_>1.1,double_fixed_PINN,51,51,4.082494447175993,3.447566842275646,11.616789844360914,0.000173168675052395,0.00015912953782064307,7.228580988340916,45.0
wing_K/F<.9_or_>1.1,BS_fixed,51,51,6.325187260248682,5.08606921855402,19.71943959826574,0.0002694905665415217,0.00025263860844222983,8.877358909064283,42.0
K/F_0.70-0.90,single_fixed_exact,20,20,4.044543353445811,3.8174593709082956,6.419513927863491,0.0001697240082715094,0.0001705306180537574,7.892957007318363,20.0
K/F_0.70-0.90,double_fixed_exact,20,20,4.036012891155417,3.7485518778731333,6.420959240175745,0.00016938267036728307,0.0001712926069847823,7.818211268475006,20.0
K/F_0.70-0.90,double_fixed_PINN,20,20,4.057064464021241,3.7728881329028248,6.445919465113269,0.00017025688890423272,0.0001720583746825796,7.890983783503507,20.0
K/F_0.70-0.90,BS_fixed,20,20,6.668473209252927,6.213497251640404,10.567397495370203,0.0002782322146096461,0.0002606535243911199,10.787020850464172,14.0
K/F_0.90-0.98,single_fixed_exact,206,206,98.56143304496645,75.15755133709185,229.10069719294626,0.004155245269642526,0.004216423640487908,4.13082931207586,206.0
K/F_0.90-0.98,double_fixed_exact,206,206,88.05289186643498,67.36672469741154,204.79225548955122,0.0037096069934366154,0.0037627027967569756,3.787042611413128,206.0
K/F_0.90-0.98,double_fixed_PINN,206,206,88.1546898374393,67.45439766478587,205.10833250248163,0.0037139108862626613,0.003767098128153346,3.790683300284434,206.0
K/F_0.90-0.98,BS_fixed,206,206,26.157462861653677,19.122818893636026,85.04125131889626,0.0011274703533920344,0.0011561707929690743,3.5947121371886395,206.0
K/F_0.98-1.02,single_fixed_exact,407,407,154.4922992196308,138.32174404243622,308.7538715845469,0.006519382313849835,0.0067067669592503374,4.992528689483896,407.0
K/F_0.98-1.02,double_fixed_exact,407,407,139.53207659058236,125.46358463686173,279.71636126463363,0.005884839643639756,0.0060589219585380815,4.5764272056266675,407.0
K/F_0.98-1.02,double_fixed_PINN,407,407,139.70600604701,125.58630678165768,280.218914994415,0.005892243481732395,0.006066520500240551,4.57990248421873,407.0
K/F_0.98-1.02,BS_fixed,407,407,25.89572766093584,19.896550638170314,72.49266845820924,0.0011006091535560787,0.0011399368447799147,1.0224154857994023,407.0
K/F_1.02-1.10,single_fixed_exact,303,303,84.11421005806645,57.12027905270311,260.8233550459022,0.0035656563805530725,0.0038192030537438494,3.9978038400558678,303.0
K/F_1.02-1.10,double_fixed_exact,303,303,74.3688993877985,50.081878933821564,234.1890345438988,0.0031509423161152185,0.0033931027866178514,3.7109593854015204,303.0
K/F_1.02-1.10,double_fixed_PINN,303,303,74.33465468227415,50.05178574853651,234.50682556031143,0.003149516463525123,0.0033912708681303767,3.6984184202717874,303.0
K/F_1.02-1.10,BS_fixed,303,303,14.978364348018978,10.571746222088596,53.91969050362931,0.0006326222594307428,0.0007242687003724085,2.7081473507497136,303.0
K/F_1.10-1.30,single_fixed_exact,31,31,4.206416851592096,3.1510935998519614,14.035521170914043,0.00017895653990957926,0.0001421849769868149,6.475631613570891,23.0
K/F_1.10-1.30,double_fixed_exact,31,31,4.106045016477195,3.2573446517486455,11.451206383587376,0.00017538147410475188,0.00013925213814049029,6.729398114883131,25.0
K/F_1.10-1.30,double_fixed_PINN,31,31,4.098817158911801,3.2376821386452077,11.616789844360914,0.00017502154029668383,0.000138874590069574,6.651329907003145,25.0
K/F_1.10-1.30,BS_fixed,31,31,6.093457593844304,4.358696293982159,19.71943959826574,0.0002636970483930023,0.00021461374996433605,7.7479895706137905,28.0
