method,seed,surface_id,parameter_range_scaled_rmse,noisy_price_rmse,clean_latent_price_rmse
model1,11,R2_FINAL_interior_train_008990,0.1308122071406381,0.0006842554972987444,0.0005562457035545243
model1,11,R2_FINAL_interior_train_008991,0.17582455672267386,0.00036792989546457014,0.00011482422520943903
model1,11,R2_FINAL_interior_train_008992,0.11480410412825343,0.0007868176432222593,0.0006658528493097118
model1,11,R2_FINAL_interior_train_008993,0.12078619391494406,0.0004588786803817725,0.00029665455242033656
model1,11,R2_FINAL_interior_train_008995,0.13084056024124693,0.000292741032922862,0.00019882043795144702
model1,11,R2_FINAL_interior_train_008996,0.10899983279009612,0.0009305032491556942,0.0007436389227148759
model1,11,R2_FINAL_interior_train_008997,0.11464843462110101,0.0007125029046116846,0.0006537629842418767
model1,11,R2_FINAL_interior_train_008998,0.14167039399221817,0.0006413653887657211,0.0005064764457968465
model1,11,R2_FINAL_interior_train_008999,0.1288141491426292,0.0006284895949141006,0.0005430970568765405
model1,11,R2_FINAL_interior_train_009000,0.14045076444747562,0.0006003932538284282,0.0005615917043602222
model1,11,R2_FINAL_interior_train_009001,0.15259135861742268,0.00041192426056663173,0.0003123889198590199
model1,11,R2_FINAL_interior_train_009002,0.13047398515158207,0.00020739375640822989,8.467957090308423e-05
model1,11,R2_FINAL_interior_train_009003,0.13203912928555614,0.00037401896151471664,0.00014207776820627515
model1,11,R2_FINAL_interior_train_009004,0.11471106635336344,0.000518653420988561,0.0004040454758267239
model1,11,R2_FINAL_interior_train_009005,0.1080364684394957,0.0003987340342000524,0.00020547438322251997
model1,11,R2_FINAL_interior_train_009006,0.14322059021707473,0.0008747546475975402,0.0009609791748028797
model1,11,R2_FINAL_interior_train_009008,0.1345099396947346,0.0007053918536587499,0.0005565351828797178
model1,11,R2_FINAL_interior_train_009009,0.1447811247480364,0.00043667810669603213,0.000372982855996165
model1,11,R2_FINAL_interior_train_009010,0.11586689620346445,0.0006970995369548774,0.0006964243390569315
model1,11,R2_FINAL_interior_train_009011,0.09739280776788053,0.0008666452060330981,0.0007990274179636325
model1,11,R2_FINAL_interior_train_009012,0.12808672810603594,0.0006513197430366196,0.00039630557927723215
model1,11,R2_FINAL_interior_train_009013,0.11170028391892406,0.0010360359012637232,0.0010193273774238279
model1,11,R2_FINAL_interior_train_009014,0.11903604354216116,0.0008053824772610277,0.0006973281761166933
model1,11,R2_FINAL_interior_train_009016,0.12409275915968417,0.0006671727806375007,0.00037433768855867484
model1,11,R2_FINAL_interior_train_009017,0.16391796355852423,0.0004871104535039169,0.00017574138092771552
model1,11,R2_FINAL_interior_train_009019,0.1614924556536541,0.000716656431262065,0.0005076425091860684
model1,11,R2_FINAL_interior_train_009020,0.1399255116722131,0.0005894138185247299,0.0005589283790329825
model1,11,R2_FINAL_interior_train_009021,0.1420374244276428,0.0003864703290760487,0.0003719003309805838
model1,11,R2_FINAL_interior_train_009022,0.20202024733927,0.0005809192537250322,0.0004988882558303109
model1,11,R2_FINAL_interior_train_009023,0.10842566303223446,0.0007106839495898945,0.0005444212833889105
model1,11,R2_FINAL_interior_train_009024,0.13249087681422167,0.000746909777582356,0.0005655382535793722
model1,11,R2_FINAL_interior_train_009026,0.1526140521039491,0.0007670925808052646,0.0005216917032175342
model1,11,R2_FINAL_interior_train_009027,0.07008114091695329,0.0008171615752654447,0.000736731389619954
model1,11,R2_FINAL_interior_train_009029,0.15753846948742964,0.0006399482620943465,0.0005565434007981364
model1,11,R2_FINAL_interior_train_009030,0.15737477141955258,0.0002017348387690595,7.078475706693192e-05
model1,11,R2_FINAL_interior_train_009031,0.1500903967413655,0.0007691411445648632,0.0007145082483299876
model1,11,R2_FINAL_interior_train_009032,0.18586850012980952,0.0003409876231706416,0.00021623475354430464
model1,11,R2_FINAL_interior_train_009033,0.1652621693241806,0.0004596590521202135,0.0001691932799595399
model1,11,R2_FINAL_interior_train_009034,0.1372607713411567,0.0006961562056378514,0.0007053103950566415
model1,11,R2_FINAL_interior_train_009035,0.09198388309231781,0.0009210992507808077,0.0008116789298837604
model1,11,R2_FINAL_interior_train_009036,0.11385220001017746,0.00062083203617492,0.000670251451869059
model1,11,R2_FINAL_interior_train_009037,0.12721319223996208,0.0010979454451652167,0.001204650768394357
model1,11,R2_FINAL_interior_train_009038,0.1575623503663579,0.0006026461799642793,0.00042735897013703464
model1,11,R2_FINAL_interior_train_009039,0.12031208138981553,0.0004589080367188677,0.0003446269736404897
model1,11,R2_FINAL_interior_train_009040,0.14933661925913475,0.0008264226911724632,0.0008665579682884756
model1,11,R2_FINAL_interior_train_009041,0.18457989493856888,0.0009090826415635199,0.0007976515359724204
model1,11,R2_FINAL_interior_train_009042,0.1518480400127905,0.0005603191644837599,0.00044447397926635325
model1,11,R2_FINAL_interior_train_009043,0.14030260971584219,0.0004775782989638281,0.00028398294679257523
model1,11,R2_FINAL_interior_train_009044,0.09675948483110842,0.0011674216192659578,0.0010736013123150265
model1,11,R2_FINAL_interior_train_009045,0.12746946575563856,0.0004049272354098356,0.0002942132768713721
model1,11,R2_FINAL_interior_train_009047,0.14930194341836656,0.0003569496617046797,0.00029507154957039586
model1,11,R2_FINAL_interior_train_009048,0.11503593539068181,0.0005821412960429122,0.0003031095565038773
model1,11,R2_FINAL_interior_train_009049,0.15362534110717313,0.00032349582917273826,0.00023871390426789495
model1,11,R2_FINAL_interior_train_009050,0.15983830716783662,0.0011738945722869097,0.0009268529664831209
model1,11,R2_FINAL_interior_train_009051,0.15345087645490954,0.0011082355975704215,0.0009610152615101158
model1,11,R2_FINAL_interior_train_009052,0.15993248623975304,0.0006851211105550139,0.0007075746224520452
model1,11,R2_FINAL_interior_train_009053,0.1635705518215289,0.000654814172823503,0.0005847607864231795
model1,11,R2_FINAL_interior_train_009054,0.14341373006812286,0.0005512843672894674,0.00048219904674733083
model1,11,R2_FINAL_interior_train_009056,0.18249579722735462,0.0005945560886550408,0.00047179079164856374
model1,11,R2_FINAL_interior_train_009057,0.13835905615063096,0.0002723298789067692,0.00021933558688164417
model1,11,R2_FINAL_interior_train_009058,0.17574111873414658,0.0002580812745911027,0.00023649137416877146
model1,11,R2_FINAL_interior_train_009059,0.15594453333855643,0.0012501351594055561,0.0011475389462778836
model1,11,R2_FINAL_interior_train_009060,0.13542863841871355,0.00084864734630742,0.0006926596373437273
model1,11,R2_FINAL_interior_train_009061,0.1247822600284703,0.000610446177410963,0.000480320425589162
model1,11,R2_FINAL_interior_train_009062,0.13325390377297952,0.0005216858647237904,0.00039055513089270613
