instrument,expiry,strike,cp,ts,tau,price_usdc,mark_usdc,trade_iv,index,f_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
SOL_USDC-11APR25-80-P,2025-04-11,80.0,P,1744035195419,0.010248750031709792,0.4,0.74879433,1.8411000000000002,107.8184,107.81846125387126,1.0000005681207593,107.81838010717063,0.7419885173611459,0.29842151118901994,True,0.2617214252256598,0.26495644257291817,1.841096468944662,3.740793761574074,0.009613853327277435,False,False,2025-04-07
SOL_USDC-11APR25-90-P,2025-04-11,90.0,P,1744070186980,0.009139174911212583,1.1,1.07055353,1.6541,106.7956,106.79423444049812,0.9999872133355505,106.7955802958804,0.8427315039690993,0.171106872342155,True,0.16756854774607854,0.1672928203244154,1.6541796233544435,3.3357988425925926,0.01943687250299579,True,False,2025-04-07
SOL_USDC-11APR25-92-P,2025-04-11,92.0,P,1744040253010,0.010088374873160832,1.8,1.96556328,1.6650999999999998,106.1266,106.12762689630436,1.000009676144382,106.12658041931297,0.8668893281636142,0.14284395952636034,True,0.1500715499961086,0.1516316047848888,1.665033465644153,3.6822568287037036,0.025814507893112158,False,False,2025-04-07
SOL_USDC-11APR25-96-P,2025-04-11,96.0,P,1744062079714,0.009396254629629631,1.9,2.05497228,1.473,106.8222,106.82219413436476,0.9999999450897358,106.82218029097261,0.8986897640406317,0.10681739412270658,True,0.11909680420600588,0.12054755422419361,1.4729990330111453,3.4296329398148155,0.027641204803027192,True,False,2025-04-07
SOL_USDC-11APR25-100-P,2025-04-11,100.0,P,1744069721433,0.009153937309741247,2.6,2.7279443,1.3716,107.0618,107.062299635925,1.0000046667992224,107.06178024676568,0.9340401380353563,0.06823586733474173,True,0.0902449055535629,0.09143995666989124,1.371557896141446,3.3411871180555552,0.03215494166244942,False,False,2025-04-07
SOL_USDC-11APR25-104-P,2025-04-11,104.0,P,1744069807339,0.009151213248351091,3.9,4.04027799,1.3287,107.2064,107.20609619284154,0.9999971661471847,107.20638022008653,0.9700915168154725,0.03036486470268293,True,0.06628691506510775,0.06759540052755897,1.3287276987400707,3.3401928356481485,0.03645746973492692,True,False,2025-04-07
SOL_USDC-11APR25-108-C,2025-04-11,108.0,C,1744038940071,0.010130007895738204,5.2,4.76482466,1.5090999999999999,105.3102,105.30969827779019,0.9999952357681421,105.31018056994131,1.0255418746364438,-0.025221131081761387,True,0.04937794211212507,0.04524562235305885,1.5090468510048878,3.6974528819444443,0.03999001257921374,False,False,2025-04-07
SOL_USDC-11APR25-112-C,2025-04-11,112.0,C,1744046687377,0.009884342434043633,2.9,3.23345716,1.2459,105.9857,105.98498217453401,0.9999932271479456,105.98568044530946,1.0567465296200467,-0.05519487644711215,True,0.02736218692766192,0.030508434218795462,1.2458373132709923,3.607784988425926,0.03684819879997996,True,False,2025-04-07
SOL_USDC-11APR25-116-C,2025-04-11,116.0,C,1744035101301,0.01025173449391172,2.3,2.53146276,1.1937,107.9587,107.95886987370261,1.0000015735063743,107.95868008128484,1.074485163329717,-0.07184162902903103,True,0.021304447203951284,0.023448441182256002,1.1937148908068427,3.741883090277778,0.03502644058252976,False,False,2025-04-07
SOL_USDC-11APR25-120-C,2025-04-11,120.0,C,1744068509137,0.009192378963724,1.3,1.44645386,1.2266,107.731,107.73134809648761,1.000003231163617,107.73098012329619,1.1138857166495852,-0.10785454795672404,True,0.01206709526370384,0.013426535787055492,1.22662521538404,3.35521832175926,0.026464298290829618,True,False,2025-04-07
