instrument,expiry,strike,cp,ts,tau,price_usdc,mark_usdc,trade_iv,index,f_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
SOL_USDC-24OCT25-140-P,2025-10-24,140.0,P,1760769340659,0.016598786815068493,0.3,0.244828,1.1761,185.527,185.52923085812887,1.0000120244391861,185.52705611318967,0.7546069178965805,0.28155830385999703,True,0.24701009692748366,0.24671271712123943,1.176060696636461,6.0585571875,0.007920370401510538,False,False,2025-10-18
SOL_USDC-24OCT25-150-P,2025-10-24,150.0,P,1760816975011,0.015088311421867073,0.2,0.32225757,0.9212,186.325,186.32883471752953,1.0000205807998366,186.32505635454714,0.805044704854798,0.21685746912441264,True,0.1960286880850084,0.19668484014738796,0.9211297360847893,5.507233668981481,0.006994873064651133,True,False,2025-10-18
SOL_USDC-24OCT25-160-P,2025-10-24,160.0,P,1760774703405,0.016428735254946727,1.1,0.87605298,0.9659,186.5815,186.5831973513921,1.0000090971044402,186.58155643212635,0.8575338477155643,0.15369462816646892,True,0.14836169748748018,0.14716143405157367,0.9658613038919354,5.996488368055555,0.021868519723551687,False,False,2025-10-18
SOL_USDC-24OCT25-164-P,2025-10-24,164.0,P,1760831988908,0.014612223871131405,1.0,1.07384771,0.9027,187.638,187.64020983244092,1.000011777105069,187.6380567516679,0.8740231211040945,0.1346484493240009,True,0.13130628817093037,0.13169985284154384,0.9026460914562895,5.333461712962963,0.021023502271696824,True,False,2025-10-18
SOL_USDC-24OCT25-168-P,2025-10-24,168.0,P,1760816840477,0.015092577467021816,1.8,1.79885673,0.8937999999999999,186.3309,186.33072753254444,0.9999990744022834,186.33095635633163,0.9016215195006231,0.10356044841738227,True,0.10803871106545493,0.10803257537001099,0.8938065611067214,5.508790775462963,0.02978521279716466,False,False,2025-10-18
SOL_USDC-24OCT25-170-P,2025-10-24,170.0,P,1760768869390,0.016613730657026888,2.7,2.65111308,0.9026000000000001,185.5335,185.53426598089013,1.0000041285314518,185.53355611515565,0.9162762982588746,0.08743732413710145,True,0.0982763253017076,0.09801283161882002,0.9025784115192454,6.064011689814814,0.03704758239523679,True,False,2025-10-18
SOL_USDC-24OCT25-172-P,2025-10-24,172.0,P,1760805614803,0.01544854125443937,3.1,3.03144551,0.8565,183.6845,183.68438756355252,0.9999993878827691,183.68455555592013,0.9363879259170327,0.06572543759948057,True,0.08048883321286726,0.08011561462738248,0.8565058022446649,5.63871755787037,0.039600112950925685,False,False,2025-10-18
SOL_USDC-24OCT25-176-P,2025-10-24,176.0,P,1760822184139,0.014923131056570269,3.8,3.54250973,0.8875,186.0653,186.0650312879018,0.9999985558183164,186.06535627600013,0.9459041893802644,0.055613994784275464,True,0.07451874198135489,0.0731348719522773,0.8875120093095613,5.446942835648148,0.041494347420655414,True,False,2025-10-18
SOL_USDC-24OCT25-180-P,2025-10-24,180.0,P,1760805715354,0.015445352803145612,5.5,5.64917861,0.7945,183.6036,183.6045665334023,1.0000052642399295,183.60365553145166,0.9803726373474392,0.01982253739999655,True,0.04958319323817706,0.05039569672329669,0.7944585700701476,5.637553773148148,0.04805325908958821,False,False,2025-10-18
SOL_USDC-24OCT25-184-P,2025-10-24,184.0,P,1760822134419,0.014924707667427702,6.2,6.42081265,0.7958,186.0373,186.03833119534167,1.0000055429494068,186.03735626753144,0.9890486711464465,0.011011736086551586,True,0.04427796885957502,0.045464895262047,0.7957525344760065,5.4475182986111115,0.04810305084651849,True,False,2025-10-18
SOL_USDC-24OCT25-188-C,2025-10-24,188.0,C,1760774372200,0.01643923769660071,7.2,7.42398036,0.8381000000000001,186.3055,186.30462462171008,0.999995301382461,186.3055563486493,1.0090949711031685,-0.009053860929370286,True,0.03864619038267454,0.03984841088747176,0.8380522834692904,6.0003217592592595,0.051126780567699266,False,False,2025-10-18
SOL_USDC-24OCT25-190-C,2025-10-24,190.0,C,1760777611832,0.016336509639776762,6.5,6.44358929,0.8554,186.3339,186.3339390129469,1.0000002093711713,186.33395635723897,1.0196745870394792,-0.019483544080308425,True,0.03488360429345587,0.034580864464909274,0.85539917070024,5.962826018518518,0.0506029275339808,True,False,2025-10-18
SOL_USDC-24OCT25-196-C,2025-10-24,196.0,C,1760787221161,0.016031799816083207,3.7,3.73935796,0.8373,184.9419,184.94118591831116,0.9999961388863808,184.94195593622447,1.059791970987853,-0.05807263507863733,True,0.020006277003342125,0.02021908950335468,0.8372710858033933,5.851606932870371,0.04469316722098789,False,False,2025-10-18
SOL_USDC-24OCT25-200-C,2025-10-24,200.0,C,1760828830293,0.014712382895738204,3.2,3.23832537,0.8543000000000001,187.2929,187.29315430496618,1.0000013577928804,187.29295664729136,1.0678458153481898,-0.06564336246448292,True,0.017085533045571036,0.01729016097545189,0.8543072423510206,5.370019756944444,0.040858412606711796,True,False,2025-10-18
SOL_USDC-24OCT25-204-C,2025-10-24,204.0,C,1760828830284,0.014712383181126332,2.4,2.43182893,0.8648,187.2929,187.2928326917003,0.9999996406254605,187.29295664729136,1.0892027316551536,-0.08544598976066263,True,0.012814149784178277,0.012984091732715829,0.8647959223772229,5.370019861111111,0.03619268173636842,False,False,2025-10-18
SOL_USDC-24OCT25-208-C,2025-10-24,208.0,C,1760829165605,0.014701750221968544,1.8,1.81629693,0.8812000000000001,187.189,187.18878753987897,0.9999988649967625,187.1890566158665,1.1111760685179368,-0.10541897561515283,True,0.009615946746789837,0.00970300808624326,0.88119194575554,5.366138831018518,0.031295188146336916,True,False,2025-10-18
SOL_USDC-24OCT25-210-C,2025-10-24,210.0,C,1760831897115,0.014615134608066972,1.4,1.55121259,0.8459,187.7114,187.7127118298823,1.0000069885466856,187.71145677386792,1.1187383210870427,-0.11220155130063333,True,0.007458255473913618,0.0082638141361223,0.8459354048237009,5.334524131944445,0.027907856581422332,False,False,2025-10-18
SOL_USDC-24OCT25-212-C,2025-10-24,212.0,C,1760827162819,0.01476525814941654,1.4,1.44323985,0.8937999999999999,187.5264,187.52561062672572,0.9999957906018871,187.52645671791413,1.1305071492866743,-0.12266633672002576,True,0.007465613250006339,0.007696193247926544,0.893776583465578,5.389319224537037,0.02719631880615426,True,False,2025-10-18
SOL_USDC-24OCT25-216-C,2025-10-24,216.0,C,1760796649593,0.01573282619863014,0.9,1.01547412,0.9231,184.28,184.27804728356034,0.9999894035357084,184.28005573603085,1.1721290138386213,-0.15882176516353794,True,0.004883870890994255,0.005510493883584452,0.9230512360752654,5.742481562500001,0.021108475057164885,False,False,2025-10-18
SOL_USDC-24OCT25-220-C,2025-10-24,220.0,C,1760819849378,0.014997165842212074,0.9,0.86143417,0.9486,187.3814,187.3842569660298,1.0000152467962657,187.38145667405848,1.174075620421075,-0.16048113195592567,True,0.004803036628995307,0.0045972220799757445,0.9486681843966387,5.473965532407407,0.0203555475084613,True,False,2025-10-18
SOL_USDC-24OCT25-224-C,2025-10-24,224.0,C,1760822692389,0.014907014554794519,0.5,0.50951801,0.9179999999999999,186.676,186.67537405251696,0.9999966468775685,186.67605646070814,1.1999396400745581,-0.1822712555910021,True,0.002678436696594996,0.0027294234711201116,0.9179850191258515,5.441060312499999,0.014197646638069805,False,False,2025-10-18
SOL_USDC-24OCT25-228-C,2025-10-24,228.0,C,1760822697453,0.014906853976407916,0.4,0.4613177,0.9440000000000001,186.7059,186.7061053965185,1.0000011001072728,186.7059564697515,1.2211715379146921,-0.19981067495343752,True,0.0021424062068678812,0.0024708247595450375,0.9440031265263872,5.441001701388889,0.011957835677404646,True,False,2025-10-18
SOL_USDC-24OCT25-230-C,2025-10-24,230.0,C,1760791593961,0.0158931392376966,0.4,0.54276525,0.9553,186.2366,186.23498409656787,0.9999913233841675,186.23665632781032,1.2349878081743384,-0.21106109810760013,True,0.0021478048837814583,0.0029143846367421598,0.9552661442315882,5.800995821759258,0.012011017421726833,False,False,2025-10-18
SOL_USDC-24OCT25-232-C,2025-10-24,232.0,C,1760812701489,0.015223823915525115,0.3,0.41273442,0.961,186.0366,186.0392537972874,1.0000142649203834,186.0366562673197,1.247066060285639,-0.22079364066415177,True,0.0016125854227831537,0.002218565030576199,0.9610514446493567,5.556695729166667,0.009693931550255865,True,False,2025-10-18
SOL_USDC-24OCT25-236-C,2025-10-24,236.0,C,1760821984169,0.014929472063673262,0.2,0.24514709,0.9636,186.1167,186.1173867044195,1.0000036896442903,186.1167562915462,1.2680212394756827,-0.2374576062498923,True,0.001074594270742104,0.0013171682920154948,0.9636118670767524,5.44925730324074,0.007169765798532926,False,False,2025-10-18
SOL_USDC-24OCT25-240-C,2025-10-24,240.0,C,1760829395753,0.014694452276763064,0.2,0.23982241,1.003,187.4379,187.4379632202891,1.0000003372865844,187.43795669114706,1.2804236891861909,-0.2471910303374479,True,0.0010670197409884926,0.0012794762290071803,1.0030001223475156,5.363475081018518,0.006915113585183492,True,False,2025-10-18
SOL_USDC-31OCT25-120-P,2025-10-31,120.0,P,1760749210562,0.03641519019533232,0.4,0.53356499,1.1834,182.9614,182.96494049745695,1.0000193510623385,182.96167172586607,0.6558750740963802,0.42178494400194155,True,0.3463111761506078,0.34704119238154874,1.1833602648532462,13.291544421296297,0.010706033854253387,False,True,2025-10-18
SOL_USDC-31OCT25-160-P,2025-10-31,160.0,P,1760758650745,0.03611584395611364,3.2,3.19268551,0.9005,185.2308,185.23121835573912,1.0000022585646617,185.23107509627468,0.8637859490738219,0.14643028499924832,True,0.15348976990765462,0.15345028144711315,0.9004972469898511,13.18228304398148,0.048684207467624176,True,True,2025-10-18
SOL_USDC-31OCT25-165-P,2025-10-31,165.0,P,1760755489179,0.03621609655631659,4.3,4.47807396,0.8601000000000001,184.0316,184.03375939121898,1.0000117338066885,184.03187331527795,0.8965838201153715,0.10916349324632091,True,0.12678169762096836,0.12774932326533128,0.8600594436018639,13.218875243055557,0.057359841234297826,False,True,2025-10-18
SOL_USDC-31OCT25-170-P,2025-10-31,170.0,P,1760829514173,0.03386877939497717,4.5,4.67631525,0.8428,187.1994,187.19820750554814,0.9999936298169125,187.19967801994898,0.9081212200689999,0.0963774070128457,True,0.11591728281517955,0.11685913940310177,0.8428330973925281,12.362104479166668,0.05750972395703885,True,True,2025-10-18
SOL_USDC-31OCT25-180-P,2025-10-31,180.0,P,1760777608664,0.035514692288178586,7.6,8.64820097,0.7611,186.3548,186.35366963719034,0.9999939343509817,186.35507676558785,0.9658980217985594,0.03469701783857467,True,0.07488433912182424,0.08050909047388155,0.7611397629447477,12.962862685185184,0.07157428146695483,False,True,2025-10-18
SOL_USDC-31OCT25-185-P,2025-10-31,185.0,P,1760819997997,0.034170535356418064,10.0,10.37031481,0.8027,187.0654,187.06595664312,1.000002975660491,187.06567782093833,0.9889574728779716,0.011103948407342345,True,0.06449968781813487,0.0664792856487667,0.8026909920289692,12.472245405092593,0.07293122083301377,True,True,2025-10-18
SOL_USDC-31OCT25-190-C,2025-10-31,190.0,C,1760774701613,0.035606874270674785,13.1,10.13966623,1.0401,186.636,186.6358414919886,0.9999991507104128,186.63627718321317,1.0180228778003582,-0.017862391157105452,True,0.07018999841676153,0.05432848523894583,1.0400844064462305,12.996509108796296,0.07527763914472359,False,True,2025-10-18
SOL_USDC-31OCT25-195-C,2025-10-31,195.0,C,1760779323114,0.03546032743531202,8.3,8.53924868,0.8523000000000001,186.2213,186.22219129972288,1.0000047862393984,186.2215765673198,1.0471396687456718,-0.04606232198454608,True,0.04457056025943116,0.04585531299544674,0.8523187690681844,12.943019513888888,0.07353598127785484,True,True,2025-10-18
SOL_USDC-31OCT25-200-C,2025-10-31,200.0,C,1760775305649,0.03558772041476408,9.6,9.63616036,1.0506,186.8972,186.89814521759882,1.0000050574197945,186.89747757113543,1.0701054000254102,-0.06775714831919082,True,0.051365059201219684,0.051558536183734,1.0506197542977187,12.989517951388889,0.07307385485277207,False,True,2025-10-18
SOL_USDC-31OCT25-205-C,2025-10-31,205.0,C,1760827166892,0.03394321118721461,5.5,5.64031192,0.8551000000000001,187.5258,187.52815485704497,1.00001255750966,187.52607850470326,1.0931812878221014,-0.08909205804099701,True,0.029329254063519793,0.03007748023621439,0.8551531203557159,12.389272083333333,0.06529020010551322,True,True,2025-10-18
SOL_USDC-31OCT25-210-C,2025-10-31,210.0,C,1760831971801,0.033790848522323697,4.4,4.43852828,0.8611,187.6512,187.6521542940318,1.0000050854672489,187.65147869094156,1.1190958976980194,-0.1125211251198361,True,0.023447723570815645,0.023653041856974505,0.8611158104333387,12.33365971064815,0.060070241625191895,False,True,2025-10-18
SOL_USDC-31OCT25-215-C,2025-10-31,215.0,C,1760763822897,0.03595183609208523,3.2,3.31149431,0.8946,183.6473,183.64535821991987,0.999989426579753,183.64757274453325,1.170720618774963,-0.1576194726956761,True,0.01742467897711573,0.0180317891519673,0.8945546395320585,13.12242017361111,0.052956470548367274,True,True,2025-10-18
SOL_USDC-31OCT25-220-C,2025-10-31,220.0,C,1760778191726,0.03549620351344495,2.7,3.22783553,0.8806999999999999,185.8374,185.83862939540293,1.0000066154358753,185.83767599716916,1.1838288378259274,-0.16875396336460655,True,0.014528808464227291,0.017369112655332437,0.8807184915477922,12.956114282407407,0.0485906439731781,False,True,2025-10-18
SOL_USDC-31OCT25-225-C,2025-10-31,225.0,C,1760831982804,0.033790499619482495,2.3,2.36737648,0.8954000000000001,187.6324,187.63305160134323,1.0000034727549358,187.63267866302067,1.19915145700227,-0.18161418750250324,True,0.01225799267157876,0.012617079801177359,0.8954070118051569,12.33353236111111,0.04354115677674812,True,True,2025-10-18
SOL_USDC-31OCT25-230-C,2025-10-31,230.0,C,1760790256508,0.03511363178589549,2.0,2.02413526,0.9307,186.4043,186.40518965227145,1.0000047727025152,186.404576839103,1.23387528300084,-0.210159853115297,True,0.010729350286963825,0.010858828116367299,0.9307108277861676,12.816475601851852,0.04002345098032226,False,True,2025-10-18
SOL_USDC-31OCT25-235-C,2025-10-31,235.0,C,1760773000190,0.03566082604008118,2.0,2.20253434,0.9706999999999999,187.3787,187.3760716302378,0.9999859729533708,187.3789782862371,1.2541428187372108,-0.22645232626573428,True,0.010673555904146474,0.01175443670439618,0.9706499564403468,13.016201504629631,0.039167493831278745,True,True,2025-10-18
SOL_USDC-31OCT25-245-C,2025-10-31,245.0,C,1760777492748,0.035518367960426185,1.6,1.81346176,1.048,186.4276,186.4266294480513,0.9999947939470941,186.42787687370708,1.3141811412998698,-0.2732137654318343,True,0.008582407453386906,0.009727417328410086,1.0479797984267785,12.964204305555558,0.03294717638672454,False,True,2025-10-18
