t_days,tau_days,S,C_BS,C_SH,C_DH
208.0,157.0,296.1,22.790698434056463,24.032440959177123,23.77198371351443
208.91228070175438,156.08771929824562,296.1,22.746265095401522,23.988265457593247,23.728532806894744
209.82456140350877,155.17543859649123,296.1,22.7017067868065,23.94398581525323,23.68498457086181
210.73684210526315,154.26315789473685,296.1,22.657022475897065,23.899601350905577,23.64133834801272
211.64912280701753,153.35087719298247,296.1,22.612211116387314,23.85511137632612,23.597593473303274
212.56140350877192,152.43859649122808,296.1,22.567271647826328,23.810515196225964,23.55374927391445
213.4736842105263,151.5263157894737,296.1,22.522202995339693,23.765812108157803,23.50980506911557
214.38596491228068,150.61403508771932,296.1,22.47700406936472,23.721001402421106,23.465760170124163
215.29824561403507,149.70175438596493,296.1,22.431673765380243,23.676082361965737,23.42161387996223
216.21052631578945,148.78947368421055,296.1,22.386210963630294,23.631054262294157,23.37736549330887
217.12280701754383,147.87719298245617,296.1,22.3406145288416,23.585916371362238,23.33301429634898
218.03508771929825,146.96491228070175,296.1,22.29783215013551,23.54066794947858,23.28855956661813
218.94736842105263,146.05263157894737,296.1,22.257431016349148,23.495308249202413,23.24400057284357
219.859649122807,145.140350877193,296.1,22.216923576241257,23.44983651523999,23.199336574780702
220.7719298245614,144.2280701754386,296.1,22.17630901142301,23.404251984339158,23.15456682304553
221.68421052631578,143.31578947368422,296.1,22.1355864932991,23.35855388518295,23.10969055894244
222.59649122807016,142.40350877192984,296.1,22.094755182898023,23.312741438281382,23.064707014287286
223.50877192982455,141.49122807017545,296.1,22.053814230698777,23.266813855861308,23.01961541122592
224.42105263157893,140.57894736842107,296.1,22.012762776454387,23.22077034175539,22.974414962047558
225.33333333333331,139.66666666666669,296.1,21.971599949011676,23.174610091288926,22.92910486899301
226.2456140350877,138.7543859649123,296.1,21.93032486612801,23.128332291165208,22.88368432405748
227.15789473684208,137.84210526315792,296.1,21.88893663428366,23.08193611934943,22.838152508788106
228.07017543859646,136.92982456140354,296.1,21.847434348491333,23.035420744950763,22.792508594075468
228.98245614035088,136.01754385964912,296.1,21.805817092101368,22.988785328102697,22.746751739939395
229.89473684210526,135.10526315789474,296.1,21.76408393660356,22.942029019842025,22.700881095308137
230.80701754385964,134.19298245614036,296.1,21.722233941424538,22.89515096198582,22.654895797792044
231.71929824561403,133.28070175438597,296.1,21.680266153721938,22.84815028700673,22.608794973449392
232.6315789473684,132.3684210526316,296.1,21.638179608173914,22.80102611790697,22.562577736546494
233.5438596491228,131.4561403508772,296.1,21.595973326764767,22.753777568090072,22.516243189309694
234.45614035087718,130.54385964912282,296.1,21.553646318566898,22.70640374123103,22.46979042167088
235.36842105263156,129.63157894736844,296.1,21.511197579517585,22.658903731145035,22.42321851100417
236.28070175438594,128.71929824561406,296.1,21.468626092192302,22.611276621653953,22.376526521855848
237.19298245614033,127.80701754385967,296.1,21.42593082557337,22.563521486451545,22.32971350566482
238.1052631578947,126.89473684210529,296.1,21.38311073481414,22.515637388966415,22.28277850047528
239.01754385964912,125.98245614035088,296.1,21.34016476099882,22.467623382223657,22.23572053064015
239.9298245614035,125.0701754385965,296.1,21.297091830897514,22.41947850870433,22.18853860651482
240.8421052631579,124.15789473684211,296.1,21.25389085671712,22.371201800203465,22.141231724141793
241.75438596491227,123.24561403508773,296.1,21.21056073584699,22.322792277686048,22.0937988649248
242.66666666666666,122.33333333333334,296.1,21.16710035060049,22.274248951141427,22.04623899529276
243.57894736842104,121.42105263157896,296.1,21.123508567951,22.2255708194356,21.9985510663525
244.49122807017542,120.50877192982458,296.1,21.07978423926413,22.176756870162404,21.950734013530575
245.4035087719298,119.59649122807019,296.1,21.035926200023997,22.127806079491837,21.902786756202655
246.3157894736842,118.68421052631581,296.1,20.991933269555584,22.078717412017845,21.854708197311354
247.22807017543857,117.77192982456143,296.1,20.947804250741246,22.0294898206034,21.806497222970595
248.14035087719296,116.85964912280704,296.1,20.903537929733208,21.980122246224166,21.75815270205738
249.05263157894734,115.94736842105266,296.1,20.859133075660385,21.9306136178106,21.709673485788823
249.96491228070175,115.03508771929825,296.1,20.814588440330592,21.88096285208797,21.66105840728585
250.87719298245614,114.12280701754386,296.1,20.769902757927508,21.831168853414873,21.61230628112077
251.78947368421052,113.21052631578948,296.1,20.725074744703115,21.781230513619978,21.563415902849822
252.7017543859649,112.2982456140351,296.1,20.685123084624315,21.731146711837045,21.514386048529328
253.6140350877193,111.38596491228071,296.1,20.668533373264758,21.68091631433842,21.465215474214958
254.52631578947367,110.47368421052633,296.1,20.65192396262409,21.6305381743667,21.415902915442864
255.43859649122805,109.56140350877195,296.1,20.635294785890952,21.580011131964728,21.36644708669275
256.35087719298247,108.64912280701753,296.1,20.61864577590328,21.52933401380434,21.316846680831567
257.2631578947368,107.73684210526318,296.1,20.601976865145584,21.478505633013302,21.267100368537264
258.17543859649123,106.82456140350877,296.1,20.585287985747314,21.427524789000167,21.217206797701387
259.0877192982456,105.91228070175441,296.1,20.568579069480112,21.376390267278886,21.167164592810263
260.0,105.0,296.1,20.55185004775589,21.325100839290343,21.116972354303037
260.91228070175436,104.08771929824564,296.1,20.535100851624488,21.273655262224022,21.06662865790624
261.82456140350877,103.17543859649123,296.1,20.518331411771044,21.22205227883652,21.016132053943746
262.7368421052631,102.26315789473688,296.1,20.50154165851425,21.170290617270286,20.96548106662078
263.64912280701753,101.35087719298247,296.1,20.484731521803862,21.11836899086962,20.914674193280895
264.5614035087719,100.43859649122811,296.1,20.467900931217997,21.066286097996148,20.86370990363557
265.4736842105263,99.5263157894737,296.1,20.451049815961387,21.014040621842415,20.812586638963865
266.3859649122807,98.61403508771929,296.1,20.434178104862667,20.961631230244375,20.761302811281805
267.29824561403507,97.70175438596493,296.1,20.417285726372118,20.909056575492606,20.70985680248046
268.2105263157895,96.78947368421052,296.1,20.36257492207319,20.85631529414163,20.658246963430106
269.12280701754383,95.87719298245617,296.1,20.29387527811436,20.803406006818562,20.606471613050466
270.03508771929825,94.96491228070175,296.1,20.22482872138474,20.750327318029946,20.554529037344725
270.9473684210526,94.0526315789474,296.1,20.155430261367925,20.697077815967067,20.502417488395867
271.859649122807,93.14035087719299,296.1,20.085674798394496,20.643656072310236,20.450135183324143
272.77192982456137,92.22807017543863,296.1,20.01555712097719,20.59006064203088,20.39768030320379
273.6842105263158,91.31578947368422,296.1,19.94507190312339,20.53629006319249,20.345050991937004
274.59649122807014,90.40350877192986,296.1,19.87421370163318,20.48234285674977,20.292245355084066
275.50877192982455,89.49122807017545,296.1,19.80297695339256,20.428217526345176,20.239261458647277
276.42105263157896,88.57894736842104,296.1,19.731355972673228,20.37391255810425,20.18609732780687
277.3333333333333,87.66666666666669,296.1,19.659344948452762,20.319426420428083,20.132750945607597
278.2456140350877,86.75438596491227,296.1,19.586937941771463,20.264757563782894,20.079220251592933
279.1578947368421,85.84210526315792,296.1,19.514128883144224,20.20990442048723,20.025503140385915
280.0701754385965,84.9298245614035,296.1,19.440911570050098,20.15486540449528,19.971597460214138
280.98245614035085,84.01754385964915,296.1,19.377396753900626,20.099638911176402,19.91750101137625
281.89473684210526,83.10526315789474,296.1,19.324394283651916,20.044223317090093,19.863211544648937
282.8070175438596,82.19298245614038,296.1,19.271173459472084,19.988616979756213,19.808726759631462
283.719298245614,81.28070175438597,296.1,19.21773182133328,19.932818237418438,19.75404430302559
284.6315789473684,80.36842105263162,296.1,19.16406687163808,19.87682540880159,19.699161766849315
285.5438596491228,79.4561403508772,296.1,19.110176074917565,19.820636792860594,19.644076686581286
