step,total_loss,seconds,teacher,iv,pde,convexity,weight_teacher,weight_iv,weight_pde,weight_convexity,terminal_loss,boundary_penalty_active
1,0.9876557379973143,0.5435903329999974,1.0938485464953383e-10,8.027336365529413e-07,0.00021123076117447064,0.0,0.958841870813607,2.582782151751838,0.9805733923109966,1.0,0.0,False
101,2.744025298367241,7.705814958000019,1.15735030507849e-10,1.5770838622038508e-06,0.0002182133842370458,6.447441152521799e-06,0.9086259882930946,5.733637200986306,1.010562839002908,1.0,0.0,False
201,3.123484319816491,14.91864099999998,1.0305845916256221e-10,9.840132740880289e-07,0.0005402573392737597,1.5431769842653261e-06,0.864954107213054,9.537693992734614,1.0260438093160416,1.0,0.0,False
301,3.208092666788257,22.304220541000063,1.250845364259739e-10,1.0075706394950933e-06,0.00041692854792962464,1.5168421654365197e-06,0.8524973482219351,10.04445931175672,0.9866950946338342,1.0,0.0,False
401,4.863512012254464,29.47085775000005,1.1469878824857157e-10,1.4772078664580633e-06,0.0004839891834193115,0.0,0.8569860166087093,11.269061532633529,0.9423501554378747,1.0,0.0,False
501,11.928306468188183,39.19889479100004,1.368746760059571e-10,4.0588456618754165e-06,0.0010167174352217433,6.631029022132006e-07,0.8194130874352725,10.465838048374213,1.0112040710462653,1.0,0.0,False
601,3.8054590030709794,46.16158979099998,1.4772148735653862e-10,8.842298616784468e-07,0.0006317350289094108,8.160568286620813e-07,0.7754959236732888,12.471221174255252,1.2065325095285464,1.0,0.0,False
701,5.363457363016623,53.075393416,1.4239730609035498e-10,1.4595118678095904e-06,0.0001340501649680063,0.0,0.7357467105049443,13.463995535367115,1.4085858917735607,1.0,0.0,False
801,13.208794233989897,60.240896625000005,1.376024091755556e-10,3.450949903654108e-06,0.0011585962987461177,0.0,0.7337814063385691,13.226534380857176,1.3338055071788955,1.0,0.0,False
901,4.863021852625417,67.06664758300008,1.7310970419657076e-10,1.2123142760449714e-06,0.00028433907276519734,0.0,0.6997638809733905,13.687390514306504,1.44836698642734,1.0,0.0,False
1001,16.83408547092685,76.88019037499998,1.589879321501409e-10,9.433067133058512e-07,0.009071664208965746,3.1369755665624107e-06,0.7380701979231142,18.1277574774686,1.3520910173586527,1.0,0.0,False
1101,6.542748404338392,83.76422104100004,1.7352195363762082e-10,7.001413422257169e-07,0.0021712617358669983,4.285638092122106e-07,0.7186979713048676,19.406125020253725,1.305331374726974,1.0,0.0,False
1201,89.9799828728404,90.62697583300007,1.8167130633307903e-10,1.9921287028703825e-05,0.0011691509413970754,0.0,0.707820521259554,17.701712600677233,1.2815126930958674,1.0,0.0,False
1301,16.237079253349755,97.49989845800008,1.8292076088103914e-10,3.610090347138943e-06,0.0003345073818941695,1.0259236590807616e-06,0.6760227712900468,17.114974182566478,1.4387780526247944,1.0,0.0,False
1401,15.956611886895084,104.36032887500005,1.8851100788942236e-10,2.898893112865432e-06,0.00045913306532308713,2.6754548072130416e-06,0.7448824223501483,20.68460127940094,1.3393790983454723,1.0,0.0,False
1501,3.626269227888106,113.89323050000007,1.6307283982259734e-10,4.79487567941034e-07,0.0005411954466185668,2.008583729269955e-06,0.7876125295139924,21.916940022873355,1.2526868703849616,1.0,0.0,False
1601,7.624773776974767,120.70766508300005,1.4072261935375408e-10,1.2477875449499806e-06,0.000189947008547477,0.0,0.7621856474589191,22.840755936058052,1.2189145979225258,1.0,0.0,False
1701,10.6652354540444,127.62966733300004,1.4103239226858644e-10,1.6761135348443831e-06,0.0008676788663841825,3.314564440950861e-06,0.7295194898043783,22.245681762895465,1.2521318587875399,1.0,0.0,False
1801,4.490118746313444,134.52472445800004,1.6788367660115136e-10,5.323946322677072e-07,0.0008426458623707161,8.235989802185162e-07,0.6956165118423119,22.838677375595715,1.374675603577902,1.0,0.0,False
1901,73.64657177188172,141.30178708300002,1.6727109560687765e-10,1.3466564448727637e-05,0.0017847975899797366,2.2445670410277165e-06,0.6747084875667815,21.064864443768858,1.3707911935802628,1.0,0.0,False
2000,9.578673530988373,148.03149995800004,1.7512038236946434e-10,1.6622365552840306e-06,0.0003863378937712512,0.0,0.6747084875667815,21.064864443768858,1.3707911935802628,1.0,0.0,False
