evaluation,loss,teacher,iv,pde,convexity
63,13.516260992478056,1.8122162093077643e-10,2.434035491083826e-06,0.0002862758988103091,1.7927230661486674e-06
64,13.509782561210171,1.8143681947613297e-10,2.4326422958830903e-06,0.0002866373285837488,1.7955303519913264e-06
65,13.50145528609402,1.8179026735564504e-10,2.4306417436299075e-06,0.000287813203815536,1.7982034672971948e-06
66,13.49787161647786,1.8353385375366747e-10,2.4294216623577003e-06,0.0002877406256242813,1.8004808303162619e-06
67,13.491450557450873,1.8370789584805662e-10,2.427985038058034e-06,0.000288361395449797,1.8004761608489899e-06
68,13.487766985234657,1.8395010332752127e-10,2.4273073192055012e-06,0.0002879797860627372,1.799530986568439e-06
69,13.481172891440005,1.8554217742465278e-10,2.4256632093391225e-06,0.0002875265291445789,1.7985134701306556e-06
70,13.47032613535626,1.8864845777952105e-10,2.4225337622844e-06,0.00028781395738512505,1.7986411209539536e-06
71,13.4653214149867,2.0170838060990233e-10,2.4163778005465897e-06,0.00029174220122656894,1.803609049618764e-06
72,13.453164133343844,1.9767859821689907e-10,2.4150859868988127e-06,0.0002927948848686326,1.8005515603793736e-06
73,13.449022223942226,1.9313825267635554e-10,2.416024674908945e-06,0.0002917540850232121,1.8017554038710997e-06
74,13.444890014134154,1.927879192330249e-10,2.4150575345021007e-06,0.0002928861996258686,1.80401324949863e-06
75,13.440555726403613,1.92810355599624e-10,2.413646594111692e-06,0.00029511716230011623,1.8068183013361378e-06
76,13.4355065776861,1.9744300237076242e-10,2.4105383810054962e-06,0.00029767419487561233,1.809232559229389e-06
77,13.430723990274172,1.9722782279203197e-10,2.4083582169215474e-06,0.00030282566204864675,1.8162020292544221e-06
78,13.421111161206131,1.947121060213354e-10,2.408236355421737e-06,0.0002993768208304137,1.8135953281089537e-06
79,13.414682358641134,1.9335494963548144e-10,2.4080958545824815e-06,0.00029689673328649153,1.8107357284593154e-06
80,13.407777089408304,1.9338154871771478e-10,2.407121193346106e-06,0.0002955709595118803,1.8099500896761103e-06
81,13.401610946523805,1.909187321013373e-10,2.4074990821184496e-06,0.00029265149358418904,1.8053906248060874e-06
82,13.396070192244096,1.9773034000546708e-10,2.4040267341279206e-06,0.0002935675749529218,1.807497791408305e-06
83,13.388827549915478,1.9841982123981751e-10,2.4019452928230994e-06,0.000295431958210362,1.8090174831271646e-06
84,13.373741031672905,2.0303378603139864e-10,2.3968226060703043e-06,0.0002984287343614489,1.8079548077787455e-06
85,13.366513777981456,2.060726093351871e-10,2.393304496553862e-06,0.00030293275492429794,1.8070811487910318e-06
86,13.360617557328105,2.0550097153911692e-10,2.3924496094103536e-06,0.0003026190836530485,1.805013105874922e-06
