generator_factors,case,model,parameter_index,truth,estimate,tolerance_error
1,0,single_sobolev_s17,0,0.45156237398888516,0.4585690120143789,0.3103286911883491
1,0,single_sobolev_s17,1,0.21282127140844664,0.21108933080637576,0.16276010293603965
1,0,single_sobolev_s17,2,0.14670331266243702,0.1500959510539052,0.46251694387768827
1,0,single_sobolev_s17,3,-0.46643879595606175,-0.456842675726162,0.19192240459799503
1,0,single_sobolev_s17,4,0.04824952672566455,0.048191697623005784,0.023970847626161553
1,1,single_sobolev_s17,0,1.509634654383853,1.4726672116245858,0.48975349965525566
1,1,single_sobolev_s17,1,0.1275693320682145,0.12806217141460116,0.07726611692583461
1,1,single_sobolev_s17,2,0.28471203214017604,0.2816705450926594,0.21365356600167926
1,1,single_sobolev_s17,3,-0.16187440407706866,-0.16166326563200784,0.004222768901216423
1,1,single_sobolev_s17,4,0.08960351852599167,0.08964873269945534,0.010092053126361635
1,2,single_sobolev_s17,0,0.5676653662312384,0.626965856326319,2.089276310400254
1,2,single_sobolev_s17,1,0.10006212384540762,0.09835326902372095,0.34155877489204445
1,2,single_sobolev_s17,2,0.08748766751067444,0.07396342656492007,3.0916908246763506
1,2,single_sobolev_s17,3,-0.6238137053174602,-0.7578021180844594,2.679768255339985
1,2,single_sobolev_s17,4,0.0830697792839413,0.0830607137673369,0.002182626866844992
1,3,single_sobolev_s17,0,0.6417330181807919,0.6689303606911318,0.8476217286571887
1,3,single_sobolev_s17,1,0.1049350627151119,0.10461157070973653,0.0616556557942143
1,3,single_sobolev_s17,2,0.2673255173175557,0.2701897528663803,0.21428822639644737
1,3,single_sobolev_s17,3,-0.26631100358216475,-0.2648323424106507,0.02957322343028146
1,3,single_sobolev_s17,4,0.09905869510425758,0.09906835048919067,0.001949427038774226
1,4,single_sobolev_s17,0,0.3806088423199496,0.4253214274202026,2.3495294974080734
1,4,single_sobolev_s17,1,0.06781424054994113,0.06913155100298171,0.3885055535114218
1,4,single_sobolev_s17,2,0.07397356591201387,0.07004987399246262,1.0608362247179461
1,4,single_sobolev_s17,3,0.13504188089788127,0.14362201935624352,0.17160276916724504
1,4,single_sobolev_s17,4,0.08690774098773436,0.0869535253910475,0.010536323414412914
1,5,single_sobolev_s17,0,1.0974363591290863,1.093351633918006,0.0744412225292384
1,5,single_sobolev_s17,1,0.04251107418055978,0.0424049701722699,0.0499182908619136
1,5,single_sobolev_s17,2,0.07232739379407693,0.08465320298712274,3.4083377117495965
1,5,single_sobolev_s17,3,0.1027755731223906,0.09675937280771663,0.12032400629347961
1,5,single_sobolev_s17,4,0.20219185073786422,0.20211960940187432,0.007145820736718217
1,6,single_sobolev_s17,0,3.3870895872483033,3.389741328580424,0.015657934423134373
1,6,single_sobolev_s17,1,0.07590991041353935,0.07590658612983704,0.0008758497234947903
1,6,single_sobolev_s17,2,0.5785201011593707,0.5811063819631201,0.08941023133220338
1,6,single_sobolev_s17,3,-0.6641627375619916,-0.6627983386269514,0.027287978700805127
