generator_factors,case,model,model_factors,status,own_model,parameter_gate,neural_holdout_price_rmse,neural_fit_price_rmse,exact_holdout_price_rmse,exact_fit_price_rmse,seconds,optimizer_success,scaled_parameter_rmse,tolerance_scaled_rmse,worst_tolerance_error
1,16,single_sobolev_s17,1,fitted,True,True,1.3285198695623115e-05,1.3133164876614314e-05,1.1380788126204253e-05,1.0049450920547368e-05,0.38211320899426937,True,0.003356363308466094,0.05858269202057726,0.08490634573781493
1,16,double_sobolev_s17,2,fitted,False,,1.6177434714158765e-05,1.4578778706082823e-05,3.560366778078111e-05,3.533713648343073e-05,2.5010409589885967,True,,,
1,16,deep11_s17,2,fitted,False,,1.2526334974599831e-05,1.1469630676011333e-05,4.0863535459408914e-05,3.991379428647423e-05,4.309651000003214,True,,,
1,16,deep17_full_s29,2,fitted,False,,8.188307926974233e-06,7.469140420466036e-06,3.1823636238925135e-05,3.100651678645176e-05,7.172930708009517,True,,,
1,16,deep11_balanced_s43,2,fitted,False,,1.2376572037081969e-05,1.162182587585354e-05,4.720728656135021e-05,4.5253101596106347e-05,3.768987500006915,True,,,
1,17,single_sobolev_s17,1,fitted,True,True,1.1574767589903341e-05,1.0832588615256709e-05,1.3156628240788843e-05,1.302489342506411e-05,0.31353054200008046,True,0.0015006799759127545,0.02935869024067184,0.057457873363355276
1,17,double_sobolev_s17,2,fitted,False,,3.7666637335806263e-05,3.62126918983782e-05,3.535757849570224e-05,3.954516509515881e-05,1.6272543340019183,True,,,
1,17,deep11_s17,2,fitted,False,,3.028135770171439e-05,2.8888516664961518e-05,2.8402593640279647e-05,2.7231682527034863e-05,4.415025041002082,True,,,
1,17,deep17_full_s29,2,fitted,False,,2.5892407003959874e-05,2.4787976412428682e-05,0.00010528328019341612,9.992057015034139e-05,4.667704332998255,True,,,
1,17,deep11_balanced_s43,2,fitted,False,,3.332906807273719e-05,3.187865367493144e-05,2.553439948881092e-05,2.6899645422171645e-05,1.375752249994548,True,,,
1,18,single_sobolev_s17,1,fitted,True,True,6.5137073804280905e-06,7.684765963382393e-06,5.4548333587897364e-05,5.4087437522147736e-05,0.09540508399368264,True,0.008869756248131612,0.17688685239547214,0.3893159650918149
1,18,double_sobolev_s17,2,fitted,False,,1.061302883016466e-05,9.233735414386055e-06,2.47338897303475e-05,2.5784022316744185e-05,0.7612134160008281,True,,,
1,18,deep11_s17,2,fitted,False,,7.865518830486806e-06,6.698525119691181e-06,5.1669111975420726e-05,5.290803224617499e-05,1.4670407920057187,True,,,
1,18,deep17_full_s29,2,fitted,False,,6.346340325436608e-06,5.259817684987484e-06,0.00012398648925400707,0.00012176087869932263,1.0460240410029655,True,,,
1,18,deep11_balanced_s43,2,fitted,False,,9.202952037988007e-06,7.81125409632746e-06,5.8149888418221634e-05,5.8541185901034164e-05,1.0631683329993393,True,,,
