instrument,expiry,strike,cp,ts,tau,price_usdc,mark_usdc,trade_iv,index,f_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
XRP_USDC-19DEC25-1d8-P,2025-12-19,1.8,P,1765296185325,0.026478141647640792,0.019,0.01897461,0.9212,2.1318,2.13179330404466,0.9999968590133502,2.1318064613761813,0.8443543223140507,0.16918305931476624,True,0.16455830664370874,0.16454639655690684,0.9212224370602753,9.664521701388889,0.031462752864791096,False,False,2025-12-09
XRP_USDC-19DEC25-1d85-P,2025-12-19,1.85,P,1765282974106,0.02689706665398275,0.032,0.03213648,0.8740000000000001,2.0839,2.0838794590086174,0.999990143005239,2.0839063161937443,0.8877558389376283,0.11905852994865943,True,0.1275999377358874,0.12766543012339993,0.8740542935330454,9.817429328703703,0.04355119309751954,True,False,2025-12-09
XRP_USDC-19DEC25-2d35-C,2025-12-19,2.35,C,1765282720980,0.026905093226788433,0.0275,0.02936538,0.8059000000000001,2.077,2.0769991499552742,0.9999995907343642,2.077006295280199,1.1314361469872063,-0.12348775231810646,True,0.013240210230701351,0.014138320171070286,0.8058852356689451,9.820359027777778,0.04489402395361828,False,False,2025-12-09
XRP_USDC-19DEC25-2d5-C,2025-12-19,2.5,C,1765299467710,0.026374057902080163,0.023,0.02448916,0.8295999999999999,2.1658,2.1657748993353603,0.9999884104420355,2.165806564428433,1.154304378359737,-0.1434978927180272,True,0.010619600280909582,0.011307177844140856,0.829540903257652,9.62653113425926,0.039382260688693015,True,False,2025-12-09
XRP_USDC-19DEC25-2d7-C,2025-12-19,2.7,C,1765296184727,0.026478160610096398,0.0105,0.00954549,0.9559000000000001,2.1325,2.1325119601599063,1.0000056085157827,2.1325064634978452,1.2661157404284362,-0.23595374168260044,True,0.004923783434999474,0.004476183384852679,0.9559083940456793,9.664528622685186,0.023046349459181152,False,False,2025-12-09
XRP_USDC-26DEC25-1d2-P,2025-12-26,1.2,P,1765270194421,0.04648038999873161,0.0035,0.00466568,1.2523,2.064,2.0639540180091096,0.9999777219036383,2.0639990483138986,0.5813956169118837,0.5423238297370281,True,0.42030012030410924,0.42086488800637745,1.2523404620682403,16.965342349537035,0.008644035254648274,False,True,2025-12-09
XRP_USDC-26DEC25-1d8-P,2025-12-26,1.8,P,1765297940732,0.04560056024860477,0.0315,0.03155109,0.8511,2.1465,2.1465071823389144,1.0000033460698412,2.14649901027412,0.8385748101370565,0.17605148269202567,True,0.17610024904034205,0.17612405058870317,0.8510886661881366,16.64420449074074,0.04859765167811117,True,True,2025-12-09
XRP_USDC-26DEC25-2-P,2025-12-26,2.0,P,1765313994183,0.045091508656773215,0.0855,0.08498629,0.7759,2.1143,2.114317320095915,1.0000081918819064,2.114299025121161,0.9459399906242633,0.055576146800407136,True,0.09449894397492409,0.0942559745586321,0.77586237019716,16.458400659722223,0.07757218747326523,False,True,2025-12-09
XRP_USDC-26DEC25-2d4-C,2025-12-26,2.4,C,1765269445734,0.04650413070776256,0.039,0.03980356,0.7986,2.0586,2.058621888203498,1.0000106325675204,2.0585990508037755,1.1658414002779829,-0.15344305833191146,True,0.018944922754517222,0.019335265886020296,0.7986375182459593,16.974007708333335,0.06222957923094788,True,True,2025-12-09
XRP_USDC-26DEC25-2d5-C,2025-12-26,2.5,C,1765317259320,0.044987971841704714,0.0255,0.02562804,0.7595000000000001,2.0957,2.0957184856810573,1.0000088207668356,2.095699033697402,1.192919383843632,-0.17640356651872843,True,0.012167777715205047,0.012228874274367984,0.7595284767695895,16.42060972222222,0.05058116026235712,False,True,2025-12-09
XRP_USDC-26DEC25-2d6-C,2025-12-26,2.6,C,1765321367455,0.04485770373541349,0.0185,0.01916329,0.775,2.1098,2.10982367681442,1.000011222302787,2.1097990271960576,1.2323448662574388,-0.20891874985019884,True,0.00876860770221639,0.009082993096962505,0.775032837703718,16.373061863425924,0.041589504052209264,True,True,2025-12-09
XRP_USDC-26DEC25-3-C,2025-12-26,3.0,C,1765292785624,0.04576402765093861,0.01,0.00815698,1.0155,2.076,2.0760377461417163,1.000018182149189,2.07599904278084,1.4450873715150865,-0.368169784452801,True,0.004816957905050288,0.00392918292923371,1.0155433104553175,16.70387009259259,0.0242618260834546,False,True,2025-12-09
XRP_USDC-30JAN26-1d8-P,2026-01-30,1.8,P,1765262924649,0.1426013239155251,0.1275,0.12917488,0.8026000000000001,2.0507,2.0507011380465654,1.0000005549551692,2.0506893409261013,0.8777536236605742,0.1303893355905657,True,0.18442059134871658,0.18523733134271458,0.8025873200678612,52.04948322916666,0.12719804745509092,False,False,2025-12-09
XRP_USDC-30JAN26-1d9-P,2026-01-30,1.9,P,1765314221294,0.1409747179731101,0.141,0.14164935,0.7741,2.1115,2.111485799037775,0.9999932744673338,2.1114890249014793,0.8998389182196449,0.10553951143256432,True,0.1669386015008656,0.167246133291153,0.7741035467153546,51.45577206018518,0.13162715841174158,True,False,2025-12-09
XRP_USDC-30JAN26-2d5-C,2026-01-30,2.5,C,1765296990641,0.14152109839548452,0.1385,0.14054854,0.8017,2.1528,2.152786220629924,0.9999935993264232,2.1527888102334383,1.161284371284386,-0.1495266092304981,True,0.064335154169155,0.06528672916353535,0.8016968946676115,51.65520091435185,0.14140855143654535,False,False,2025-12-09
XRP_USDC-30JAN26-3-C,2026-01-30,3.0,C,1765269116279,0.14240498861618467,0.0465,0.04704766,0.8486,2.0586,2.058653773573897,1.0000261214290764,2.058589299863692,1.4573086531629416,-0.3765913463446897,True,0.022588284124025595,0.022854320676356,0.8486539691895032,51.977820844907406,0.08986965255333358,True,False,2025-12-09
XRP_USDC-30JAN26-3d2-C,2026-01-30,3.2,C,1765294865508,0.14158848592085235,0.037,0.03753058,0.8567,2.0986,2.0986080143945807,1.0000038189243214,2.0985890919527557,1.5248340002674712,-0.4218855518509097,True,0.017630893128092632,0.017883720135549484,0.8567145711583193,51.679797361111106,0.0777103905073406,False,False,2025-12-09
XRP_USDC-30JAN26-4-C,2026-01-30,4.0,C,1765317911399,0.14085770551116183,0.015,0.01475893,0.9586,2.0993,2.0992740094895477,0.9999876194395978,2.0992890883143147,1.9054069409811092,-0.644695603078653,True,0.00714527602867916,0.00703044191586358,0.9585905931065748,51.41306251157407,0.04082933550753058,True,False,2025-12-09
XRP_USDC-27MAR26-1-P,2026-03-27,1.0,P,1765303143434,0.2947506521435819,0.034,0.03534269,1.0513,2.1483,2.1483090492128305,1.0000042122668298,2.1483158295814766,0.46548090659221864,0.76468420009395,True,0.5503454442319168,0.5509704407903891,1.051302841705196,107.5839880324074,0.05782740179608886,False,False,2025-12-09
