instrument,expiry,strike,cp,ts,tau,price_usdc,mark_usdc,trade_iv,index,f_solved,ratio,forward,k,x,otm,c,c_mark,market_iv,days,vega_w,heldout_A,heldout_B,date
XRP_USDC-11APR25-1d2-P,2025-04-11,1.2,P,1744026923059,0.010511064846524606,0.0095,0.00301444,2.4241,1.7617,1.7616558758943044,0.9999749536778705,1.761700232732513,0.6811601529612793,0.3839578272637735,True,0.3242323649163309,0.32055094404829776,2.4242178656718374,3.8365386689814813,0.010156969328503527,False,False,2025-04-07
XRP_USDC-11APR25-1d4-P,2025-04-11,1.4,P,1743999556905,0.011378839897260273,0.0135,0.00931958,1.8363,1.814,1.813987323931514,0.99999301209014,1.8140002396416977,0.7717749807334804,0.2590622471785025,True,0.23566713515216398,0.23336260403433684,1.836335668952416,4.153276562499999,0.015517314976501887,True,False,2025-04-07
XRP_USDC-11APR25-1d6-P,2025-04-11,1.6,P,1744013322822,0.010942325532724506,0.057,0.0616695,1.4043999999999999,1.6928,1.6928125568017063,1.0000074177703842,1.692800223630356,0.9451794592563688,0.05638046554287816,True,0.08849255897963937,0.09125100615776283,1.4043372516145602,3.993948819444445,0.0375893281053289,False,False,2025-04-07
XRP_USDC-11APR25-1d65-P,2025-04-11,1.65,P,1744035407529,0.010242024067732116,0.029,0.02134688,1.8403999999999998,1.9808,1.9808083214101533,1.0000042010350128,1.9808002616771083,0.8329966589377237,0.18272564770242117,True,0.18164388840118184,0.17778023786151553,1.8403746317880865,3.738338784722222,0.0226744719811159,True,False,2025-04-07
XRP_USDC-11APR25-1d7-P,2025-04-11,1.7,P,1744023627005,0.010615582033231862,0.0745,0.07002311,1.5456999999999999,1.7814,1.781390117118198,0.9999944521826641,1.7814002353350167,0.9543054762650189,0.04677145306023232,True,0.08751555784188914,0.08500242805151514,1.5457525163170172,3.8746874421296296,0.03833722648391276,False,False,2025-04-07
XRP_USDC-11APR25-1d75-P,2025-04-11,1.75,P,1744038883720,0.010131794774226282,0.065,0.06589621,1.5722,1.8668,1.8668121710572678,1.0000065197435546,1.8668002466169356,0.9374329166558639,0.06461007926487138,True,0.09738602024849685,0.09786609839377447,1.572143935117376,3.6981050925925927,0.035658737251532735,True,False,2025-04-07
XRP_USDC-11APR25-1d8-P,2025-04-11,1.8,P,1744042886677,0.010004861840436327,0.074,0.08085125,1.3959000000000001,1.8617,1.8616953827399525,0.9999975198689115,1.8617002459431908,0.9668581201094854,0.03370351600036569,True,0.07289049149501581,0.07657059521468235,1.3959259609501227,3.651774571759259,0.038017745040285766,False,False,2025-04-07
XRP_USDC-11APR25-1d85-C,2025-04-11,1.85,C,1743997300221,0.011450398877473364,0.0815,0.08894959,1.198,1.8241,1.8240948818441183,0.9999971941473155,1.8241002409759761,1.0141986489789434,-0.014098792272731107,True,0.04467956210366696,0.04876354270553023,1.1979668138743358,4.179395590277777,0.04264450928705103,True,False,2025-04-07
XRP_USDC-11APR25-1d85-P,2025-04-11,1.85,P,1744043591938,0.009982498160832064,0.094,0.09022803,1.4926,1.8859,1.8858951572229445,0.9999974321135504,1.885900249140175,0.9809638663781169,0.019219653552719443,True,0.06887970304866309,0.06687961317025104,1.4926290032355622,3.6436118287037034,0.03904291111345783,False,False,2025-04-07
XRP_USDC-11APR25-1d95-C,2025-04-11,1.95,C,1744058481178,0.009510363457635717,0.1,0.09607295,1.3432,1.9465,1.9465045215236578,1.0000023228993875,1.9465002571458458,1.0017979668080217,-0.0017963524005114014,True,0.05137425470810369,0.0493567620385891,1.3432293577215806,3.4712826620370367,0.038853159528770484,True,False,2025-04-07
XRP_USDC-11APR25-2-C,2025-04-11,2.0,C,1744058042153,0.00952428484906139,0.07,0.06985083,1.2727,1.9389,1.9389039321251407,1.0000020280185367,1.9389002561418345,1.0315125771243883,-0.031026246498352374,True,0.03610294019935359,0.03602600483378877,1.2727210913119082,3.4763639699074074,0.038253994629987687,False,False,2025-04-07
