case_id,arm,start_index,start_strategy,optimizer_success,nfev,price_rmse_normalized,parameter_rmse_full_range,constraint_valid,bound_hit,runtime_seconds
case_4,baseline,1,broad_1,True,82,0.0019437251851737475,0.3640846209491335,True,True,1.455202792014461
case_4,baseline,2,broad_2,False,120,7.438007947337267e-05,0.32761218696768307,True,True,2.4595332499884535
case_4,baseline,3,broad_3,True,102,2.769464352200868e-14,4.821588006310576e-12,True,False,1.933718582993606
case_4,baseline,4,broad_4,True,83,1.6344802839253238e-11,1.9124259863778533e-09,True,False,1.6756408750079572
case_4,baseline,5,broad_5,True,82,1.7577957539956914e-11,2.0538144940179768e-09,True,False,1.5404839999973774
case_4,baseline,6,broad_6,True,95,1.3946887342969787e-14,3.0345228230309485e-12,True,False,1.8879322500142734
case_4,baseline,7,broad_7,False,120,7.036933036005238e-06,0.11422283241086288,True,True,2.4557906670088414
case_4,baseline,8,broad_8,True,61,0.0019448580518250948,0.35322414181686956,True,True,1.0568924999970477
case_4,baseline,9,broad_9,True,108,2.0847695611554845e-12,2.4014005564350955e-10,True,False,2.1970925840141717
case_4,baseline,10,broad_10,True,41,1.0659123927410695e-12,1.2378032702766278e-10,True,False,0.7673330419929698
case_4,baseline,11,broad_11,True,61,0.0019433425161484623,0.26213543783397786,True,True,1.2250709590152837
case_4,sobol,0,sobol_0,False,120,5.399143545388307e-06,0.14015704311814092,True,True,2.3928396250121295
case_4,sobol,1,sobol_1,False,120,4.7216409963875613e-07,0.015729471064467204,True,False,2.4536057079967577
case_4,sobol,2,sobol_2,True,38,2.0477826949976287e-14,2.6300163306186926e-12,True,False,0.752298334002262
case_4,sobol,3,sobol_3,True,73,1.674802711560785e-14,4.849544368709226e-12,True,False,1.442383042012807
case_4,sobol,4,sobol_4,False,120,4.29583541939001e-06,0.1424707274538175,True,False,2.318297583988169
case_4,sobol,5,sobol_5,True,51,3.119754915782622e-14,4.267794949276345e-12,True,False,1.0694134999939706
case_4,sobol,6,sobol_6,True,77,2.7865248369295624e-14,3.918155731154505e-12,True,False,1.5098506669746712
case_4,sobol,7,sobol_7,True,93,2.806287206087168e-13,3.280384383771884e-11,True,False,1.9759552090254147
case_4,sobol,8,sobol_8,True,81,4.983508496273631e-14,7.239963871129228e-12,True,False,1.7027937500097323
case_4,sobol,9,sobol_9,True,76,3.0309160960041285e-14,4.997225977100758e-12,True,False,1.5478458750003483
case_4,sobol,10,sobol_10,True,96,0.0019451654765936417,0.35210357428179434,True,True,1.8987255829852074
