price_tol_normalized,n_solutions,max_param_rmse_any_case,max_param_rmse_case_1,max_param_rmse_case_2,max_param_rmse_case_3,max_param_rmse_case_4
2.5e-07,18,0.0111785111157495,0.0111785111157495,0.0019963377367983,0.0027609799497507,6.385098917316357e-08
1e-06,23,0.1589031634579975,0.1589031634579975,0.0492286823534223,0.0027609799497507,6.385098917316357e-08
3e-06,33,0.2349650403071084,0.2349650403071084,0.0617439937336086,0.2298044528625638,6.385098917316357e-08
1e-05,41,0.3233096970651244,0.3146423076755971,0.150468803420787,0.3233096970651244,0.1032508877023765
0.0001,45,0.3804538500111235,0.3146423076755971,0.3804538500111235,0.3233096970651244,0.1032508877023765
0.001,45,0.3804538500111235,0.3146423076755971,0.3804538500111235,0.3233096970651244,0.1032508877023765
