truth_id,representation,profile_date,largest_singular_value,smallest_singular_value,condition_number,numerical_rank,practical_rank,singular_value_01,singular_value_02,singular_value_03,singular_value_04,singular_value_05,singular_value_06,singular_value_07,singular_value_08,singular_value_09,singular_value_10,weakest_direction_1_singular_value,weakest_direction_1_loading_kappa_slow,weakest_direction_1_loading_theta_slow,weakest_direction_1_loading_sigma_slow,weakest_direction_1_loading_rho_slow,weakest_direction_1_loading_v0_slow,weakest_direction_1_loading_kappa_fast,weakest_direction_1_loading_theta_fast,weakest_direction_1_loading_sigma_fast,weakest_direction_1_loading_rho_fast,weakest_direction_1_loading_v0_fast,weakest_direction_2_singular_value,weakest_direction_2_loading_kappa_slow,weakest_direction_2_loading_theta_slow,weakest_direction_2_loading_sigma_slow,weakest_direction_2_loading_rho_slow,weakest_direction_2_loading_v0_slow,weakest_direction_2_loading_kappa_fast,weakest_direction_2_loading_theta_fast,weakest_direction_2_loading_sigma_fast,weakest_direction_2_loading_rho_fast,weakest_direction_2_loading_v0_fast,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast
interior_seed20260822_0003,R3,2026-07-15,0.32862597938695165,3.0597132603882574e-07,1074041.753001558,10,9,0.32862597938695165,0.01886287489838591,0.01729971053874612,0.0020302361459637853,0.0005784814885797528,0.0001657955672698443,5.241524928280162e-05,8.283462657683462e-06,1.3135125772372757e-06,3.0597132603882574e-07,3.0597132603882595e-07,0.901552743769246,-0.11380933492251491,-0.01403098739419984,-0.3844308801259185,-0.06732535166552998,0.014125453487024535,0.11804313298123649,-0.032104232292525486,0.012448667736581188,0.08008777415036085,1.313512577237276e-06,-0.413885321687254,-0.22292712434108528,-0.30927515882145623,-0.7409259387133824,-0.15857404426426752,0.01285931819414369,0.2663861861931682,-0.0453307271369243,-0.021743567891448153,0.1886258727264388,0.00044663759198730846,0.02519463046896534,0.0020555869547154593,0.0019227007823875931,0.2605808882377717,0.01822488542814423,0.04013798711705912,0.009062365843831221,0.016673918308574214,0.19443756906073464
interior_seed20260822_0005,R2,2026-07-22,0.19382721423876928,1.3169345229409383e-09,147180600.75296697,10,7,0.19382721423876928,0.007408606199276028,0.003233655033849646,0.0008166866698009836,4.162320913916074e-05,2.8212277839329262e-05,2.311961205199247e-06,8.652747966934913e-08,3.4334867937535403e-08,1.3169345229409383e-09,1.3169345229409387e-09,-0.5593367962154137,-0.13028231035441112,-0.02163135154194993,0.24698703555783888,-0.2609997567260627,-0.12253654315768284,0.5311757118246019,0.01487628507884265,0.38317358947614266,0.31043733525908807,3.4334867937535403e-08,-0.7162404116566382,0.4245395475611682,0.004054472107276781,-0.20608990161354165,0.16869089395440312,0.3843685233039508,-0.15846416421708717,0.022393096251440904,-0.1487798809319513,-0.20083023799834843,0.00366668755091496,0.003720363004261858,0.0015936091896382495,0.003681199848802485,0.1532722420493312,0.0020688545326838126,0.011239651401588115,0.0035345865990211753,0.0028694003503464366,0.11810126618187754
interior_seed20260822_0005,R3,2026-07-22,0.33745545398906096,2.236397085678105e-07,1508924.582982722,10,9,0.33745545398906096,0.01599437526199241,0.011497961241725134,0.0015130435472277685,0.00032475927065178694,0.00011188632167050606,5.048182472192673e-05,1.8212677664940237e-05,9.266467325936871e-07,2.236397085678105e-07,2.2363970856781058e-07,-0.7066031049113765,0.2313327076852261,0.019059370432446023,0.01896178355217536,-0.18402129988327398,0.02377951219126112,0.34946824505432705,0.05114146031437757,0.4892727981300921,0.21889208158951512,9.266467325936874e-07,-0.18486259305155298,0.61335536391544,0.05227963693060836,-0.39819285530624837,0.22128352867159962,0.3314358663573345,-0.4426422013725868,0.04538897005651536,-0.047283697282798236,-0.2632226247019645,0.0118780149129743,0.01221517097382111,0.003583254888478752,0.007404409522807001,0.2718196574793978,0.006231604715876658,0.03497160509496268,0.007320255606245912,0.0055952903262902216,0.196662117460426
interior_seed20260822_0006,R2,2026-07-29,0.2574580067953016,1.9748362561183297e-09,130369293.14906959,10,7,0.2574580067953016,0.016950443137723585,0.006396435966147392,0.00046125815557867064,0.0002807870889852173,3.198437503694696e-05,6.426803141745651e-07,1.5498926311675924e-07,3.199642607966558e-08,1.9748362561183297e-09,1.97483625611833e-09,-0.14155697190098376,-0.9820874910066782,0.004582509466115849,0.008138589629410256,0.019412285877511426,0.09433807202265324,0.0727004144904454,0.013043628791394786,0.0015776510485509005,-0.02537840622195059,3.199642607966556e-08,0.6785805525552702,-0.05595700723387739,0.12574289791734342,0.17227748439354126,0.3151165486329923,0.41082183046684856,-0.23846799245050893,0.1511498801823788,0.03252764670076901,-0.3769112706150869,0.007600479125936734,0.004747083757612317,0.004103877407317925,0.003261702260676877,0.21707189448428646,0.007582287627858136,0.04623138421043619,0.0016379676043415201,0.004171430663256024,0.13103527801957554
interior_seed20260822_0006,R3,2026-07-29,0.3693861609500292,2.3608872670058225e-07,1564607.3665283492,10,9,0.3693861609500292,0.030337031268654523,0.009371771316375455,0.0006619486006677358,0.000608528673623219,0.0004678410532619259,5.507924843996517e-05,3.4370992689858294e-06,2.4030638173843313e-06,2.3608872670058225e-07,2.3608872670058222e-07,0.254786637326343,0.8147874807884244,-0.011024967687159451,0.05746731234841575,0.2156837340137756,-0.11266979204454274,-0.3542331963640083,0.13071773278610174,-0.0037282405076808963,-0.2568753602110668,2.403063817384329e-06,-0.33188448578434127,0.2973341373637856,-0.1636989904617133,-0.21394734736449653,-0.27808328815710737,-0.701255404417228,0.18195096281998682,-0.1330658592154648,-0.027513705740830095,0.3289606888234613,0.01514743186308346,0.009542595921228048,0.006633988339499846,0.0049883408555765375,0.31633010085464097,0.012541737017759368,0.08536702410853095,0.002731097163113765,0.005735937017362822,0.1718022588783899
interior_seed20260822_0008,R2,2026-07-01,0.19596676411841055,1.0778314051999613e-09,181815786.00602606,10,8,0.19596676411841055,0.012283424238247258,0.0072768839528367804,0.00038985190475815515,0.00018795967865054092,2.3254045942413974e-05,2.8989637840667255e-07,2.0292899618395543e-07,2.055562104756661e-08,1.0778314051999613e-09,1.0778314051999611e-09,-0.1413924470504201,-0.985102608049208,-0.0213453527386802,0.03419566860923938,-0.0023433028832771097,0.033877889850561074,0.08242429201132925,0.003011134005531709,0.00013263883941292375,-9.366328318488604e-05,2.0555621047566605e-08,-0.16764911202337046,0.06604495383806647,-0.45863410865125004,0.757628801612727,-0.1907221410027478,-0.22918247994895208,0.1622099792972585,-0.1236262629614266,0.0031453429153389333,0.22952173103027976,0.012416165544354384,0.004198124115637944,0.002218600134316156,0.0013990090299722182,0.16503202591066518,0.002330534933340451,0.03444779477135076,0.0021616015293147452,0.007015909336583364,0.09973356596329293
interior_seed20260822_0008,R3,2026-07-01,0.28267132584029636,1.2609231761271986e-07,2241780.7142580524,10,9,0.28267132584029636,0.028012526315132288,0.010009233061603418,0.000789805678740061,0.00048148475640595346,0.00042557484724554663,3.90038563039403e-05,1.8068393756423851e-06,8.145520766431898e-07,1.2609231761271986e-07,1.260923176127199e-07,-0.16173294862533552,-0.7970848767648504,0.07531585297029676,-0.08246990911262335,-0.236348633614125,0.13701792663925347,0.3658010943909431,-0.19579517211051067,-5.220732083453458e-05,0.2815024108373611,8.145520766431894e-07,0.38130111271682227,0.4925499239291073,0.09925099722412573,-0.06767940113237164,-0.3120274588037494,0.18716431713371112,0.5101174659952958,-0.25883270893641336,-0.006662582731623773,0.37137927392032855,0.02764526651314811,0.009466835849048756,0.0033615498934417396,0.002170746612934111,0.2421148917251483,0.003621999310955194,0.06865470212344216,0.003808522906145205,0.009726411854556399,0.12831131461007933
interior_seed20260822_0009,R2,2026-07-08,0.18411666116422956,1.1902143600864221e-09,154692017.95789185,10,8,0.18411666116422956,0.011225841423231802,0.007958417398290585,0.0005606074508199885,0.0002580068482385698,2.7048309862053377e-05,1.0001982418652701e-05,6.342274367509321e-07,4.2505043457546935e-08,1.1902143600864221e-09,1.1902143600864217e-09,0.7496414797475301,0.6359947171701482,0.04118966670338192,0.01693342781928752,0.06750973328573345,0.015877131069292574,-0.05062193741240985,-0.031814500680721725,-0.12926789684690473,-0.0804391845885794,4.250504345754693e-08,0.5422300597027175,-0.6543530757128653,-0.03382343243206245,0.21407371524512844,-0.04755185833653064,0.1349672024680444,0.38093847124334784,-0.12508674042365203,-0.2165873690087773,0.05185373302933133,0.006737874603801915,0.006776923402074507,0.0013441007145672769,0.005147117297134693,0.15237836931084803,0.0028227284675473043,0.02742289579055269,0.004666800245291037,0.005244326432334795,0.09970268314294786
interior_seed20260822_0009,R3,2026-07-08,0.27272125876226094,7.187847348466241e-07,379419.9369307068,10,10,0.27272125876226094,0.02577758118188351,0.01248489571087739,0.0010200902878369283,0.0006841448495719171,0.0003394408138867833,6.04684727595867e-05,2.335886532122991e-05,7.641482784486813e-06,7.187847348466241e-07,7.187847348466239e-07,-0.7402832907671678,-0.6333403937148969,-0.048015553718433954,-0.018477277696266847,-0.08282715247205957,-0.008325701354424076,0.07090301026583815,0.040529133617359644,0.15764693161965004,0.09880098600087478,7.641482784486812e-06,0.39584664706133577,-0.2798386435862818,0.12922790769754247,0.11544036052687857,-0.33141473406104827,0.24950253728899016,0.5888509252290844,-0.1852602821308238,0.16216551461172624,0.3943573964383077,0.016075707507040793,0.016656935120628914,0.0032674242352332874,0.008248857093872148,0.23005072785069822,0.0049272915850114354,0.06048350960718132,0.007798897934275309,0.008032197923461878,0.13361533712476684
interior_seed20260822_0010,R2,2026-07-15,0.2144289069261538,1.0994272638627074e-09,195036919.6528593,10,8,0.2144289069261538,0.010514949731098582,0.004914394976956079,0.000525673143877403,0.00014655653918305112,1.0201924107685073e-05,4.454886145399594e-06,1.026245299867279e-06,1.9268961659241945e-07,1.0994272638627074e-09,1.099427263862707e-09,-0.7777122060472164,-0.6208505381035355,-0.042085290524920216,-0.062375063390441104,-0.011187791194014918,0.023485731522945245,0.055164451137236004,-0.007646927206034819,-0.01046608022853386,0.012595095589503946,1.9268961659241937e-07,0.5210920812716269,-0.573252201208759,-0.24400026218980472,-0.34395004807893154,-0.07383808686063564,-0.2513509767218127,0.3670606281950784,-0.06446196639726903,-0.08170157483854691,0.0883958106417333,0.001989374040604155,0.004557419965899331,0.0015800303639092836,0.0014545752014555088,0.17520387259335124,0.013521900770909857,0.025487350759615102,0.0016847306406371197,0.003389342452705191,0.1205912922071164
interior_seed20260822_0010,R3,2026-07-15,0.33745736909762736,5.691780050977363e-07,592885.4700555074,10,10,0.33745736909762736,0.027263797413986275,0.008399154556811051,0.0008144991391183841,0.0007748809154718398,0.0004126806032814583,1.6290549208041368e-05,7.780047171179049e-06,2.481902388137619e-06,5.691780050977363e-07,5.691780050977364e-07,-0.509392975902765,-0.6579384625855887,0.036296603329813076,-0.38291207445216885,-0.08826565453379681,-0.11360154787554692,0.24884608913252754,-0.22503177326383736,0.1239868347249919,0.10518615729718978,2.4819023881376192e-06,-0.778965185113088,0.11375253033497201,-0.19520237196316428,0.32078032951261776,0.11174576665011221,0.0764918909215517,-0.2628613284544434,0.3240103084065561,-0.1707404921168285,-0.13304291436238544,0.005399305005787656,0.01259998686620143,0.0028907622170925187,0.002494201119238478,0.28230751804858056,0.02986172953196547,0.06353505436885223,0.0032860210880071837,0.006019899187111098,0.172676817468642
interior_seed20260822_0013,R2,2026-07-22,0.15405174461056595,1.274128268382964e-10,1209075635.737035,10,7,0.15405174461056595,0.007968813633374988,0.004672364098430968,0.00020490012626381531,2.5226396533062566e-05,4.232413148890434e-06,1.0263197171285992e-06,1.3077075604665392e-08,2.015202703267578e-09,1.274128268382964e-10,1.2741282683829641e-10,-0.23941418716672952,-0.7706166934176646,0.030369173972312622,0.14995149934221835,-0.026733824054303246,-0.015477406138989142,0.1163256945583256,0.10522324621086304,-0.5466870926366869,0.03159741229973079,2.0152027032675783e-09,-0.04814216316021953,0.12276118653199838,0.05309974590637653,0.3871830094463852,0.2778996209155955,0.5474953385338749,-0.5437125397550115,0.11663958115785093,-0.18428869737473935,-0.3312279737692353,0.0017944960869018677,0.0019444329954407214,0.0068226497911475425,0.004050850195431599,0.1243329606680448,0.004055421048318288,0.014135307823826505,0.00046572012904625397,0.0009808570077635569,0.08984007574155867
